order_retention_weight,cluster_density_weight,narrative_bridge_weight,added_shared_tradition_penalty,adjusted_shared_tradition_burden,mark_prior_burden,luke_prior_burden,lowest_burden_model,shared_still_lower_than_mark_prior,shared_still_lower_than_luke_prior
1.5,1.5,0.75,251.1867,415.3335,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,1.5,1.0,287.4367,451.5835,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,1.5,1.5,359.9367,524.0835,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,1.5,2.0,432.4367,596.5835,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,0.0,152.9333,317.0801,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,0.25,189.1833,353.3301,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,0.5,225.4333,389.5801,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,0.75,261.6833,425.8301,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,1.0,297.9333,462.0801,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,1.5,370.4333,534.5801,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
1.5,2.0,2.0,442.9333,607.0801,254.6466,303.1966,Mark_prior_Luke_uses_Mark_or_Mark_like_source,False,False
