matt_ref,rank,luke_ref,score,score_content,score_all,window_support,nonlocality_vs_primary
Matt 1:1,1,Luke 20:41,0.253201,0.260806,0.233646,0.086209,913.0
Matt 1:1,2,Luke 18:38,0.202247,0.211456,0.178569,0.058013,819.0
Matt 1:1,3,Luke 19:9,0.17473,0.183773,0.151478,0.055774,833.0
Matt 1:1,4,Luke 18:39,0.126778,0.132753,0.111414,0.056375,820.0
Matt 1:1,5,Luke 20:42,0.115278,0.121766,0.098593,0.086209,914.0
Matt 1:1,6,Luke 20:44,0.104178,0.110417,0.088134,0.023332,916.0
Matt 1:1,7,Luke 1:14,0.085885,0.091438,0.071607,0.071793,1.0
Matt 1:1,8,Luke 2:11,0.084276,0.088455,0.073532,0.017589,78.0
Matt 1:1,9,Luke 10:22,0.076886,0.081936,0.063897,0.020443,479.0
Matt 1:1,10,Luke 15:21,0.074327,0.07826,0.064215,0.017686,703.0
Matt 1:1,11,Luke 1:32,0.072959,0.074906,0.067953,0.083557,19.0
Matt 1:1,12,Luke 22:48,0.068768,0.071255,0.062374,0.060379,1005.0
Matt 1:1,13,Luke 20:36,0.06453,0.066319,0.05993,0.068894,908.0
Matt 1:1,14,Luke 20:34,0.064429,0.066056,0.060248,0.068597,906.0
Matt 1:1,15,Luke 3:8,0.063899,0.067592,0.054402,0.037187,127.0
Matt 1:1,16,Luke 6:5,0.060613,0.062676,0.055307,0.015665,245.0
Matt 1:1,17,Luke 1:31,0.060604,0.064654,0.050187,0.05055,18.0
Matt 1:1,18,Luke 4:41,0.059978,0.062419,0.053701,0.019982,198.0
Matt 1:1,19,Luke 16:29,0.058992,0.06074,0.054496,0.046692,743.0
Matt 1:1,20,Luke 1:73,0.058488,0.062628,0.047843,0.025202,60.0
Matt 1:2,1,Luke 3:34,0.263359,0.256582,0.280785,0.18213,153.0
Matt 1:2,2,Luke 13:28,0.164612,0.170279,0.15004,0.064365,640.0
Matt 1:2,3,Luke 20:37,0.156669,0.166875,0.130423,0.068894,909.0
Matt 1:2,4,Luke 1:57,0.107945,0.1114,0.09906,0.076955,44.0
Matt 1:2,5,Luke 1:33,0.091121,0.091715,0.089594,0.083557,20.0
Matt 1:2,6,Luke 23:29,0.079316,0.083569,0.068379,0.071802,1056.0
Matt 1:2,7,Luke 1:13,0.075629,0.075651,0.075573,0.078768,0.0
Matt 1:2,8,Luke 6:16,0.071245,0.076736,0.057124,0.036655,256.0
Matt 1:2,9,Luke 1:35,0.07016,0.07144,0.066867,0.061984,22.0
Matt 1:2,10,Luke 20:28,0.062104,0.04643,0.10241,0.029999,900.0
Matt 1:2,11,Luke 3:30,0.057636,0.04326,0.094603,0.152408,149.0
Matt 1:2,12,Luke 3:33,0.050953,0.037706,0.085015,0.207131,152.0
Matt 1:2,13,Luke 22:48,0.048975,0.046952,0.054179,0.060379,1005.0
Matt 1:2,14,Luke 1:55,0.04844,0.045314,0.056477,0.095497,42.0
Matt 1:2,15,Luke 8:19,0.048025,0.027433,0.100976,0.031601,358.0
Matt 1:2,16,Luke 3:8,0.047992,0.048519,0.046638,0.037187,127.0
Matt 1:2,17,Luke 16:29,0.047764,0.043601,0.05847,0.046692,743.0
Matt 1:2,18,Luke 1:73,0.042993,0.044956,0.037944,0.025202,60.0
Matt 1:2,19,Luke 6:42,0.042334,0.03531,0.060395,0.023497,282.0
Matt 1:2,20,Luke 8:20,0.037864,0.027544,0.064399,0.031601,359.0
Matt 1:3,1,Luke 3:33,0.259716,0.259571,0.26009,0.207131,152.0
Matt 1:3,2,Luke 1:57,0.096413,0.09943,0.088655,0.076955,44.0
Matt 1:3,3,Luke 23:29,0.070508,0.07459,0.06001,0.071802,1056.0
Matt 1:3,4,Luke 1:13,0.067303,0.067522,0.066739,0.069576,0.0
Matt 1:3,5,Luke 6:16,0.06305,0.068491,0.049061,0.030453,256.0
Matt 1:3,6,Luke 1:35,0.062006,0.063764,0.057484,0.061984,22.0
Matt 1:3,7,Luke 22:48,0.04409,0.041907,0.049706,0.042479,1005.0
Matt 1:3,8,Luke 22:3,0.041194,0.032188,0.064352,0.024576,960.0
Matt 1:3,9,Luke 3:30,0.040962,0.038611,0.047006,0.152408,149.0
Matt 1:3,10,Luke 1:39,0.0325,0.031181,0.035891,0.025007,26.0
Matt 1:3,11,Luke 22:47,0.031897,0.029515,0.038023,0.042479,1004.0
Matt 1:3,12,Luke 21:4,0.015708,0.0,0.0561,0.01297,923.0
Matt 1:3,13,Luke 6:45,0.014063,0.0,0.050224,0.016587,285.0
Matt 1:3,14,Luke 10:18,0.012509,0.0,0.044676,0.011666,475.0
Matt 1:3,15,Luke 14:26,0.012505,0.0,0.044661,0.013626,673.0
Matt 1:3,16,Luke 10:11,0.012383,0.0,0.044224,0.011164,468.0
Matt 1:3,17,Luke 12:13,0.012243,0.0,0.043725,0.015219,566.0
Matt 1:3,18,Luke 23:13,0.011638,0.0,0.041566,0.008298,1041.0
Matt 1:3,19,Luke 19:47,0.011577,0.0,0.041345,0.011429,871.0
Matt 1:3,20,Luke 23:55,0.011513,0.0,0.041119,0.01149,1082.0
Matt 1:4,1,Luke 3:32,0.135993,0.133115,0.143393,0.154432,151.0
Matt 1:4,2,Luke 3:33,0.125502,0.122247,0.133873,0.154432,152.0
Matt 1:4,3,Luke 1:57,0.102722,0.107607,0.090163,0.073147,44.0
Matt 1:4,4,Luke 23:29,0.073875,0.080724,0.056264,0.06841,1056.0
Matt 1:4,5,Luke 1:13,0.069909,0.073075,0.061769,0.066048,0.0
Matt 1:4,6,Luke 1:35,0.064534,0.069008,0.053031,0.058781,22.0
Matt 1:4,7,Luke 9:20,0.008822,0.0,0.031506,0.011028,415.0
Matt 1:4,8,Luke 10:37,0.007916,0.0,0.028271,0.009582,494.0
Matt 1:4,9,Luke 6:41,0.007906,0.0,0.028237,0.012571,281.0
Matt 1:4,10,Luke 21:37,0.007649,0.0,0.027317,0.011326,956.0
Matt 1:4,11,Luke 9:19,0.007623,0.0,0.027225,0.011028,414.0
Matt 1:4,12,Luke 17:17,0.007487,0.0,0.026739,0.007615,762.0
Matt 1:4,13,Luke 23:3,0.007423,0.0,0.026511,0.020793,1031.0
Matt 1:4,14,Luke 22:70,0.007048,0.0,0.025173,0.013258,1027.0
Matt 1:4,15,Luke 13:23,0.006913,0.0,0.02469,0.005295,635.0
Matt 1:4,16,Luke 9:60,0.006866,0.0,0.024522,0.011454,455.0
Matt 1:4,17,Luke 20:45,0.006755,0.0,0.024125,0.020142,917.0
Matt 1:4,18,Luke 5:33,0.006702,0.0,0.023937,0.011182,234.0
Matt 1:4,19,Luke 22:69,0.006647,0.0,0.023739,0.013258,1026.0
Matt 1:4,20,Luke 8:11,0.00663,0.0,0.02368,0.013227,350.0
Matt 1:5,1,Luke 1:57,0.093689,0.097326,0.084334,0.072441,44.0
Matt 1:5,2,Luke 23:29,0.06709,0.073012,0.051863,0.06764,1056.0
Matt 1:5,3,Luke 3:32,0.066206,0.055731,0.093143,0.126022,151.0
Matt 1:5,4,Luke 1:13,0.064055,0.066094,0.058811,0.065324,0.0
Matt 1:5,5,Luke 1:35,0.058626,0.062415,0.048883,0.058148,22.0
Matt 1:5,6,Luke 21:4,0.02539,0.0,0.09068,0.01297,923.0
Matt 1:5,7,Luke 6:45,0.02069,0.0,0.073892,0.016587,285.0
Matt 1:5,8,Luke 10:18,0.019487,0.0,0.069596,0.011666,475.0
Matt 1:5,9,Luke 21:18,0.019306,0.0,0.06895,0.009846,937.0
Matt 1:5,10,Luke 11:54,0.018406,0.0,0.065735,0.008992,553.0
Matt 1:5,11,Luke 12:13,0.018392,0.0,0.065685,0.015025,566.0
Matt 1:5,12,Luke 22:3,0.017708,0.0,0.063242,0.011631,960.0
Matt 1:5,13,Luke 6:44,0.017614,0.0,0.062908,0.016587,284.0
Matt 1:5,14,Luke 17:7,0.017253,0.0,0.061617,0.007589,752.0
Matt 1:5,15,Luke 9:35,0.016931,0.0,0.060466,0.01048,430.0
Matt 1:5,16,Luke 23:55,0.016337,0.0,0.058348,0.011491,1082.0
Matt 1:5,17,Luke 1:61,0.016301,0.0,0.058217,0.01033,48.0
Matt 1:5,18,Luke 5:3,0.015808,0.0,0.056456,0.01142,204.0
Matt 1:5,19,Luke 17:24,0.015772,0.0,0.056328,0.013019,769.0
Matt 1:5,20,Luke 10:11,0.015698,0.0,0.056065,0.011164,468.0
Matt 1:6,1,Luke 2:4,0.103129,0.103765,0.101493,0.032839,71.0
Matt 1:6,2,Luke 3:31,0.096837,0.083764,0.130453,0.063076,150.0
Matt 1:6,3,Luke 18:38,0.09169,0.100461,0.069136,0.031005,819.0
Matt 1:6,4,Luke 20:44,0.089042,0.098701,0.064203,0.023587,916.0
Matt 1:6,5,Luke 20:41,0.088951,0.091582,0.082184,0.035519,913.0
Matt 1:6,6,Luke 1:57,0.088156,0.089495,0.084711,0.073352,44.0
Matt 1:6,7,Luke 11:31,0.084028,0.078266,0.098844,0.040312,530.0
Matt 1:6,8,Luke 1:32,0.079344,0.066958,0.111193,0.063531,19.0
Matt 1:6,9,Luke 3:32,0.076972,0.07687,0.077233,0.060827,151.0
Matt 1:6,10,Luke 1:69,0.076946,0.08454,0.057416,0.01948,56.0
Matt 1:6,11,Luke 20:42,0.071484,0.07377,0.065605,0.035519,914.0
Matt 1:6,12,Luke 2:11,0.070061,0.077016,0.052175,0.015594,78.0
Matt 1:6,13,Luke 6:3,0.069522,0.074621,0.056412,0.020848,243.0
Matt 1:6,14,Luke 18:39,0.066985,0.070113,0.058942,0.030456,820.0
Matt 1:6,15,Luke 23:29,0.062691,0.067137,0.051259,0.068642,1056.0
Matt 1:6,16,Luke 23:37,0.061946,0.053238,0.084338,0.023319,1064.0
Matt 1:6,17,Luke 1:27,0.061285,0.060655,0.062903,0.020019,14.0
Matt 1:6,18,Luke 1:13,0.060617,0.060776,0.060207,0.066482,0.0
Matt 1:6,19,Luke 23:38,0.058053,0.044835,0.092041,0.021677,1065.0
Matt 1:6,20,Luke 1:35,0.054851,0.057393,0.048313,0.059126,22.0
Matt 1:7,1,Luke 1:57,0.102191,0.107091,0.089593,0.073352,44.0
Matt 1:7,2,Luke 1:5,0.076791,0.080883,0.066267,0.038297,8.0
Matt 1:7,3,Luke 23:29,0.073497,0.080337,0.055908,0.068642,1056.0
Matt 1:7,4,Luke 1:13,0.069548,0.072725,0.061378,0.066482,0.0
Matt 1:7,5,Luke 1:35,0.064202,0.068677,0.052695,0.059126,22.0
Matt 1:7,6,Luke 11:31,0.060414,0.062435,0.055217,0.038467,530.0
Matt 1:7,7,Luke 12:27,0.034083,0.034092,0.034057,0.02314,580.0
Matt 1:7,8,Luke 9:20,0.008766,0.0,0.031307,0.01054,415.0
Matt 1:7,9,Luke 10:37,0.007866,0.0,0.028092,0.008847,494.0
Matt 1:7,10,Luke 6:41,0.007856,0.0,0.028058,0.010032,281.0
Matt 1:7,11,Luke 21:37,0.0076,0.0,0.027144,0.010272,956.0
Matt 1:7,12,Luke 9:19,0.007575,0.0,0.027053,0.01054,414.0
Matt 1:7,13,Luke 17:17,0.00744,0.0,0.02657,0.00693,762.0
Matt 1:7,14,Luke 23:3,0.007376,0.0,0.026344,0.020312,1031.0
Matt 1:7,15,Luke 22:70,0.007004,0.0,0.025013,0.011308,1027.0
Matt 1:7,16,Luke 13:23,0.00687,0.0,0.024534,0.004818,635.0
Matt 1:7,17,Luke 9:60,0.006823,0.0,0.024367,0.010538,455.0
Matt 1:7,18,Luke 20:45,0.006712,0.0,0.023972,0.019737,917.0
Matt 1:7,19,Luke 5:33,0.00666,0.0,0.023786,0.01032,234.0
Matt 1:7,20,Luke 22:69,0.006605,0.0,0.023589,0.011308,1026.0
Matt 1:8,1,Luke 1:57,0.100935,0.105661,0.088783,0.073352,44.0
Matt 1:8,2,Luke 23:29,0.072583,0.079264,0.055402,0.068642,1056.0
Matt 1:8,3,Luke 1:13,0.068693,0.071753,0.060823,0.066482,0.0
Matt 1:8,4,Luke 1:35,0.063408,0.06776,0.052219,0.059126,22.0
Matt 1:8,5,Luke 9:20,0.008687,0.0,0.031024,0.010051,415.0
Matt 1:8,6,Luke 10:37,0.007795,0.0,0.027838,0.008674,494.0
Matt 1:8,7,Luke 6:41,0.007785,0.0,0.027805,0.023082,281.0
Matt 1:8,8,Luke 21:37,0.007531,0.0,0.026898,0.009684,956.0
Matt 1:8,9,Luke 9:19,0.007506,0.0,0.026808,0.010051,414.0
Matt 1:8,10,Luke 17:17,0.007372,0.0,0.02633,0.0067,762.0
Matt 1:8,11,Luke 23:3,0.00731,0.0,0.026105,0.010629,1031.0
Matt 1:8,12,Luke 22:70,0.00694,0.0,0.024787,0.01108,1027.0
Matt 1:8,13,Luke 13:23,0.006807,0.0,0.024312,0.004879,635.0
Matt 1:8,14,Luke 9:60,0.006761,0.0,0.024146,0.010241,455.0
Matt 1:8,15,Luke 20:45,0.006652,0.0,0.023755,0.006361,917.0
Matt 1:8,16,Luke 5:33,0.0066,0.0,0.023571,0.009327,234.0
Matt 1:8,17,Luke 22:69,0.006545,0.0,0.023375,0.01108,1026.0
Matt 1:8,18,Luke 8:11,0.006529,0.0,0.023318,0.011145,350.0
Matt 1:8,19,Luke 9:42,0.006506,0.0,0.023235,0.011464,437.0
Matt 1:8,20,Luke 9:32,0.006495,0.0,0.023198,0.008595,427.0
Matt 1:9,1,Luke 1:57,0.100935,0.105661,0.088783,0.073259,44.0
Matt 1:9,2,Luke 23:29,0.072583,0.079264,0.055402,0.068554,1056.0
Matt 1:9,3,Luke 1:13,0.068693,0.071753,0.060823,0.066396,0.0
Matt 1:9,4,Luke 1:35,0.063408,0.06776,0.052219,0.059049,22.0
Matt 1:9,5,Luke 9:20,0.008687,0.0,0.031024,0.010217,415.0
Matt 1:9,6,Luke 10:37,0.007795,0.0,0.027838,0.010279,494.0
Matt 1:9,7,Luke 6:41,0.007785,0.0,0.027805,0.024665,281.0
Matt 1:9,8,Luke 21:37,0.007531,0.0,0.026898,0.011482,956.0
Matt 1:9,9,Luke 9:19,0.007506,0.0,0.026808,0.010217,414.0
Matt 1:9,10,Luke 17:17,0.007372,0.0,0.02633,0.007736,762.0
Matt 1:9,11,Luke 23:3,0.00731,0.0,0.026105,0.011317,1031.0
Matt 1:9,12,Luke 22:70,0.00694,0.0,0.024787,0.011867,1027.0
Matt 1:9,13,Luke 13:23,0.006807,0.0,0.024312,0.005204,635.0
Matt 1:9,14,Luke 9:60,0.006761,0.0,0.024146,0.01127,455.0
Matt 1:9,15,Luke 20:45,0.006652,0.0,0.023755,0.00695,917.0
Matt 1:9,16,Luke 5:33,0.0066,0.0,0.023571,0.010458,234.0
Matt 1:9,17,Luke 22:69,0.006545,0.0,0.023375,0.011867,1026.0
Matt 1:9,18,Luke 8:11,0.006529,0.0,0.023318,0.011926,350.0
Matt 1:9,19,Luke 9:42,0.006506,0.0,0.023235,0.012739,437.0
Matt 1:9,20,Luke 9:32,0.006495,0.0,0.023198,0.009149,427.0
Matt 1:10,1,Luke 3:25,0.13367,0.130649,0.141438,0.101754,144.0
Matt 1:10,2,Luke 1:57,0.101817,0.10662,0.089465,0.06974,44.0
Matt 1:10,3,Luke 23:29,0.07322,0.079984,0.055828,0.064021,1056.0
Matt 1:10,4,Luke 1:13,0.069293,0.072405,0.06129,0.063038,0.0
Matt 1:10,5,Luke 1:35,0.063964,0.068375,0.05262,0.055376,22.0
Matt 1:10,6,Luke 9:20,0.008753,0.0,0.031262,0.010233,415.0
Matt 1:10,7,Luke 10:37,0.007855,0.0,0.028052,0.010296,494.0
Matt 1:10,8,Luke 6:41,0.007845,0.0,0.028018,0.024717,281.0
Matt 1:10,9,Luke 21:37,0.007589,0.0,0.027105,0.011501,956.0
Matt 1:10,10,Luke 9:19,0.007564,0.0,0.027014,0.010233,414.0
Matt 1:10,11,Luke 17:17,0.007429,0.0,0.026532,0.007749,762.0
Matt 1:10,12,Luke 23:3,0.007366,0.0,0.026306,0.011336,1031.0
Matt 1:10,13,Luke 22:70,0.006994,0.0,0.024978,0.011887,1027.0
Matt 1:10,14,Luke 13:23,0.00686,0.0,0.024499,0.005212,635.0
Matt 1:10,15,Luke 9:60,0.006813,0.0,0.024332,0.011288,455.0
Matt 1:10,16,Luke 20:45,0.006703,0.0,0.023938,0.006961,917.0
Matt 1:10,17,Luke 5:33,0.006651,0.0,0.023752,0.010475,234.0
Matt 1:10,18,Luke 22:69,0.006595,0.0,0.023555,0.011887,1026.0
Matt 1:10,19,Luke 8:11,0.006579,0.0,0.023497,0.011945,350.0
Matt 1:10,20,Luke 9:42,0.006556,0.0,0.023414,0.01276,437.0
Matt 1:11,1,Luke 20:28,0.091812,0.068407,0.151998,0.028899,900.0
Matt 1:11,2,Luke 8:19,0.06928,0.040418,0.143498,0.030661,358.0
Matt 1:11,3,Luke 6:42,0.060925,0.052023,0.083814,0.022513,282.0
Matt 1:11,4,Luke 1:57,0.057008,0.054709,0.062918,0.071585,44.0
Matt 1:11,5,Luke 8:20,0.054335,0.040582,0.089702,0.030661,359.0
Matt 1:11,6,Luke 6:14,0.050092,0.031315,0.098377,0.010289,254.0
Matt 1:11,7,Luke 3:19,0.049703,0.03075,0.098438,0.016167,138.0
Matt 1:11,8,Luke 17:3,0.048985,0.041775,0.067524,0.009963,748.0
Matt 1:11,9,Luke 12:13,0.048443,0.03784,0.075709,0.015227,566.0
Matt 1:11,10,Luke 14:26,0.047027,0.026086,0.100876,0.013521,673.0
Matt 1:11,11,Luke 6:41,0.044051,0.031295,0.076852,0.024717,281.0
Matt 1:11,12,Luke 15:27,0.044029,0.032389,0.073961,0.015174,709.0
Matt 1:11,13,Luke 8:21,0.043816,0.039181,0.055734,0.022327,360.0
Matt 1:11,14,Luke 23:29,0.042327,0.041042,0.045632,0.066375,1056.0
Matt 1:11,15,Luke 1:13,0.042317,0.037153,0.055597,0.064226,0.0
Matt 1:11,16,Luke 15:32,0.042257,0.032984,0.066101,0.012902,714.0
Matt 1:11,17,Luke 22:32,0.041143,0.034087,0.059286,0.01307,989.0
Matt 1:11,18,Luke 1:35,0.040796,0.035085,0.055481,0.057143,22.0
Matt 1:11,19,Luke 20:29,0.040235,0.037277,0.047841,0.028899,901.0
Matt 1:11,20,Luke 21:16,0.037791,0.037556,0.038396,0.010324,935.0
Matt 1:12,1,Luke 3:27,0.239864,0.225037,0.277989,0.08708,146.0
Matt 1:12,2,Luke 1:57,0.081845,0.083374,0.077915,0.073468,44.0
Matt 1:12,3,Luke 23:29,0.058496,0.062545,0.048083,0.068751,1056.0
Matt 1:12,4,Luke 1:13,0.055915,0.056619,0.054106,0.066588,0.0
Matt 1:12,5,Luke 1:35,0.051186,0.053467,0.04532,0.059219,22.0
Matt 1:12,6,Luke 1:24,0.01836,0.0,0.065571,0.009455,11.0
Matt 1:12,7,Luke 10:1,0.012335,0.0,0.044052,0.011533,458.0
Matt 1:12,8,Luke 10:37,0.011833,0.0,0.042259,0.010296,494.0
Matt 1:12,9,Luke 17:17,0.010947,0.0,0.039097,0.007749,762.0
Matt 1:12,10,Luke 10:17,0.010921,0.0,0.039003,0.00926,474.0
Matt 1:12,11,Luke 21:37,0.010862,0.0,0.038793,0.011501,956.0
Matt 1:12,12,Luke 15:30,0.01069,0.0,0.038178,0.015113,712.0
Matt 1:12,13,Luke 22:1,0.010025,0.0,0.035804,0.010247,958.0
Matt 1:12,14,Luke 18:26,0.009914,0.0,0.035409,0.014416,807.0
Matt 1:12,15,Luke 24:2,0.009912,0.0,0.035401,0.009562,1085.0
Matt 1:12,16,Luke 18:6,0.009739,0.0,0.034781,0.011125,787.0
Matt 1:12,17,Luke 18:15,0.009441,0.0,0.033719,0.010398,796.0
Matt 1:12,18,Luke 22:7,0.009392,0.0,0.033542,0.006921,964.0
Matt 1:12,19,Luke 6:8,0.009316,0.0,0.033272,0.010808,248.0
Matt 1:12,20,Luke 9:42,0.009279,0.0,0.033141,0.01276,437.0
Matt 1:13,1,Luke 3:30,0.142634,0.13918,0.151515,0.044307,149.0
Matt 1:13,2,Luke 1:57,0.101962,0.106785,0.089559,0.073468,44.0
Matt 1:13,3,Luke 23:29,0.073326,0.080108,0.055887,0.073566,1056.0
Matt 1:13,4,Luke 1:13,0.069392,0.072517,0.061355,0.066964,0.0
Matt 1:13,5,Luke 1:35,0.064056,0.068481,0.052675,0.062794,22.0
Matt 1:13,6,Luke 3:27,0.058619,0.060801,0.053008,0.076045,146.0
Matt 1:13,7,Luke 9:20,0.008763,0.0,0.031295,0.029917,415.0
Matt 1:13,8,Luke 10:37,0.007863,0.0,0.028082,0.012473,494.0
Matt 1:13,9,Luke 6:41,0.007853,0.0,0.028048,0.008864,281.0
Matt 1:13,10,Luke 21:37,0.007597,0.0,0.027133,0.011106,956.0
Matt 1:13,11,Luke 9:19,0.007572,0.0,0.027043,0.029917,414.0
Matt 1:13,12,Luke 17:17,0.007437,0.0,0.02656,0.013507,762.0
Matt 1:13,13,Luke 23:3,0.007373,0.0,0.026334,0.023879,1031.0
Matt 1:13,14,Luke 22:70,0.007001,0.0,0.025004,0.020764,1027.0
Matt 1:13,15,Luke 13:23,0.006867,0.0,0.024525,0.007071,635.0
Matt 1:13,16,Luke 9:60,0.00682,0.0,0.024358,0.012811,455.0
Matt 1:13,17,Luke 20:45,0.00671,0.0,0.023963,0.006633,917.0
Matt 1:13,18,Luke 5:33,0.006657,0.0,0.023777,0.009625,234.0
Matt 1:13,19,Luke 22:69,0.006602,0.0,0.02358,0.012244,1026.0
Matt 1:13,20,Luke 8:11,0.006586,0.0,0.023521,0.011166,350.0
Matt 1:14,1,Luke 1:57,0.100935,0.105661,0.088783,0.073468,44.0
Matt 1:14,2,Luke 23:29,0.072583,0.079264,0.055402,0.073566,1056.0
Matt 1:14,3,Luke 1:13,0.068693,0.071753,0.060823,0.066964,0.0
Matt 1:14,4,Luke 1:35,0.063408,0.06776,0.052219,0.062794,22.0
Matt 1:14,5,Luke 9:20,0.008687,0.0,0.031024,0.037741,415.0
Matt 1:14,6,Luke 10:37,0.007795,0.0,0.027838,0.012473,494.0
Matt 1:14,7,Luke 6:41,0.007785,0.0,0.027805,0.010585,281.0
Matt 1:14,8,Luke 21:37,0.007531,0.0,0.026898,0.013163,956.0
Matt 1:14,9,Luke 9:19,0.007506,0.0,0.026808,0.037741,414.0
Matt 1:14,10,Luke 17:17,0.007372,0.0,0.02633,0.013507,762.0
Matt 1:14,11,Luke 23:3,0.00731,0.0,0.026105,0.028737,1031.0
Matt 1:14,12,Luke 22:70,0.00694,0.0,0.024787,0.028026,1027.0
Matt 1:14,13,Luke 13:23,0.006807,0.0,0.024312,0.008645,635.0
Matt 1:14,14,Luke 9:60,0.006761,0.0,0.024146,0.012811,455.0
Matt 1:14,15,Luke 20:45,0.006652,0.0,0.023755,0.02493,917.0
Matt 1:14,16,Luke 5:33,0.0066,0.0,0.023571,0.011262,234.0
Matt 1:14,17,Luke 22:69,0.006545,0.0,0.023375,0.018481,1026.0
Matt 1:14,18,Luke 8:11,0.006529,0.0,0.023318,0.013334,350.0
Matt 1:14,19,Luke 9:42,0.006506,0.0,0.023235,0.046362,437.0
Matt 1:14,20,Luke 9:32,0.006495,0.0,0.023198,0.015984,427.0
Matt 1:15,1,Luke 1:57,0.101732,0.106538,0.089374,0.073365,44.0
Matt 1:15,2,Luke 23:29,0.07316,0.079923,0.055771,0.073566,1056.0
Matt 1:15,3,Luke 1:13,0.069236,0.07235,0.061228,0.066964,0.0
Matt 1:15,4,Luke 1:35,0.063911,0.068323,0.052567,0.062794,22.0
Matt 1:15,5,Luke 3:34,0.059638,0.048972,0.087066,0.041759,153.0
Matt 1:15,6,Luke 1:33,0.042582,0.043856,0.039306,0.088358,20.0
Matt 1:15,7,Luke 13:28,0.034658,0.0325,0.040209,0.040809,640.0
Matt 1:15,8,Luke 20:37,0.032145,0.03185,0.032904,0.033786,909.0
Matt 1:15,9,Luke 9:20,0.008745,0.0,0.03123,0.050227,415.0
Matt 1:15,10,Luke 10:37,0.007847,0.0,0.028024,0.018599,494.0
Matt 1:15,11,Luke 6:41,0.007837,0.0,0.02799,0.013967,281.0
Matt 1:15,12,Luke 21:37,0.007582,0.0,0.027077,0.016116,956.0
Matt 1:15,13,Luke 9:19,0.007556,0.0,0.026987,0.050227,414.0
Matt 1:15,14,Luke 17:17,0.007421,0.0,0.026505,0.021623,762.0
Matt 1:15,15,Luke 23:3,0.007358,0.0,0.026279,0.045709,1031.0
Matt 1:15,16,Luke 22:70,0.006987,0.0,0.024952,0.043754,1027.0
Matt 1:15,17,Luke 13:23,0.006853,0.0,0.024474,0.010402,635.0
Matt 1:15,18,Luke 9:60,0.006806,0.0,0.024307,0.015642,455.0
Matt 1:15,19,Luke 20:45,0.006696,0.0,0.023914,0.028472,917.0
Matt 1:15,20,Luke 5:33,0.006644,0.0,0.023728,0.014235,234.0
Matt 1:16,1,Luke 9:20,0.121578,0.143678,0.064752,0.050227,415.0
Matt 1:16,2,Luke 20:41,0.117427,0.140913,0.057036,0.077293,913.0
Matt 1:16,3,Luke 23:50,0.108038,0.115098,0.089886,0.044912,1077.0
Matt 1:16,4,Luke 1:57,0.093635,0.097305,0.084198,0.047679,44.0
Matt 1:16,5,Luke 24:10,0.093157,0.096724,0.083984,0.052372,1093.0
Matt 1:16,6,Luke 3:30,0.083863,0.053585,0.16172,0.057204,149.0
Matt 1:16,7,Luke 23:29,0.078556,0.077558,0.081123,0.049395,1056.0
Matt 1:16,8,Luke 23:2,0.070919,0.085131,0.034376,0.045709,1030.0
Matt 1:16,9,Luke 1:27,0.070176,0.067526,0.07699,0.058501,14.0
Matt 1:16,10,Luke 1:13,0.067744,0.070209,0.061404,0.061945,0.0
Matt 1:16,11,Luke 22:67,0.067495,0.072227,0.055327,0.042193,1024.0
Matt 1:16,12,Luke 3:34,0.066387,0.067092,0.064574,0.041759,153.0
Matt 1:16,13,Luke 5:8,0.066172,0.07482,0.043934,0.027601,209.0
Matt 1:16,14,Luke 3:24,0.065924,0.052693,0.099948,0.054289,143.0
Matt 1:16,15,Luke 22:63,0.065338,0.052192,0.099142,0.018374,1020.0
Matt 1:16,16,Luke 3:23,0.063133,0.051854,0.092135,0.0637,142.0
Matt 1:16,17,Luke 8:38,0.063021,0.049631,0.097453,0.034401,377.0
Matt 1:16,18,Luke 1:35,0.062901,0.066301,0.054158,0.047325,22.0
Matt 1:16,19,Luke 4:12,0.06158,0.072798,0.032733,0.029175,169.0
Matt 1:16,20,Luke 18:42,0.060858,0.072767,0.030234,0.018051,823.0
Matt 1:17,1,Luke 1:50,0.202716,0.224661,0.146285,0.08022,37.0
Matt 1:17,2,Luke 21:32,0.122843,0.119095,0.132481,0.055556,951.0
Matt 1:17,3,Luke 1:48,0.119366,0.126436,0.101187,0.129148,35.0
Matt 1:17,4,Luke 11:29,0.110879,0.112203,0.107472,0.112248,528.0
Matt 1:17,5,Luke 17:25,0.102518,0.095847,0.119671,0.073313,770.0
Matt 1:17,6,Luke 7:31,0.099944,0.094865,0.113004,0.041748,320.0
Matt 1:17,7,Luke 11:50,0.09619,0.085819,0.122858,0.069161,549.0
Matt 1:17,8,Luke 11:51,0.083257,0.068647,0.120828,0.06892,550.0
Matt 1:17,9,Luke 11:30,0.082426,0.080662,0.086965,0.112248,529.0
Matt 1:17,10,Luke 20:41,0.074393,0.072652,0.078871,0.077293,913.0
Matt 1:17,11,Luke 9:41,0.072159,0.070502,0.076419,0.056471,436.0
Matt 1:17,12,Luke 11:32,0.064303,0.063334,0.066796,0.061066,531.0
Matt 1:17,13,Luke 16:8,0.063287,0.061327,0.068324,0.036701,722.0
Matt 1:17,14,Luke 11:31,0.057931,0.055592,0.063945,0.091182,530.0
