matt_ref,rank,luke_ref,score,score_content,score_all,window_support,nonlocality_vs_primary
Matt 11:25,20,Luke 18:42,0.066238,0.056106,0.092291,0.030882,499.2
Matt 11:26,1,Luke 10:21,0.441698,0.420841,0.495328,0.661179,154.07
Matt 11:26,2,Luke 2:14,0.1173,0.132511,0.078185,0.064121,242.93
Matt 11:26,3,Luke 16:27,0.088816,0.090183,0.085301,0.069783,417.07
Matt 11:26,4,Luke 15:18,0.08628,0.087,0.08443,0.118366,376.07
Matt 11:26,5,Luke 21:31,0.081126,0.082889,0.076592,0.06965,626.07
Matt 11:26,6,Luke 10:22,0.080839,0.076173,0.092838,0.661179,155.07
Matt 11:26,7,Luke 2:48,0.07926,0.079849,0.077745,0.0811,208.93
Matt 11:26,8,Luke 17:26,0.078241,0.086841,0.056126,0.037055,447.07
Matt 11:26,9,Luke 22:26,0.077539,0.085247,0.05772,0.043018,659.07
Matt 11:26,10,Luke 6:36,0.07482,0.071969,0.08215,0.054359,47.93
Matt 11:26,11,Luke 15:10,0.073365,0.079049,0.05875,0.105264,368.07
Matt 11:26,12,Luke 11:30,0.068428,0.07496,0.051631,0.046743,205.07
Matt 11:26,13,Luke 9:15,0.068371,0.076897,0.046445,0.028601,86.07
Matt 11:26,14,Luke 24:46,0.066245,0.050337,0.10715,0.04585,805.07
Matt 11:26,15,Luke 1:25,0.064421,0.051039,0.09883,0.024818,311.93
Matt 11:26,16,Luke 15:12,0.064218,0.063763,0.065388,0.091954,370.07
Matt 11:26,17,Luke 1:59,0.060504,0.059121,0.06406,0.060032,277.93
Matt 11:26,18,Luke 12:54,0.059215,0.062025,0.05199,0.071495,283.07
Matt 11:26,19,Luke 15:20,0.058802,0.055135,0.068231,0.113859,378.07
Matt 11:26,20,Luke 2:33,0.05818,0.055104,0.06609,0.062414,223.93
Matt 11:27,1,Luke 10:22,0.678374,0.645155,0.763795,0.46133,154.93
Matt 11:27,2,Luke 24:16,0.130618,0.14267,0.099624,0.048434,774.93
Matt 11:27,3,Luke 15:18,0.127795,0.111604,0.16943,0.108177,375.93
Matt 11:27,4,Luke 15:12,0.126613,0.130091,0.117669,0.091954,369.93
Matt 11:27,5,Luke 16:27,0.124931,0.115687,0.148702,0.069783,416.93
Matt 11:27,6,Luke 15:21,0.123717,0.123812,0.123473,0.103682,378.93
Matt 11:27,7,Luke 17:30,0.121349,0.108321,0.154851,0.0618,450.93
Matt 11:27,8,Luke 22:42,0.121187,0.108213,0.154551,0.066586,674.93
Matt 11:27,9,Luke 12:53,0.111953,0.116725,0.099684,0.068737,281.93
Matt 11:27,10,Luke 18:20,0.103139,0.098443,0.115214,0.078331,476.93
Matt 11:27,11,Luke 11:11,0.096286,0.083637,0.128811,0.063935,185.93
Matt 11:27,12,Luke 8:51,0.094477,0.072543,0.150878,0.061814,65.93
Matt 11:27,13,Luke 1:4,0.092007,0.099406,0.072979,0.042615,333.07
Matt 11:27,14,Luke 9:26,0.091832,0.069927,0.148158,0.056115,96.93
Matt 11:27,15,Luke 22:48,0.088574,0.079378,0.112222,0.040764,680.93
Matt 11:27,16,Luke 10:21,0.088541,0.085142,0.097282,0.46133,153.93
Matt 11:27,17,Luke 1:32,0.08731,0.078862,0.109034,0.059542,305.07
Matt 11:27,18,Luke 1:73,0.085443,0.062941,0.143306,0.071826,264.07
Matt 11:27,19,Luke 24:31,0.08327,0.091367,0.062449,0.059119,789.93
Matt 11:27,20,Luke 1:55,0.083267,0.063442,0.134246,0.052687,282.07
Matt 11:28,1,Luke 12:27,0.074624,0.076407,0.070039,0.040634,255.8
Matt 11:28,2,Luke 11:46,0.070827,0.072787,0.065786,0.079668,220.8
Matt 11:28,3,Luke 12:19,0.068058,0.070964,0.060587,0.071154,247.8
Matt 11:28,4,Luke 5:5,0.066937,0.071456,0.055318,0.028302,118.2
Matt 11:28,5,Luke 13:17,0.053754,0.043788,0.079383,0.02841,304.8
Matt 11:28,6,Luke 9:43,0.047451,0.048274,0.045335,0.056753,113.8
Matt 11:28,7,Luke 6:47,0.045599,0.018173,0.116123,0.026162,37.2
Matt 11:28,8,Luke 24:9,0.044657,0.034848,0.06988,0.025076,767.8
Matt 11:28,9,Luke 12:41,0.04405,0.02136,0.102395,0.037352,269.8
Matt 11:28,10,Luke 24:27,0.04346,0.036754,0.060703,0.038343,785.8
Matt 11:28,11,Luke 21:35,0.043358,0.036242,0.061658,0.046599,629.8
Matt 11:28,12,Luke 6:19,0.038898,0.035803,0.046857,0.035456,65.2
Matt 11:28,13,Luke 14:33,0.038349,0.033123,0.051788,0.02118,355.8
Matt 11:28,14,Luke 4:7,0.036962,0.035614,0.04043,0.03678,160.2
Matt 11:28,15,Luke 13:27,0.036849,0.016948,0.088024,0.038411,314.8
Matt 11:28,16,Luke 1:48,0.036677,0.016993,0.087291,0.035215,289.2
Matt 11:28,17,Luke 20:45,0.036499,0.028021,0.058301,0.027167,592.8
Matt 11:28,18,Luke 21:38,0.033605,0.023104,0.060608,0.01905,632.8
Matt 11:28,19,Luke 2:31,0.033197,0.028181,0.046094,0.039112,226.2
Matt 11:28,20,Luke 2:18,0.032981,0.024008,0.056054,0.03872,239.2
Matt 11:29,1,Luke 21:19,0.085484,0.059925,0.151208,0.030048,613.67
Matt 11:29,2,Luke 1:52,0.079226,0.08169,0.07289,0.045811,285.33
Matt 11:29,3,Luke 10:27,0.077112,0.047927,0.152158,0.047823,159.67
Matt 11:29,4,Luke 9:24,0.077097,0.072253,0.08955,0.047417,94.67
Matt 11:29,5,Luke 2:35,0.075387,0.071733,0.084784,0.025023,222.33
Matt 11:29,6,Luke 8:12,0.07281,0.058465,0.109699,0.054463,26.67
Matt 11:29,7,Luke 12:34,0.070385,0.058399,0.101204,0.031423,262.67
Matt 11:29,8,Luke 1:46,0.066065,0.050796,0.105326,0.050365,291.33
Matt 11:29,9,Luke 11:24,0.066054,0.064272,0.070638,0.055429,198.67
Matt 11:29,10,Luke 15:9,0.063823,0.043929,0.114978,0.028378,366.67
Matt 11:29,11,Luke 12:19,0.063467,0.056838,0.080513,0.071154,247.67
Matt 11:29,12,Luke 12:20,0.063422,0.042049,0.11838,0.068221,248.67
Matt 11:29,13,Luke 24:38,0.056716,0.041262,0.096455,0.038218,796.67
Matt 11:29,14,Luke 15:24,0.055885,0.035219,0.109026,0.047218,381.67
Matt 11:29,15,Luke 12:23,0.054834,0.054876,0.054725,0.051601,251.67
Matt 11:29,16,Luke 1:66,0.053268,0.042019,0.082195,0.034882,271.33
Matt 11:29,17,Luke 24:32,0.05281,0.039307,0.08753,0.041,790.67
Matt 11:29,18,Luke 24:24,0.05025,0.02493,0.115359,0.051713,782.67
Matt 11:29,19,Luke 6:30,0.0499,0.034915,0.088433,0.039042,54.33
Matt 11:29,20,Luke 15:5,0.048809,0.034758,0.084941,0.040696,362.67
Matt 11:30,1,Luke 11:46,0.138023,0.132344,0.152624,0.064253,220.53
Matt 11:30,2,Luke 5:39,0.088434,0.090524,0.083061,0.366906,84.47
Matt 11:30,3,Luke 6:35,0.077756,0.082937,0.064434,0.035646,49.47
Matt 11:30,4,Luke 11:23,0.039442,0.024752,0.077217,0.052546,197.53
Matt 11:30,5,Luke 12:23,0.035489,0.01181,0.096378,0.054895,251.53
Matt 11:30,6,Luke 12:34,0.032469,0.024487,0.052996,0.030943,262.53
Matt 11:30,7,Luke 18:16,0.029847,0.008735,0.084134,0.051613,472.53
Matt 11:30,8,Luke 13:30,0.029342,0.03101,0.025052,0.038551,317.53
Matt 11:30,9,Luke 22:70,0.029165,0.024673,0.040714,0.030564,702.53
Matt 11:30,10,Luke 22:53,0.029092,0.017666,0.058471,0.025299,685.53
Matt 11:30,11,Luke 20:36,0.029071,0.023638,0.043042,0.022809,583.53
Matt 11:30,12,Luke 14:26,0.028547,0.007003,0.083947,0.04455,348.53
Matt 11:30,13,Luke 9:48,0.028042,0.00617,0.084284,0.036669,118.53
Matt 11:30,14,Luke 22:28,0.027998,0.016379,0.057875,0.029562,660.53
Matt 11:30,15,Luke 24:39,0.027151,0.007437,0.077843,0.037679,797.53
Matt 11:30,16,Luke 9:50,0.026946,0.02612,0.029071,0.036669,120.53
Matt 11:30,17,Luke 5:17,0.026829,0.025125,0.031212,0.033161,106.47
Matt 11:30,18,Luke 11:34,0.026553,0.024101,0.032859,0.025148,208.53
Matt 11:30,19,Luke 2:49,0.026543,0.011439,0.06538,0.065354,208.47
Matt 11:30,20,Luke 1:7,0.026512,0.026584,0.026326,0.026174,330.47
Matt 12:1,1,Luke 6:1,0.244225,0.2363,0.264605,0.536447,83.6
Matt 12:1,2,Luke 4:2,0.088806,0.074968,0.12439,0.086284,165.6
Matt 12:1,3,Luke 6:5,0.070608,0.051632,0.119402,0.339813,79.6
Matt 12:1,4,Luke 12:45,0.070602,0.058163,0.102588,0.063764,273.4
Matt 12:1,5,Luke 13:14,0.070074,0.052057,0.116402,0.088365,301.4
Matt 12:1,6,Luke 21:8,0.063043,0.052326,0.090601,0.038191,602.4
Matt 12:1,7,Luke 13:26,0.062889,0.063556,0.061172,0.04552,313.4
Matt 12:1,8,Luke 13:10,0.062805,0.046447,0.104868,0.047474,297.4
Matt 12:1,9,Luke 24:43,0.062533,0.069439,0.044775,0.035419,801.4
Matt 12:1,10,Luke 5:30,0.059121,0.044801,0.095945,0.079913,93.6
Matt 12:1,11,Luke 14:3,0.05908,0.045192,0.094792,0.096512,325.4
Matt 12:1,12,Luke 6:3,0.05799,0.054272,0.067549,0.536447,81.6
Matt 12:1,13,Luke 14:1,0.057468,0.05271,0.069705,0.117596,323.4
Matt 12:1,14,Luke 8:13,0.05657,0.05339,0.064747,0.043342,27.4
Matt 12:1,15,Luke 6:2,0.05391,0.041578,0.085622,0.536447,82.6
Matt 12:1,16,Luke 22:22,0.0533,0.050233,0.061185,0.043723,654.4
Matt 12:1,17,Luke 12:22,0.052724,0.041259,0.082207,0.073257,250.4
Matt 12:1,18,Luke 22:8,0.052161,0.052568,0.051115,0.061622,640.4
Matt 12:1,19,Luke 10:37,0.051795,0.038563,0.085819,0.071684,169.4
Matt 12:1,20,Luke 6:9,0.051277,0.04195,0.075261,0.098914,75.6
Matt 12:2,1,Luke 6:2,0.422556,0.439108,0.379993,0.536447,82.73
Matt 12:2,2,Luke 11:38,0.180265,0.174587,0.194865,0.086963,212.27
Matt 12:2,3,Luke 14:3,0.135427,0.145061,0.110653,0.096512,325.27
Matt 12:2,4,Luke 12:17,0.130289,0.159652,0.054784,0.07629,245.27
Matt 12:2,5,Luke 5:33,0.124652,0.128224,0.115465,0.095385,90.73
Matt 12:2,6,Luke 10:37,0.123903,0.107444,0.166228,0.071684,169.27
Matt 12:2,7,Luke 20:45,0.122975,0.134362,0.093695,0.047376,592.27
Matt 12:2,8,Luke 6:4,0.112163,0.108652,0.121191,0.454692,80.73
Matt 12:2,9,Luke 17:22,0.110958,0.118426,0.091757,0.07399,442.27
Matt 12:2,10,Luke 6:31,0.109696,0.119852,0.083583,0.042108,53.73
Matt 12:2,11,Luke 9:43,0.109445,0.116841,0.090425,0.054862,113.27
Matt 12:2,12,Luke 17:10,0.107775,0.109569,0.103162,0.063634,430.27
Matt 12:2,13,Luke 17:14,0.1046,0.10055,0.115014,0.072957,434.27
Matt 12:2,14,Luke 19:39,0.100423,0.080361,0.15201,0.050756,538.27
Matt 12:2,15,Luke 6:46,0.096396,0.079029,0.141056,0.052463,38.73
Matt 12:2,16,Luke 11:40,0.094008,0.095125,0.091136,0.061681,214.27
Matt 12:2,17,Luke 6:9,0.092482,0.097848,0.078682,0.098914,75.73
Matt 12:2,18,Luke 12:1,0.084915,0.090659,0.070144,0.05793,229.27
Matt 12:2,19,Luke 6:7,0.084258,0.08656,0.078338,0.084985,77.73
Matt 12:2,20,Luke 24:23,0.083213,0.094307,0.054685,0.063485,781.27
Matt 12:3,1,Luke 6:3,0.415258,0.452037,0.320684,0.536447,81.87
Matt 12:3,2,Luke 3:10,0.165694,0.201725,0.073042,0.090018,195.87
Matt 12:3,3,Luke 6:2,0.141448,0.147468,0.125968,0.536447,82.87
Matt 12:3,4,Luke 10:26,0.134143,0.128891,0.147646,0.07661,158.13
Matt 12:3,5,Luke 3:12,0.129719,0.135826,0.114014,0.07061,193.87
Matt 12:3,6,Luke 23:34,0.121839,0.108914,0.155076,0.057301,736.13
Matt 12:3,7,Luke 12:17,0.120206,0.129486,0.096344,0.07629,245.13
Matt 12:3,8,Luke 19:48,0.116289,0.119811,0.107235,0.079115,547.13
Matt 12:3,9,Luke 16:4,0.109322,0.122132,0.076383,0.072071,393.13
Matt 12:3,10,Luke 6:11,0.109164,0.133221,0.047302,0.063122,73.87
Matt 12:3,11,Luke 20:15,0.103689,0.123738,0.052136,0.047273,562.13
Matt 12:3,12,Luke 20:13,0.102639,0.106963,0.09152,0.067534,560.13
Matt 12:3,13,Luke 10:37,0.101494,0.073602,0.173214,0.066725,169.13
Matt 12:3,14,Luke 2:48,0.101208,0.106263,0.088208,0.071519,209.87
Matt 12:3,15,Luke 18:18,0.100894,0.107088,0.084967,0.079828,474.13
Matt 12:3,16,Luke 10:25,0.098849,0.105149,0.082648,0.080011,157.13
Matt 12:3,17,Luke 3:14,0.097566,0.0972,0.098509,0.050618,191.87
Matt 12:3,18,Luke 16:3,0.090275,0.094741,0.078793,0.076126,392.13
Matt 12:3,19,Luke 18:41,0.088043,0.081407,0.105107,0.054039,497.13
Matt 12:3,20,Luke 20:41,0.081608,0.084954,0.073003,0.049183,588.13
Matt 12:4,1,Luke 6:4,0.614565,0.616283,0.61015,0.43181,81.0
Matt 12:4,2,Luke 7:36,0.177348,0.160524,0.22061,0.071765,0.0
Matt 12:4,3,Luke 24:43,0.143462,0.139356,0.154022,0.056052,801.0
Matt 12:4,4,Luke 1:40,0.137107,0.137096,0.137135,0.048368,298.0
Matt 12:4,5,Luke 6:2,0.137046,0.132581,0.148527,0.44589,83.0
Matt 12:4,6,Luke 22:16,0.117293,0.123331,0.101767,0.059693,648.0
Matt 12:4,7,Luke 14:1,0.106052,0.105488,0.107503,0.117561,323.0
Matt 12:4,8,Luke 14:15,0.100781,0.099179,0.104899,0.056914,337.0
Matt 12:4,9,Luke 10:8,0.092735,0.097809,0.079687,0.057788,140.0
Matt 12:4,10,Luke 18:17,0.091853,0.082717,0.115345,0.061801,473.0
Matt 12:4,11,Luke 8:41,0.08821,0.081852,0.104559,0.051805,55.0
Matt 12:4,12,Luke 4:4,0.083181,0.086088,0.075705,0.059276,164.0
Matt 12:4,13,Luke 7:33,0.082245,0.087032,0.069936,0.084256,3.0
Matt 12:4,14,Luke 17:8,0.079328,0.083866,0.06766,0.05241,428.0
Matt 12:4,15,Luke 9:13,0.074726,0.074431,0.075486,0.060597,83.0
Matt 12:4,16,Luke 12:29,0.07179,0.074941,0.063688,0.038502,257.0
Matt 12:4,17,Luke 5:21,0.067881,0.052688,0.106948,0.051749,103.0
Matt 12:4,18,Luke 10:5,0.067652,0.060388,0.086331,0.049335,137.0
Matt 12:4,19,Luke 19:46,0.066846,0.061399,0.080854,0.111362,545.0
Matt 12:4,20,Luke 4:3,0.065205,0.055807,0.089371,0.079868,165.0
Matt 12:5,1,Luke 6:5,0.165795,0.123757,0.273892,0.337787,80.41
Matt 12:5,2,Luke 13:10,0.139742,0.111329,0.212804,0.049191,296.59
Matt 12:5,3,Luke 13:14,0.128876,0.100593,0.201603,0.100342,300.59
Matt 12:5,4,Luke 10:26,0.128751,0.114229,0.166094,0.051263,157.59
Matt 12:5,5,Luke 4:16,0.118834,0.104381,0.155997,0.061225,152.41
Matt 12:5,6,Luke 6:2,0.109427,0.090803,0.157317,0.356915,83.41
Matt 12:5,7,Luke 4:31,0.107737,0.086911,0.16129,0.06171,137.41
Matt 12:5,8,Luke 6:7,0.099878,0.080052,0.150859,0.08192,78.41
Matt 12:5,9,Luke 23:54,0.097276,0.105828,0.075287,0.059823,755.59
Matt 12:5,10,Luke 2:27,0.096892,0.071865,0.161247,0.078544,231.41
Matt 12:5,11,Luke 18:12,0.093147,0.079463,0.128335,0.056138,467.59
Matt 12:5,12,Luke 14:3,0.090326,0.072009,0.137427,0.081355,324.59
Matt 12:5,13,Luke 24:53,0.085816,0.067344,0.133317,0.0,810.59
Matt 12:5,14,Luke 6:9,0.082621,0.066843,0.123194,0.055909,76.41
Matt 12:5,15,Luke 14:5,0.082031,0.066095,0.123012,0.053257,326.59
Matt 12:5,16,Luke 24:1,0.077275,0.064227,0.110825,0.055249,758.59
Matt 12:5,17,Luke 14:1,0.075874,0.070953,0.088526,0.117561,322.59
Matt 12:5,18,Luke 19:47,0.074102,0.043778,0.152079,0.082176,545.59
Matt 12:5,19,Luke 13:15,0.073946,0.057286,0.116785,0.100342,301.59
Matt 12:5,20,Luke 17:14,0.073742,0.056807,0.117291,0.071976,433.59
Matt 12:6,1,Luke 21:5,0.19055,0.215164,0.127255,0.069573,598.19
Matt 12:6,2,Luke 24:6,0.188058,0.197387,0.164069,0.093767,763.19
Matt 12:6,3,Luke 7:28,0.165675,0.189625,0.104088,0.057635,8.81
Matt 12:6,4,Luke 21:11,0.161253,0.174,0.128475,0.050611,604.19
Matt 12:6,5,Luke 2:10,0.136499,0.165898,0.060902,0.06138,248.81
Matt 12:6,6,Luke 24:53,0.127793,0.116627,0.156506,0.0,810.19
Matt 12:6,7,Luke 9:33,0.109741,0.130373,0.056688,0.052594,102.19
Matt 12:6,8,Luke 19:45,0.104656,0.088868,0.145251,0.083679,543.19
Matt 12:6,9,Luke 21:38,0.102773,0.090967,0.133132,0.081156,631.19
Matt 12:6,10,Luke 17:21,0.10204,0.113145,0.073485,0.078117,440.19
Matt 12:6,11,Luke 22:38,0.09655,0.0992,0.089736,0.039154,669.19
Matt 12:6,12,Luke 22:53,0.093648,0.084682,0.116702,0.073889,684.19
Matt 12:6,13,Luke 21:37,0.086765,0.072798,0.122679,0.081156,630.19
Matt 12:6,14,Luke 19:47,0.08621,0.075815,0.112939,0.082176,545.19
Matt 12:6,15,Luke 4:9,0.082926,0.074476,0.104652,0.050419,159.81
Matt 12:6,16,Luke 17:23,0.081628,0.087484,0.066572,0.078117,442.19
Matt 12:6,17,Luke 9:46,0.081579,0.088715,0.063228,0.048697,115.19
Matt 12:6,18,Luke 22:52,0.078396,0.065058,0.112695,0.075856,683.19
Matt 12:6,19,Luke 18:10,0.078131,0.064993,0.111914,0.066392,465.19
Matt 12:6,20,Luke 22:70,0.070656,0.052908,0.116294,0.076887,701.19
Matt 12:7,1,Luke 10:22,0.146491,0.150047,0.137347,0.116002,152.78
Matt 12:7,2,Luke 6:37,0.128283,0.126326,0.133316,0.063206,49.22
Matt 12:7,3,Luke 16:4,0.11364,0.124386,0.086008,0.066209,391.78
Matt 12:7,4,Luke 10:29,0.106488,0.112368,0.091368,0.04165,159.78
Matt 12:7,5,Luke 19:3,0.094975,0.091939,0.102782,0.047341,500.78
Matt 12:7,6,Luke 7:39,0.094417,0.104282,0.069048,0.057108,1.78
Matt 12:7,7,Luke 19:15,0.087512,0.091182,0.078075,0.061577,512.78
Matt 12:7,8,Luke 7:31,0.087322,0.089363,0.082074,0.057166,6.22
Matt 12:7,9,Luke 12:2,0.086163,0.092109,0.070873,0.038733,228.78
Matt 12:7,10,Luke 9:46,0.082848,0.09447,0.05296,0.048697,114.78
Matt 12:7,11,Luke 8:17,0.08161,0.087993,0.065196,0.050603,29.78
Matt 12:7,12,Luke 18:4,0.076677,0.071701,0.089472,0.046145,458.78
Matt 12:7,13,Luke 12:39,0.075686,0.044884,0.154891,0.077074,265.78
Matt 12:7,14,Luke 18:36,0.074812,0.075357,0.07341,0.040773,490.78
Matt 12:7,15,Luke 4:34,0.072548,0.076871,0.061432,0.05702,135.22
Matt 12:7,16,Luke 1:50,0.068716,0.074556,0.053701,0.036577,289.22
Matt 12:7,17,Luke 10:24,0.06838,0.062755,0.082844,0.041943,154.78
Matt 12:7,18,Luke 15:26,0.067843,0.074724,0.05015,0.052566,381.78
Matt 12:7,19,Luke 19:44,0.067841,0.069907,0.062528,0.05916,541.78
Matt 12:7,20,Luke 22:64,0.067424,0.070518,0.059469,0.052637,694.78
Matt 12:8,1,Luke 6:5,0.874407,0.954523,0.668393,0.347897,81.63
Matt 12:8,2,Luke 17:30,0.19118,0.171522,0.24173,0.042487,448.37
Matt 12:8,3,Luke 19:10,0.179489,0.156075,0.239696,0.049466,507.37
Matt 12:8,4,Luke 22:69,0.17118,0.147225,0.232777,0.069483,699.37
Matt 12:8,5,Luke 22:22,0.162365,0.163389,0.159733,0.062089,652.37
Matt 12:8,6,Luke 22:48,0.159919,0.144086,0.200632,0.049982,678.37
Matt 12:8,7,Luke 17:26,0.154405,0.141157,0.188473,0.039095,444.37
Matt 12:8,8,Luke 9:44,0.147701,0.139918,0.167714,0.057604,112.37
Matt 12:8,9,Luke 6:22,0.145723,0.136952,0.168275,0.051628,64.63
Matt 12:8,10,Luke 12:8,0.142358,0.132448,0.167843,0.082521,234.37
Matt 12:8,11,Luke 11:30,0.141712,0.121844,0.192799,0.036055,202.37
Matt 12:8,12,Luke 17:24,0.137691,0.119841,0.183591,0.065538,442.37
Matt 12:8,13,Luke 24:7,0.13752,0.125701,0.16791,0.059959,763.37
Matt 12:8,14,Luke 12:40,0.135439,0.122282,0.169269,0.077074,266.37
Matt 12:8,15,Luke 7:34,0.133783,0.1247,0.15714,0.063414,3.63
Matt 12:8,16,Luke 21:27,0.133557,0.121939,0.16343,0.043113,619.37
Matt 12:8,17,Luke 1:66,0.133474,0.156949,0.07311,0.055869,273.63
Matt 12:8,18,Luke 13:10,0.13139,0.113295,0.177919,0.073937,295.37
Matt 12:8,19,Luke 12:10,0.121425,0.10758,0.157026,0.068392,236.37
Matt 12:8,20,Luke 18:8,0.121157,0.110408,0.148798,0.049557,462.37
Matt 12:9,1,Luke 4:15,0.140681,0.102399,0.239121,0.091915,155.04
Matt 12:9,2,Luke 7:5,0.131511,0.096467,0.221626,0.039481,33.04
Matt 12:9,3,Luke 4:44,0.127727,0.100515,0.197699,0.036449,126.04
Matt 12:9,4,Luke 13:10,0.104375,0.09222,0.135629,0.073937,294.96
Matt 12:9,5,Luke 4:16,0.103721,0.072871,0.18305,0.082642,154.04
Matt 12:9,6,Luke 4:28,0.094177,0.080529,0.129272,0.0503,142.04
Matt 12:9,7,Luke 9:4,0.088819,0.0919,0.080896,0.034927,71.96
Matt 12:9,8,Luke 8:41,0.085409,0.069698,0.125809,0.039925,52.96
Matt 12:9,9,Luke 11:43,0.083942,0.07486,0.107296,0.04044,214.96
Matt 12:9,10,Luke 10:7,0.078979,0.079476,0.077701,0.04812,136.96
Matt 12:9,11,Luke 12:59,0.077374,0.080367,0.069678,0.028062,284.96
Matt 12:9,12,Luke 4:33,0.073922,0.062279,0.10386,0.093351,137.04
Matt 12:9,13,Luke 6:6,0.073087,0.053354,0.123827,0.347897,81.04
Matt 12:9,14,Luke 21:12,0.068604,0.054456,0.104984,0.035762,603.96
Matt 12:9,15,Luke 4:38,0.068178,0.051719,0.110501,0.051275,132.04
Matt 12:9,16,Luke 4:20,0.068172,0.056398,0.098447,0.039063,150.04
Matt 12:9,17,Luke 12:11,0.064218,0.056704,0.08354,0.053083,236.96
Matt 12:9,18,Luke 20:46,0.058961,0.050297,0.08124,0.02401,590.96
Matt 12:9,19,Luke 16:26,0.056424,0.061092,0.044422,0.046588,412.96
Matt 12:9,20,Luke 17:1,0.05039,0.053204,0.043155,0.035143,418.96
Matt 12:10,1,Luke 14:3,0.309437,0.340016,0.230804,0.196967,322.56
Matt 12:10,2,Luke 6:7,0.257762,0.229148,0.331341,0.222932,80.44
Matt 12:10,3,Luke 6:2,0.194563,0.197527,0.186943,0.156599,85.44
Matt 12:10,4,Luke 6:9,0.189677,0.182592,0.207898,0.161592,78.44
Matt 12:10,5,Luke 13:14,0.152336,0.150493,0.157074,0.13619,298.56
Matt 12:10,6,Luke 6:6,0.119201,0.122556,0.110572,0.225036,81.44
Matt 12:10,7,Luke 9:18,0.114634,0.106528,0.135478,0.07106,85.56
Matt 12:10,8,Luke 3:10,0.107008,0.077863,0.181954,0.080943,198.44
Matt 12:10,9,Luke 6:5,0.105714,0.093397,0.137386,0.225036,82.44
Matt 12:10,10,Luke 22:64,0.102496,0.124471,0.045989,0.064877,693.56
Matt 12:10,11,Luke 6:8,0.099038,0.098238,0.101097,0.222932,79.44
Matt 12:10,12,Luke 20:21,0.095688,0.088834,0.113312,0.063484,565.56
Matt 12:10,13,Luke 23:10,0.094514,0.079598,0.13287,0.047963,710.56
Matt 12:10,14,Luke 21:7,0.092669,0.106851,0.056199,0.05472,598.56
Matt 12:10,15,Luke 23:14,0.077987,0.075423,0.084582,0.049569,714.56
Matt 12:10,16,Luke 6:10,0.072015,0.06808,0.082132,0.161592,77.44
Matt 12:10,17,Luke 23:31,0.070669,0.072019,0.067197,0.038692,730.56
Matt 12:10,18,Luke 23:6,0.07041,0.069702,0.072232,0.033363,706.56
Matt 12:10,19,Luke 20:40,0.068016,0.056418,0.09784,0.048383,584.56
Matt 12:10,20,Luke 19:26,0.066979,0.070977,0.056696,0.06059,522.56
Matt 12:11,1,Luke 6:39,0.129003,0.118421,0.156215,0.064219,48.85
Matt 12:11,2,Luke 15:4,0.125993,0.132671,0.108822,0.091456,358.15
Matt 12:11,3,Luke 4:33,0.113758,0.144078,0.035792,0.068614,137.85
Matt 12:11,4,Luke 6:5,0.110652,0.095464,0.149707,0.221683,82.85
Matt 12:11,5,Luke 7:31,0.105111,0.109354,0.094201,0.041739,7.85
Matt 12:11,6,Luke 6:2,0.101695,0.101137,0.103128,0.156599,85.85
Matt 12:11,7,Luke 5:23,0.097566,0.102248,0.085527,0.065756,103.85
Matt 12:11,8,Luke 10:36,0.095618,0.092684,0.103161,0.050656,165.15
Matt 12:11,9,Luke 13:10,0.093005,0.088108,0.105597,0.064547,294.15
Matt 12:11,10,Luke 8:54,0.091366,0.094274,0.083889,0.048721,65.15
Matt 12:11,11,Luke 20:4,0.090777,0.10666,0.049934,0.072932,548.15
Matt 12:11,12,Luke 15:26,0.089757,0.105028,0.05049,0.036274,380.15
Matt 12:11,13,Luke 6:6,0.084659,0.092433,0.064668,0.222932,81.85
Matt 12:11,14,Luke 20:17,0.081309,0.091149,0.056008,0.043762,561.15
Matt 12:11,15,Luke 5:21,0.079324,0.084243,0.066677,0.065756,105.85
Matt 12:11,16,Luke 22:23,0.07872,0.077639,0.081498,0.053512,652.15
Matt 12:11,17,Luke 20:2,0.078367,0.07992,0.074372,0.071013,546.15
Matt 12:11,18,Luke 10:22,0.078331,0.077152,0.081364,0.036789,151.15
Matt 12:11,19,Luke 18:36,0.077977,0.080683,0.071021,0.025218,489.15
Matt 12:11,20,Luke 19:26,0.077054,0.064442,0.109485,0.051718,522.15
Matt 12:12,1,Luke 6:2,0.229178,0.230362,0.226133,0.115238,86.26
Matt 12:12,2,Luke 6:27,0.177138,0.192806,0.136849,0.104833,61.26
Matt 12:12,3,Luke 14:3,0.162346,0.163007,0.160648,0.104999,321.74
Matt 12:12,4,Luke 6:9,0.147041,0.151313,0.136056,0.175989,79.26
Matt 12:12,5,Luke 6:26,0.104088,0.113292,0.080421,0.104833,62.26
Matt 12:12,6,Luke 6:5,0.103829,0.091894,0.134521,0.1281,83.26
Matt 12:12,7,Luke 12:24,0.081635,0.087308,0.067048,0.043865,248.74
Matt 12:12,8,Luke 20:39,0.078702,0.081846,0.070619,0.036593,582.74
Matt 12:12,9,Luke 6:31,0.072941,0.08109,0.051986,0.031925,57.26
Matt 12:12,10,Luke 13:14,0.06922,0.05511,0.105504,0.088327,297.74
Matt 12:12,11,Luke 13:10,0.068297,0.058282,0.094051,0.047613,293.74
