luke_ref,rank,matt_ref,score,score_content,score_all,window_support,nonlocality_vs_primary
Luke 13:25,19,Matt 8:25,0.084436,0.086866,0.078187,0.046806,365.01
Luke 13:25,20,Matt 12:48,0.082803,0.076063,0.100134,0.09889,198.01
Luke 13:26,1,Matt 24:49,0.200098,0.219704,0.149681,0.193818,267.97
Luke 13:26,2,Matt 11:18,0.172757,0.192901,0.120958,0.103752,258.03
Luke 13:26,3,Matt 4:17,0.151304,0.163142,0.120862,0.060453,509.03
Luke 13:26,4,Matt 11:20,0.13283,0.143097,0.10643,0.06989,256.03
Luke 13:26,5,Matt 26:74,0.126417,0.134395,0.105901,0.090797,389.97
Luke 13:26,6,Matt 26:22,0.123161,0.130929,0.103185,0.095669,337.97
Luke 13:26,7,Matt 11:19,0.122303,0.117479,0.134706,0.103752,257.03
Luke 13:26,8,Matt 12:19,0.107384,0.096347,0.135766,0.04763,227.03
Luke 13:26,9,Matt 16:21,0.099666,0.104379,0.087549,0.077344,42.03
Luke 13:26,10,Matt 6:5,0.091405,0.071261,0.143206,0.071982,448.03
Luke 13:26,11,Matt 20:22,0.085967,0.091126,0.072699,0.103395,76.97
Luke 13:26,12,Matt 6:31,0.085177,0.094855,0.060291,0.053646,422.03
Luke 13:26,13,Matt 27:34,0.082863,0.088957,0.067191,0.038179,424.97
Luke 13:26,14,Matt 5:2,0.080786,0.086784,0.065362,0.074988,499.03
Luke 13:26,15,Matt 26:29,0.079629,0.078514,0.082495,0.067561,344.97
Luke 13:26,16,Matt 26:21,0.077168,0.079402,0.071425,0.095669,336.97
Luke 13:26,17,Matt 15:9,0.070705,0.051651,0.119702,0.036174,93.03
Luke 13:26,18,Matt 26:26,0.066455,0.066857,0.06542,0.089602,341.97
Luke 13:26,19,Matt 12:1,0.062889,0.063556,0.061172,0.04552,245.03
Luke 13:26,20,Matt 5:19,0.061129,0.058275,0.068469,0.056455,482.03
Luke 13:27,1,Matt 25:12,0.345653,0.38526,0.243807,0.099212,281.95
Luke 13:27,2,Matt 26:70,0.202752,0.230324,0.131853,0.094845,385.95
Luke 13:27,3,Matt 21:25,0.169337,0.194308,0.105125,0.124087,113.95
Luke 13:27,4,Matt 21:27,0.141438,0.146407,0.128661,0.073608,115.95
Luke 13:27,5,Matt 25:13,0.127817,0.139503,0.097769,0.095249,282.95
Luke 13:27,6,Matt 20:22,0.114228,0.125645,0.08487,0.087055,76.95
Luke 13:27,7,Matt 26:72,0.11309,0.120302,0.094545,0.084509,387.95
Luke 13:27,8,Matt 24:42,0.110897,0.116007,0.097758,0.039046,260.95
Luke 13:27,9,Matt 13:56,0.105283,0.112867,0.085782,0.080572,140.05
Luke 13:27,10,Matt 25:45,0.096385,0.111944,0.056376,0.047053,314.95
Luke 13:27,11,Matt 26:21,0.089247,0.096789,0.069853,0.072253,336.95
Luke 13:27,12,Matt 5:27,0.089204,0.11077,0.033749,0.050268,474.05
Luke 13:27,13,Matt 24:2,0.087502,0.082776,0.099656,0.051649,220.95
Luke 13:27,14,Matt 26:74,0.08705,0.090149,0.079082,0.071963,389.95
Luke 13:27,15,Matt 24:34,0.082236,0.090936,0.059867,0.047979,252.95
Luke 13:27,16,Matt 26:25,0.079682,0.091963,0.048103,0.089602,340.95
Luke 13:27,17,Matt 19:18,0.079315,0.090598,0.0503,0.03832,42.95
Luke 13:27,18,Matt 12:48,0.079159,0.089292,0.053104,0.059594,198.05
Luke 13:27,19,Matt 9:37,0.078178,0.083473,0.064564,0.070807,319.05
Luke 13:27,20,Matt 23:39,0.07789,0.075192,0.084825,0.053914,218.95
Luke 13:28,1,Matt 8:12,0.404378,0.398411,0.41972,0.345618,378.07
Luke 13:28,2,Matt 13:50,0.394048,0.393315,0.395934,0.179349,146.07
Luke 13:28,3,Matt 13:42,0.394048,0.393315,0.395934,0.170235,154.07
Luke 13:28,4,Matt 25:30,0.371233,0.367102,0.381856,0.159499,299.93
Luke 13:28,5,Matt 24:51,0.359525,0.357633,0.364392,0.158904,269.93
Luke 13:28,6,Matt 22:13,0.305253,0.299253,0.320681,0.1383,147.93
Luke 13:28,7,Matt 8:11,0.259785,0.244121,0.300064,0.345618,379.07
Luke 13:28,8,Matt 22:32,0.197657,0.163807,0.284702,0.126902,166.93
Luke 13:28,9,Matt 12:28,0.177602,0.197527,0.126365,0.09467,218.07
Luke 13:28,10,Matt 1:2,0.164612,0.170279,0.15004,0.064365,589.07
Luke 13:28,11,Matt 6:21,0.121259,0.116678,0.13304,0.065895,432.07
Luke 13:28,12,Matt 5:38,0.094481,0.103246,0.071941,0.047526,463.07
Luke 13:28,13,Matt 11:13,0.092108,0.120041,0.092492,0.059582,263.07
Luke 13:28,14,Matt 18:20,0.080682,0.085383,0.068594,0.040927,9.93
Luke 13:28,15,Matt 3:9,0.074692,0.070293,0.086004,0.046297,534.07
Luke 13:28,16,Matt 21:39,0.071677,0.042538,0.146608,0.038536,127.93
Luke 13:28,17,Matt 21:26,0.070134,0.102614,0.041597,0.110416,114.93
Luke 13:28,18,Matt 21:31,0.06777,0.051531,0.109528,0.059334,119.93
Luke 13:28,19,Matt 21:43,0.065241,0.070677,0.102408,0.06338,131.93
Luke 13:28,20,Matt 12:27,0.063633,0.061144,0.070034,0.110332,219.07
Luke 13:29,1,Matt 8:11,0.335997,0.312846,0.395529,0.329759,379.09
Luke 13:29,2,Matt 24:27,0.143357,0.123959,0.19324,0.080716,245.91
Luke 13:29,3,Matt 12:28,0.111866,0.116488,0.09998,0.09467,218.09
Luke 13:29,4,Matt 21:43,0.096015,0.088306,0.115837,0.058266,131.91
Luke 13:29,5,Matt 22:32,0.07233,0.059378,0.105634,0.12138,166.91
Luke 13:29,6,Matt 23:36,0.072072,0.078867,0.054597,0.043219,215.91
Luke 13:29,7,Matt 24:14,0.071984,0.066217,0.086815,0.051389,232.91
Luke 13:29,8,Matt 19:24,0.069707,0.069004,0.071514,0.060582,48.91
Luke 13:29,9,Matt 21:31,0.069082,0.064385,0.081158,0.056737,119.91
Luke 13:29,10,Matt 2:2,0.068434,0.054483,0.104309,0.068788,564.09
Luke 13:29,11,Matt 2:1,0.065904,0.051681,0.102478,0.068788,565.09
Luke 13:29,12,Matt 24:50,0.058408,0.058026,0.059391,0.153697,268.91
Luke 13:29,13,Matt 3:2,0.054093,0.036862,0.098402,0.042152,541.09
Luke 13:29,14,Matt 2:9,0.053371,0.051386,0.058475,0.042902,557.09
Luke 13:29,15,Matt 12:42,0.052462,0.048758,0.061986,0.062258,204.09
Luke 13:29,16,Matt 14:19,0.047616,0.043712,0.057653,0.03599,119.09
Luke 13:29,17,Matt 5:19,0.046616,0.028451,0.093326,0.051546,482.09
Luke 13:29,18,Matt 5:3,0.045856,0.033046,0.078795,0.037157,498.09
Luke 13:29,19,Matt 24:7,0.045204,0.043562,0.049426,0.048075,225.91
Luke 13:29,20,Matt 4:17,0.045188,0.025746,0.095181,0.034399,509.09
Luke 13:30,1,Matt 19:30,0.466348,0.490531,0.404164,0.144946,54.89
Luke 13:30,2,Matt 20:16,0.463597,0.499573,0.371088,0.157607,70.89
Luke 13:30,3,Matt 20:27,0.453949,0.531354,0.254906,0.135479,81.89
Luke 13:30,4,Matt 27:64,0.17765,0.203822,0.110348,0.086006,454.89
Luke 13:30,5,Matt 22:38,0.1232,0.128465,0.109661,0.035063,172.89
Luke 13:30,6,Matt 20:8,0.108778,0.116867,0.087978,0.068997,62.89
Luke 13:30,7,Matt 12:45,0.104501,0.10769,0.096301,0.063438,201.11
Luke 13:30,8,Matt 5:26,0.089568,0.096305,0.072245,0.046948,475.11
Luke 13:30,9,Matt 20:14,0.087385,0.091422,0.077002,0.183059,68.89
Luke 13:30,10,Matt 21:36,0.073699,0.060462,0.107734,0.049451,124.89
Luke 13:30,11,Matt 20:12,0.067996,0.070832,0.060703,0.069888,66.89
Luke 13:30,12,Matt 6:21,0.066703,0.07131,0.054855,0.037314,432.11
Luke 13:30,13,Matt 22:25,0.066585,0.069271,0.059677,0.044081,159.89
Luke 13:30,14,Matt 6:33,0.063613,0.06614,0.057116,0.070829,420.11
Luke 13:30,15,Matt 13:39,0.061092,0.065404,0.050004,0.039909,157.11
Luke 13:30,16,Matt 12:30,0.060557,0.067897,0.041682,0.033871,216.11
Luke 13:30,17,Matt 10:2,0.059965,0.06334,0.051285,0.033596,316.11
Luke 13:30,18,Matt 13:38,0.059526,0.06378,0.048587,0.040039,158.11
Luke 13:30,19,Matt 5:37,0.058618,0.067963,0.034587,0.025902,464.11
Luke 13:30,20,Matt 20:26,0.058356,0.059806,0.05463,0.137972,80.89
Luke 13:31,1,Matt 18:1,0.160575,0.158987,0.164658,0.074893,8.13
Luke 13:31,2,Matt 14:5,0.155054,0.184858,0.078415,0.07987,133.13
Luke 13:31,3,Matt 12:38,0.138359,0.144983,0.121324,0.046988,208.13
Luke 13:31,4,Matt 9:34,0.107998,0.113925,0.092759,0.090183,322.13
Luke 13:31,5,Matt 9:11,0.094972,0.098204,0.086664,0.083929,345.13
Luke 13:31,6,Matt 13:3,0.08918,0.109734,0.036328,0.034301,193.13
Luke 13:31,7,Matt 17:18,0.076955,0.062214,0.11486,0.060644,17.13
Luke 13:31,8,Matt 15:12,0.073631,0.067949,0.088241,0.028422,90.13
Luke 13:31,9,Matt 24:1,0.073621,0.071627,0.078748,0.050066,219.87
Luke 13:31,10,Matt 15:1,0.072859,0.076356,0.063869,0.024852,101.13
Luke 13:31,11,Matt 12:14,0.068722,0.072557,0.058859,0.030567,232.13
Luke 13:31,12,Matt 15:28,0.068018,0.057424,0.09526,0.033333,74.13
Luke 13:31,13,Matt 14:6,0.065382,0.067764,0.059256,0.068722,132.13
Luke 13:31,14,Matt 27:45,0.063858,0.068431,0.052099,0.034499,435.87
Luke 13:31,15,Matt 8:2,0.062188,0.06553,0.053596,0.037601,388.13
Luke 13:31,16,Matt 25:13,0.059905,0.049174,0.0875,0.031771,282.87
Luke 13:31,17,Matt 22:15,0.058951,0.060023,0.056197,0.033611,149.87
Luke 13:31,18,Matt 19:3,0.058658,0.058231,0.059756,0.03663,27.87
Luke 13:31,19,Matt 21:39,0.058522,0.061404,0.051111,0.045166,127.87
Luke 13:31,20,Matt 21:3,0.058288,0.055237,0.066131,0.080083,91.87
Luke 13:32,1,Matt 9:34,0.153067,0.17425,0.098596,0.088127,322.15
Luke 13:32,2,Matt 12:24,0.12321,0.139233,0.082008,0.057194,222.15
Luke 13:32,3,Matt 12:27,0.119575,0.137043,0.074658,0.071099,219.15
Luke 13:32,4,Matt 12:28,0.100527,0.119732,0.051143,0.06899,218.15
Luke 13:32,5,Matt 28:7,0.100151,0.093884,0.116266,0.055279,463.85
Luke 13:32,6,Matt 11:4,0.0981,0.094972,0.106144,0.046127,272.15
Luke 13:32,7,Matt 9:33,0.088707,0.097438,0.066257,0.098295,323.15
Luke 13:32,8,Matt 6:34,0.084371,0.088863,0.072821,0.07048,419.15
Luke 13:32,9,Matt 6:30,0.075622,0.067658,0.096103,0.063713,423.15
Luke 13:32,10,Matt 8:20,0.074378,0.053142,0.128984,0.056765,370.15
Luke 13:32,11,Matt 22:26,0.074226,0.055397,0.122644,0.028682,160.85
Luke 13:32,12,Matt 21:2,0.071946,0.071192,0.073883,0.080083,90.85
Luke 13:32,13,Matt 17:23,0.066842,0.047695,0.116077,0.045986,13.15
Luke 13:32,14,Matt 8:9,0.060612,0.052662,0.081055,0.055969,381.15
Luke 13:32,15,Matt 20:19,0.056883,0.039999,0.1003,0.049604,73.85
Luke 13:32,16,Matt 2:8,0.055811,0.0672,0.026525,0.050741,558.15
Luke 13:32,17,Matt 6:11,0.05147,0.054271,0.044269,0.051013,442.15
Luke 13:32,18,Matt 19:15,0.050617,0.03249,0.09723,0.048145,39.85
Luke 13:32,19,Matt 17:18,0.050436,0.033287,0.094531,0.060644,17.15
Luke 13:32,20,Matt 11:18,0.049872,0.048978,0.052173,0.032861,258.15
Luke 13:33,1,Matt 6:34,0.094991,0.103447,0.073248,0.066017,419.17
Luke 13:33,2,Matt 6:30,0.086044,0.078762,0.104769,0.056558,423.17
Luke 13:33,3,Matt 6:11,0.084064,0.063178,0.137773,0.051013,442.17
Luke 13:33,4,Matt 13:12,0.068106,0.074162,0.052531,0.072529,184.17
Luke 13:33,5,Matt 10:39,0.066946,0.069633,0.060035,0.070758,279.17
Luke 13:33,6,Matt 10:6,0.06494,0.069854,0.052304,0.046067,312.17
Luke 13:33,7,Matt 16:25,0.061261,0.068476,0.04271,0.050899,38.17
Luke 13:33,8,Matt 25:29,0.055809,0.058279,0.049458,0.035423,298.83
Luke 13:33,9,Matt 8:9,0.055769,0.052283,0.064733,0.047921,381.17
Luke 13:33,10,Matt 23:37,0.05537,0.071287,0.057847,0.667323,216.83
Luke 13:33,11,Matt 26:35,0.050046,0.037431,0.082487,0.041948,350.83
Luke 13:33,12,Matt 26:11,0.050034,0.052716,0.043137,0.026795,326.83
Luke 13:33,13,Matt 21:2,0.04997,0.051405,0.046278,0.068143,90.83
Luke 13:33,14,Matt 13:9,0.049499,0.040259,0.112067,0.037706,187.17
Luke 13:33,15,Matt 11:15,0.049499,0.040259,0.112067,0.033959,261.17
Luke 13:33,16,Matt 9:12,0.048633,0.051959,0.040079,0.082058,344.17
Luke 13:33,17,Matt 11:9,0.04811,0.063019,0.04749,0.063165,267.17
Luke 13:33,18,Matt 14:5,0.047371,0.060183,0.051565,0.057233,133.17
Luke 13:33,19,Matt 18:18,0.046057,0.05059,0.034401,0.051846,7.83
Luke 13:33,20,Matt 21:28,0.044988,0.047329,0.038968,0.083938,116.83
Luke 13:34,1,Matt 23:37,0.697825,0.852205,0.847924,0.667323,216.81
Luke 13:34,2,Matt 22:3,0.114743,0.112053,0.121659,0.056234,137.81
Luke 13:34,3,Matt 21:29,0.096615,0.101811,0.083252,0.082939,117.81
Luke 13:34,4,Matt 2:18,0.095308,0.089221,0.110958,0.068539,548.19
Luke 13:34,5,Matt 18:30,0.090546,0.094772,0.07968,0.068662,19.81
Luke 13:34,6,Matt 21:35,0.09032,0.09244,0.084868,0.061453,123.81
Luke 13:34,7,Matt 14:5,0.086202,0.113725,0.083007,0.057233,133.19
Luke 13:34,8,Matt 27:34,0.069863,0.073431,0.06069,0.039499,424.81
Luke 13:34,9,Matt 23:4,0.068928,0.069667,0.067028,0.049071,184.81
Luke 13:34,10,Matt 15:32,0.062345,0.058373,0.07256,0.058341,70.19
Luke 13:34,11,Matt 24:31,0.060428,0.052298,0.081333,0.044911,249.81
Luke 13:34,12,Matt 23:34,0.056257,0.057412,0.097392,0.416444,213.81
Luke 13:34,13,Matt 26:39,0.056235,0.065215,0.033142,0.046343,354.81
Luke 13:34,14,Matt 20:27,0.056057,0.05614,0.055846,0.054348,81.81
Luke 13:34,15,Matt 10:28,0.054175,0.038872,0.093528,0.049906,290.19
Luke 13:34,16,Matt 12:7,0.053716,0.051929,0.05831,0.073899,239.19
Luke 13:34,17,Matt 20:26,0.052309,0.053818,0.048428,0.066566,80.81
Luke 13:34,18,Matt 20:32,0.052269,0.050673,0.056371,0.039221,86.81
Luke 13:34,19,Matt 7:12,0.052083,0.057669,0.078552,0.047872,407.19
Luke 13:34,20,Matt 18:21,0.049833,0.049729,0.050099,0.059239,10.81
Luke 13:35,1,Matt 23:39,0.579298,0.63406,0.438482,0.283011,218.79
Luke 13:35,2,Matt 23:38,0.305071,0.263975,0.410748,0.659614,217.79
Luke 13:35,3,Matt 21:9,0.27277,0.289332,0.230181,0.130612,97.79
Luke 13:35,4,Matt 13:14,0.154508,0.168413,0.118751,0.05539,182.21
Luke 13:35,5,Matt 25:12,0.132153,0.132893,0.130249,0.05152,281.79
Luke 13:35,6,Matt 24:2,0.130724,0.136014,0.11712,0.067712,220.79
Luke 13:35,7,Matt 24:34,0.123234,0.135183,0.092509,0.060596,252.79
Luke 13:35,8,Matt 5:26,0.121068,0.121069,0.121067,0.057155,475.21
Luke 13:35,9,Matt 24:5,0.117567,0.139554,0.061031,0.066303,223.79
Luke 13:35,10,Matt 10:23,0.106482,0.103286,0.114703,0.069884,295.21
Luke 13:35,11,Matt 10:42,0.106259,0.112093,0.091258,0.058479,276.21
Luke 13:35,12,Matt 16:28,0.106243,0.097668,0.128293,0.07333,35.21
Luke 13:35,13,Matt 15:24,0.099992,0.115128,0.061071,0.094464,78.21
Luke 13:35,14,Matt 26:29,0.097537,0.081061,0.139906,0.045219,344.79
Luke 13:35,15,Matt 18:3,0.097466,0.102747,0.083886,0.048407,6.21
Luke 13:35,16,Matt 25:9,0.093706,0.104347,0.066342,0.055719,278.79
Luke 13:35,17,Matt 24:50,0.093038,0.099696,0.075916,0.048287,268.79
Luke 13:35,18,Matt 23:36,0.08912,0.091832,0.082145,0.659614,215.79
Luke 13:35,19,Matt 5:20,0.088432,0.083628,0.100785,0.042166,481.21
Luke 13:35,20,Matt 16:22,0.085824,0.085766,0.085973,0.061795,41.21
Luke 14:1,1,Matt 9:34,0.123858,0.094498,0.199353,0.085337,322.24
Luke 14:1,2,Matt 12:4,0.106052,0.105488,0.107503,0.117561,242.24
Luke 14:1,3,Matt 26:26,0.091326,0.079885,0.120747,0.069376,341.76
Luke 14:1,4,Matt 12:24,0.083612,0.070893,0.11632,0.050025,222.24
Luke 14:1,5,Matt 9:23,0.081421,0.063782,0.126778,0.048971,333.24
Luke 14:1,6,Matt 12:5,0.075874,0.070953,0.088526,0.117561,241.24
Luke 14:1,7,Matt 27:57,0.075282,0.084385,0.051873,0.045515,447.76
Luke 14:1,8,Matt 20:25,0.073067,0.044749,0.145886,0.054083,79.76
Luke 14:1,9,Matt 12:8,0.072024,0.072206,0.071556,0.205964,238.24
Luke 14:1,10,Matt 28:1,0.071698,0.072094,0.07068,0.06467,457.76
Luke 14:1,11,Matt 9:11,0.071172,0.061256,0.096668,0.077128,345.24
Luke 14:1,12,Matt 12:2,0.069847,0.069904,0.069701,0.117596,244.24
Luke 14:1,13,Matt 9:7,0.066282,0.062126,0.076969,0.075334,349.24
Luke 14:1,14,Matt 16:12,0.062691,0.057231,0.076731,0.076732,51.24
Luke 14:1,15,Matt 9:18,0.062488,0.059608,0.069893,0.046486,338.24
Luke 14:1,16,Matt 21:13,0.062302,0.060896,0.065917,0.057973,101.76
Luke 14:1,17,Matt 16:11,0.062239,0.057539,0.074326,0.076732,52.24
Luke 14:1,18,Matt 12:38,0.06145,0.052154,0.085355,0.070453,208.24
Luke 14:1,19,Matt 16:5,0.061213,0.058286,0.068738,0.078973,58.24
Luke 14:1,20,Matt 28:11,0.061081,0.047024,0.097229,0.045025,467.76
Luke 14:2,1,Matt 26:24,0.081128,0.091398,0.054719,0.070361,339.74
Luke 14:2,2,Matt 21:3,0.075791,0.08215,0.059441,0.047905,91.74
Luke 14:2,3,Matt 9:3,0.069909,0.053449,0.112234,0.046495,353.26
Luke 14:2,4,Matt 16:28,0.065918,0.073907,0.045376,0.054673,35.26
Luke 14:2,5,Matt 12:8,0.061205,0.068376,0.042764,0.205964,238.26
Luke 14:2,6,Matt 11:19,0.061168,0.042993,0.107904,0.047813,257.26
Luke 14:2,7,Matt 12:10,0.058563,0.026657,0.140608,0.200215,236.26
Luke 14:2,8,Matt 16:13,0.055473,0.060946,0.041397,0.063165,50.26
Luke 14:2,9,Matt 17:22,0.052977,0.056952,0.042754,0.056991,14.26
Luke 14:2,10,Matt 24:4,0.052952,0.057432,0.041432,0.067712,222.74
Luke 14:2,11,Matt 15:20,0.052724,0.058117,0.038856,0.03782,82.26
Luke 14:2,12,Matt 10:33,0.051701,0.035621,0.09305,0.030009,285.26
Luke 14:2,13,Matt 10:32,0.048044,0.03256,0.087861,0.030009,286.26
Luke 14:2,14,Matt 12:47,0.047935,0.04498,0.055532,0.046358,199.26
Luke 14:2,15,Matt 10:36,0.045928,0.04972,0.036179,0.029125,282.26
Luke 14:2,16,Matt 24:37,0.045589,0.051708,0.029855,0.038828,255.74
Luke 14:2,17,Matt 13:37,0.045542,0.050689,0.032306,0.038553,159.26
Luke 14:2,18,Matt 24:23,0.045099,0.04332,0.049673,0.022585,241.74
Luke 14:2,19,Matt 18:12,0.044543,0.047999,0.035658,0.031924,1.74
Luke 14:2,20,Matt 9:32,0.043818,0.037624,0.059744,0.083329,324.26
Luke 14:3,1,Matt 12:10,0.309437,0.340016,0.230804,0.196967,236.28
Luke 14:3,2,Matt 24:4,0.181751,0.175625,0.197505,0.063015,222.72
Luke 14:3,3,Matt 22:1,0.165757,0.153909,0.196223,0.055017,135.72
Luke 14:3,4,Matt 12:12,0.162346,0.163007,0.160648,0.104999,234.28
Luke 14:3,5,Matt 11:4,0.161556,0.150879,0.189011,0.055568,272.28
Luke 14:3,6,Matt 22:17,0.15376,0.146101,0.173453,0.087874,151.72
Luke 14:3,7,Matt 12:38,0.138907,0.133745,0.152179,0.063158,208.28
Luke 14:3,8,Matt 21:27,0.13828,0.12925,0.161501,0.061716,115.72
Luke 14:3,9,Matt 19:3,0.137921,0.16218,0.07554,0.105178,27.72
Luke 14:3,10,Matt 12:2,0.135427,0.145061,0.110653,0.096512,244.28
Luke 14:3,11,Matt 21:24,0.126813,0.145654,0.078363,0.065673,112.72
Luke 14:3,12,Matt 9:34,0.125531,0.131487,0.110217,0.061118,322.28
Luke 14:3,13,Matt 22:29,0.122177,0.13262,0.095323,0.048414,163.72
Luke 14:3,14,Matt 9:11,0.110158,0.113343,0.101969,0.055865,345.28
Luke 14:3,15,Matt 15:28,0.108626,0.109854,0.105468,0.071731,74.28
Luke 14:3,16,Matt 16:6,0.103681,0.106275,0.09701,0.059576,57.28
Luke 14:3,17,Matt 3:15,0.103268,0.104706,0.099569,0.056336,528.28
Luke 14:3,18,Matt 20:22,0.101057,0.110921,0.075693,0.055978,76.72
Luke 14:3,19,Matt 16:17,0.099634,0.108087,0.077897,0.05196,46.28
Luke 14:3,20,Matt 8:7,0.099607,0.108766,0.076057,0.062342,383.28
Luke 14:4,1,Matt 14:31,0.091269,0.087383,0.101261,0.065835,107.3
Luke 14:4,2,Matt 5:32,0.090449,0.095581,0.077251,0.045878,469.3
Luke 14:4,3,Matt 19:9,0.081707,0.084589,0.074295,0.043636,33.7
Luke 14:4,4,Matt 15:39,0.079243,0.06091,0.126386,0.046549,63.3
Luke 14:4,5,Matt 5:31,0.074868,0.078361,0.065887,0.045878,470.3
Luke 14:4,6,Matt 19:7,0.074626,0.057111,0.119664,0.081275,31.7
Luke 14:4,7,Matt 18:27,0.069945,0.062478,0.089147,0.032698,16.7
Luke 14:4,8,Matt 14:23,0.066713,0.050472,0.108475,0.042231,115.3
Luke 14:4,9,Matt 8:13,0.066111,0.067436,0.062705,0.04268,377.3
Luke 14:4,10,Matt 27:21,0.063241,0.058348,0.075823,0.085757,411.7
Luke 14:4,11,Matt 27:26,0.062955,0.06062,0.068961,0.039515,416.7
Luke 14:4,12,Matt 15:23,0.062111,0.058133,0.072339,0.047868,79.3
Luke 14:4,13,Matt 15:28,0.059881,0.061921,0.054636,0.068159,74.3
Luke 14:4,14,Matt 13:15,0.059831,0.04445,0.099381,0.036639,181.3
Luke 14:4,15,Matt 19:3,0.058171,0.052678,0.072295,0.087415,27.7
Luke 14:4,16,Matt 8:8,0.054331,0.05663,0.048417,0.050127,382.3
Luke 14:4,17,Matt 15:32,0.052701,0.036063,0.095487,0.046297,70.3
Luke 14:4,18,Matt 27:15,0.051827,0.054112,0.04595,0.051843,405.7
Luke 14:4,19,Matt 14:22,0.05146,0.051912,0.050298,0.046647,116.3
Luke 14:4,20,Matt 1:19,0.051385,0.050008,0.054925,0.034543,572.3
Luke 14:5,1,Matt 22:42,0.162433,0.175778,0.128118,0.087533,176.68
Luke 14:5,2,Matt 8:29,0.137414,0.146922,0.112966,0.059505,361.32
Luke 14:5,3,Matt 16:15,0.102423,0.124522,0.045595,0.03958,48.32
Luke 14:5,4,Matt 12:8,0.098175,0.091045,0.116508,0.058355,238.32
Luke 14:5,5,Matt 6:31,0.084175,0.081574,0.090864,0.037628,422.32
Luke 14:5,6,Matt 12:5,0.082031,0.066095,0.123012,0.053257,241.32
Luke 14:5,7,Matt 17:25,0.07546,0.062799,0.108019,0.043739,11.32
Luke 14:5,8,Matt 12:11,0.074658,0.073616,0.077337,0.062418,235.32
Luke 14:5,9,Matt 21:44,0.072642,0.078561,0.057423,0.070536,132.68
Luke 14:5,10,Matt 12:48,0.070095,0.079798,0.045143,0.037837,198.32
Luke 14:5,11,Matt 20:32,0.067217,0.064391,0.074484,0.046943,86.68
Luke 14:5,12,Matt 24:29,0.067191,0.067516,0.066354,0.04087,247.68
Luke 14:5,13,Matt 16:13,0.067134,0.062268,0.079645,0.053805,50.32
Luke 14:5,14,Matt 13:10,0.064431,0.072863,0.04275,0.047018,186.32
Luke 14:5,15,Matt 20:21,0.063689,0.06399,0.062915,0.048923,75.68
Luke 14:5,16,Matt 14:31,0.062148,0.061129,0.064768,0.0612,107.32
Luke 14:5,17,Matt 21:37,0.061735,0.048787,0.09503,0.037906,125.68
Luke 14:5,18,Matt 22:18,0.061699,0.056645,0.074696,0.04284,152.68
Luke 14:5,19,Matt 4:20,0.061241,0.064564,0.052698,0.039461,506.32
Luke 14:5,20,Matt 22:20,0.06034,0.068847,0.038465,0.031722,154.68
Luke 14:6,1,Matt 26:40,0.170141,0.175302,0.15687,0.05784,355.66
Luke 14:6,2,Matt 9:12,0.100178,0.108242,0.079444,0.059257,344.34
Luke 14:6,3,Matt 25:43,0.071673,0.050067,0.127232,0.040321,312.66
Luke 14:6,4,Matt 11:17,0.063885,0.042437,0.119037,0.03977,259.34
Luke 14:6,5,Matt 25:42,0.063758,0.044884,0.112291,0.040321,311.66
Luke 14:6,6,Matt 24:34,0.063315,0.069923,0.046324,0.031583,252.66
Luke 14:6,7,Matt 19:18,0.062405,0.066376,0.052194,0.0357,42.66
Luke 14:6,8,Matt 5:13,0.052938,0.057154,0.042097,0.032096,488.34
Luke 14:6,9,Matt 8:28,0.05196,0.055391,0.043138,0.061269,362.34
Luke 14:6,10,Matt 13:13,0.050813,0.054558,0.041185,0.03639,183.34
Luke 14:6,11,Matt 24:2,0.049054,0.049515,0.047866,0.033725,220.66
Luke 14:6,12,Matt 13:17,0.047878,0.032565,0.087256,0.032411,179.34
Luke 14:6,13,Matt 23:36,0.046243,0.049901,0.036837,0.024618,215.66
Luke 14:6,14,Matt 13:14,0.045858,0.029862,0.086991,0.031956,182.34
Luke 14:6,15,Matt 13:56,0.045312,0.043237,0.05065,0.034625,140.34
Luke 14:6,16,Matt 10:38,0.045158,0.048197,0.037342,0.024795,280.34
Luke 14:6,17,Matt 19:11,0.044424,0.048784,0.033212,0.021091,35.66
Luke 14:6,18,Matt 12:7,0.044228,0.037083,0.062601,0.05306,239.34
Luke 14:6,19,Matt 17:16,0.042158,0.028911,0.076222,0.030358,19.34
Luke 14:6,20,Matt 26:12,0.041354,0.039461,0.046221,0.036159,327.66
Luke 14:7,1,Matt 23:6,0.108217,0.09518,0.141739,0.132074,186.64
Luke 14:7,2,Matt 22:1,0.087794,0.093285,0.073676,0.150015,135.64
Luke 14:7,3,Matt 22:4,0.086834,0.096137,0.06291,0.140652,138.64
Luke 14:7,4,Matt 22:3,0.077415,0.068327,0.100786,0.150015,137.64
Luke 14:7,5,Matt 13:34,0.075542,0.080126,0.063756,0.05076,162.36
Luke 14:7,6,Matt 22:43,0.073123,0.06703,0.088791,0.072196,177.64
Luke 14:7,7,Matt 13:10,0.073088,0.078621,0.05886,0.057806,186.36
Luke 14:7,8,Matt 13:18,0.069844,0.075892,0.054291,0.028416,178.36
Luke 14:7,9,Matt 15:15,0.068153,0.068991,0.065996,0.037643,87.36
Luke 14:7,10,Matt 21:45,0.065306,0.067728,0.059077,0.043913,133.64
