luke_ref,rank,matt_ref,score,score_content,score_all,window_support,nonlocality_vs_primary
Luke 1:1,1,Matt 18:19,0.07588,0.076866,0.073345,0.037744,579.0
Luke 1:1,2,Matt 24:11,0.055845,0.060379,0.044188,0.032699,800.0
Luke 1:1,3,Matt 24:5,0.054311,0.053771,0.0557,0.023098,794.0
Luke 1:1,4,Matt 15:30,0.033852,0.037083,0.025545,0.009914,498.0
Luke 1:1,5,Matt 8:18,0.032453,0.027388,0.045477,0.010198,198.0
Luke 1:1,6,Matt 8:1,0.031948,0.034781,0.024664,0.008758,181.0
Luke 1:1,7,Matt 19:2,0.031939,0.035159,0.02366,0.031948,597.0
Luke 1:1,8,Matt 26:28,0.031073,0.02486,0.047048,0.02059,914.0
Luke 1:1,9,Matt 10:31,0.029973,0.033061,0.022031,0.025094,283.0
Luke 1:1,10,Matt 20:29,0.029522,0.03281,0.021066,0.01227,654.0
Luke 1:1,11,Matt 22:14,0.028494,0.030983,0.022095,0.026611,719.0
Luke 1:1,12,Matt 24:10,0.027874,0.031858,0.017628,0.037944,799.0
Luke 1:1,13,Matt 7:22,0.02729,0.026344,0.029723,0.023512,173.0
Luke 1:1,14,Matt 9:37,0.027206,0.028407,0.024119,0.011374,251.0
Luke 1:1,15,Matt 26:9,0.027157,0.029285,0.021686,0.007773,895.0
Luke 1:1,16,Matt 13:58,0.026979,0.029276,0.021072,0.009432,432.0
Luke 1:1,17,Matt 24:12,0.02628,0.027708,0.022607,0.019828,801.0
Luke 1:1,18,Matt 13:3,0.025938,0.026228,0.025192,0.014754,377.0
Luke 1:1,19,Matt 8:30,0.025157,0.027419,0.019341,0.010882,210.0
Luke 1:1,20,Matt 19:30,0.024811,0.026957,0.019292,0.008094,625.0
Luke 1:2,1,Matt 24:21,0.103682,0.095835,0.123859,0.03512,810.0
Luke 1:2,2,Matt 24:8,0.103544,0.111785,0.082352,0.050092,797.0
Luke 1:2,3,Matt 12:37,0.098323,0.093125,0.111689,0.05709,361.0
Luke 1:2,4,Matt 19:8,0.094275,0.085366,0.117183,0.027221,603.0
Luke 1:2,5,Matt 19:4,0.085745,0.072225,0.120512,0.026943,599.0
Luke 1:2,6,Matt 26:46,0.080609,0.05903,0.136099,0.029136,932.0
Luke 1:2,7,Matt 5:25,0.078861,0.084709,0.063824,0.031798,94.0
Luke 1:2,8,Matt 26:1,0.075488,0.067334,0.096457,0.042092,887.0
Luke 1:2,9,Matt 26:21,0.075267,0.060003,0.114518,0.034898,907.0
Luke 1:2,10,Matt 13:22,0.074015,0.062794,0.102868,0.057712,396.0
Luke 1:2,11,Matt 26:58,0.069683,0.069507,0.070134,0.026257,944.0
Luke 1:2,12,Matt 7:28,0.06496,0.058387,0.081862,0.027679,179.0
Luke 1:2,13,Matt 26:2,0.059218,0.060962,0.054735,0.042092,888.0
Luke 1:2,14,Matt 19:1,0.057968,0.047993,0.083619,0.040682,596.0
Luke 1:2,15,Matt 27:18,0.057524,0.065476,0.037076,0.017694,979.0
Luke 1:2,16,Matt 26:16,0.057093,0.058281,0.054039,0.027759,902.0
Luke 1:2,17,Matt 26:23,0.05357,0.043265,0.08007,0.042368,909.0
Luke 1:2,18,Matt 19:11,0.050655,0.043768,0.068367,0.017057,606.0
Luke 1:2,19,Matt 4:12,0.048322,0.051653,0.039756,0.013383,56.0
Luke 1:2,20,Matt 13:21,0.048037,0.045486,0.054597,0.057712,395.0
Luke 1:3,1,Matt 2:8,0.063241,0.060849,0.069394,0.042051,12.0
Luke 1:3,2,Matt 27:51,0.052151,0.055864,0.042602,0.028805,1012.0
Luke 1:3,3,Matt 26:66,0.047366,0.047527,0.046951,0.017526,952.0
Luke 1:3,4,Matt 22:42,0.043003,0.0438,0.040953,0.023425,747.0
Luke 1:3,5,Matt 24:44,0.040347,0.040823,0.039121,0.025209,833.0
Luke 1:3,6,Matt 22:17,0.039954,0.041256,0.036606,0.01767,722.0
Luke 1:3,7,Matt 6:7,0.036769,0.039974,0.028527,0.033784,124.0
Luke 1:3,8,Matt 2:5,0.032174,0.042337,0.031261,0.035218,9.0
Luke 1:3,9,Matt 26:53,0.032049,0.033822,0.027491,0.021634,939.0
Luke 1:3,10,Matt 4:7,0.0313,0.037863,0.038963,0.025661,51.0
Luke 1:3,11,Matt 11:10,0.030814,0.038581,0.034998,0.030019,304.0
Luke 1:3,12,Matt 3:9,0.03078,0.031967,0.027728,0.018438,36.0
Luke 1:3,13,Matt 4:4,0.030649,0.039864,0.030982,0.025139,48.0
Luke 1:3,14,Matt 21:28,0.030454,0.030347,0.030729,0.022647,687.0
Luke 1:3,15,Matt 26:31,0.029444,0.037311,0.032299,0.020408,917.0
Luke 1:3,16,Matt 17:25,0.027055,0.028298,0.02386,0.024547,559.0
Luke 1:3,17,Matt 18:12,0.026698,0.027327,0.025082,0.024289,572.0
Luke 1:3,18,Matt 27:37,0.026588,0.034954,0.025919,0.030264,998.0
Luke 1:3,19,Matt 21:13,0.026267,0.032349,0.03122,0.01847,672.0
Luke 1:3,20,Matt 4:10,0.026072,0.03206,0.031113,0.023466,54.0
Luke 1:4,1,Matt 7:20,0.143723,0.173008,0.068419,0.071894,171.0
Luke 1:4,2,Matt 12:37,0.09447,0.109277,0.056396,0.042641,361.0
Luke 1:4,3,Matt 11:27,0.092007,0.099406,0.072979,0.042615,321.0
Luke 1:4,4,Matt 7:16,0.0642,0.072538,0.042759,0.017083,167.0
Luke 1:4,5,Matt 14:35,0.056678,0.060524,0.046787,0.025847,467.0
Luke 1:4,6,Matt 15:6,0.054961,0.042796,0.086242,0.025714,474.0
Luke 1:4,7,Matt 17:12,0.054921,0.060632,0.040235,0.02402,547.0
Luke 1:4,8,Matt 13:22,0.054318,0.057334,0.046562,0.036251,396.0
Luke 1:4,9,Matt 19:11,0.051098,0.051359,0.050429,0.028921,606.0
Luke 1:4,10,Matt 26:1,0.047375,0.050315,0.039816,0.046039,887.0
Luke 1:4,11,Matt 12:36,0.045339,0.038798,0.062157,0.042641,360.0
Luke 1:4,12,Matt 5:37,0.044984,0.052098,0.026692,0.021293,106.0
Luke 1:4,13,Matt 24:35,0.044181,0.046876,0.037252,0.054833,824.0
Luke 1:4,14,Matt 15:12,0.042136,0.044193,0.036846,0.03808,480.0
Luke 1:4,15,Matt 13:19,0.041356,0.030575,0.06908,0.036454,393.0
Luke 1:4,16,Matt 7:28,0.040999,0.043629,0.034233,0.030263,179.0
Luke 1:4,17,Matt 22:15,0.040646,0.044617,0.030437,0.028978,720.0
Luke 1:4,18,Matt 25:19,0.04025,0.044044,0.030493,0.022025,859.0
Luke 1:4,19,Matt 18:23,0.040201,0.039271,0.042592,0.036257,583.0
Luke 1:4,20,Matt 13:23,0.039353,0.032663,0.056556,0.031414,397.0
Luke 1:5,1,Matt 2:1,0.170359,0.182966,0.137942,0.10899,5.0
Luke 1:5,2,Matt 12:21,0.104065,0.07703,0.173582,0.038763,345.0
Luke 1:5,3,Matt 14:6,0.097815,0.089601,0.118937,0.048408,438.0
Luke 1:5,4,Matt 7:22,0.086144,0.082396,0.095782,0.061168,173.0
Luke 1:5,5,Matt 1:7,0.076791,0.080883,0.066267,0.038297,14.0
Luke 1:5,6,Matt 1:25,0.072212,0.05642,0.112822,0.110992,4.0
Luke 1:5,7,Matt 3:1,0.06749,0.049903,0.112711,0.045629,28.0
Luke 1:5,8,Matt 24:16,0.066974,0.050394,0.109608,0.035869,805.0
Luke 1:5,9,Matt 2:3,0.066473,0.067541,0.063724,0.05112,7.0
Luke 1:5,10,Matt 15:28,0.065682,0.05732,0.087184,0.041167,496.0
Luke 1:5,11,Matt 1:21,0.064746,0.048933,0.105407,0.055244,0.0
Luke 1:5,12,Matt 6:9,0.064653,0.056167,0.086474,0.032168,126.0
Luke 1:5,13,Matt 24:5,0.0563,0.050382,0.071518,0.03574,794.0
Luke 1:5,14,Matt 10:41,0.055763,0.056167,0.054725,0.059993,293.0
Luke 1:5,15,Matt 21:5,0.055426,0.049198,0.07144,0.042541,664.0
Luke 1:5,16,Matt 28:19,0.05524,0.041773,0.089868,0.054917,1046.0
Luke 1:5,17,Matt 18:5,0.053061,0.049393,0.062491,0.029291,566.0
Luke 1:5,18,Matt 1:23,0.052819,0.038455,0.089754,0.110992,2.0
Luke 1:5,19,Matt 10:22,0.052816,0.047807,0.065698,0.051294,274.0
Luke 1:5,20,Matt 2:5,0.05163,0.040398,0.080514,0.034095,9.0
Luke 1:6,1,Matt 20:4,0.104351,0.127941,0.043692,0.043343,629.0
Luke 1:6,2,Matt 15:3,0.089443,0.076056,0.123866,0.044931,471.0
Luke 1:6,3,Matt 22:38,0.086918,0.090223,0.078419,0.053322,743.0
Luke 1:6,4,Matt 22:32,0.078497,0.066241,0.110011,0.086582,737.0
Luke 1:6,5,Matt 10:41,0.069349,0.072677,0.060792,0.058114,293.0
Luke 1:6,6,Matt 22:36,0.066899,0.066522,0.067869,0.067369,741.0
Luke 1:6,7,Matt 19:17,0.059647,0.049068,0.086851,0.043099,612.0
Luke 1:6,8,Matt 22:40,0.058731,0.056149,0.065371,0.037492,745.0
Luke 1:6,9,Matt 9:13,0.056438,0.05881,0.050336,0.042674,227.0
Luke 1:6,10,Matt 23:35,0.055452,0.056236,0.053434,0.042926,785.0
Luke 1:6,11,Matt 25:46,0.05343,0.038421,0.092025,0.043001,886.0
Luke 1:6,12,Matt 7:21,0.052075,0.044056,0.072696,0.065,172.0
Luke 1:6,13,Matt 25:37,0.047748,0.049556,0.0431,0.0221,877.0
Luke 1:6,14,Matt 12:28,0.045836,0.04088,0.058578,0.039649,352.0
Luke 1:6,15,Matt 26:63,0.045665,0.036417,0.069446,0.036604,949.0
Luke 1:6,16,Matt 13:49,0.045131,0.041899,0.053442,0.042382,423.0
Luke 1:6,17,Matt 27:43,0.043879,0.04229,0.047965,0.039579,1004.0
Luke 1:6,18,Matt 5:19,0.042321,0.030753,0.072068,0.036507,88.0
Luke 1:6,19,Matt 4:7,0.042264,0.037322,0.054973,0.041165,51.0
Luke 1:6,20,Matt 28:19,0.042002,0.034932,0.060181,0.054917,1046.0
Luke 1:7,1,Matt 23:30,0.13141,0.122872,0.153366,0.061948,780.0
Luke 1:7,2,Matt 15:26,0.107838,0.111414,0.098644,0.056224,494.0
Luke 1:7,3,Matt 10:37,0.096571,0.107564,0.068302,0.052613,289.0
Luke 1:7,4,Matt 22:8,0.095961,0.094687,0.099237,0.039602,713.0
Luke 1:7,5,Matt 2:18,0.095229,0.091697,0.10431,0.044776,22.0
Luke 1:7,6,Matt 10:38,0.094566,0.099964,0.080684,0.052029,290.0
Luke 1:7,7,Matt 10:24,0.089851,0.10074,0.061853,0.046442,276.0
Luke 1:7,8,Matt 10:20,0.080551,0.090382,0.055273,0.051513,272.0
Luke 1:7,9,Matt 13:57,0.080353,0.070968,0.104486,0.050024,431.0
Luke 1:7,10,Matt 22:32,0.079218,0.073953,0.092759,0.086582,737.0
Luke 1:7,11,Matt 18:14,0.070981,0.073289,0.065045,0.029494,574.0
Luke 1:7,12,Matt 13:39,0.067751,0.056069,0.097792,0.051015,413.0
Luke 1:7,13,Matt 3:11,0.064838,0.067738,0.057381,0.035237,38.0
Luke 1:7,14,Matt 28:6,0.064264,0.067808,0.055152,0.029465,1033.0
Luke 1:7,15,Matt 13:38,0.06385,0.054677,0.087438,0.051585,412.0
Luke 1:7,16,Matt 10:21,0.063346,0.065218,0.058535,0.051513,273.0
Luke 1:7,17,Matt 24:37,0.063267,0.053179,0.089206,0.052597,826.0
Luke 1:7,18,Matt 6:21,0.063214,0.061132,0.068567,0.046188,138.0
Luke 1:7,19,Matt 25:43,0.062807,0.048966,0.098399,0.027117,883.0
Luke 1:7,20,Matt 20:27,0.061877,0.065371,0.052895,0.036527,652.0
Luke 1:8,1,Matt 22:32,0.084739,0.074305,0.111567,0.064215,737.0
Luke 1:8,2,Matt 12:28,0.069701,0.055461,0.106319,0.039649,352.0
Luke 1:8,3,Matt 23:22,0.056976,0.025335,0.138337,0.044274,772.0
Luke 1:8,4,Matt 14:33,0.054791,0.028476,0.122458,0.029999,465.0
Luke 1:8,5,Matt 26:63,0.051989,0.040851,0.08063,0.044891,949.0
Luke 1:8,6,Matt 22:21,0.050445,0.040142,0.07694,0.034202,726.0
Luke 1:8,7,Matt 27:43,0.04892,0.047439,0.052729,0.049431,1004.0
Luke 1:8,8,Matt 4:3,0.048255,0.043508,0.060463,0.032654,47.0
Luke 1:8,9,Matt 26:5,0.045623,0.02335,0.102898,0.034476,891.0
Luke 1:8,10,Matt 5:8,0.040533,0.031096,0.064797,0.029793,77.0
Luke 1:8,11,Matt 5:34,0.039598,0.025145,0.076765,0.040907,103.0
Luke 1:8,12,Matt 18:31,0.039352,0.037453,0.044235,0.0569,591.0
Luke 1:8,13,Matt 27:54,0.039068,0.035424,0.048441,0.036041,1015.0
Luke 1:8,14,Matt 22:31,0.037738,0.03008,0.057429,0.066551,736.0
Luke 1:8,15,Matt 21:42,0.037527,0.028336,0.061162,0.034243,701.0
Luke 1:8,16,Matt 11:23,0.036565,0.033216,0.045177,0.027518,317.0
Luke 1:8,17,Matt 11:21,0.036484,0.031772,0.048601,0.027518,315.0
Luke 1:8,18,Matt 16:16,0.036344,0.026124,0.062626,0.037876,523.0
Luke 1:8,19,Matt 22:30,0.035853,0.026523,0.059844,0.066551,735.0
Luke 1:8,20,Matt 22:29,0.035026,0.024682,0.061625,0.066551,734.0
Luke 1:9,1,Matt 23:16,0.096105,0.085553,0.12324,0.071858,766.0
Luke 1:9,2,Matt 7:21,0.079727,0.061059,0.127731,0.049534,172.0
Luke 1:9,3,Matt 26:61,0.079439,0.051847,0.15039,0.057482,947.0
Luke 1:9,4,Matt 27:5,0.077084,0.059713,0.121752,0.034281,966.0
Luke 1:9,5,Matt 23:21,0.076943,0.068411,0.098881,0.047415,771.0
Luke 1:9,6,Matt 23:17,0.072676,0.04828,0.135408,0.072959,767.0
Luke 1:9,7,Matt 23:13,0.067497,0.068992,0.06365,0.062997,764.0
Luke 1:9,8,Matt 25:23,0.064806,0.04724,0.109976,0.039835,863.0
Luke 1:9,9,Matt 25:21,0.064806,0.04724,0.109976,0.043596,861.0
Luke 1:9,10,Matt 27:40,0.058513,0.046924,0.088312,0.043435,1001.0
Luke 1:9,11,Matt 10:12,0.055498,0.049043,0.072097,0.029191,264.0
Luke 1:9,12,Matt 27:51,0.054125,0.042376,0.084337,0.038772,1012.0
Luke 1:9,13,Matt 19:23,0.050176,0.030071,0.101873,0.036519,618.0
Luke 1:9,14,Matt 2:21,0.046764,0.031007,0.087283,0.024816,25.0
Luke 1:9,15,Matt 7:13,0.046541,0.039644,0.064277,0.034655,164.0
Luke 1:9,16,Matt 15:27,0.046086,0.035543,0.073196,0.046864,495.0
Luke 1:9,17,Matt 22:44,0.045855,0.040439,0.059781,0.059305,749.0
Luke 1:9,18,Matt 23:35,0.044231,0.034036,0.070447,0.046241,785.0
Luke 1:9,19,Matt 18:3,0.043543,0.0274,0.085055,0.033669,564.0
Luke 1:9,20,Matt 27:53,0.041862,0.026362,0.081718,0.033521,1014.0
Luke 1:10,1,Matt 27:45,0.092657,0.090442,0.098354,0.038192,1006.0
Luke 1:10,2,Matt 27:25,0.078358,0.062768,0.118448,0.043333,986.0
Luke 1:10,3,Matt 25:13,0.06854,0.054719,0.104079,0.024573,853.0
Luke 1:10,4,Matt 18:1,0.067994,0.051289,0.110951,0.047046,562.0
Luke 1:10,5,Matt 6:5,0.067074,0.064294,0.074224,0.06696,122.0
Luke 1:10,6,Matt 4:23,0.064825,0.047189,0.110174,0.029965,67.0
Luke 1:10,7,Matt 6:6,0.063231,0.059932,0.071714,0.06696,123.0
Luke 1:10,8,Matt 2:4,0.063043,0.046383,0.105881,0.053948,8.0
Luke 1:10,9,Matt 3:5,0.061041,0.028981,0.143481,0.031009,32.0
Luke 1:10,10,Matt 27:1,0.059915,0.044237,0.10023,0.038651,962.0
Luke 1:10,11,Matt 24:44,0.059772,0.039283,0.11246,0.046806,833.0
Luke 1:10,12,Matt 12:47,0.058913,0.060694,0.054335,0.058366,371.0
Luke 1:10,13,Matt 17:18,0.056818,0.040722,0.098208,0.023047,553.0
Luke 1:10,14,Matt 26:69,0.055594,0.053986,0.059729,0.036154,955.0
Luke 1:10,15,Matt 12:46,0.054563,0.054236,0.055405,0.058366,370.0
Luke 1:10,16,Matt 5:44,0.053238,0.05449,0.050019,0.024002,113.0
Luke 1:10,17,Matt 6:9,0.052258,0.050736,0.05617,0.02716,126.0
Luke 1:10,18,Matt 8:13,0.05178,0.036336,0.091492,0.039054,193.0
Luke 1:10,19,Matt 14:15,0.049216,0.032915,0.091136,0.033782,447.0
Luke 1:10,20,Matt 26:5,0.048663,0.037909,0.076317,0.025404,891.0
Luke 1:11,1,Matt 25:33,0.127012,0.111334,0.167326,0.052155,873.0
Luke 1:11,2,Matt 2:19,0.121936,0.12897,0.10385,0.040565,23.0
Luke 1:11,3,Matt 1:24,0.118824,0.122691,0.108879,0.154275,3.0
Luke 1:11,4,Matt 22:44,0.109278,0.103201,0.124905,0.061578,749.0
Luke 1:11,5,Matt 23:19,0.096976,0.068486,0.170235,0.072959,769.0
Luke 1:11,6,Matt 28:2,0.095637,0.112145,0.053188,0.078565,1029.0
Luke 1:11,7,Matt 23:20,0.09476,0.088757,0.110194,0.061747,770.0
Luke 1:11,8,Matt 26:64,0.092881,0.065654,0.162892,0.050455,950.0
Luke 1:11,9,Matt 1:20,0.091527,0.086536,0.104362,0.148059,1.0
Luke 1:11,10,Matt 2:13,0.082154,0.08007,0.087513,0.051159,17.0
Luke 1:11,11,Matt 5:23,0.080676,0.075348,0.094375,0.04506,92.0
Luke 1:11,12,Matt 23:18,0.074634,0.068835,0.089543,0.072959,768.0
Luke 1:11,13,Matt 27:38,0.069947,0.052941,0.113676,0.029441,999.0
Luke 1:11,14,Matt 20:6,0.063051,0.063576,0.061703,0.041246,631.0
Luke 1:11,15,Matt 5:24,0.060749,0.053121,0.080365,0.04506,93.0
Luke 1:11,16,Matt 20:21,0.060612,0.044218,0.102769,0.045378,646.0
Luke 1:11,17,Matt 20:23,0.059808,0.044591,0.098937,0.029909,648.0
Luke 1:11,18,Matt 25:34,0.058104,0.043476,0.09572,0.050578,874.0
Luke 1:11,19,Matt 20:3,0.057557,0.060636,0.049638,0.042684,628.0
Luke 1:11,20,Matt 18:2,0.0549,0.057769,0.047524,0.034369,563.0
Luke 1:12,1,Matt 14:26,0.156319,0.163863,0.136921,0.088207,458.0
Luke 1:12,2,Matt 2:3,0.101117,0.107197,0.085484,0.050549,7.0
Luke 1:12,3,Matt 28:4,0.081627,0.088944,0.062813,0.084146,1031.0
Luke 1:12,4,Matt 28:8,0.063279,0.065314,0.058047,0.077395,1035.0
Luke 1:12,5,Matt 13:17,0.052581,0.039808,0.085426,0.032298,391.0
Luke 1:12,6,Matt 16:6,0.048237,0.029477,0.096476,0.024551,513.0
Luke 1:12,7,Matt 14:14,0.04546,0.027377,0.091959,0.026857,446.0
Luke 1:12,8,Matt 23:35,0.044461,0.043238,0.047608,0.058539,785.0
Luke 1:12,9,Matt 28:17,0.04109,0.041693,0.03954,0.047857,1044.0
Luke 1:12,10,Matt 17:3,0.036938,0.035764,0.039958,0.037185,538.0
Luke 1:12,11,Matt 3:16,0.031761,0.01936,0.06365,0.029031,43.0
Luke 1:12,12,Matt 5:8,0.030774,0.032369,0.026672,0.029553,77.0
Luke 1:12,13,Matt 21:19,0.030606,0.015613,0.06916,0.031042,678.0
Luke 1:12,14,Matt 5:1,0.030568,0.028882,0.034902,0.030819,70.0
Luke 1:12,15,Matt 25:39,0.030414,0.032532,0.024968,0.04675,879.0
Luke 1:12,16,Matt 27:24,0.029573,0.032023,0.023273,0.030773,985.0
Luke 1:12,17,Matt 24:33,0.029139,0.025899,0.037471,0.057896,822.0
Luke 1:12,18,Matt 9:30,0.028648,0.026222,0.034888,0.028819,244.0
Luke 1:12,19,Matt 25:38,0.028292,0.028053,0.028907,0.04675,878.0
Luke 1:12,20,Matt 17:8,0.027692,0.028116,0.026602,0.056543,543.0
Luke 1:13,1,Matt 1:25,0.206786,0.21114,0.19559,0.096237,4.0
Luke 1:13,2,Matt 1:21,0.181643,0.183123,0.177839,0.131937,0.0
Luke 1:13,3,Matt 1:23,0.144762,0.143912,0.146947,0.132233,2.0
Luke 1:13,4,Matt 28:5,0.141774,0.133072,0.164149,0.07358,1032.0
Luke 1:13,5,Matt 1:20,0.131051,0.123275,0.151046,0.131937,1.0
Luke 1:13,6,Matt 17:7,0.104817,0.106708,0.099956,0.061452,542.0
Luke 1:13,7,Matt 14:27,0.096299,0.097154,0.094099,0.086616,459.0
Luke 1:13,8,Matt 10:31,0.095005,0.11069,0.054671,0.041844,283.0
Luke 1:13,9,Matt 10:28,0.079904,0.081018,0.07704,0.049473,280.0
Luke 1:13,10,Matt 28:10,0.079509,0.081146,0.0753,0.050782,1037.0
Luke 1:13,11,Matt 1:2,0.075629,0.075651,0.075573,0.078768,19.0
Luke 1:13,12,Matt 12:21,0.07412,0.044383,0.150587,0.03292,345.0
Luke 1:13,13,Matt 6:7,0.074116,0.078909,0.061793,0.053653,124.0
Luke 1:13,14,Matt 18:10,0.073289,0.075528,0.067533,0.05088,571.0
Luke 1:13,15,Matt 1:4,0.069909,0.073075,0.061769,0.066048,17.0
Luke 1:13,16,Matt 1:7,0.069548,0.072725,0.061378,0.066482,14.0
Luke 1:13,17,Matt 1:13,0.069392,0.072517,0.061355,0.066964,8.0
Luke 1:13,18,Matt 1:10,0.069293,0.072405,0.06129,0.063038,11.0
Luke 1:13,19,Matt 1:15,0.069236,0.07235,0.061228,0.066964,6.0
Luke 1:13,20,Matt 1:8,0.068693,0.071753,0.060823,0.066482,13.0
Luke 1:14,1,Matt 2:10,0.128284,0.136978,0.105928,0.051526,13.86
Luke 1:14,2,Matt 24:5,0.089899,0.070417,0.139997,0.046708,793.86
Luke 1:14,3,Matt 1:1,0.085885,0.091438,0.071607,0.071793,20.14
Luke 1:14,4,Matt 24:11,0.084933,0.067349,0.130152,0.061502,799.86
Luke 1:14,5,Matt 5:12,0.079931,0.083793,0.070002,0.042877,80.86
Luke 1:14,6,Matt 1:18,0.078572,0.069383,0.102202,0.125871,3.14
Luke 1:14,7,Matt 13:20,0.074778,0.070205,0.086539,0.031369,393.86
Luke 1:14,8,Matt 25:21,0.073915,0.071013,0.081379,0.062132,860.86
Luke 1:14,9,Matt 25:23,0.073915,0.071013,0.081379,0.056998,862.86
Luke 1:14,10,Matt 26:49,0.064981,0.065172,0.06449,0.027747,934.86
Luke 1:14,11,Matt 18:13,0.06261,0.054841,0.082588,0.038073,572.86
Luke 1:14,12,Matt 28:9,0.058433,0.057832,0.059979,0.062046,1035.86
Luke 1:14,13,Matt 28:8,0.054963,0.055166,0.054441,0.062046,1034.86
Luke 1:14,14,Matt 27:29,0.049773,0.041774,0.070342,0.027542,989.86
Luke 1:14,15,Matt 13:44,0.046985,0.046028,0.049446,0.022533,417.86
Luke 1:14,16,Matt 27:52,0.04582,0.028342,0.090762,0.066302,1012.86
Luke 1:14,17,Matt 15:30,0.045193,0.041363,0.055039,0.039796,497.86
Luke 1:14,18,Matt 19:2,0.042779,0.039217,0.051938,0.039864,596.86
Luke 1:14,19,Matt 22:14,0.042717,0.046589,0.032758,0.02961,718.86
Luke 1:14,20,Matt 19:30,0.039283,0.040536,0.036062,0.031715,624.86
Luke 1:15,1,Matt 26:29,0.125139,0.131884,0.107796,0.074499,914.71
Luke 1:15,2,Matt 27:34,0.108496,0.113758,0.094966,0.052186,994.71
Luke 1:15,3,Matt 22:38,0.100119,0.12137,0.045475,0.064571,742.71
Luke 1:15,4,Matt 1:18,0.09855,0.094984,0.10772,0.09037,3.29
Luke 1:15,5,Matt 19:12,0.088302,0.07869,0.113021,0.06133,606.71
Luke 1:15,6,Matt 24:21,0.083055,0.08042,0.089832,0.035391,809.71
Luke 1:15,7,Matt 3:11,0.081927,0.089394,0.062728,0.042433,37.71
Luke 1:15,8,Matt 12:32,0.080393,0.095592,0.041309,0.043657,355.71
Luke 1:15,9,Matt 13:14,0.079575,0.080158,0.078074,0.061135,387.71
Luke 1:15,10,Matt 26:42,0.079145,0.092679,0.044344,0.05148,927.71
Luke 1:15,11,Matt 18:4,0.074402,0.092801,0.027092,0.049976,564.71
Luke 1:15,12,Matt 9:17,0.072214,0.075306,0.064265,0.047102,230.71
Luke 1:15,13,Matt 23:39,0.068431,0.073014,0.056645,0.048348,788.71
Luke 1:15,14,Matt 5:35,0.067464,0.08331,0.026714,0.038902,103.71
Luke 1:15,15,Matt 16:22,0.066557,0.068972,0.060349,0.053733,528.71
Luke 1:15,16,Matt 18:3,0.065011,0.067447,0.058746,0.052636,563.71
Luke 1:15,17,Matt 1:20,0.062044,0.061156,0.064328,0.058926,1.29
Luke 1:15,18,Matt 5:20,0.06052,0.061259,0.058621,0.039749,88.71
Luke 1:15,19,Matt 24:35,0.06034,0.062333,0.055215,0.051423,823.71
Luke 1:15,20,Matt 12:46,0.060172,0.06179,0.05601,0.050381,369.71
Luke 1:16,1,Matt 27:9,0.132924,0.140387,0.113731,0.050648,969.57
Luke 1:16,2,Matt 4:7,0.131595,0.135835,0.120693,0.048084,50.57
Luke 1:16,3,Matt 4:10,0.11131,0.115017,0.101778,0.048902,53.57
Luke 1:16,4,Matt 22:37,0.097169,0.104874,0.077355,0.067346,741.57
Luke 1:16,5,Matt 22:32,0.094932,0.078949,0.136032,0.050345,736.57
Luke 1:16,6,Matt 24:11,0.093785,0.075696,0.140299,0.031483,799.57
Luke 1:16,7,Matt 12:8,0.089559,0.080481,0.112905,0.037827,331.57
Luke 1:16,8,Matt 24:5,0.085966,0.067411,0.133681,0.033895,793.57
Luke 1:16,9,Matt 24:18,0.084691,0.085964,0.081417,0.053602,806.57
Luke 1:16,10,Matt 27:43,0.080705,0.076052,0.09267,0.033037,1003.57
Luke 1:16,11,Matt 26:63,0.078902,0.06549,0.11339,0.057215,948.57
Luke 1:16,12,Matt 21:37,0.074572,0.060383,0.111058,0.041355,695.57
Luke 1:16,13,Matt 16:16,0.070507,0.056005,0.107796,0.063325,522.57
Luke 1:16,14,Matt 10:23,0.069351,0.067507,0.074092,0.050247,274.57
Luke 1:16,15,Matt 25:19,0.067694,0.059074,0.089863,0.041636,858.57
Luke 1:16,16,Matt 2:21,0.065848,0.065288,0.067289,0.040499,24.57
Luke 1:16,17,Matt 10:6,0.065576,0.068952,0.056895,0.020897,257.57
Luke 1:16,18,Matt 24:30,0.065302,0.05155,0.100663,0.048389,818.57
Luke 1:16,19,Matt 5:9,0.064602,0.06786,0.056226,0.029039,77.57
Luke 1:16,20,Matt 12:28,0.064188,0.058927,0.077714,0.036605,351.57
Luke 1:17,1,Matt 10:21,0.105415,0.111,0.091052,0.081275,272.43
Luke 1:17,2,Matt 13:15,0.071083,0.071999,0.068728,0.059352,388.43
Luke 1:17,3,Matt 27:25,0.070079,0.069104,0.072589,0.035778,985.43
Luke 1:17,4,Matt 22:43,0.056683,0.042783,0.092424,0.05877,747.43
Luke 1:17,5,Matt 26:39,0.053979,0.056309,0.047987,0.047566,924.43
Luke 1:17,6,Matt 10:41,0.053529,0.056598,0.045639,0.033306,292.43
Luke 1:17,7,Matt 11:10,0.052944,0.060812,0.032712,0.077036,303.43
Luke 1:17,8,Matt 17:3,0.050994,0.051259,0.050312,0.054431,537.43
Luke 1:17,9,Matt 24:18,0.048878,0.046443,0.055138,0.053602,806.43
Luke 1:17,10,Matt 15:8,0.047696,0.051235,0.038598,0.030291,475.43
Luke 1:17,11,Matt 10:20,0.046603,0.049731,0.038559,0.082519,271.43
