luke_window_start_ref,luke_window_center_ref,luke_window_end_ref,rank,matt_window_start_ref,matt_window_center_ref,matt_window_end_ref,score
Luke 20:11,Luke 20:12,Luke 20:13,10,Matt 22:7,Matt 22:8,Matt 22:9,0.063948
Luke 20:12,Luke 20:13,Luke 20:14,1,Matt 21:38,Matt 21:39,Matt 21:40,0.308544
Luke 20:12,Luke 20:13,Luke 20:14,2,Matt 21:37,Matt 21:38,Matt 21:39,0.240691
Luke 20:12,Luke 20:13,Luke 20:14,3,Matt 21:36,Matt 21:37,Matt 21:38,0.193449
Luke 20:12,Luke 20:13,Luke 20:14,4,Matt 21:39,Matt 21:40,Matt 21:41,0.18441
Luke 20:12,Luke 20:13,Luke 20:14,5,Matt 21:40,Matt 21:41,Matt 21:42,0.152188
Luke 20:12,Luke 20:13,Luke 20:14,6,Matt 21:35,Matt 21:36,Matt 21:37,0.087598
Luke 20:12,Luke 20:13,Luke 20:14,7,Matt 3:17,Matt 4:1,Matt 4:2,0.087259
Luke 20:12,Luke 20:13,Luke 20:14,8,Matt 3:16,Matt 3:17,Matt 4:1,0.087219
Luke 20:12,Luke 20:13,Luke 20:14,9,Matt 3:15,Matt 3:16,Matt 3:17,0.085603
Luke 20:12,Luke 20:13,Luke 20:14,10,Matt 17:5,Matt 17:6,Matt 17:7,0.085402
Luke 20:13,Luke 20:14,Luke 20:15,1,Matt 21:38,Matt 21:39,Matt 21:40,0.4682
Luke 20:13,Luke 20:14,Luke 20:15,2,Matt 21:39,Matt 21:40,Matt 21:41,0.363942
Luke 20:13,Luke 20:14,Luke 20:15,3,Matt 21:37,Matt 21:38,Matt 21:39,0.329139
Luke 20:13,Luke 20:14,Luke 20:15,4,Matt 21:40,Matt 21:41,Matt 21:42,0.233042
Luke 20:13,Luke 20:14,Luke 20:15,5,Matt 21:36,Matt 21:37,Matt 21:38,0.200575
Luke 20:13,Luke 20:14,Luke 20:15,6,Matt 20:7,Matt 20:8,Matt 20:9,0.165064
Luke 20:13,Luke 20:14,Luke 20:15,7,Matt 20:6,Matt 20:7,Matt 20:8,0.160001
Luke 20:13,Luke 20:14,Luke 20:15,8,Matt 20:2,Matt 20:3,Matt 20:4,0.115888
Luke 20:13,Luke 20:14,Luke 20:15,9,Matt 19:30,Matt 20:1,Matt 20:2,0.106916
Luke 20:13,Luke 20:14,Luke 20:15,10,Matt 20:1,Matt 20:2,Matt 20:3,0.106399
Luke 20:14,Luke 20:15,Luke 20:16,1,Matt 21:38,Matt 21:39,Matt 21:40,0.450796
Luke 20:14,Luke 20:15,Luke 20:16,2,Matt 21:39,Matt 21:40,Matt 21:41,0.36649
Luke 20:14,Luke 20:15,Luke 20:16,3,Matt 21:37,Matt 21:38,Matt 21:39,0.314812
Luke 20:14,Luke 20:15,Luke 20:16,4,Matt 21:40,Matt 21:41,Matt 21:42,0.235426
Luke 20:14,Luke 20:15,Luke 20:16,5,Matt 21:36,Matt 21:37,Matt 21:38,0.187303
Luke 20:14,Luke 20:15,Luke 20:16,6,Matt 21:33,Matt 21:34,Matt 21:35,0.160155
Luke 20:14,Luke 20:15,Luke 20:16,7,Matt 20:7,Matt 20:8,Matt 20:9,0.147204
Luke 20:14,Luke 20:15,Luke 20:16,8,Matt 20:6,Matt 20:7,Matt 20:8,0.145186
Luke 20:14,Luke 20:15,Luke 20:16,9,Matt 21:41,Matt 21:42,Matt 21:43,0.138323
Luke 20:14,Luke 20:15,Luke 20:16,10,Matt 20:2,Matt 20:3,Matt 20:4,0.132931
Luke 20:15,Luke 20:16,Luke 20:17,1,Matt 21:40,Matt 21:41,Matt 21:42,0.383075
Luke 20:15,Luke 20:16,Luke 20:17,2,Matt 21:39,Matt 21:40,Matt 21:41,0.319648
Luke 20:15,Luke 20:16,Luke 20:17,3,Matt 21:41,Matt 21:42,Matt 21:43,0.300742
Luke 20:15,Luke 20:16,Luke 20:17,4,Matt 21:38,Matt 21:39,Matt 21:40,0.292697
Luke 20:15,Luke 20:16,Luke 20:17,5,Matt 21:42,Matt 21:43,Matt 21:44,0.261208
Luke 20:15,Luke 20:16,Luke 20:17,6,Matt 21:37,Matt 21:38,Matt 21:39,0.173146
Luke 20:15,Luke 20:16,Luke 20:17,7,Matt 20:6,Matt 20:7,Matt 20:8,0.150191
Luke 20:15,Luke 20:16,Luke 20:17,8,Matt 20:7,Matt 20:8,Matt 20:9,0.144918
Luke 20:15,Luke 20:16,Luke 20:17,9,Matt 20:2,Matt 20:3,Matt 20:4,0.128933
Luke 20:15,Luke 20:16,Luke 20:17,10,Matt 21:33,Matt 21:34,Matt 21:35,0.115147
Luke 20:16,Luke 20:17,Luke 20:18,1,Matt 21:42,Matt 21:43,Matt 21:44,0.419534
Luke 20:16,Luke 20:17,Luke 20:18,2,Matt 21:40,Matt 21:41,Matt 21:42,0.30651
Luke 20:16,Luke 20:17,Luke 20:18,3,Matt 21:41,Matt 21:42,Matt 21:43,0.276256
Luke 20:16,Luke 20:17,Luke 20:18,4,Matt 21:43,Matt 21:44,Matt 21:45,0.252291
Luke 20:16,Luke 20:17,Luke 20:18,5,Matt 21:44,Matt 21:45,Matt 21:46,0.241556
Luke 20:16,Luke 20:17,Luke 20:18,6,Matt 21:39,Matt 21:40,Matt 21:41,0.125132
Luke 20:16,Luke 20:17,Luke 20:18,7,Matt 21:38,Matt 21:39,Matt 21:40,0.108851
Luke 20:16,Luke 20:17,Luke 20:18,8,Matt 21:33,Matt 21:34,Matt 21:35,0.08991
Luke 20:16,Luke 20:17,Luke 20:18,9,Matt 13:7,Matt 13:8,Matt 13:9,0.089698
Luke 20:16,Luke 20:17,Luke 20:18,10,Matt 24:19,Matt 24:20,Matt 24:21,0.082984
Luke 20:17,Luke 20:18,Luke 20:19,1,Matt 21:42,Matt 21:43,Matt 21:44,0.397824
Luke 20:17,Luke 20:18,Luke 20:19,2,Matt 21:44,Matt 21:45,Matt 21:46,0.313388
Luke 20:17,Luke 20:18,Luke 20:19,3,Matt 21:43,Matt 21:44,Matt 21:45,0.289608
Luke 20:17,Luke 20:18,Luke 20:19,4,Matt 21:40,Matt 21:41,Matt 21:42,0.225832
Luke 20:17,Luke 20:18,Luke 20:19,5,Matt 21:41,Matt 21:42,Matt 21:43,0.224298
Luke 20:17,Luke 20:18,Luke 20:19,6,Matt 21:45,Matt 21:46,Matt 22:1,0.134196
Luke 20:17,Luke 20:18,Luke 20:19,7,Matt 26:49,Matt 26:50,Matt 26:51,0.082038
Luke 20:17,Luke 20:18,Luke 20:19,8,Matt 24:2,Matt 24:3,Matt 24:4,0.081207
Luke 20:17,Luke 20:18,Luke 20:19,9,Matt 24:1,Matt 24:2,Matt 24:3,0.08007
Luke 20:17,Luke 20:18,Luke 20:19,10,Matt 13:52,Matt 13:53,Matt 13:54,0.078484
Luke 20:18,Luke 20:19,Luke 20:20,1,Matt 21:44,Matt 21:45,Matt 21:46,0.287485
Luke 20:18,Luke 20:19,Luke 20:20,2,Matt 21:43,Matt 21:44,Matt 21:45,0.260051
Luke 20:18,Luke 20:19,Luke 20:20,3,Matt 21:42,Matt 21:43,Matt 21:44,0.179786
Luke 20:18,Luke 20:19,Luke 20:20,4,Matt 21:45,Matt 21:46,Matt 22:1,0.12684
Luke 20:18,Luke 20:19,Luke 20:20,5,Matt 26:49,Matt 26:50,Matt 26:51,0.079719
Luke 20:18,Luke 20:19,Luke 20:20,6,Matt 27:1,Matt 27:2,Matt 27:3,0.077615
Luke 20:18,Luke 20:19,Luke 20:20,7,Matt 26:48,Matt 26:49,Matt 26:50,0.07599
Luke 20:18,Luke 20:19,Luke 20:20,8,Matt 26:50,Matt 26:51,Matt 26:52,0.074438
Luke 20:18,Luke 20:19,Luke 20:20,9,Matt 26:1,Matt 26:2,Matt 26:3,0.073118
Luke 20:18,Luke 20:19,Luke 20:20,10,Matt 27:19,Matt 27:20,Matt 27:21,0.072232
Luke 20:19,Luke 20:20,Luke 20:21,1,Matt 22:14,Matt 22:15,Matt 22:16,0.163433
Luke 20:19,Luke 20:20,Luke 20:21,2,Matt 22:16,Matt 22:17,Matt 22:18,0.157899
Luke 20:19,Luke 20:20,Luke 20:21,3,Matt 22:15,Matt 22:16,Matt 22:17,0.157569
Luke 20:19,Luke 20:20,Luke 20:21,4,Matt 21:45,Matt 21:46,Matt 22:1,0.131092
Luke 20:19,Luke 20:20,Luke 20:21,5,Matt 27:11,Matt 27:12,Matt 27:13,0.109406
Luke 20:19,Luke 20:20,Luke 20:21,6,Matt 27:10,Matt 27:11,Matt 27:12,0.10536
Luke 20:19,Luke 20:20,Luke 20:21,7,Matt 21:44,Matt 21:45,Matt 21:46,0.099606
Luke 20:19,Luke 20:20,Luke 20:21,8,Matt 27:9,Matt 27:10,Matt 27:11,0.089858
Luke 20:19,Luke 20:20,Luke 20:21,9,Matt 21:22,Matt 21:23,Matt 21:24,0.087118
Luke 20:19,Luke 20:20,Luke 20:21,10,Matt 21:23,Matt 21:24,Matt 21:25,0.083124
Luke 20:20,Luke 20:21,Luke 20:22,1,Matt 22:15,Matt 22:16,Matt 22:17,0.210414
Luke 20:20,Luke 20:21,Luke 20:22,2,Matt 22:16,Matt 22:17,Matt 22:18,0.203333
Luke 20:20,Luke 20:21,Luke 20:22,3,Matt 22:14,Matt 22:15,Matt 22:16,0.167663
Luke 20:20,Luke 20:21,Luke 20:22,4,Matt 27:10,Matt 27:11,Matt 27:12,0.096881
Luke 20:20,Luke 20:21,Luke 20:22,5,Matt 27:11,Matt 27:12,Matt 27:13,0.095068
Luke 20:20,Luke 20:21,Luke 20:22,6,Matt 22:21,Matt 22:22,Matt 22:23,0.089518
Luke 20:20,Luke 20:21,Luke 20:22,7,Matt 27:9,Matt 27:10,Matt 27:11,0.089192
Luke 20:20,Luke 20:21,Luke 20:22,8,Matt 22:20,Matt 22:21,Matt 22:22,0.078505
Luke 20:20,Luke 20:21,Luke 20:22,9,Matt 22:19,Matt 22:20,Matt 22:21,0.072965
Luke 20:20,Luke 20:21,Luke 20:22,10,Matt 21:22,Matt 21:23,Matt 21:24,0.068495
Luke 20:21,Luke 20:22,Luke 20:23,1,Matt 22:15,Matt 22:16,Matt 22:17,0.237686
Luke 20:21,Luke 20:22,Luke 20:23,2,Matt 22:16,Matt 22:17,Matt 22:18,0.23634
Luke 20:21,Luke 20:22,Luke 20:23,3,Matt 22:14,Matt 22:15,Matt 22:16,0.183626
Luke 20:21,Luke 20:22,Luke 20:23,4,Matt 22:21,Matt 22:22,Matt 22:23,0.106287
Luke 20:21,Luke 20:22,Luke 20:23,5,Matt 22:20,Matt 22:21,Matt 22:22,0.093262
Luke 20:21,Luke 20:22,Luke 20:23,6,Matt 22:19,Matt 22:20,Matt 22:21,0.086803
Luke 20:21,Luke 20:22,Luke 20:23,7,Matt 22:17,Matt 22:18,Matt 22:19,0.083663
Luke 20:21,Luke 20:22,Luke 20:23,8,Matt 16:6,Matt 16:7,Matt 16:8,0.079433
Luke 20:21,Luke 20:22,Luke 20:23,9,Matt 22:22,Matt 22:23,Matt 22:24,0.073845
Luke 20:21,Luke 20:22,Luke 20:23,10,Matt 16:7,Matt 16:8,Matt 16:9,0.072976
Luke 20:22,Luke 20:23,Luke 20:24,1,Matt 22:19,Matt 22:20,Matt 22:21,0.243427
Luke 20:22,Luke 20:23,Luke 20:24,2,Matt 22:20,Matt 22:21,Matt 22:22,0.240678
Luke 20:22,Luke 20:23,Luke 20:24,3,Matt 22:21,Matt 22:22,Matt 22:23,0.161945
Luke 20:22,Luke 20:23,Luke 20:24,4,Matt 22:17,Matt 22:18,Matt 22:19,0.136378
Luke 20:22,Luke 20:23,Luke 20:24,5,Matt 22:18,Matt 22:19,Matt 22:20,0.106964
Luke 20:22,Luke 20:23,Luke 20:24,6,Matt 22:16,Matt 22:17,Matt 22:18,0.098398
Luke 20:22,Luke 20:23,Luke 20:24,7,Matt 22:15,Matt 22:16,Matt 22:17,0.091494
Luke 20:22,Luke 20:23,Luke 20:24,8,Matt 13:10,Matt 13:11,Matt 13:12,0.067798
Luke 20:22,Luke 20:23,Luke 20:24,9,Matt 20:13,Matt 20:14,Matt 20:15,0.061527
Luke 20:22,Luke 20:23,Luke 20:24,10,Matt 13:9,Matt 13:10,Matt 13:11,0.057546
Luke 20:23,Luke 20:24,Luke 20:25,1,Matt 22:20,Matt 22:21,Matt 22:22,0.488055
Luke 20:23,Luke 20:24,Luke 20:25,2,Matt 22:19,Matt 22:20,Matt 22:21,0.472377
Luke 20:23,Luke 20:24,Luke 20:25,3,Matt 22:21,Matt 22:22,Matt 22:23,0.394812
Luke 20:23,Luke 20:24,Luke 20:25,4,Matt 22:18,Matt 22:19,Matt 22:20,0.110817
Luke 20:23,Luke 20:24,Luke 20:25,5,Matt 22:17,Matt 22:18,Matt 22:19,0.100957
Luke 20:23,Luke 20:24,Luke 20:25,6,Matt 22:16,Matt 22:17,Matt 22:18,0.081432
Luke 20:23,Luke 20:24,Luke 20:25,7,Matt 18:28,Matt 18:29,Matt 18:30,0.07978
Luke 20:23,Luke 20:24,Luke 20:25,8,Matt 22:31,Matt 22:32,Matt 22:33,0.07542
Luke 20:23,Luke 20:24,Luke 20:25,9,Matt 22:30,Matt 22:31,Matt 22:32,0.074293
Luke 20:23,Luke 20:24,Luke 20:25,10,Matt 22:15,Matt 22:16,Matt 22:17,0.073703
Luke 20:24,Luke 20:25,Luke 20:26,1,Matt 22:20,Matt 22:21,Matt 22:22,0.453815
Luke 20:24,Luke 20:25,Luke 20:26,2,Matt 22:19,Matt 22:20,Matt 22:21,0.424172
Luke 20:24,Luke 20:25,Luke 20:26,3,Matt 22:21,Matt 22:22,Matt 22:23,0.368288
Luke 20:24,Luke 20:25,Luke 20:26,4,Matt 22:18,Matt 22:19,Matt 22:20,0.099228
Luke 20:24,Luke 20:25,Luke 20:26,5,Matt 22:17,Matt 22:18,Matt 22:19,0.089461
Luke 20:24,Luke 20:25,Luke 20:26,6,Matt 22:16,Matt 22:17,Matt 22:18,0.077024
Luke 20:24,Luke 20:25,Luke 20:26,7,Matt 22:31,Matt 22:32,Matt 22:33,0.073595
Luke 20:24,Luke 20:25,Luke 20:26,8,Matt 18:28,Matt 18:29,Matt 18:30,0.073073
Luke 20:24,Luke 20:25,Luke 20:26,9,Matt 22:15,Matt 22:16,Matt 22:17,0.07081
Luke 20:24,Luke 20:25,Luke 20:26,10,Matt 22:30,Matt 22:31,Matt 22:32,0.070252
Luke 20:25,Luke 20:26,Luke 20:27,1,Matt 22:21,Matt 22:22,Matt 22:23,0.395306
Luke 20:25,Luke 20:26,Luke 20:27,2,Matt 22:20,Matt 22:21,Matt 22:22,0.333695
Luke 20:25,Luke 20:26,Luke 20:27,3,Matt 22:19,Matt 22:20,Matt 22:21,0.296253
Luke 20:25,Luke 20:26,Luke 20:27,4,Matt 22:22,Matt 22:23,Matt 22:24,0.113017
Luke 20:25,Luke 20:26,Luke 20:27,5,Matt 22:30,Matt 22:31,Matt 22:32,0.110572
Luke 20:25,Luke 20:26,Luke 20:27,6,Matt 22:31,Matt 22:32,Matt 22:33,0.098701
Luke 20:25,Luke 20:26,Luke 20:27,7,Matt 22:32,Matt 22:33,Matt 22:34,0.094664
Luke 20:25,Luke 20:26,Luke 20:27,8,Matt 22:23,Matt 22:24,Matt 22:25,0.089685
Luke 20:25,Luke 20:26,Luke 20:27,9,Matt 22:29,Matt 22:30,Matt 22:31,0.088999
Luke 20:25,Luke 20:26,Luke 20:27,10,Matt 22:28,Matt 22:29,Matt 22:30,0.074157
Luke 20:26,Luke 20:27,Luke 20:28,1,Matt 22:23,Matt 22:24,Matt 22:25,0.309541
Luke 20:26,Luke 20:27,Luke 20:28,2,Matt 22:22,Matt 22:23,Matt 22:24,0.302567
Luke 20:26,Luke 20:27,Luke 20:28,3,Matt 22:24,Matt 22:25,Matt 22:26,0.254226
Luke 20:26,Luke 20:27,Luke 20:28,4,Matt 22:25,Matt 22:26,Matt 22:27,0.129551
Luke 20:26,Luke 20:27,Luke 20:28,5,Matt 12:47,Matt 12:48,Matt 12:49,0.109191
Luke 20:26,Luke 20:27,Luke 20:28,6,Matt 12:46,Matt 12:47,Matt 12:48,0.098495
Luke 20:26,Luke 20:27,Luke 20:28,7,Matt 12:48,Matt 12:49,Matt 12:50,0.098432
Luke 20:26,Luke 20:27,Luke 20:28,8,Matt 22:21,Matt 22:22,Matt 22:23,0.092269
Luke 20:26,Luke 20:27,Luke 20:28,9,Matt 5:22,Matt 5:23,Matt 5:24,0.09068
Luke 20:26,Luke 20:27,Luke 20:28,10,Matt 22:27,Matt 22:28,Matt 22:29,0.079333
Luke 20:27,Luke 20:28,Luke 20:29,1,Matt 22:23,Matt 22:24,Matt 22:25,0.378654
Luke 20:27,Luke 20:28,Luke 20:29,2,Matt 22:24,Matt 22:25,Matt 22:26,0.337068
Luke 20:27,Luke 20:28,Luke 20:29,3,Matt 22:22,Matt 22:23,Matt 22:24,0.311721
Luke 20:27,Luke 20:28,Luke 20:29,4,Matt 22:25,Matt 22:26,Matt 22:27,0.214621
Luke 20:27,Luke 20:28,Luke 20:29,5,Matt 22:26,Matt 22:27,Matt 22:28,0.134111
Luke 20:27,Luke 20:28,Luke 20:29,6,Matt 12:47,Matt 12:48,Matt 12:49,0.125142
Luke 20:27,Luke 20:28,Luke 20:29,7,Matt 22:27,Matt 22:28,Matt 22:29,0.117197
Luke 20:27,Luke 20:28,Luke 20:29,8,Matt 12:48,Matt 12:49,Matt 12:50,0.115666
Luke 20:27,Luke 20:28,Luke 20:29,9,Matt 12:46,Matt 12:47,Matt 12:48,0.11376
Luke 20:27,Luke 20:28,Luke 20:29,10,Matt 5:22,Matt 5:23,Matt 5:24,0.108909
Luke 20:28,Luke 20:29,Luke 20:30,1,Matt 22:24,Matt 22:25,Matt 22:26,0.376215
Luke 20:28,Luke 20:29,Luke 20:30,2,Matt 22:23,Matt 22:24,Matt 22:25,0.339923
Luke 20:28,Luke 20:29,Luke 20:30,3,Matt 22:22,Matt 22:23,Matt 22:24,0.253085
Luke 20:28,Luke 20:29,Luke 20:30,4,Matt 22:25,Matt 22:26,Matt 22:27,0.252273
Luke 20:28,Luke 20:29,Luke 20:30,5,Matt 22:26,Matt 22:27,Matt 22:28,0.151398
Luke 20:28,Luke 20:29,Luke 20:30,6,Matt 12:47,Matt 12:48,Matt 12:49,0.125559
Luke 20:28,Luke 20:29,Luke 20:30,7,Matt 12:48,Matt 12:49,Matt 12:50,0.12123
Luke 20:28,Luke 20:29,Luke 20:30,8,Matt 12:46,Matt 12:47,Matt 12:48,0.114684
Luke 20:28,Luke 20:29,Luke 20:30,9,Matt 5:22,Matt 5:23,Matt 5:24,0.112703
Luke 20:28,Luke 20:29,Luke 20:30,10,Matt 22:27,Matt 22:28,Matt 22:29,0.104987
Luke 20:29,Luke 20:30,Luke 20:31,1,Matt 22:25,Matt 22:26,Matt 22:27,0.278208
Luke 20:29,Luke 20:30,Luke 20:31,2,Matt 22:24,Matt 22:25,Matt 22:26,0.259633
Luke 20:29,Luke 20:30,Luke 20:31,3,Matt 22:26,Matt 22:27,Matt 22:28,0.257361
Luke 20:29,Luke 20:30,Luke 20:31,4,Matt 22:23,Matt 22:24,Matt 22:25,0.160887
Luke 20:29,Luke 20:30,Luke 20:31,5,Matt 22:27,Matt 22:28,Matt 22:29,0.110905
Luke 20:29,Luke 20:30,Luke 20:31,6,Matt 15:36,Matt 15:37,Matt 15:38,0.105417
Luke 20:29,Luke 20:30,Luke 20:31,7,Matt 15:35,Matt 15:36,Matt 15:37,0.09995
Luke 20:29,Luke 20:30,Luke 20:31,8,Matt 15:34,Matt 15:35,Matt 15:36,0.099115
Luke 20:29,Luke 20:30,Luke 20:31,9,Matt 21:28,Matt 21:29,Matt 21:30,0.087447
Luke 20:29,Luke 20:30,Luke 20:31,10,Matt 16:8,Matt 16:9,Matt 16:10,0.084663
Luke 20:30,Luke 20:31,Luke 20:32,1,Matt 22:26,Matt 22:27,Matt 22:28,0.277373
Luke 20:30,Luke 20:31,Luke 20:32,2,Matt 22:25,Matt 22:26,Matt 22:27,0.24317
Luke 20:30,Luke 20:31,Luke 20:32,3,Matt 22:24,Matt 22:25,Matt 22:26,0.183377
Luke 20:30,Luke 20:31,Luke 20:32,4,Matt 22:27,Matt 22:28,Matt 22:29,0.131193
Luke 20:30,Luke 20:31,Luke 20:32,5,Matt 21:28,Matt 21:29,Matt 21:30,0.107411
Luke 20:30,Luke 20:31,Luke 20:32,6,Matt 21:29,Matt 21:30,Matt 21:31,0.090378
Luke 20:30,Luke 20:31,Luke 20:32,7,Matt 22:23,Matt 22:24,Matt 22:25,0.086513
Luke 20:30,Luke 20:31,Luke 20:32,8,Matt 21:30,Matt 21:31,Matt 21:32,0.07701
Luke 20:30,Luke 20:31,Luke 20:32,9,Matt 15:36,Matt 15:37,Matt 15:38,0.07605
Luke 20:30,Luke 20:31,Luke 20:32,10,Matt 21:35,Matt 21:36,Matt 21:37,0.072896
Luke 20:31,Luke 20:32,Luke 20:33,1,Matt 22:26,Matt 22:27,Matt 22:28,0.378936
Luke 20:31,Luke 20:32,Luke 20:33,2,Matt 22:27,Matt 22:28,Matt 22:29,0.296923
Luke 20:31,Luke 20:32,Luke 20:33,3,Matt 22:25,Matt 22:26,Matt 22:27,0.252554
Luke 20:31,Luke 20:32,Luke 20:33,4,Matt 22:24,Matt 22:25,Matt 22:26,0.175319
Luke 20:31,Luke 20:32,Luke 20:33,5,Matt 22:28,Matt 22:29,Matt 22:30,0.155112
Luke 20:31,Luke 20:32,Luke 20:33,6,Matt 22:23,Matt 22:24,Matt 22:25,0.140425
Luke 20:31,Luke 20:32,Luke 20:33,7,Matt 15:36,Matt 15:37,Matt 15:38,0.106871
Luke 20:31,Luke 20:32,Luke 20:33,8,Matt 22:22,Matt 22:23,Matt 22:24,0.102824
Luke 20:31,Luke 20:32,Luke 20:33,9,Matt 19:8,Matt 19:9,Matt 19:10,0.092942
Luke 20:31,Luke 20:32,Luke 20:33,10,Matt 15:34,Matt 15:35,Matt 15:36,0.08802
Luke 20:32,Luke 20:33,Luke 20:34,1,Matt 22:26,Matt 22:27,Matt 22:28,0.328236
Luke 20:32,Luke 20:33,Luke 20:34,2,Matt 22:27,Matt 22:28,Matt 22:29,0.298608
Luke 20:32,Luke 20:33,Luke 20:34,3,Matt 22:25,Matt 22:26,Matt 22:27,0.222709
Luke 20:32,Luke 20:33,Luke 20:34,4,Matt 22:28,Matt 22:29,Matt 22:30,0.179387
Luke 20:32,Luke 20:33,Luke 20:34,5,Matt 19:8,Matt 19:9,Matt 19:10,0.147603
Luke 20:32,Luke 20:33,Luke 20:34,6,Matt 22:24,Matt 22:25,Matt 22:26,0.142503
Luke 20:32,Luke 20:33,Luke 20:34,7,Matt 22:23,Matt 22:24,Matt 22:25,0.139865
Luke 20:32,Luke 20:33,Luke 20:34,8,Matt 19:9,Matt 19:10,Matt 19:11,0.131734
Luke 20:32,Luke 20:33,Luke 20:34,9,Matt 19:7,Matt 19:8,Matt 19:9,0.108081
Luke 20:32,Luke 20:33,Luke 20:34,10,Matt 5:31,Matt 5:32,Matt 5:33,0.096937
Luke 20:33,Luke 20:34,Luke 20:35,1,Matt 22:28,Matt 22:29,Matt 22:30,0.268553
Luke 20:33,Luke 20:34,Luke 20:35,2,Matt 22:29,Matt 22:30,Matt 22:31,0.239928
Luke 20:33,Luke 20:34,Luke 20:35,3,Matt 22:30,Matt 22:31,Matt 22:32,0.221177
Luke 20:33,Luke 20:34,Luke 20:35,4,Matt 22:26,Matt 22:27,Matt 22:28,0.213264
Luke 20:33,Luke 20:34,Luke 20:35,5,Matt 22:27,Matt 22:28,Matt 22:29,0.192462
Luke 20:33,Luke 20:34,Luke 20:35,6,Matt 19:8,Matt 19:9,Matt 19:10,0.13913
Luke 20:33,Luke 20:34,Luke 20:35,7,Matt 19:9,Matt 19:10,Matt 19:11,0.136244
Luke 20:33,Luke 20:34,Luke 20:35,8,Matt 22:25,Matt 22:26,Matt 22:27,0.126278
Luke 20:33,Luke 20:34,Luke 20:35,9,Matt 22:23,Matt 22:24,Matt 22:25,0.12167
Luke 20:33,Luke 20:34,Luke 20:35,10,Matt 22:24,Matt 22:25,Matt 22:26,0.106496
Luke 20:34,Luke 20:35,Luke 20:36,1,Matt 22:29,Matt 22:30,Matt 22:31,0.261766
Luke 20:34,Luke 20:35,Luke 20:36,2,Matt 22:30,Matt 22:31,Matt 22:32,0.260643
Luke 20:34,Luke 20:35,Luke 20:36,3,Matt 22:28,Matt 22:29,Matt 22:30,0.223191
Luke 20:34,Luke 20:35,Luke 20:36,4,Matt 22:31,Matt 22:32,Matt 22:33,0.148437
Luke 20:34,Luke 20:35,Luke 20:36,5,Matt 24:36,Matt 24:37,Matt 24:38,0.118841
Luke 20:34,Luke 20:35,Luke 20:36,6,Matt 13:38,Matt 13:39,Matt 13:40,0.117897
Luke 20:34,Luke 20:35,Luke 20:36,7,Matt 13:37,Matt 13:38,Matt 13:39,0.114467
Luke 20:34,Luke 20:35,Luke 20:36,8,Matt 24:37,Matt 24:38,Matt 24:39,0.103248
Luke 20:34,Luke 20:35,Luke 20:36,9,Matt 24:38,Matt 24:39,Matt 24:40,0.095267
Luke 20:34,Luke 20:35,Luke 20:36,10,Matt 19:9,Matt 19:10,Matt 19:11,0.093646
Luke 20:35,Luke 20:36,Luke 20:37,1,Matt 22:30,Matt 22:31,Matt 22:32,0.43463
Luke 20:35,Luke 20:36,Luke 20:37,2,Matt 22:31,Matt 22:32,Matt 22:33,0.360684
Luke 20:35,Luke 20:36,Luke 20:37,3,Matt 22:32,Matt 22:33,Matt 22:34,0.267528
Luke 20:35,Luke 20:36,Luke 20:37,4,Matt 22:29,Matt 22:30,Matt 22:31,0.264036
Luke 20:35,Luke 20:36,Luke 20:37,5,Matt 22:28,Matt 22:29,Matt 22:30,0.205338
Luke 20:35,Luke 20:36,Luke 20:37,6,Matt 4:5,Matt 4:6,Matt 4:7,0.090302
Luke 20:35,Luke 20:36,Luke 20:37,7,Matt 24:36,Matt 24:37,Matt 24:38,0.084835
Luke 20:35,Luke 20:36,Luke 20:37,8,Matt 22:27,Matt 22:28,Matt 22:29,0.084062
Luke 20:35,Luke 20:36,Luke 20:37,9,Matt 4:6,Matt 4:7,Matt 4:8,0.084016
Luke 20:35,Luke 20:36,Luke 20:37,10,Matt 22:21,Matt 22:22,Matt 22:23,0.079715
Luke 20:36,Luke 20:37,Luke 20:38,1,Matt 22:31,Matt 22:32,Matt 22:33,0.418789
Luke 20:36,Luke 20:37,Luke 20:38,2,Matt 22:30,Matt 22:31,Matt 22:32,0.41404
Luke 20:36,Luke 20:37,Luke 20:38,3,Matt 22:32,Matt 22:33,Matt 22:34,0.357788
Luke 20:36,Luke 20:37,Luke 20:38,4,Matt 22:29,Matt 22:30,Matt 22:31,0.153745
Luke 20:36,Luke 20:37,Luke 20:38,5,Matt 22:28,Matt 22:29,Matt 22:30,0.118842
Luke 20:36,Luke 20:37,Luke 20:38,6,Matt 4:3,Matt 4:4,Matt 4:5,0.11316
Luke 20:36,Luke 20:37,Luke 20:38,7,Matt 4:2,Matt 4:3,Matt 4:4,0.108626
Luke 20:36,Luke 20:37,Luke 20:38,8,Matt 4:4,Matt 4:5,Matt 4:6,0.105813
Luke 20:36,Luke 20:37,Luke 20:38,9,Matt 4:5,Matt 4:6,Matt 4:7,0.102087
Luke 20:36,Luke 20:37,Luke 20:38,10,Matt 26:61,Matt 26:62,Matt 26:63,0.099527
Luke 20:37,Luke 20:38,Luke 20:39,1,Matt 22:31,Matt 22:32,Matt 22:33,0.40004
Luke 20:37,Luke 20:38,Luke 20:39,2,Matt 22:30,Matt 22:31,Matt 22:32,0.374715
