luke_window_start_ref,luke_window_center_ref,luke_window_end_ref,rank,matt_window_start_ref,matt_window_center_ref,matt_window_end_ref,score
Luke 2:35,Luke 2:36,Luke 2:37,6,Matt 16:25,Matt 16:26,Matt 16:27,0.041309
Luke 2:35,Luke 2:36,Luke 2:37,7,Matt 24:30,Matt 24:31,Matt 24:32,0.041218
Luke 2:35,Luke 2:36,Luke 2:37,8,Matt 20:27,Matt 20:28,Matt 20:29,0.041195
Luke 2:35,Luke 2:36,Luke 2:37,9,Matt 16:24,Matt 16:25,Matt 16:26,0.0408
Luke 2:35,Luke 2:36,Luke 2:37,10,Matt 10:26,Matt 10:27,Matt 10:28,0.039954
Luke 2:36,Luke 2:37,Luke 2:38,1,Matt 9:18,Matt 9:19,Matt 9:20,0.056081
Luke 2:36,Luke 2:37,Luke 2:38,2,Matt 25:12,Matt 25:13,Matt 25:14,0.049824
Luke 2:36,Luke 2:37,Luke 2:38,3,Matt 24:29,Matt 24:30,Matt 24:31,0.049787
Luke 2:36,Luke 2:37,Luke 2:38,4,Matt 25:11,Matt 25:12,Matt 25:13,0.047015
Luke 2:36,Luke 2:37,Luke 2:38,5,Matt 12:40,Matt 12:41,Matt 12:42,0.045144
Luke 2:36,Luke 2:37,Luke 2:38,6,Matt 12:39,Matt 12:40,Matt 12:41,0.044522
Luke 2:36,Luke 2:37,Luke 2:38,7,Matt 9:20,Matt 9:21,Matt 9:22,0.043874
Luke 2:36,Luke 2:37,Luke 2:38,8,Matt 22:31,Matt 22:32,Matt 22:33,0.043612
Luke 2:36,Luke 2:37,Luke 2:38,9,Matt 24:30,Matt 24:31,Matt 24:32,0.042864
Luke 2:36,Luke 2:37,Luke 2:38,10,Matt 24:36,Matt 24:37,Matt 24:38,0.042358
Luke 2:37,Luke 2:38,Luke 2:39,1,Matt 21:10,Matt 21:11,Matt 21:12,0.078867
Luke 2:37,Luke 2:38,Luke 2:39,2,Matt 21:11,Matt 21:12,Matt 21:13,0.065254
Luke 2:37,Luke 2:38,Luke 2:39,3,Matt 25:11,Matt 25:12,Matt 25:13,0.059189
Luke 2:37,Luke 2:38,Luke 2:39,4,Matt 12:4,Matt 12:5,Matt 12:6,0.057201
Luke 2:37,Luke 2:38,Luke 2:39,5,Matt 21:9,Matt 21:10,Matt 21:11,0.0552
Luke 2:37,Luke 2:38,Luke 2:39,6,Matt 4:10,Matt 4:11,Matt 4:12,0.054918
Luke 2:37,Luke 2:38,Luke 2:39,7,Matt 25:12,Matt 25:13,Matt 25:14,0.053527
Luke 2:37,Luke 2:38,Luke 2:39,8,Matt 4:8,Matt 4:9,Matt 4:10,0.053411
Luke 2:37,Luke 2:38,Luke 2:39,9,Matt 21:12,Matt 21:13,Matt 21:14,0.051603
Luke 2:37,Luke 2:38,Luke 2:39,10,Matt 12:5,Matt 12:6,Matt 12:7,0.049101
Luke 2:38,Luke 2:39,Luke 2:40,1,Matt 27:43,Matt 27:44,Matt 27:45,0.074916
Luke 2:38,Luke 2:39,Luke 2:40,2,Matt 21:9,Matt 21:10,Matt 21:11,0.070294
Luke 2:38,Luke 2:39,Luke 2:40,3,Matt 21:10,Matt 21:11,Matt 21:12,0.069218
Luke 2:38,Luke 2:39,Luke 2:40,4,Matt 22:30,Matt 22:31,Matt 22:32,0.063278
Luke 2:38,Luke 2:39,Luke 2:40,5,Matt 22:31,Matt 22:32,Matt 22:33,0.062265
Luke 2:38,Luke 2:39,Luke 2:40,6,Matt 22:32,Matt 22:33,Matt 22:34,0.053862
Luke 2:38,Luke 2:39,Luke 2:40,7,Matt 21:11,Matt 21:12,Matt 21:13,0.053731
Luke 2:38,Luke 2:39,Luke 2:40,8,Matt 13:32,Matt 13:33,Matt 13:34,0.052349
Luke 2:38,Luke 2:39,Luke 2:40,9,Matt 18:1,Matt 18:2,Matt 18:3,0.052237
Luke 2:38,Luke 2:39,Luke 2:40,10,Matt 2:21,Matt 2:22,Matt 2:23,0.051485
Luke 2:39,Luke 2:40,Luke 2:41,1,Matt 26:17,Matt 26:18,Matt 26:19,0.078108
Luke 2:39,Luke 2:40,Luke 2:41,2,Matt 21:9,Matt 21:10,Matt 21:11,0.0713
Luke 2:39,Luke 2:40,Luke 2:41,3,Matt 21:10,Matt 21:11,Matt 21:12,0.066491
Luke 2:39,Luke 2:40,Luke 2:41,4,Matt 26:18,Matt 26:19,Matt 26:20,0.065368
Luke 2:39,Luke 2:40,Luke 2:41,5,Matt 26:16,Matt 26:17,Matt 26:18,0.061918
Luke 2:39,Luke 2:40,Luke 2:41,6,Matt 26:1,Matt 26:2,Matt 26:3,0.060655
Luke 2:39,Luke 2:40,Luke 2:41,7,Matt 10:21,Matt 10:22,Matt 10:23,0.060514
Luke 2:39,Luke 2:40,Luke 2:41,8,Matt 2:20,Matt 2:21,Matt 2:22,0.060121
Luke 2:39,Luke 2:40,Luke 2:41,9,Matt 25:46,Matt 26:1,Matt 26:2,0.058713
Luke 2:39,Luke 2:40,Luke 2:41,10,Matt 2:21,Matt 2:22,Matt 2:23,0.056815
Luke 2:40,Luke 2:41,Luke 2:42,1,Matt 26:4,Matt 26:5,Matt 26:6,0.072944
Luke 2:40,Luke 2:41,Luke 2:42,2,Matt 26:18,Matt 26:19,Matt 26:20,0.068195
Luke 2:40,Luke 2:41,Luke 2:42,3,Matt 26:5,Matt 26:6,Matt 26:7,0.067406
Luke 2:40,Luke 2:41,Luke 2:42,4,Matt 26:3,Matt 26:4,Matt 26:5,0.067128
Luke 2:40,Luke 2:41,Luke 2:42,5,Matt 26:17,Matt 26:18,Matt 26:19,0.06705
Luke 2:40,Luke 2:41,Luke 2:42,6,Matt 26:1,Matt 26:2,Matt 26:3,0.065783
Luke 2:40,Luke 2:41,Luke 2:42,7,Matt 25:46,Matt 26:1,Matt 26:2,0.064274
Luke 2:40,Luke 2:41,Luke 2:42,8,Matt 26:2,Matt 26:3,Matt 26:4,0.056974
Luke 2:40,Luke 2:41,Luke 2:42,9,Matt 9:19,Matt 9:20,Matt 9:21,0.054118
Luke 2:40,Luke 2:41,Luke 2:42,10,Matt 20:16,Matt 20:17,Matt 20:18,0.053306
Luke 2:41,Luke 2:42,Luke 2:43,1,Matt 26:4,Matt 26:5,Matt 26:6,0.077965
Luke 2:41,Luke 2:42,Luke 2:43,2,Matt 26:1,Matt 26:2,Matt 26:3,0.072835
Luke 2:41,Luke 2:42,Luke 2:43,3,Matt 26:3,Matt 26:4,Matt 26:5,0.06961
Luke 2:41,Luke 2:42,Luke 2:43,4,Matt 25:46,Matt 26:1,Matt 26:2,0.069232
Luke 2:41,Luke 2:42,Luke 2:43,5,Matt 26:5,Matt 26:6,Matt 26:7,0.068679
Luke 2:41,Luke 2:42,Luke 2:43,6,Matt 26:17,Matt 26:18,Matt 26:19,0.068342
Luke 2:41,Luke 2:42,Luke 2:43,7,Matt 26:18,Matt 26:19,Matt 26:20,0.066889
Luke 2:41,Luke 2:42,Luke 2:43,8,Matt 10:20,Matt 10:21,Matt 10:22,0.065807
Luke 2:41,Luke 2:42,Luke 2:43,9,Matt 26:2,Matt 26:3,Matt 26:4,0.06373
Luke 2:41,Luke 2:42,Luke 2:43,10,Matt 10:21,Matt 10:22,Matt 10:23,0.061132
Luke 2:42,Luke 2:43,Luke 2:44,1,Matt 20:17,Matt 20:18,Matt 20:19,0.073641
Luke 2:42,Luke 2:43,Luke 2:44,2,Matt 24:37,Matt 24:38,Matt 24:39,0.06922
Luke 2:42,Luke 2:43,Luke 2:44,3,Matt 20:16,Matt 20:17,Matt 20:18,0.066443
Luke 2:42,Luke 2:43,Luke 2:44,4,Matt 24:38,Matt 24:39,Matt 24:40,0.066333
Luke 2:42,Luke 2:43,Luke 2:44,5,Matt 1:25,Matt 2:1,Matt 2:2,0.058058
Luke 2:42,Luke 2:43,Luke 2:44,6,Matt 26:4,Matt 26:5,Matt 26:6,0.05743
Luke 2:42,Luke 2:43,Luke 2:44,7,Matt 20:15,Matt 20:16,Matt 20:17,0.056794
Luke 2:42,Luke 2:43,Luke 2:44,8,Matt 24:36,Matt 24:37,Matt 24:38,0.055785
Luke 2:42,Luke 2:43,Luke 2:44,9,Matt 1:24,Matt 1:25,Matt 2:1,0.055198
Luke 2:42,Luke 2:43,Luke 2:44,10,Matt 24:49,Matt 24:50,Matt 24:51,0.055005
Luke 2:43,Luke 2:44,Luke 2:45,1,Matt 24:37,Matt 24:38,Matt 24:39,0.066585
Luke 2:43,Luke 2:44,Luke 2:45,2,Matt 24:38,Matt 24:39,Matt 24:40,0.064356
Luke 2:43,Luke 2:44,Luke 2:45,3,Matt 1:25,Matt 2:1,Matt 2:2,0.05631
Luke 2:43,Luke 2:44,Luke 2:45,4,Matt 24:36,Matt 24:37,Matt 24:38,0.055594
Luke 2:43,Luke 2:44,Luke 2:45,5,Matt 23:37,Matt 23:38,Matt 23:39,0.054578
Luke 2:43,Luke 2:44,Luke 2:45,6,Matt 10:21,Matt 10:22,Matt 10:23,0.053399
Luke 2:43,Luke 2:44,Luke 2:45,7,Matt 1:24,Matt 1:25,Matt 2:1,0.053394
Luke 2:43,Luke 2:44,Luke 2:45,8,Matt 24:49,Matt 24:50,Matt 24:51,0.052586
Luke 2:43,Luke 2:44,Luke 2:45,9,Matt 10:20,Matt 10:21,Matt 10:22,0.051821
Luke 2:43,Luke 2:44,Luke 2:45,10,Matt 24:48,Matt 24:49,Matt 24:50,0.05035
Luke 2:44,Luke 2:45,Luke 2:46,1,Matt 12:38,Matt 12:39,Matt 12:40,0.094003
Luke 2:44,Luke 2:45,Luke 2:46,2,Matt 12:40,Matt 12:41,Matt 12:42,0.084012
Luke 2:44,Luke 2:45,Luke 2:46,3,Matt 12:39,Matt 12:40,Matt 12:41,0.083842
Luke 2:44,Luke 2:45,Luke 2:46,4,Matt 26:54,Matt 26:55,Matt 26:56,0.077187
Luke 2:44,Luke 2:45,Luke 2:46,5,Matt 26:55,Matt 26:56,Matt 26:57,0.075915
Luke 2:44,Luke 2:45,Luke 2:46,6,Matt 26:53,Matt 26:54,Matt 26:55,0.07417
Luke 2:44,Luke 2:45,Luke 2:46,7,Matt 22:22,Matt 22:23,Matt 22:24,0.063229
Luke 2:44,Luke 2:45,Luke 2:46,8,Matt 9:10,Matt 9:11,Matt 9:12,0.061434
Luke 2:44,Luke 2:45,Luke 2:46,9,Matt 15:32,Matt 15:33,Matt 15:34,0.056529
Luke 2:44,Luke 2:45,Luke 2:46,10,Matt 21:12,Matt 21:13,Matt 21:14,0.055361
Luke 2:45,Luke 2:46,Luke 2:47,1,Matt 12:38,Matt 12:39,Matt 12:40,0.094214
Luke 2:45,Luke 2:46,Luke 2:47,2,Matt 26:54,Matt 26:55,Matt 26:56,0.083819
Luke 2:45,Luke 2:46,Luke 2:47,3,Matt 12:40,Matt 12:41,Matt 12:42,0.083444
Luke 2:45,Luke 2:46,Luke 2:47,4,Matt 26:55,Matt 26:56,Matt 26:57,0.08234
Luke 2:45,Luke 2:46,Luke 2:47,5,Matt 12:39,Matt 12:40,Matt 12:41,0.08234
Luke 2:45,Luke 2:46,Luke 2:47,6,Matt 13:17,Matt 13:18,Matt 13:19,0.081792
Luke 2:45,Luke 2:46,Luke 2:47,7,Matt 26:53,Matt 26:54,Matt 26:55,0.077749
Luke 2:45,Luke 2:46,Luke 2:47,8,Matt 12:22,Matt 12:23,Matt 12:24,0.07387
Luke 2:45,Luke 2:46,Luke 2:47,9,Matt 12:23,Matt 12:24,Matt 12:25,0.071133
Luke 2:45,Luke 2:46,Luke 2:47,10,Matt 22:22,Matt 22:23,Matt 22:24,0.069062
Luke 2:46,Luke 2:47,Luke 2:48,1,Matt 12:47,Matt 12:48,Matt 12:49,0.111241
Luke 2:46,Luke 2:47,Luke 2:48,2,Matt 12:48,Matt 12:49,Matt 12:50,0.102838
Luke 2:46,Luke 2:47,Luke 2:48,3,Matt 12:38,Matt 12:39,Matt 12:40,0.094771
Luke 2:46,Luke 2:47,Luke 2:48,4,Matt 12:49,Matt 12:50,Matt 13:1,0.092623
Luke 2:46,Luke 2:47,Luke 2:48,5,Matt 22:33,Matt 22:34,Matt 22:35,0.087399
Luke 2:46,Luke 2:47,Luke 2:48,6,Matt 26:53,Matt 26:54,Matt 26:55,0.086573
Luke 2:46,Luke 2:47,Luke 2:48,7,Matt 12:46,Matt 12:47,Matt 12:48,0.086351
Luke 2:46,Luke 2:47,Luke 2:48,8,Matt 26:54,Matt 26:55,Matt 26:56,0.085205
Luke 2:46,Luke 2:47,Luke 2:48,9,Matt 12:40,Matt 12:41,Matt 12:42,0.082878
Luke 2:46,Luke 2:47,Luke 2:48,10,Matt 13:17,Matt 13:18,Matt 13:19,0.080663
Luke 2:47,Luke 2:48,Luke 2:49,1,Matt 12:47,Matt 12:48,Matt 12:49,0.153498
Luke 2:47,Luke 2:48,Luke 2:49,2,Matt 12:48,Matt 12:49,Matt 12:50,0.145639
Luke 2:47,Luke 2:48,Luke 2:49,3,Matt 12:46,Matt 12:47,Matt 12:48,0.128308
Luke 2:47,Luke 2:48,Luke 2:49,4,Matt 6:31,Matt 6:32,Matt 6:33,0.107602
Luke 2:47,Luke 2:48,Luke 2:49,5,Matt 12:49,Matt 12:50,Matt 13:1,0.107163
Luke 2:47,Luke 2:48,Luke 2:49,6,Matt 15:3,Matt 15:4,Matt 15:5,0.10252
Luke 2:47,Luke 2:48,Luke 2:49,7,Matt 15:4,Matt 15:5,Matt 15:6,0.09811
Luke 2:47,Luke 2:48,Luke 2:49,8,Matt 26:70,Matt 26:71,Matt 26:72,0.091615
Luke 2:47,Luke 2:48,Luke 2:49,9,Matt 6:8,Matt 6:9,Matt 6:10,0.089304
Luke 2:47,Luke 2:48,Luke 2:49,10,Matt 6:7,Matt 6:8,Matt 6:9,0.085785
Luke 2:48,Luke 2:49,Luke 2:50,1,Matt 12:47,Matt 12:48,Matt 12:49,0.165931
Luke 2:48,Luke 2:49,Luke 2:50,2,Matt 12:46,Matt 12:47,Matt 12:48,0.155343
Luke 2:48,Luke 2:49,Luke 2:50,3,Matt 12:48,Matt 12:49,Matt 12:50,0.149483
Luke 2:48,Luke 2:49,Luke 2:50,4,Matt 12:49,Matt 12:50,Matt 13:1,0.105707
Luke 2:48,Luke 2:49,Luke 2:50,5,Matt 15:3,Matt 15:4,Matt 15:5,0.104969
Luke 2:48,Luke 2:49,Luke 2:50,6,Matt 6:31,Matt 6:32,Matt 6:33,0.104366
Luke 2:48,Luke 2:49,Luke 2:50,7,Matt 12:45,Matt 12:46,Matt 12:47,0.104124
Luke 2:48,Luke 2:49,Luke 2:50,8,Matt 15:4,Matt 15:5,Matt 15:6,0.102363
Luke 2:48,Luke 2:49,Luke 2:50,9,Matt 10:19,Matt 10:20,Matt 10:21,0.10168
Luke 2:48,Luke 2:49,Luke 2:50,10,Matt 26:70,Matt 26:71,Matt 26:72,0.096677
Luke 2:49,Luke 2:50,Luke 2:51,1,Matt 12:46,Matt 12:47,Matt 12:48,0.115261
Luke 2:49,Luke 2:50,Luke 2:51,2,Matt 12:47,Matt 12:48,Matt 12:49,0.108616
Luke 2:49,Luke 2:50,Luke 2:51,3,Matt 12:48,Matt 12:49,Matt 12:50,0.103973
Luke 2:49,Luke 2:50,Luke 2:51,4,Matt 26:70,Matt 26:71,Matt 26:72,0.090644
Luke 2:49,Luke 2:50,Luke 2:51,5,Matt 13:13,Matt 13:14,Matt 13:15,0.090407
Luke 2:49,Luke 2:50,Luke 2:51,6,Matt 25:11,Matt 25:12,Matt 25:13,0.088474
Luke 2:49,Luke 2:50,Luke 2:51,7,Matt 6:31,Matt 6:32,Matt 6:33,0.086621
Luke 2:49,Luke 2:50,Luke 2:51,8,Matt 25:12,Matt 25:13,Matt 25:14,0.084507
Luke 2:49,Luke 2:50,Luke 2:51,9,Matt 10:35,Matt 10:36,Matt 10:37,0.083482
Luke 2:49,Luke 2:50,Luke 2:51,10,Matt 15:3,Matt 15:4,Matt 15:5,0.078241
Luke 2:50,Luke 2:51,Luke 2:52,1,Matt 13:13,Matt 13:14,Matt 13:15,0.080141
Luke 2:50,Luke 2:51,Luke 2:52,2,Matt 12:34,Matt 12:35,Matt 12:36,0.075511
Luke 2:50,Luke 2:51,Luke 2:52,3,Matt 13:54,Matt 13:55,Matt 13:56,0.074704
Luke 2:50,Luke 2:51,Luke 2:52,4,Matt 13:53,Matt 13:54,Matt 13:55,0.072094
Luke 2:50,Luke 2:51,Luke 2:52,5,Matt 12:46,Matt 12:47,Matt 12:48,0.069566
Luke 2:50,Luke 2:51,Luke 2:52,6,Matt 12:36,Matt 12:37,Matt 12:38,0.06656
Luke 2:50,Luke 2:51,Luke 2:52,7,Matt 4:3,Matt 4:4,Matt 4:5,0.064851
Luke 2:50,Luke 2:51,Luke 2:52,8,Matt 12:47,Matt 12:48,Matt 12:49,0.06149
Luke 2:50,Luke 2:51,Luke 2:52,9,Matt 12:35,Matt 12:36,Matt 12:37,0.061366
Luke 2:50,Luke 2:51,Luke 2:52,10,Matt 4:2,Matt 4:3,Matt 4:4,0.060987
Luke 2:51,Luke 2:52,Luke 3:1,1,Matt 14:1,Matt 14:2,Matt 14:3,0.069631
Luke 2:51,Luke 2:52,Luke 3:1,2,Matt 22:20,Matt 22:21,Matt 22:22,0.066007
Luke 2:51,Luke 2:52,Luke 3:1,3,Matt 12:48,Matt 12:49,Matt 12:50,0.062738
Luke 2:51,Luke 2:52,Luke 3:1,4,Matt 12:47,Matt 12:48,Matt 12:49,0.062674
Luke 2:51,Luke 2:52,Luke 3:1,5,Matt 18:35,Matt 19:1,Matt 19:2,0.062067
Luke 2:51,Luke 2:52,Luke 3:1,6,Matt 13:54,Matt 13:55,Matt 13:56,0.061694
Luke 2:51,Luke 2:52,Luke 3:1,7,Matt 14:2,Matt 14:3,Matt 14:4,0.061307
Luke 2:51,Luke 2:52,Luke 3:1,8,Matt 13:53,Matt 13:54,Matt 13:55,0.061017
Luke 2:51,Luke 2:52,Luke 3:1,9,Matt 14:3,Matt 14:4,Matt 14:5,0.061005
Luke 2:51,Luke 2:52,Luke 3:1,10,Matt 18:34,Matt 18:35,Matt 19:1,0.060457
Luke 2:52,Luke 3:1,Luke 3:2,1,Matt 14:1,Matt 14:2,Matt 14:3,0.073306
Luke 2:52,Luke 3:1,Luke 3:2,2,Matt 14:2,Matt 14:3,Matt 14:4,0.06964
Luke 2:52,Luke 3:1,Luke 3:2,3,Matt 14:3,Matt 14:4,Matt 14:5,0.066274
Luke 2:52,Luke 3:1,Luke 3:2,4,Matt 22:20,Matt 22:21,Matt 22:22,0.066036
Luke 2:52,Luke 3:1,Luke 3:2,5,Matt 22:21,Matt 22:22,Matt 22:23,0.060791
Luke 2:52,Luke 3:1,Luke 3:2,6,Matt 22:19,Matt 22:20,Matt 22:21,0.059866
Luke 2:52,Luke 3:1,Luke 3:2,7,Matt 2:22,Matt 2:23,Matt 3:1,0.056066
Luke 2:52,Luke 3:1,Luke 3:2,8,Matt 26:1,Matt 26:2,Matt 26:3,0.054836
Luke 2:52,Luke 3:1,Luke 3:2,9,Matt 3:1,Matt 3:2,Matt 3:3,0.054009
Luke 2:52,Luke 3:1,Luke 3:2,10,Matt 26:2,Matt 26:3,Matt 26:4,0.050566
Luke 3:1,Luke 3:2,Luke 3:3,1,Matt 3:5,Matt 3:6,Matt 3:7,0.111496
Luke 3:1,Luke 3:2,Luke 3:3,2,Matt 3:4,Matt 3:5,Matt 3:6,0.097997
Luke 3:1,Luke 3:2,Luke 3:3,3,Matt 3:3,Matt 3:4,Matt 3:5,0.082443
Luke 3:1,Luke 3:2,Luke 3:3,4,Matt 14:1,Matt 14:2,Matt 14:3,0.07079
Luke 3:1,Luke 3:2,Luke 3:3,5,Matt 14:2,Matt 14:3,Matt 14:4,0.068909
Luke 3:1,Luke 3:2,Luke 3:3,6,Matt 2:22,Matt 2:23,Matt 3:1,0.067107
Luke 3:1,Luke 3:2,Luke 3:3,7,Matt 14:3,Matt 14:4,Matt 14:5,0.065545
Luke 3:1,Luke 3:2,Luke 3:3,8,Matt 18:35,Matt 19:1,Matt 19:2,0.063442
Luke 3:1,Luke 3:2,Luke 3:3,9,Matt 3:1,Matt 3:2,Matt 3:3,0.062826
Luke 3:1,Luke 3:2,Luke 3:3,10,Matt 18:34,Matt 18:35,Matt 19:1,0.061602
Luke 3:2,Luke 3:3,Luke 3:4,1,Matt 3:1,Matt 3:2,Matt 3:3,0.387698
Luke 3:2,Luke 3:3,Luke 3:4,2,Matt 3:3,Matt 3:4,Matt 3:5,0.33963
Luke 3:2,Luke 3:3,Luke 3:4,3,Matt 3:2,Matt 3:3,Matt 3:4,0.297453
Luke 3:2,Luke 3:3,Luke 3:4,4,Matt 3:5,Matt 3:6,Matt 3:7,0.120371
Luke 3:2,Luke 3:3,Luke 3:4,5,Matt 3:4,Matt 3:5,Matt 3:6,0.103511
Luke 3:2,Luke 3:3,Luke 3:4,6,Matt 3:6,Matt 3:7,Matt 3:8,0.075728
Luke 3:2,Luke 3:3,Luke 3:4,7,Matt 2:23,Matt 3:1,Matt 3:2,0.072778
Luke 3:2,Luke 3:3,Luke 3:4,8,Matt 3:16,Matt 3:17,Matt 4:1,0.068141
Luke 3:2,Luke 3:3,Luke 3:4,9,Matt 26:1,Matt 26:2,Matt 26:3,0.067901
Luke 3:2,Luke 3:3,Luke 3:4,10,Matt 4:13,Matt 4:14,Matt 4:15,0.067439
Luke 3:3,Luke 3:4,Luke 3:5,1,Matt 3:1,Matt 3:2,Matt 3:3,0.347254
Luke 3:3,Luke 3:4,Luke 3:5,2,Matt 3:3,Matt 3:4,Matt 3:5,0.328595
Luke 3:3,Luke 3:4,Luke 3:5,3,Matt 3:2,Matt 3:3,Matt 3:4,0.280194
Luke 3:3,Luke 3:4,Luke 3:5,4,Matt 3:5,Matt 3:6,Matt 3:7,0.122005
Luke 3:3,Luke 3:4,Luke 3:5,5,Matt 3:4,Matt 3:5,Matt 3:6,0.102465
Luke 3:3,Luke 3:4,Luke 3:5,6,Matt 13:19,Matt 13:20,Matt 13:21,0.088234
Luke 3:3,Luke 3:4,Luke 3:5,7,Matt 4:13,Matt 4:14,Matt 4:15,0.078081
Luke 3:3,Luke 3:4,Luke 3:5,8,Matt 12:15,Matt 12:16,Matt 12:17,0.077357
Luke 3:3,Luke 3:4,Luke 3:5,9,Matt 4:14,Matt 4:15,Matt 4:16,0.075411
Luke 3:3,Luke 3:4,Luke 3:5,10,Matt 13:20,Matt 13:21,Matt 13:22,0.069875
Luke 3:4,Luke 3:5,Luke 3:6,1,Matt 3:1,Matt 3:2,Matt 3:3,0.358534
Luke 3:4,Luke 3:5,Luke 3:6,2,Matt 3:2,Matt 3:3,Matt 3:4,0.297675
Luke 3:4,Luke 3:5,Luke 3:6,3,Matt 3:3,Matt 3:4,Matt 3:5,0.294665
Luke 3:4,Luke 3:5,Luke 3:6,4,Matt 13:19,Matt 13:20,Matt 13:21,0.092329
Luke 3:4,Luke 3:5,Luke 3:6,5,Matt 12:15,Matt 12:16,Matt 12:17,0.08233
Luke 3:4,Luke 3:5,Luke 3:6,6,Matt 3:15,Matt 3:16,Matt 3:17,0.078575
Luke 3:4,Luke 3:5,Luke 3:6,7,Matt 13:20,Matt 13:21,Matt 13:22,0.074555
Luke 3:4,Luke 3:5,Luke 3:6,8,Matt 8:16,Matt 8:17,Matt 8:18,0.072595
Luke 3:4,Luke 3:5,Luke 3:6,9,Matt 13:18,Matt 13:19,Matt 13:20,0.071983
Luke 3:4,Luke 3:5,Luke 3:6,10,Matt 8:15,Matt 8:16,Matt 8:17,0.07077
Luke 3:5,Luke 3:6,Luke 3:7,1,Matt 3:5,Matt 3:6,Matt 3:7,0.285537
Luke 3:5,Luke 3:6,Luke 3:7,2,Matt 3:6,Matt 3:7,Matt 3:8,0.28206
Luke 3:5,Luke 3:6,Luke 3:7,3,Matt 3:7,Matt 3:8,Matt 3:9,0.242483
Luke 3:5,Luke 3:6,Luke 3:7,4,Matt 23:31,Matt 23:32,Matt 23:33,0.111243
Luke 3:5,Luke 3:6,Luke 3:7,5,Matt 23:32,Matt 23:33,Matt 23:34,0.091874
Luke 3:5,Luke 3:6,Luke 3:7,6,Matt 3:14,Matt 3:15,Matt 3:16,0.081293
Luke 3:5,Luke 3:6,Luke 3:7,7,Matt 3:13,Matt 3:14,Matt 3:15,0.074208
Luke 3:5,Luke 3:6,Luke 3:7,8,Matt 3:15,Matt 3:16,Matt 3:17,0.073236
Luke 3:5,Luke 3:6,Luke 3:7,9,Matt 23:33,Matt 23:34,Matt 23:35,0.072906
Luke 3:5,Luke 3:6,Luke 3:7,10,Matt 12:32,Matt 12:33,Matt 12:34,0.060355
Luke 3:6,Luke 3:7,Luke 3:8,1,Matt 3:7,Matt 3:8,Matt 3:9,0.713874
Luke 3:6,Luke 3:7,Luke 3:8,2,Matt 3:8,Matt 3:9,Matt 3:10,0.478772
Luke 3:6,Luke 3:7,Luke 3:8,3,Matt 3:6,Matt 3:7,Matt 3:8,0.422995
Luke 3:6,Luke 3:7,Luke 3:8,4,Matt 3:9,Matt 3:10,Matt 3:11,0.336284
Luke 3:6,Luke 3:7,Luke 3:8,5,Matt 3:5,Matt 3:6,Matt 3:7,0.27426
Luke 3:6,Luke 3:7,Luke 3:8,6,Matt 22:31,Matt 22:32,Matt 22:33,0.106628
Luke 3:6,Luke 3:7,Luke 3:8,7,Matt 23:31,Matt 23:32,Matt 23:33,0.106455
Luke 3:6,Luke 3:7,Luke 3:8,8,Matt 12:32,Matt 12:33,Matt 12:34,0.099559
Luke 3:6,Luke 3:7,Luke 3:8,9,Matt 21:43,Matt 21:44,Matt 21:45,0.098308
Luke 3:6,Luke 3:7,Luke 3:8,10,Matt 22:30,Matt 22:31,Matt 22:32,0.097199
Luke 3:7,Luke 3:8,Luke 3:9,1,Matt 3:8,Matt 3:9,Matt 3:10,0.787926
Luke 3:7,Luke 3:8,Luke 3:9,2,Matt 3:7,Matt 3:8,Matt 3:9,0.630146
Luke 3:7,Luke 3:8,Luke 3:9,3,Matt 3:9,Matt 3:10,Matt 3:11,0.599257
Luke 3:7,Luke 3:8,Luke 3:9,4,Matt 3:6,Matt 3:7,Matt 3:8,0.38399
Luke 3:7,Luke 3:8,Luke 3:9,5,Matt 3:10,Matt 3:11,Matt 3:12,0.349896
Luke 3:7,Luke 3:8,Luke 3:9,6,Matt 7:18,Matt 7:19,Matt 7:20,0.348744
Luke 3:7,Luke 3:8,Luke 3:9,7,Matt 7:17,Matt 7:18,Matt 7:19,0.314503
Luke 3:7,Luke 3:8,Luke 3:9,8,Matt 7:19,Matt 7:20,Matt 7:21,0.308982
Luke 3:7,Luke 3:8,Luke 3:9,9,Matt 3:5,Matt 3:6,Matt 3:7,0.234196
Luke 3:7,Luke 3:8,Luke 3:9,10,Matt 7:16,Matt 7:17,Matt 7:18,0.188891
Luke 3:8,Luke 3:9,Luke 3:10,1,Matt 3:8,Matt 3:9,Matt 3:10,0.879367
Luke 3:8,Luke 3:9,Luke 3:10,2,Matt 3:9,Matt 3:10,Matt 3:11,0.647987
Luke 3:8,Luke 3:9,Luke 3:10,3,Matt 3:7,Matt 3:8,Matt 3:9,0.470401
Luke 3:8,Luke 3:9,Luke 3:10,4,Matt 7:18,Matt 7:19,Matt 7:20,0.395296
Luke 3:8,Luke 3:9,Luke 3:10,5,Matt 3:10,Matt 3:11,Matt 3:12,0.372018
Luke 3:8,Luke 3:9,Luke 3:10,6,Matt 7:17,Matt 7:18,Matt 7:19,0.360353
Luke 3:8,Luke 3:9,Luke 3:10,7,Matt 7:19,Matt 7:20,Matt 7:21,0.348223
Luke 3:8,Luke 3:9,Luke 3:10,8,Matt 7:16,Matt 7:17,Matt 7:18,0.217058
