luke_center_ref,matt_center_ref,luke_window_refs,matt_window_refs,rank,window_score
Luke 19:13,Matt 25:1,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 24:51 | Matt 25:1 | Matt 25:2,3,0.081275
Luke 19:13,Matt 24:46,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 24:45 | Matt 24:46 | Matt 24:47,4,0.067316
Luke 19:13,Matt 22:8,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 22:7 | Matt 22:8 | Matt 22:9,5,0.060153
Luke 19:13,Matt 25:14,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 25:11 | Matt 25:14 | Matt 25:15,6,0.058934
Luke 19:13,Matt 24:45,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 24:44 | Matt 24:45 | Matt 24:46,7,0.051674
Luke 19:13,Matt 8:7,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 8:6 | Matt 8:7 | Matt 8:8,8,0.050616
Luke 19:13,Matt 8:9,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 8:8 | Matt 8:9 | Matt 8:10,9,0.048812
Luke 19:13,Matt 25:19,Luke 19:12 | Luke 19:13 | Luke 19:14,Matt 25:18 | Matt 25:19 | Matt 25:20,10,0.046751
Luke 19:14,Matt 21:29,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 21:28 | Matt 21:29 | Matt 21:30,1,0.161617
Luke 19:14,Matt 22:3,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 22:2 | Matt 22:3 | Matt 22:4,2,0.138907
Luke 19:14,Matt 20:14,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 20:13 | Matt 20:14 | Matt 20:19,3,0.104121
Luke 19:14,Matt 18:30,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 18:29 | Matt 18:30 | Matt 18:31,4,0.101409
Luke 19:14,Matt 5:27,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 5:26 | Matt 5:27 | Matt 5:28,5,0.095597
Luke 19:14,Matt 15:24,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 15:23 | Matt 15:24 | Matt 15:25,6,0.093114
Luke 19:14,Matt 23:37,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 23:36 | Matt 23:37 | Matt 23:38,7,0.091743
Luke 19:14,Matt 23:4,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 23:3 | Matt 23:4 | Matt 23:5,8,0.080843
Luke 19:14,Matt 26:70,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 26:68 | Matt 26:70 | Matt 26:71,9,0.080020
Luke 19:14,Matt 27:34,Luke 19:13 | Luke 19:14 | Luke 19:15,Matt 27:28 | Matt 27:34 | Matt 27:36,10,0.079026
Luke 19:15,Matt 19:11,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 19:10 | Matt 19:11 | Matt 19:12,1,0.119784
Luke 19:15,Matt 28:12,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 28:11 | Matt 28:12 | Matt 28:13,2,0.090434
Luke 19:15,Matt 26:15,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 26:12 | Matt 26:15 | Matt 26:16,3,0.089151
Luke 19:15,Matt 12:7,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 12:6 | Matt 12:7 | Matt 12:9,4,0.087512
Luke 19:15,Matt 28:15,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 28:14 | Matt 28:15 | Matt 28:16,5,0.084860
Luke 19:15,Matt 25:18,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 25:17 | Matt 25:18 | Matt 25:19,6,0.081055
Luke 19:15,Matt 27:6,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 27:5 | Matt 27:6 | Matt 27:7,7,0.078926
Luke 19:15,Matt 21:35,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 21:32 | Matt 21:35 | Matt 21:41,8,0.073730
Luke 19:15,Matt 18:23,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 18:22 | Matt 18:23 | Matt 18:24,9,0.067934
Luke 19:15,Matt 24:50,Luke 19:14 | Luke 19:15 | Luke 19:16,Matt 24:49 | Matt 24:50 | Matt 24:51,10,0.065999
Luke 19:16,Matt 21:31,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 21:30 | Matt 21:31 | Matt 21:32,1,0.104060
Luke 19:16,Matt 21:28,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 21:20 | Matt 21:28 | Matt 21:29,2,0.090758
Luke 19:16,Matt 8:21,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 8:20 | Matt 8:21 | Matt 8:22,3,0.084867
Luke 19:16,Matt 20:8,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 20:7 | Matt 20:8 | Matt 20:9,4,0.080097
Luke 19:16,Matt 15:25,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 15:24 | Matt 15:25 | Matt 15:28,5,0.078766
Luke 19:16,Matt 20:33,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 20:20 | Matt 20:33 | Matt 20:34,6,0.077758
Luke 19:16,Matt 25:11,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 25:10 | Matt 25:11 | Matt 25:14,7,0.073033
Luke 19:16,Matt 8:25,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 8:24 | Matt 8:25 | Matt 8:28,8,0.072574
Luke 19:16,Matt 14:28,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 14:24 | Matt 14:28 | Matt 14:29,9,0.064832
Luke 19:16,Matt 8:6,Luke 19:15 | Luke 19:16 | Luke 19:17,Matt 8:5 | Matt 8:6 | Matt 8:7,10,0.064684
Luke 19:17,Matt 8:9,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 8:8 | Matt 8:9 | Matt 8:10,1,0.154373
Luke 19:17,Matt 25:23,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 25:22 | Matt 25:23 | Matt 25:24,2,0.127063
Luke 19:17,Matt 25:21,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 25:20 | Matt 25:21 | Matt 25:22,3,0.127063
Luke 19:17,Matt 25:28,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 25:27 | Matt 25:28 | Matt 25:30,4,0.121558
Luke 19:17,Matt 24:45,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 24:44 | Matt 24:45 | Matt 24:46,5,0.074522
Luke 19:17,Matt 12:35,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 12:34 | Matt 12:35 | Matt 12:36,6,0.070676
Luke 19:17,Matt 5:19,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 5:17 | Matt 5:19 | Matt 5:20,7,0.065188
Luke 19:17,Matt 25:40,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 25:39 | Matt 25:40 | Matt 25:41,8,0.064789
Luke 19:17,Matt 25:45,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 25:44 | Matt 25:45 | Matt 25:46,9,0.062636
Luke 19:17,Matt 7:11,Luke 19:16 | Luke 19:17 | Luke 19:18,Matt 7:10 | Matt 7:11 | Matt 7:12,10,0.061143
Luke 19:18,Matt 21:30,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 21:29 | Matt 21:30 | Matt 21:31,1,0.193598
Luke 19:18,Matt 25:2,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 25:1 | Matt 25:2 | Matt 25:3,2,0.108951
Luke 19:18,Matt 22:26,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 22:22 | Matt 22:26 | Matt 22:27,3,0.104904
Luke 19:18,Matt 25:20,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 25:19 | Matt 25:20 | Matt 25:21,4,0.099494
Luke 19:18,Matt 25:16,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 25:15 | Matt 25:16 | Matt 25:17,5,0.090460
Luke 19:18,Matt 24:46,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 24:45 | Matt 24:46 | Matt 24:47,6,0.071563
Luke 19:18,Matt 23:3,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 23:2 | Matt 23:3 | Matt 23:4,7,0.064058
Luke 19:18,Matt 8:9,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 8:8 | Matt 8:9 | Matt 8:10,8,0.060532
Luke 19:18,Matt 9:28,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 9:27 | Matt 9:28 | Matt 9:29,9,0.059292
Luke 19:18,Matt 7:21,Luke 19:17 | Luke 19:18 | Luke 19:19,Matt 7:20 | Matt 7:21 | Matt 7:22,10,0.058804
Luke 19:19,Matt 24:44,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 24:43 | Matt 24:44 | Matt 24:45,1,0.235496
Luke 19:19,Matt 25:2,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 25:1 | Matt 25:2 | Matt 25:3,2,0.143496
Luke 19:19,Matt 25:20,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 25:19 | Matt 25:20 | Matt 25:21,3,0.117407
Luke 19:19,Matt 25:16,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 25:15 | Matt 25:16 | Matt 25:17,4,0.115707
Luke 19:19,Matt 10:23,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 10:16 | Matt 10:23 | Matt 10:24,5,0.078249
Luke 19:19,Matt 25:41,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 25:40 | Matt 25:41 | Matt 25:42,6,0.077125
Luke 19:19,Matt 23:32,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 23:31 | Matt 23:32 | Matt 23:33,7,0.076549
Luke 19:19,Matt 23:34,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 23:33 | Matt 23:34 | Matt 23:35,8,0.073447
Luke 19:19,Matt 6:10,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 6:9 | Matt 6:10 | Matt 6:11,9,0.072216
Luke 19:19,Matt 20:7,Luke 19:18 | Luke 19:19 | Luke 19:20,Matt 20:6 | Matt 20:7 | Matt 20:8,10,0.071840
Luke 19:20,Matt 15:25,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 15:24 | Matt 15:25 | Matt 15:28,1,0.105394
Luke 19:20,Matt 25:11,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 25:10 | Matt 25:11 | Matt 25:14,2,0.095779
Luke 19:20,Matt 11:3,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 11:2 | Matt 11:3 | Matt 11:4,3,0.089032
Luke 19:20,Matt 8:21,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 8:20 | Matt 8:21 | Matt 8:22,4,0.086869
Luke 19:20,Matt 14:28,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 14:24 | Matt 14:28 | Matt 14:29,5,0.085412
Luke 19:20,Matt 20:33,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 20:20 | Matt 20:33 | Matt 20:34,6,0.084035
Luke 19:20,Matt 8:25,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 8:24 | Matt 8:25 | Matt 8:28,7,0.077688
Luke 19:20,Matt 6:24,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 6:23 | Matt 6:24 | Matt 6:25,8,0.076603
Luke 19:20,Matt 7:21,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 7:20 | Matt 7:21 | Matt 7:22,9,0.068007
Luke 19:20,Matt 9:28,Luke 19:19 | Luke 19:20 | Luke 19:21,Matt 9:27 | Matt 9:28 | Matt 9:29,10,0.067323
Luke 19:21,Matt 25:24,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 25:23 | Matt 25:24 | Matt 25:25,1,0.205096
Luke 19:21,Matt 25:26,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 25:25 | Matt 25:26 | Matt 25:27,2,0.204846
Luke 19:21,Matt 6:26,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 6:25 | Matt 6:26 | Matt 6:27,3,0.142519
Luke 19:21,Matt 10:26,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 10:25 | Matt 10:26 | Matt 10:27,4,0.121215
Luke 19:21,Matt 24:50,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 24:49 | Matt 24:50 | Matt 24:51,5,0.085408
Luke 19:21,Matt 13:37,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 13:36 | Matt 13:37 | Matt 13:38,6,0.077153
Luke 19:21,Matt 19:18,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 19:15 | Matt 19:18 | Matt 19:19,7,0.075860
Luke 19:21,Matt 24:39,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 24:38 | Matt 24:39 | Matt 24:40,8,0.071141
Luke 19:21,Matt 24:44,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 24:43 | Matt 24:44 | Matt 24:45,9,0.066247
Luke 19:21,Matt 25:43,Luke 19:20 | Luke 19:21 | Luke 19:22,Matt 25:42 | Matt 25:43 | Matt 25:44,10,0.062860
Luke 19:22,Matt 25:26,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 25:25 | Matt 25:26 | Matt 25:27,1,0.283978
Luke 19:22,Matt 25:24,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 25:23 | Matt 25:24 | Matt 25:25,2,0.164521
Luke 19:22,Matt 26:72,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 26:71 | Matt 26:72 | Matt 27:1,3,0.122452
Luke 19:22,Matt 6:26,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 6:25 | Matt 6:26 | Matt 6:27,4,0.117216
Luke 19:22,Matt 7:1,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 6:34 | Matt 7:1 | Matt 7:3,5,0.099720
Luke 19:22,Matt 24:50,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 24:49 | Matt 24:50 | Matt 24:51,6,0.091366
Luke 19:22,Matt 12:35,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 12:34 | Matt 12:35 | Matt 12:36,7,0.079745
Luke 19:22,Matt 5:2,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 5:1 | Matt 5:2 | Matt 5:3,8,0.072430
Luke 19:22,Matt 10:26,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 10:25 | Matt 10:26 | Matt 10:27,9,0.071264
Luke 19:22,Matt 19:18,Luke 19:21 | Luke 19:22 | Luke 19:23,Matt 19:15 | Matt 19:18 | Matt 19:19,10,0.070632
Luke 19:23,Matt 25:27,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 25:26 | Matt 25:27 | Matt 25:28,1,0.173615
Luke 19:23,Matt 25:42,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 25:41 | Matt 25:42 | Matt 25:43,2,0.127139
Luke 19:23,Matt 26:15,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 26:12 | Matt 26:15 | Matt 26:16,3,0.109915
Luke 19:23,Matt 28:12,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 28:11 | Matt 28:12 | Matt 28:13,4,0.072165
Luke 19:23,Matt 27:5,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 27:4 | Matt 27:5 | Matt 27:6,5,0.069092
Luke 19:23,Matt 12:39,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 12:38 | Matt 12:39 | Matt 12:40,6,0.067586
Luke 19:23,Matt 27:6,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 27:5 | Matt 27:6 | Matt 27:7,7,0.065698
Luke 19:23,Matt 25:18,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 25:17 | Matt 25:18 | Matt 25:19,8,0.064718
Luke 19:23,Matt 6:11,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 6:10 | Matt 6:11 | Matt 6:12,9,0.059556
Luke 19:23,Matt 28:15,Luke 19:22 | Luke 19:23 | Luke 19:24,Matt 28:14 | Matt 28:15 | Matt 28:16,10,0.056276
Luke 19:24,Matt 25:28,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 25:27 | Matt 25:28 | Matt 25:30,1,0.186776
Luke 19:24,Matt 21:43,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 21:41 | Matt 21:43 | Matt 21:44,2,0.153092
Luke 19:24,Matt 20:14,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 20:13 | Matt 20:14 | Matt 20:19,3,0.061473
Luke 19:24,Matt 26:53,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 26:52 | Matt 26:53 | Matt 26:54,4,0.058209
Luke 19:24,Matt 8:20,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 8:19 | Matt 8:20 | Matt 8:21,5,0.048623
Luke 19:24,Matt 18:25,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 18:24 | Matt 18:25 | Matt 18:26,6,0.046734
Luke 19:24,Matt 25:1,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 24:51 | Matt 25:1 | Matt 25:2,7,0.045843
Luke 19:24,Matt 7:11,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 7:10 | Matt 7:11 | Matt 7:12,8,0.044441
Luke 19:24,Matt 17:27,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 17:26 | Matt 17:27 | Matt 18:1,9,0.042619
Luke 19:24,Matt 27:10,Luke 19:23 | Luke 19:24 | Luke 19:25,Matt 27:9 | Matt 27:10 | Matt 27:13,10,0.040824
Luke 19:25,Matt 25:28,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 25:27 | Matt 25:28 | Matt 25:30,1,0.206676
Luke 19:25,Matt 20:33,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 20:20 | Matt 20:33 | Matt 20:34,2,0.158430
Luke 19:25,Matt 15:25,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 15:24 | Matt 15:25 | Matt 15:28,3,0.103128
Luke 19:25,Matt 13:27,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 13:26 | Matt 13:27 | Matt 13:28,4,0.099915
Luke 19:25,Matt 25:11,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 25:10 | Matt 25:11 | Matt 25:14,5,0.098386
Luke 19:25,Matt 8:25,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 8:24 | Matt 8:25 | Matt 8:28,6,0.098224
Luke 19:25,Matt 8:21,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 8:20 | Matt 8:21 | Matt 8:22,7,0.097135
Luke 19:25,Matt 1:22,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 1:21 | Matt 1:22 | Matt 1:23,8,0.093897
Luke 19:25,Matt 9:28,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 9:27 | Matt 9:28 | Matt 9:29,9,0.093765
Luke 19:25,Matt 7:21,Luke 19:24 | Luke 19:25 | Luke 19:27,Matt 7:20 | Matt 7:21 | Matt 7:22,10,0.090126
Luke 19:27,Matt 1:19,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 1:18 | Matt 1:19 | Matt 1:20,1,0.107960
Luke 19:27,Matt 13:28,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 13:27 | Matt 13:28 | Matt 13:29,2,0.084954
Luke 19:27,Matt 10:36,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 10:35 | Matt 10:36 | Matt 10:41,3,0.082259
Luke 19:27,Matt 7:26,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 7:25 | Matt 7:26 | Matt 7:27,4,0.080472
Luke 19:27,Matt 5:44,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 5:43 | Matt 5:44 | Matt 5:45,5,0.078007
Luke 19:27,Matt 14:18,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 14:10 | Matt 14:18 | Matt 14:23,6,0.077099
Luke 19:27,Matt 12:30,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 12:28 | Matt 12:30 | Matt 12:32,7,0.070261
Luke 19:27,Matt 5:43,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 5:42 | Matt 5:43 | Matt 5:44,8,0.069218
Luke 19:27,Matt 21:7,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 21:6 | Matt 21:7 | Matt 21:10,9,0.061583
Luke 19:27,Matt 12:6,Luke 19:25 | Luke 19:27 | Luke 19:28,Matt 12:5 | Matt 12:6 | Matt 12:7,10,0.055087
Luke 19:28,Matt 8:9,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 8:8 | Matt 8:9 | Matt 8:10,1,0.185735
Luke 19:28,Matt 21:10,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 21:7 | Matt 21:10 | Matt 21:11,2,0.120800
Luke 19:28,Matt 11:7,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 11:6 | Matt 11:7 | Matt 11:8,3,0.101354
Luke 19:28,Matt 5:1,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 4:25 | Matt 5:1 | Matt 5:2,4,0.095248
Luke 19:28,Matt 4:9,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 4:8 | Matt 4:9 | Matt 4:10,5,0.090214
Luke 19:28,Matt 21:11,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 21:10 | Matt 21:11 | Matt 21:14,6,0.085666
Luke 19:28,Matt 12:23,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 12:22 | Matt 12:23 | Matt 12:28,7,0.084070
Luke 19:28,Matt 2:3,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 2:2 | Matt 2:3 | Matt 2:4,8,0.076289
Luke 19:28,Matt 15:29,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 15:28 | Matt 15:29 | Matt 15:30,9,0.076231
Luke 19:28,Matt 5:35,Luke 19:27 | Luke 19:28 | Luke 19:32,Matt 5:34 | Matt 5:35 | Matt 5:36,10,0.076193
Luke 19:32,Matt 18:13,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 18:12 | Matt 18:13 | Matt 18:14,1,0.137131
Luke 19:32,Matt 9:7,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 9:4 | Matt 9:7 | Matt 9:8,2,0.093271
Luke 19:32,Matt 13:46,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 13:45 | Matt 13:46 | Matt 13:47,3,0.089381
Luke 19:32,Matt 10:5,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 10:1 | Matt 10:5 | Matt 10:6,4,0.088032
Luke 19:32,Matt 21:30,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 21:29 | Matt 21:30 | Matt 21:31,5,0.081269
Luke 19:32,Matt 22:22,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 22:19 | Matt 22:22 | Matt 22:26,6,0.077673
Luke 19:32,Matt 21:29,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 21:28 | Matt 21:29 | Matt 21:30,7,0.075643
Luke 19:32,Matt 8:19,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 8:18 | Matt 8:19 | Matt 8:20,8,0.074857
Luke 19:32,Matt 8:21,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 8:20 | Matt 8:21 | Matt 8:22,9,0.074132
Luke 19:32,Matt 25:10,Luke 19:28 | Luke 19:32 | Luke 19:35,Matt 25:9 | Matt 25:10 | Matt 25:11,10,0.069106
Luke 19:35,Matt 21:7,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 21:6 | Matt 21:7 | Matt 21:10,1,0.198311
Luke 19:35,Matt 9:19,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 9:18 | Matt 9:19 | Matt 9:22,2,0.071352
Luke 19:35,Matt 22:41,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 22:40 | Matt 22:41 | Matt 22:43,3,0.070621
Luke 19:35,Matt 17:7,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 17:6 | Matt 17:7 | Matt 17:13,4,0.070053
Luke 19:35,Matt 17:18,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 17:16 | Matt 17:18 | Matt 17:20,5,0.067027
Luke 19:35,Matt 5:40,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 5:39 | Matt 5:40 | Matt 5:41,6,0.065774
Luke 19:35,Matt 23:1,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 22:45 | Matt 23:1 | Matt 23:2,7,0.065584
Luke 19:35,Matt 27:17,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 27:16 | Matt 27:17 | Matt 27:19,8,0.062982
Luke 19:35,Matt 21:6,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 21:5 | Matt 21:6 | Matt 21:7,9,0.060312
Luke 19:35,Matt 14:29,Luke 19:32 | Luke 19:35 | Luke 19:36,Matt 14:28 | Matt 14:29 | Matt 14:30,10,0.059599
Luke 19:36,Matt 22:9,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 22:8 | Matt 22:9 | Matt 22:10,1,0.107566
Luke 19:36,Matt 5:40,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 5:39 | Matt 5:40 | Matt 5:41,2,0.082922
Luke 19:36,Matt 21:7,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 21:6 | Matt 21:7 | Matt 21:10,3,0.080384
Luke 19:36,Matt 21:6,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 21:5 | Matt 21:6 | Matt 21:7,4,0.078714
Luke 19:36,Matt 10:7,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 10:6 | Matt 10:7 | Matt 10:8,5,0.078229
Luke 19:36,Matt 10:6,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 10:5 | Matt 10:6 | Matt 10:7,6,0.069734
Luke 19:36,Matt 28:11,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 28:10 | Matt 28:11 | Matt 28:12,7,0.064182
Luke 19:36,Matt 17:2,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 16:27 | Matt 17:2 | Matt 17:6,8,0.061248
Luke 19:36,Matt 19:15,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 19:12 | Matt 19:15 | Matt 19:18,9,0.058106
Luke 19:36,Matt 7:14,Luke 19:35 | Luke 19:36 | Luke 19:37,Matt 7:13 | Matt 7:14 | Matt 7:15,10,0.056127
Luke 19:37,Matt 5:1,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 4:25 | Matt 5:1 | Matt 5:2,1,0.082147
Luke 19:37,Matt 2:10,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 2:9 | Matt 2:10 | Matt 2:11,2,0.079352
Luke 19:37,Matt 5:28,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 5:27 | Matt 5:28 | Matt 5:29,3,0.064938
Luke 19:37,Matt 8:1,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 7:28 | Matt 8:1 | Matt 8:5,4,0.056708
Luke 19:37,Matt 28:16,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 28:15 | Matt 28:16 | Matt 28:17,5,0.054524
Luke 19:37,Matt 11:20,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 11:19 | Matt 11:20 | Matt 11:21,6,0.053742
Luke 19:37,Matt 28:11,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 28:10 | Matt 28:11 | Matt 28:12,7,0.051200
Luke 19:37,Matt 18:1,Luke 19:36 | Luke 19:37 | Luke 19:39,Matt 17:27 | Matt 18:1 | Matt 18:4,8,0.049815
