luke_center_ref,matt_center_ref,luke_window_refs,matt_window_refs,rank,window_score
Luke 7:9,Matt 25:45,Luke 7:8 | Luke 7:9 | Luke 7:10,Matt 25:44 | Matt 25:45 | Matt 25:46,9,0.097479
Luke 7:9,Matt 9:19,Luke 7:8 | Luke 7:9 | Luke 7:10,Matt 9:18 | Matt 9:19 | Matt 9:22,10,0.096578
Luke 7:10,Matt 9:7,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 9:4 | Matt 9:7 | Matt 9:8,1,0.106195
Luke 7:10,Matt 24:46,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 24:45 | Matt 24:46 | Matt 24:47,2,0.093854
Luke 7:10,Matt 23:38,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 23:37 | Matt 23:38 | Matt 23:39,3,0.088974
Luke 7:10,Matt 14:10,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 14:9 | Matt 14:10 | Matt 14:18,4,0.085937
Luke 7:10,Matt 12:44,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 12:43 | Matt 12:44 | Matt 12:45,5,0.079611
Luke 7:10,Matt 2:8,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 2:7 | Matt 2:8 | Matt 2:9,6,0.077061
Luke 7:10,Matt 22:10,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 22:9 | Matt 22:10 | Matt 22:11,7,0.074451
Luke 7:10,Matt 11:2,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 11:1 | Matt 11:2 | Matt 11:3,8,0.067003
Luke 7:10,Matt 22:3,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 22:2 | Matt 22:3 | Matt 22:4,9,0.060787
Luke 7:10,Matt 22:6,Luke 7:9 | Luke 7:10 | Luke 7:11,Matt 22:5 | Matt 22:6 | Matt 22:7,10,0.060013
Luke 7:11,Matt 19:2,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 18:35 | Matt 19:2 | Matt 19:8,1,0.134909
Luke 7:11,Matt 8:1,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 7:28 | Matt 8:1 | Matt 8:5,2,0.129240
Luke 7:11,Matt 4:25,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 4:24 | Matt 4:25 | Matt 5:1,3,0.095108
Luke 7:11,Matt 15:30,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 15:29 | Matt 15:30 | Matt 15:31,4,0.093615
Luke 7:11,Matt 23:1,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 22:45 | Matt 23:1 | Matt 23:2,5,0.090618
Luke 7:11,Matt 5:1,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 4:25 | Matt 5:1 | Matt 5:2,6,0.077504
Luke 7:11,Matt 21:6,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 21:5 | Matt 21:6 | Matt 21:7,7,0.076503
Luke 7:11,Matt 11:1,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 10:41 | Matt 11:1 | Matt 11:2,8,0.075188
Luke 7:11,Matt 26:1,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 25:46 | Matt 26:1 | Matt 26:2,9,0.073714
Luke 7:11,Matt 9:19,Luke 7:10 | Luke 7:11 | Luke 7:12,Matt 9:18 | Matt 9:19 | Matt 9:22,10,0.069714
Luke 7:12,Matt 10:23,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 10:16 | Matt 10:23 | Matt 10:24,1,0.101364
Luke 7:12,Matt 7:13,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 7:12 | Matt 7:13 | Matt 7:14,2,0.092937
Luke 7:12,Matt 2:20,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 2:19 | Matt 2:20 | Matt 2:21,3,0.083306
Luke 7:12,Matt 21:10,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 21:7 | Matt 21:10 | Matt 21:11,4,0.076222
Luke 7:12,Matt 21:18,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 21:17 | Matt 21:18 | Matt 21:19,5,0.075637
Luke 7:12,Matt 23:34,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 23:33 | Matt 23:34 | Matt 23:35,6,0.071343
Luke 7:12,Matt 7:14,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 7:13 | Matt 7:14 | Matt 7:15,7,0.070896
Luke 7:12,Matt 8:34,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 8:28 | Matt 8:34 | Matt 9:1,8,0.063448
Luke 7:12,Matt 21:17,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 21:16 | Matt 21:17 | Matt 21:18,9,0.062756
Luke 7:12,Matt 13:38,Luke 7:11 | Luke 7:12 | Luke 7:13,Matt 13:37 | Matt 13:38 | Matt 13:39,10,0.062649
Luke 7:13,Matt 18:27,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 18:26 | Matt 18:27 | Matt 18:28,1,0.133780
Luke 7:13,Matt 20:34,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 20:33 | Matt 20:34 | Matt 21:4,2,0.093931
Luke 7:13,Matt 5:20,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 5:19 | Matt 5:20 | Matt 5:21,3,0.088844
Luke 7:13,Matt 28:17,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 28:16 | Matt 28:17 | Matt 28:18,4,0.087836
Luke 7:13,Matt 23:39,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 23:38 | Matt 23:39 | Matt 24:1,5,0.082762
Luke 7:13,Matt 5:34,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 5:33 | Matt 5:34 | Matt 5:35,6,0.079981
Luke 7:13,Matt 5:39,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 5:38 | Matt 5:39 | Matt 5:40,7,0.074308
Luke 7:13,Matt 21:19,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 21:18 | Matt 21:19 | Matt 21:20,8,0.071688
Luke 7:13,Matt 9:28,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 9:27 | Matt 9:28 | Matt 9:29,9,0.065463
Luke 7:13,Matt 20:33,Luke 7:12 | Luke 7:13 | Luke 7:14,Matt 20:20 | Matt 20:33 | Matt 20:34,10,0.062906
Luke 7:14,Matt 17:7,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 17:6 | Matt 17:7 | Matt 17:13,1,0.226008
Luke 7:14,Matt 19:20,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 19:19 | Matt 19:20 | Matt 19:28,2,0.147628
Luke 7:14,Matt 20:6,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 20:5 | Matt 20:6 | Matt 20:7,3,0.126633
Luke 7:14,Matt 8:25,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 8:24 | Matt 8:25 | Matt 8:28,4,0.107671
Luke 7:14,Matt 9:29,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 9:28 | Matt 9:29 | Matt 9:30,5,0.083303
Luke 7:14,Matt 2:20,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 2:19 | Matt 2:20 | Matt 2:21,6,0.082545
Luke 7:14,Matt 8:17,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 8:13 | Matt 8:17 | Matt 8:18,7,0.077279
Luke 7:14,Matt 2:13,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 2:12 | Matt 2:13 | Matt 2:14,8,0.069301
Luke 7:14,Matt 13:10,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 13:1 | Matt 13:10 | Matt 13:15,9,0.068605
Luke 7:14,Matt 20:34,Luke 7:13 | Luke 7:14 | Luke 7:15,Matt 20:33 | Matt 20:34 | Matt 21:4,10,0.060911
Luke 7:15,Matt 8:22,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 8:21 | Matt 8:22 | Matt 8:23,1,0.128979
Luke 7:15,Matt 2:21,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 2:20 | Matt 2:21 | Matt 2:22,2,0.078653
Luke 7:15,Matt 28:18,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 28:17 | Matt 28:18 | Matt 28:19,3,0.072891
Luke 7:15,Matt 2:14,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 2:13 | Matt 2:14 | Matt 2:15,4,0.072646
Luke 7:15,Matt 19:19,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 19:18 | Matt 19:19 | Matt 19:20,5,0.068549
Luke 7:15,Matt 24:49,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 24:48 | Matt 24:49 | Matt 24:50,6,0.063923
Luke 7:15,Matt 28:4,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 28:3 | Matt 28:4 | Matt 28:5,7,0.063348
Luke 7:15,Matt 23:1,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 22:45 | Matt 23:1 | Matt 23:2,8,0.063034
Luke 7:15,Matt 10:35,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 10:34 | Matt 10:35 | Matt 10:36,9,0.062387
Luke 7:15,Matt 27:64,Luke 7:14 | Luke 7:15 | Luke 7:16,Matt 27:63 | Matt 27:64 | Matt 27:65,10,0.061573
Luke 7:16,Matt 9:8,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 9:7 | Matt 9:8 | Matt 9:18,1,0.156855
Luke 7:16,Matt 15:31,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 15:30 | Matt 15:31 | Matt 15:38,2,0.104481
Luke 7:16,Matt 21:4,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 20:34 | Matt 21:4 | Matt 21:5,3,0.097444
Luke 7:16,Matt 4:3,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 4:2 | Matt 4:3 | Matt 4:4,4,0.096341
Luke 7:16,Matt 12:28,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 12:23 | Matt 12:28 | Matt 12:30,5,0.083183
Luke 7:16,Matt 11:11,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 11:9 | Matt 11:11 | Matt 11:12,6,0.082938
Luke 7:16,Matt 27:43,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 27:36 | Matt 27:43 | Matt 27:44,7,0.078500
Luke 7:16,Matt 27:25,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 27:24 | Matt 27:25 | Matt 27:28,8,0.075010
Luke 7:16,Matt 28:8,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 28:5 | Matt 28:8 | Matt 28:9,9,0.067897
Luke 7:16,Matt 25:36,Luke 7:15 | Luke 7:16 | Luke 7:17,Matt 25:35 | Matt 25:36 | Matt 25:37,10,0.066112
Luke 7:17,Matt 9:26,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 9:25 | Matt 9:26 | Matt 9:27,1,0.233862
Luke 7:17,Matt 26:1,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 25:46 | Matt 26:1 | Matt 26:2,2,0.175804
Luke 7:17,Matt 19:11,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 19:10 | Matt 19:11 | Matt 19:12,3,0.164832
Luke 7:17,Matt 1:22,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 1:21 | Matt 1:22 | Matt 1:23,4,0.145910
Luke 7:17,Matt 14:35,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 14:33 | Matt 14:35 | Matt 15:12,5,0.141695
Luke 7:17,Matt 9:31,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 9:30 | Matt 9:31 | Matt 9:32,6,0.137241
Luke 7:17,Matt 7:26,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 7:25 | Matt 7:26 | Matt 7:27,7,0.132596
Luke 7:17,Matt 7:28,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 7:27 | Matt 7:28 | Matt 8:1,8,0.128379
Luke 7:17,Matt 7:24,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 7:23 | Matt 7:24 | Matt 7:25,9,0.122087
Luke 7:17,Matt 28:15,Luke 7:16 | Luke 7:17 | Luke 7:18,Matt 28:14 | Matt 28:15 | Matt 28:16,10,0.106765
Luke 7:18,Matt 17:13,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 17:7 | Matt 17:13 | Matt 17:14,1,0.220410
Luke 7:18,Matt 11:4,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 11:3 | Matt 11:4 | Matt 11:5,2,0.201841
Luke 7:18,Matt 11:2,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 11:1 | Matt 11:2 | Matt 11:3,3,0.130752
Luke 7:18,Matt 10:1,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 9:38 | Matt 10:1 | Matt 10:5,4,0.121706
Luke 7:18,Matt 26:1,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 25:46 | Matt 26:1 | Matt 26:2,5,0.116929
Luke 7:18,Matt 9:19,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 9:18 | Matt 9:19 | Matt 9:22,6,0.116638
Luke 7:18,Matt 23:1,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 22:45 | Matt 23:1 | Matt 23:2,7,0.108358
Luke 7:18,Matt 8:23,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 8:22 | Matt 8:23 | Matt 8:24,8,0.107576
Luke 7:18,Matt 28:8,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 28:5 | Matt 28:8 | Matt 28:9,9,0.102458
Luke 7:18,Matt 14:10,Luke 7:17 | Luke 7:18 | Luke 7:19,Matt 14:9 | Matt 14:10 | Matt 14:18,10,0.096852
Luke 7:19,Matt 11:3,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 11:2 | Matt 11:3 | Matt 11:4,1,0.404583
Luke 7:19,Matt 22:43,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 22:41 | Matt 22:43 | Matt 22:45,2,0.136786
Luke 7:19,Matt 24:50,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 24:49 | Matt 24:50 | Matt 24:51,3,0.101349
Luke 7:19,Matt 25:36,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 25:35 | Matt 25:36 | Matt 25:37,4,0.100654
Luke 7:19,Matt 14:10,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 14:9 | Matt 14:10 | Matt 14:18,5,0.088272
Luke 7:19,Matt 18:32,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 18:31 | Matt 18:32 | Matt 18:33,6,0.085919
Luke 7:19,Matt 14:28,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 14:24 | Matt 14:28 | Matt 14:29,7,0.085214
Luke 7:19,Matt 26:25,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 26:18 | Matt 26:25 | Matt 26:42,8,0.079292
Luke 7:19,Matt 25:26,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 25:25 | Matt 25:26 | Matt 25:27,9,0.076370
Luke 7:19,Matt 16:20,Luke 7:18 | Luke 7:19 | Luke 7:20,Matt 16:19 | Matt 16:20 | Matt 16:27,10,0.074310
Luke 7:20,Matt 11:3,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 11:2 | Matt 11:3 | Matt 11:4,1,0.307993
Luke 7:20,Matt 3:1,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 2:23 | Matt 3:1 | Matt 3:2,2,0.195605
Luke 7:20,Matt 17:13,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 17:7 | Matt 17:13 | Matt 17:14,3,0.187197
Luke 7:20,Matt 11:11,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 11:9 | Matt 11:11 | Matt 11:12,4,0.139000
Luke 7:20,Matt 11:12,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 11:11 | Matt 11:12 | Matt 11:13,5,0.129870
Luke 7:20,Matt 26:25,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 26:18 | Matt 26:25 | Matt 26:42,6,0.089336
Luke 7:20,Matt 25:36,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 25:35 | Matt 25:36 | Matt 25:37,7,0.083366
Luke 7:20,Matt 3:14,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 3:12 | Matt 3:14 | Matt 3:15,8,0.073376
Luke 7:20,Matt 14:28,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 14:24 | Matt 14:28 | Matt 14:29,9,0.072986
Luke 7:20,Matt 14:35,Luke 7:19 | Luke 7:20 | Luke 7:21,Matt 14:33 | Matt 14:35 | Matt 15:12,10,0.067579
Luke 7:21,Matt 18:1,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 17:27 | Matt 18:1 | Matt 18:4,1,0.128181
Luke 7:21,Matt 15:30,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 15:29 | Matt 15:30 | Matt 15:31,2,0.108214
Luke 7:21,Matt 12:45,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 12:44 | Matt 12:45 | Matt 13:1,3,0.104802
Luke 7:21,Matt 17:18,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 17:16 | Matt 17:18 | Matt 17:20,4,0.101779
Luke 7:21,Matt 19:2,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 18:35 | Matt 19:2 | Matt 19:8,5,0.100049
Luke 7:21,Matt 15:14,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 15:13 | Matt 15:14 | Matt 15:15,6,0.096049
Luke 7:21,Matt 10:1,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 9:38 | Matt 10:1 | Matt 10:5,7,0.093929
Luke 7:21,Matt 24:11,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 24:10 | Matt 24:11 | Matt 24:12,8,0.093159
Luke 7:21,Matt 21:14,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 21:11 | Matt 21:14 | Matt 21:15,9,0.091528
Luke 7:21,Matt 12:22,Luke 7:20 | Luke 7:21 | Luke 7:22,Matt 12:21 | Matt 12:22 | Matt 12:23,10,0.088774
Luke 7:22,Matt 11:5,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 11:4 | Matt 11:5 | Matt 11:6,1,0.757422
Luke 7:22,Matt 11:4,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 11:3 | Matt 11:4 | Matt 11:5,2,0.343017
Luke 7:22,Matt 10:8,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 10:7 | Matt 10:8 | Matt 10:9,3,0.169750
Luke 7:22,Matt 15:31,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 15:30 | Matt 15:31 | Matt 15:38,4,0.141131
Luke 7:22,Matt 12:22,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 12:21 | Matt 12:22 | Matt 12:23,5,0.096387
Luke 7:22,Matt 21:14,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 21:11 | Matt 21:14 | Matt 21:15,6,0.092266
Luke 7:22,Matt 15:30,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 15:29 | Matt 15:30 | Matt 15:31,7,0.085507
Luke 7:22,Matt 15:14,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 15:13 | Matt 15:14 | Matt 15:15,8,0.081596
Luke 7:22,Matt 8:22,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 8:21 | Matt 8:22 | Matt 8:23,9,0.070734
Luke 7:22,Matt 2:8,Luke 7:21 | Luke 7:22 | Luke 7:23,Matt 2:7 | Matt 2:8 | Matt 2:9,10,0.069479
Luke 7:23,Matt 11:6,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 11:5 | Matt 11:6 | Matt 11:7,1,1.000000
Luke 7:23,Matt 12:30,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 12:28 | Matt 12:30 | Matt 12:32,2,0.205732
Luke 7:23,Matt 5:11,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 5:10 | Matt 5:11 | Matt 5:12,3,0.185296
Luke 7:23,Matt 24:26,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 24:25 | Matt 24:26 | Matt 24:27,4,0.163777
Luke 7:23,Matt 16:17,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 16:12 | Matt 16:17 | Matt 16:18,5,0.157090
Luke 7:23,Matt 17:27,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 17:26 | Matt 17:27 | Matt 18:1,6,0.154457
Luke 7:23,Matt 5:4,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 5:3 | Matt 5:4 | Matt 5:5,7,0.108116
Luke 7:23,Matt 5:3,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 5:2 | Matt 5:3 | Matt 5:4,8,0.107013
Luke 7:23,Matt 1:19,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 1:18 | Matt 1:19 | Matt 1:20,9,0.106320
Luke 7:23,Matt 24:10,Luke 7:22 | Luke 7:23 | Luke 7:24,Matt 24:1 | Matt 24:10 | Matt 24:11,10,0.105146
Luke 7:24,Matt 11:7,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 11:6 | Matt 11:7 | Matt 11:8,1,0.758118
Luke 7:24,Matt 3:1,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 2:23 | Matt 3:1 | Matt 3:2,2,0.101751
Luke 7:24,Matt 11:9,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 11:8 | Matt 11:9 | Matt 11:11,3,0.096744
Luke 7:24,Matt 17:13,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 17:7 | Matt 17:13 | Matt 17:14,4,0.088080
Luke 7:24,Matt 8:18,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 8:17 | Matt 8:18 | Matt 8:19,5,0.080908
Luke 7:24,Matt 4:12,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 4:11 | Matt 4:12 | Matt 4:13,6,0.070390
Luke 7:24,Matt 24:26,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 24:25 | Matt 24:26 | Matt 24:27,7,0.069754
Luke 7:24,Matt 14:30,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 14:29 | Matt 14:30 | Matt 14:31,8,0.068773
Luke 7:24,Matt 11:8,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 11:7 | Matt 11:8 | Matt 11:9,9,0.068083
Luke 7:24,Matt 14:10,Luke 7:23 | Luke 7:24 | Luke 7:25,Matt 14:9 | Matt 14:10 | Matt 14:18,10,0.067903
Luke 7:25,Matt 11:8,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 11:7 | Matt 11:8 | Matt 11:9,1,0.411005
Luke 7:25,Matt 11:9,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 11:8 | Matt 11:9 | Matt 11:11,2,0.123403
Luke 7:25,Matt 11:7,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 11:6 | Matt 11:7 | Matt 11:8,3,0.065332
Luke 7:25,Matt 24:47,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 24:46 | Matt 24:47 | Matt 24:48,4,0.056204
Luke 7:25,Matt 25:14,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 25:11 | Matt 25:14 | Matt 25:15,5,0.051157
Luke 7:25,Matt 6:30,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 6:29 | Matt 6:30 | Matt 6:31,6,0.048153
Luke 7:25,Matt 9:32,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 9:31 | Matt 9:32 | Matt 9:33,7,0.044416
Luke 7:25,Matt 24:26,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 24:25 | Matt 24:26 | Matt 24:27,8,0.043022
Luke 7:25,Matt 20:3,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 20:2 | Matt 20:3 | Matt 20:4,9,0.040568
Luke 7:25,Matt 26:71,Luke 7:24 | Luke 7:25 | Luke 7:26,Matt 26:70 | Matt 26:71 | Matt 26:72,10,0.039180
Luke 7:26,Matt 11:9,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 11:8 | Matt 11:9 | Matt 11:11,1,0.572767
Luke 7:26,Matt 11:8,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 11:7 | Matt 11:8 | Matt 11:9,2,0.194297
Luke 7:26,Matt 4:14,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 4:13 | Matt 4:14 | Matt 4:15,3,0.158825
Luke 7:26,Matt 12:17,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 12:15 | Matt 12:17 | Matt 12:18,4,0.158825
Luke 7:26,Matt 21:4,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 20:34 | Matt 21:4 | Matt 21:5,5,0.153193
Luke 7:26,Matt 2:17,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 2:16 | Matt 2:17 | Matt 2:18,6,0.138048
Luke 7:26,Matt 1:22,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 1:21 | Matt 1:22 | Matt 1:23,7,0.126794
Luke 7:26,Matt 11:7,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 11:6 | Matt 11:7 | Matt 11:8,8,0.104136
Luke 7:26,Matt 10:41,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 10:36 | Matt 10:41 | Matt 11:1,9,0.102907
Luke 7:26,Matt 8:17,Luke 7:25 | Luke 7:26 | Luke 7:28,Matt 8:13 | Matt 8:17 | Matt 8:18,10,0.102762
Luke 7:28,Matt 11:11,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 11:9 | Matt 11:11 | Matt 11:12,1,0.475585
Luke 7:28,Matt 12:6,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 12:5 | Matt 12:6 | Matt 12:7,2,0.165675
Luke 7:28,Matt 18:1,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 17:27 | Matt 18:1 | Matt 18:4,3,0.164765
Luke 7:28,Matt 18:4,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 18:1 | Matt 18:4 | Matt 18:7,4,0.133220
Luke 7:28,Matt 12:28,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 12:23 | Matt 12:28 | Matt 12:30,5,0.110041
Luke 7:28,Matt 22:38,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 22:36 | Matt 22:38 | Matt 22:40,6,0.105722
Luke 7:28,Matt 23:18,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 23:17 | Matt 23:18 | Matt 23:19,7,0.102675
Luke 7:28,Matt 21:43,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 21:41 | Matt 21:43 | Matt 21:44,8,0.096906
Luke 7:28,Matt 23:17,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 23:16 | Matt 23:17 | Matt 23:18,9,0.096305
Luke 7:28,Matt 22:36,Luke 7:26 | Luke 7:28 | Luke 7:29,Matt 22:35 | Matt 22:36 | Matt 22:38,10,0.095908
Luke 7:29,Matt 27:25,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 27:24 | Matt 27:25 | Matt 27:28,1,0.129613
Luke 7:29,Matt 11:19,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 11:18 | Matt 11:19 | Matt 11:20,2,0.098574
Luke 7:29,Matt 3:14,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 3:12 | Matt 3:14 | Matt 3:15,3,0.087361
Luke 7:29,Matt 12:37,Luke 7:28 | Luke 7:29 | Luke 7:30,Matt 12:36 | Matt 12:37 | Matt 12:38,4,0.079250
