layer,source_ref,target_ref,max_exact_run_len,formula_risk
epistle_to_gospel,1Cor 11:24,Luke 22:16-19,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:17-19,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:17-20,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:18-19,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:18-20,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:18-21,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:19,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:19-20,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:19-21,6,high
epistle_to_gospel,1Cor 11:24,Luke 22:19-22,6,high
epistle_to_gospel,1Cor 11:24,Matt 15:33-36,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:34-36,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:34-37,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:35-36,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:35-37,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:35-38,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:36,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:36-37,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:36-38,4,low
epistle_to_gospel,1Cor 11:24,Matt 15:36-39,4,low
epistle_to_gospel,1Cor 11:25,Luke 22:17-20,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:18-20,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:18-21,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:19-20,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:19-21,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:19-22,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:20,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:20-21,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:20-22,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:20-23,10,high
epistle_to_gospel,1Cor 11:25,Luke 22:16-19,4,high
epistle_to_gospel,1Cor 11:25,Luke 22:17-19,4,high
epistle_to_gospel,1Cor 11:25,Luke 22:18-19,4,high
epistle_to_gospel,1Cor 11:25,Luke 22:19,4,high
epistle_to_gospel,1Cor 14:21,Luke 21:21-24,4,high
epistle_to_gospel,1Cor 14:21,Luke 21:22-24,4,high
epistle_to_gospel,1Cor 14:21,Luke 21:22-25,4,high
epistle_to_gospel,1Cor 14:21,Luke 21:23-24,4,high
epistle_to_gospel,1Cor 14:21,Luke 21:23-25,4,high
epistle_to_gospel,1Cor 14:21,Luke 21:23-26,4,high
epistle_to_gospel,1Cor 14:23,Matt 22:34-37,4,low
epistle_to_gospel,1Cor 14:36,John 10:32-35,4,low
epistle_to_gospel,1Cor 14:36,John 10:33-35,4,low
epistle_to_gospel,1Cor 14:36,John 10:33-36,4,low
epistle_to_gospel,1Cor 14:36,John 10:34-35,4,low
epistle_to_gospel,1Cor 14:36,John 10:34-36,4,low
epistle_to_gospel,1Cor 14:36,John 10:34-37,4,low
epistle_to_gospel,1Cor 14:36,John 10:35,4,low
epistle_to_gospel,1Cor 14:36,John 10:35-36,4,low
epistle_to_gospel,1Cor 14:36,John 10:35-37,4,low
epistle_to_gospel,1Cor 14:36,John 10:35-38,4,low
epistle_to_gospel,1Cor 14:36,Luke 8:10-11,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:10-12,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:10-13,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:11,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:11-12,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:11-13,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:11-14,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:8-11,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:9-11,4,high
epistle_to_gospel,1Cor 14:36,Luke 8:9-12,4,high
epistle_to_gospel,1Cor 15:17,John 8:21-24,4,low
epistle_to_gospel,1Cor 15:17,John 8:22-24,4,low
epistle_to_gospel,1Cor 15:17,John 8:22-25,4,low
epistle_to_gospel,1Cor 15:17,John 8:23-24,4,low
epistle_to_gospel,1Cor 15:17,John 8:23-25,4,low
epistle_to_gospel,1Cor 15:17,John 8:23-26,4,low
epistle_to_gospel,1Cor 15:17,John 8:24,4,low
epistle_to_gospel,1Cor 15:17,John 8:24-25,4,low
epistle_to_gospel,1Cor 15:17,John 8:24-26,4,low
epistle_to_gospel,1Cor 15:17,John 8:24-27,4,low
epistle_to_gospel,1Cor 15:4,John 1:49-2:1,4,low
epistle_to_gospel,1Cor 15:4,John 1:50-2:1,4,low
epistle_to_gospel,1Cor 15:4,John 1:50-2:2,4,low
epistle_to_gospel,1Cor 15:4,John 1:51-2:1,4,low
epistle_to_gospel,1Cor 15:4,John 1:51-2:2,4,low
epistle_to_gospel,1Cor 15:4,John 1:51-2:3,4,low
epistle_to_gospel,1Cor 15:4,John 2:1,4,low
epistle_to_gospel,1Cor 15:4,John 2:1-2,4,low
epistle_to_gospel,1Cor 15:4,John 2:1-3,4,low
epistle_to_gospel,1Cor 15:4,John 2:1-4,4,low
epistle_to_gospel,1Cor 15:4,Luke 18:30-33,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:31-33,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:31-34,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:32-33,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:32-34,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:32-35,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:33,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:33-34,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:33-35,4,high
epistle_to_gospel,1Cor 15:4,Luke 18:33-36,4,high
epistle_to_gospel,1Cor 15:50,Matt 16:14-17,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:15-17,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:15-18,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:16-17,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:16-18,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:16-19,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:17,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:17-18,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:17-19,4,low
epistle_to_gospel,1Cor 15:50,Matt 16:17-20,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:17-20,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:18-20,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:18-21,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:19-20,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:19-21,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:19-22,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:20,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:20-21,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:20-22,4,low
epistle_to_gospel,1Cor 1:15,Matt 18:20-23,4,low
epistle_to_gospel,1Cor 2:11,Mark 12:14-17,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:10-11,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:10-12,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:10-13,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:11,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:11-12,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:11-13,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:11-14,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:8-11,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:9-11,4,low
epistle_to_gospel,1Cor 2:12,Mark 13:9-12,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:58-61,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:59-61,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:59-62,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:60-61,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:60-62,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:60-63,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:61,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:61-62,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:61-63,4,low
epistle_to_gospel,1Cor 3:17,Matt 26:61-64,4,low
epistle_to_gospel,1Cor 3:19,Luke 18:24-27,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:25-27,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:25-28,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:26-27,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:26-28,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:26-29,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:27,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:27-28,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:27-29,4,high
epistle_to_gospel,1Cor 3:19,Luke 18:27-30,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:10-11,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:10-12,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:10-13,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:11,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:11-12,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:11-13,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:11-14,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:6-9,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:7-10,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:7-9,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:8-10,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:8-11,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:8-9,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:9,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:9-10,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:9-11,4,high
epistle_to_gospel,1Cor 4:20,Luke 10:9-12,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:17-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:18-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:18-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:19-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:19-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:19-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:20,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:20-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:20-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 11:20-23,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:15-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:16-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:16-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:17-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:17-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:17-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:18,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:18-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:18-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 13:18-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:13-16,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:14-16,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:14-17,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:15-16,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:15-17,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:15-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:16,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:16-17,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:16-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 16:16-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:17-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:18-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:18-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:19-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:19-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:19-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:20,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:20-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:20-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:20-23,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:21,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:21-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:21-23,4,high
epistle_to_gospel,1Cor 4:20,Luke 17:21-24,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:13-16,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:14-16,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:14-17,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:15-16,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:15-17,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:15-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:16,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:16-17,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:16-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 18:16-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:10-11,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:10-12,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:10-13,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:11,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:11-12,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:11-13,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:11-14,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:8-11,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:9-11,4,high
epistle_to_gospel,1Cor 4:20,Luke 19:9-12,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:28-31,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:29-31,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:29-32,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:30-31,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:30-32,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:30-33,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:31,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:31-32,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:31-33,4,high
epistle_to_gospel,1Cor 4:20,Luke 21:31-34,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:15-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:16-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:16-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:17-18,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:17-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:17-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:18,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:18-19,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:18-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 22:18-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:17-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:18-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:18-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:19-20,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:19-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:19-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:20,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:20-21,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:20-22,4,high
epistle_to_gospel,1Cor 4:20,Luke 6:20-23,4,high
epistle_to_gospel,1Cor 4:20,Mark 10:11-14,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:12-14,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:12-15,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:13-14,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:13-15,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:13-16,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:14,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:14-15,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:14-16,4,low
epistle_to_gospel,1Cor 4:20,Mark 10:14-17,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:12-15,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:13-15,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:13-16,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:14-15,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:14-16,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:14-17,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:15,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:15-16,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:15-17,4,low
epistle_to_gospel,1Cor 4:20,Mark 1:15-18,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:23-26,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:24-26,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:24-27,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:25-26,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:25-27,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:25-28,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:26,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:26-27,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:26-28,4,low
epistle_to_gospel,1Cor 4:20,Mark 4:26-29,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:25-28,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:26-28,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:26-29,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:27-28,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:27-29,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:27-30,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:28,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:28-29,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:28-30,4,low
epistle_to_gospel,1Cor 4:20,Matt 12:28-31,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:40-43,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:41-43,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:41-44,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:42-43,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:42-44,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:42-45,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:43,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:43-44,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:43-45,4,low
epistle_to_gospel,1Cor 4:20,Matt 21:43-46,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:20-23,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:21-23,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:21-24,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:22-23,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:22-24,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:22-25,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:23,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:23-24,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:23-25,4,low
epistle_to_gospel,1Cor 4:5,Matt 10:23-26,4,low
epistle_to_gospel,1Cor 5:4,John 10:22-25,4,low
epistle_to_gospel,1Cor 5:4,John 10:23-25,4,low
epistle_to_gospel,1Cor 5:4,John 10:23-26,4,low
epistle_to_gospel,1Cor 5:4,John 10:24-25,4,low
epistle_to_gospel,1Cor 5:4,John 10:24-26,4,low
epistle_to_gospel,1Cor 5:4,John 10:24-27,4,low
epistle_to_gospel,1Cor 5:4,John 10:25,4,low
epistle_to_gospel,1Cor 5:4,John 10:25-26,4,low
epistle_to_gospel,1Cor 5:4,John 10:25-27,4,low
epistle_to_gospel,1Cor 5:4,John 10:25-28,4,low
epistle_to_gospel,1Cor 5:4,John 5:40-43,4,low
epistle_to_gospel,1Cor 5:4,John 5:41-43,4,low
epistle_to_gospel,1Cor 5:4,John 5:41-44,4,low
epistle_to_gospel,1Cor 5:4,John 5:42-43,4,low
epistle_to_gospel,1Cor 5:4,John 5:42-44,4,low
epistle_to_gospel,1Cor 5:4,John 5:42-45,4,low
epistle_to_gospel,1Cor 5:4,John 5:43,4,low
epistle_to_gospel,1Cor 5:4,John 5:43-44,4,low
epistle_to_gospel,1Cor 5:4,John 5:43-45,4,low
epistle_to_gospel,1Cor 5:4,John 5:43-46,4,low
epistle_to_gospel,1Cor 6:11,John 10:22-25,4,low
epistle_to_gospel,1Cor 6:11,John 10:23-25,4,low
epistle_to_gospel,1Cor 6:11,John 10:23-26,4,low
epistle_to_gospel,1Cor 6:11,John 10:24-25,4,low
epistle_to_gospel,1Cor 6:11,John 10:24-26,4,low
epistle_to_gospel,1Cor 6:11,John 10:24-27,4,low
epistle_to_gospel,1Cor 6:11,John 10:25,4,low
epistle_to_gospel,1Cor 6:11,John 10:25-26,4,low
epistle_to_gospel,1Cor 6:11,John 10:25-27,4,low
epistle_to_gospel,1Cor 6:11,John 10:25-28,4,low
epistle_to_gospel,1Cor 6:11,John 5:40-43,4,low
epistle_to_gospel,1Cor 6:11,John 5:41-43,4,low
epistle_to_gospel,1Cor 6:11,John 5:41-44,4,low
epistle_to_gospel,1Cor 6:11,John 5:42-43,4,low
epistle_to_gospel,1Cor 6:11,John 5:42-44,4,low
epistle_to_gospel,1Cor 6:11,John 5:42-45,4,low
epistle_to_gospel,1Cor 6:11,John 5:43,4,low
epistle_to_gospel,1Cor 6:11,John 5:43-44,4,low
epistle_to_gospel,1Cor 6:11,John 5:43-45,4,low
epistle_to_gospel,1Cor 6:11,John 5:43-46,4,low
epistle_to_gospel,1Cor 6:16,Mark 10:5-8,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:6-8,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:6-9,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:7-10,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:7-8,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:7-9,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:8,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:8-10,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:8-11,5,low
epistle_to_gospel,1Cor 6:16,Mark 10:8-9,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:2-5,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:3-5,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:3-6,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:4-5,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:4-6,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:4-7,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:5,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:5-6,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:5-7,5,low
epistle_to_gospel,1Cor 6:16,Matt 19:5-8,5,low
epistle_to_gospel,1Cor 6:18,Luke 11:31-34,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:32-34,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:32-35,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:33-34,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:33-35,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:33-36,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:34,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:34-35,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:34-36,4,high
epistle_to_gospel,1Cor 6:18,Luke 11:34-37,4,high
epistle_to_gospel,1Cor 6:18,Matt 6:19-22,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:20-22,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:20-23,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:21-22,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:21-23,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:21-24,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:22,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:22-23,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:22-24,4,low
epistle_to_gospel,1Cor 6:18,Matt 6:22-25,4,low
epistle_to_gospel,1Cor 7:37,Luke 12:42-45,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:43-45,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:43-46,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:44-45,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:44-46,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:44-47,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:45,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:45-46,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:45-47,4,high
epistle_to_gospel,1Cor 7:37,Luke 12:45-48,4,high
epistle_to_gospel,1Cor 7:37,Mark 11:20-23,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:21-23,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:21-24,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:22-23,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:22-24,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:22-25,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:23,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:23-24,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:23-25,4,low
epistle_to_gospel,1Cor 7:37,Mark 11:23-27,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:16-19,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:17-19,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:17-20,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:18-19,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:18-20,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:18-21,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:19,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:19-20,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:19-21,4,low
epistle_to_gospel,1Cor 7:37,Matt 13:19-22,4,low
epistle_to_gospel,1Cor 7:37,Matt 24:45-48,4,low
epistle_to_gospel,1Cor 7:37,Matt 24:46-48,4,low
epistle_to_gospel,1Cor 7:37,Matt 24:46-49,4,low
epistle_to_gospel,1Cor 7:37,Matt 24:47-48,4,low
epistle_to_gospel,1Cor 7:37,Matt 24:47-49,4,low
epistle_to_gospel,1Cor 7:37,Matt 24:47-50,4,low
