source_book,source_ref,source_idx,target_book,target_ref,target_idx,source_token_count,target_token_count,score,token_jaccard,stem_jaccard,bigram_dice,trigram_dice,weighted_jaccard,lcs_len,lcs_ratio,max_exact_run_len,max_exact_run,shared_content_token_count,shared_content_tokens,source_text_critical_status,lemma_jaccard,lemma_bigram_dice,lemma_trigram_dice,lemma_lcs_len,lemma_lcs_ratio,lemma_max_exact_run_len,lemma_max_exact_run,lemma_shared_content_token_count,lemma_shared_content_tokens,lemma_score,lemma_minus_surface_score
Mark,Mark 10:15,385,Luke,Luke 18:17,811,10,10,1.0,1.0,1.0,1.0,1.0,1.0,10,1.0,10,αμην λεγω οσ δεξηται βασιλειαν ωσ παιδιον εισελθη εισ αυτην,10,αμην αυτην βασιλειαν δεξηται εισ εισελθη λεγω οσ παιδιον ωσ,main_text,1.0,1.0,1.0,9,1.0,9,λεγω μη δεχομαι βασιλεια θεοσ παιδιον ου μη εισερχομαι,8,βασιλεια δεχομαι εισερχομαι θεοσ λεγω μη ου παιδιον,1.0,0.0
Mark,Mark 13:31,529,Luke,Luke 21:33,965,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,1.0,5,ουρανοσ γη παρελευσονται λογοι παρελευσονται,4,γη λογοι ουρανοσ παρελευσονται,main_text,1.0,1.0,1.0,7,1.0,7,ουρανοσ γη παρερχομαι λογοσ ου μη παρερχομαι,6,γη λογοσ μη ου ουρανοσ παρερχομαι,1.0,0.0
Mark,Mark 12:40,494,Luke,Luke 20:47,932,11,11,0.6735,0.6923,0.6923,0.7,0.5556,0.6561,9,0.8182,5,τασ οικιασ χηρων προφασει μακρα,9,κριμα λημψονται μακρα οικιασ ουτοι περισσοτερον προφασει τασ χηρων,main_text,1.0,1.0,1.0,9,1.0,9,κατεσθιω οικια χηρα προφασισ μακροσ προσευχομαι λαμβανω περισσοτεροσ κριμα,9,κατεσθιω κριμα λαμβανω μακροσ οικια περισσοτεροσ προσευχομαι προφασισ χηρα,1.0,0.3265
Mark,Mark 13:30,528,Luke,Luke 21:32,964,7,6,0.6264,0.625,0.625,0.5455,0.4444,0.6232,5,0.8333,4,αμην λεγω παρελθη γενεα,5,αμην γενεα γενηται λεγω παρελθη,main_text,1.0,1.0,1.0,7,1.0,7,λεγω ου μη παρερχομαι γενεα πασ γινομαι,7,γενεα γινομαι λεγω μη ου παρερχομαι πασ,1.0,0.3736
Mark,Mark 1:24,24,Luke,Luke 4:34,204,8,9,0.9274,0.8889,0.8889,0.9333,0.9231,0.8581,8,1.0,8,ιησου ναζαρηνε ηλθεσ απολεσαι ημασ οιδα τισ αγιοσ,8,αγιοσ απολεσαι ηλθεσ ημασ ιησου ναζαρηνε οιδα τισ,main_text,0.8889,0.9333,0.9231,8,1.0,8,ιησουσ ναζαρηνοσ ερχομαι απολλυμι οιδα ειμι αγιοσ θεοσ,8,αγιοσ απολλυμι ειμι ερχομαι θεοσ ιησουσ ναζαρηνοσ οιδα,0.9232,-0.0042
Mark,Mark 10:18,388,Luke,Luke 18:19,813,8,8,0.8658,1.0,1.0,0.7143,0.6667,1.0,7,0.875,6,λεγεισ αγαθον ουδεισ αγαθοσ εισ θεοσ,8,αγαθον αγαθοσ αυτω εισ θεοσ ιησουσ λεγεισ ουδεισ,main_text,1.0,0.875,0.7143,8,0.8889,7,λεγω αγαθοσ ουδεισ αγαθοσ μη εισ θεοσ,7,αγαθοσ εισ θεοσ ιησουσ λεγω μη ουδεισ,0.921,0.0552
Mark,Mark 13:26,524,Luke,Luke 21:27,959,8,8,0.663,0.7778,1.0,0.4286,0.3333,0.7397,6,0.75,4,οψονται υιον ανθρωπου ερχομενον,7,ανθρωπου δοξησ δυναμεωσ ερχομενον οψονται πολλησ υιον,main_text,1.0,0.75,0.7143,8,0.8889,7,τοτε οραω υιοσ ανθρωποσ ερχομαι νεφελη δυναμισ,9,ανθρωποσ δοξα δυναμισ ερχομαι νεφελη οραω πολυσ τοτε υιοσ,0.8985,0.2355
Mark,Mark 11:30,451,Luke,Luke 20:4,889,5,4,0.8589,0.8,0.8,0.8571,0.8,0.7489,4,1.0,4,βαπτισμα ιωαννου ουρανου ανθρωπων,4,ανθρωπων βαπτισμα ιωαννου ουρανου,main_text,0.8333,0.8889,0.8571,5,1.0,5,βαπτισμα ιωαννησ ουρανοσ ειμι ανθρωποσ,5,ανθρωποσ βαπτισμα ειμι ιωαννησ ουρανοσ,0.8795,0.0206
Mark,Mark 10:19,389,Luke,Luke 18:20,814,11,10,0.7019,0.9091,0.9091,0.5263,0.2353,0.8902,9,0.9,3,τασ εντολασ οιδασ,10,εντολασ κλεψησ μητερα μοιχευσησ οιδασ πατερα τασ τιμα φονευσησ ψευδομαρτυρησησ,main_text,0.9091,0.8462,0.5,11,0.8462,4,μη κλεπτω μη ψευδομαρτυρεω,10,εντολη κλεπτω μη μητηρ μοιχευω οιδα πατηρ τιμαω φονευω ψευδομαρτυρεω,0.8361,0.1342
Mark,Mark 8:35,319,Luke,Luke 9:24,432,14,14,0.7043,0.75,0.75,0.6923,0.5,0.7452,12,0.8571,7,οσ θελη ψυχην σωσαι απολεσει αυτην οσ,9,απολεσει αυτην εμου ενεκεν θελη οσ σωσαι σωσει ψυχην,main_text,0.8,0.7692,0.7273,7,1.0,6,θελω ψυχη σωζω απολλυμι απολλυμι ψυχη,4,απολλυμι θελω σωζω ψυχη,0.8257,0.1214
Mark,Mark 14:15,550,Luke,Luke 22:12,982,8,7,0.6457,0.6667,0.6667,0.6154,0.3636,0.678,6,0.8571,4,δειξει αναγαιον μεγα εστρωμενον,6,αναγαιον δειξει εκει εστρωμενον ετοιμασατε μεγα,main_text,0.8571,0.7273,0.4444,6,1.0,4,δεικνυμι αναγαιον μεγασ στρωννυμι,6,αναγαιον δεικνυμι εκει ετοιμαζω μεγασ στρωννυμι,0.8128,0.1671
Mark,Mark 2:24,69,Luke,Luke 6:2,255,8,7,0.2149,0.25,0.25,0.1538,0.0,0.2533,2,0.2857,2,τοισ σαββασιν,3,εξεστιν σαββασιν τοισ,main_text,1.0,0.6,0.25,5,0.8333,3,φαρισαιοσ λεγω ποιεω,6,εξεστιν λεγω ου ποιεω σαββατον φαρισαιοσ,0.8047,0.5898
Mark,Mark 10:14,384,Luke,Luke 18:16,810,13,12,0.7259,0.7143,0.7143,0.6957,0.6667,0.6875,10,0.8333,9,αφετε παιδια ερχεσθαι προσ κωλυετε αυτα τοιουτων εστιν βασιλεια,10,αυτα αφετε βασιλεια ερχεσθαι εστιν ιησουσ κωλυετε παιδια προσ τοιουτων,main_text,0.7692,0.7619,0.7368,10,0.9091,9,λεγω αφιημι παιδιον ερχομαι μη κωλυω ειμι βασιλεια θεοσ,10,αφιημι βασιλεια ειμι ερχομαι θεοσ ιησουσ κωλυω λεγω μη παιδιον,0.7984,0.0725
Mark,Mark 6:41,233,Luke,Luke 9:16,424,24,18,0.6574,0.6667,0.6667,0.6,0.5263,0.6408,15,0.8333,11,λαβων τουσ πεντε αρτουσ τουσ δυο ιχθυασ αναβλεψασ εισ ουρανον ευλογησεν,14,αναβλεψασ αρτουσ δυο εδιδου εισ ευλογησεν ιχθυασ κατεκλασεν λαβων μαθηταισ ουρανον πεντε τοισ τουσ,main_text,0.8,0.7143,0.6154,12,0.9231,9,λαμβανω πεντε αρτοσ δυο ιχθυσ αναβλεπω ουρανοσ ευλογεω κατακλαω,12,αναβλεπω αρτοσ διδωμι δυο ευλογεω ιχθυσ κατακλαω λαμβανω μαθητησ ουρανοσ παρατιθημι πεντε,0.7927,0.1353
Mark,Mark 13:29,527,Luke,Luke 21:31,963,10,10,0.8569,0.8182,0.8182,0.8889,0.875,0.7876,9,0.9,9,ουτωσ υμεισ οταν ιδητε ταυτα γινομενα γινωσκετε εγγυσ εστιν,9,γινομενα γινωσκετε εγγυσ εστιν ιδητε οταν ουτωσ ταυτα υμεισ,main_text,0.7,0.8,0.7692,7,0.875,7,ουτωσ και οραω γινομαι γινωσκω εγγυσ ειμι,7,γινομαι γινωσκω εγγυσ ειμι και οραω ουτωσ,0.7691,-0.0878
Mark,Mark 14:14,549,Luke,Luke 22:11,981,12,12,0.6555,0.6429,0.6429,0.6364,0.6,0.6378,9,0.75,8,διδασκαλοσ που εστιν καταλυμα οπου πασχα μαθητων φαγω,9,διδασκαλοσ εστιν καταλυμα μαθητων οικοδεσποτη οπου πασχα που φαγω,main_text,0.8333,0.6364,0.5,10,0.8333,7,που ειμι καταλυμα οπου πασχα μαθητησ εσθιω,10,διδασκαλοσ ειμι εσθιω καταλυμα λεγω μαθητησ οικοδεσποτησ οπου πασχα που,0.7655,0.11
Mark,Mark 15:33,639,Luke,Luke 23:44,1084,11,12,0.6525,0.5714,0.6923,0.6667,0.6316,0.5497,8,0.7273,8,σκοτοσ εγενετο εφ ολην γην εωσ ωρασ ενατησ,8,γην εγενετο ενατησ εφ εωσ ολην σκοτοσ ωρασ,main_text,0.7,0.7778,0.75,8,0.8889,8,ωρα εκτοσ σκοτοσ γινομαι ολοσ γη ωρα ενατοσ,7,γη γινομαι εκτοσ ενατοσ ολοσ σκοτοσ ωρα,0.7578,0.1053
Mark,Mark 2:20,65,Luke,Luke 5:35,249,9,10,0.714,0.5833,0.9,0.7059,0.6667,0.6167,7,0.7778,7,ελευσονται ημεραι οταν απαρθη απ νυμφιοσ νηστευσουσιν,7,απ απαρθη ελευσονται ημεραι νηστευσουσιν νυμφιοσ οταν,main_text,0.75,0.7143,0.5,7,0.875,5,απαιρω νυμφιοσ τοτε νηστευω ημερα,6,απαιρω ερχομαι ημερα νηστευω νυμφιοσ τοτε,0.7493,0.0353
Mark,Mark 8:36,320,Luke,Luke 9:25,433,7,8,0.1847,0.1538,0.25,0.1538,0.0,0.1307,2,0.2857,2,κοσμον ολον,2,κοσμον ολον,main_text,0.75,0.6667,0.6,6,0.8571,5,ωφελεω ανθρωποσ κερδαινω κοσμοσ ολοσ,6,ανθρωποσ ζημιοω κερδαινω κοσμοσ ολοσ ωφελεω,0.7491,0.5644
Mark,Mark 1:3,3,Luke,Luke 3:4,136,9,15,0.7358,0.6,0.6,0.7273,0.7,0.6066,9,1.0,9,φωνη βοωντοσ ερημω ετοιμασατε οδον ευθειασ ποιειτε τασ τριβουσ,9,βοωντοσ ερημω ετοιμασατε ευθειασ οδον ποιειτε τασ τριβουσ φωνη,main_text,0.6429,0.7619,0.7368,9,1.0,9,φωνη βοαω ερημοσ ετοιμαζω οδοσ κυριοσ ευθυσ ποιεω τριβοσ,9,βοαω ερημοσ ετοιμαζω ευθυσ κυριοσ οδοσ ποιεω τριβοσ φωνη,0.747,0.0112
Mark,Mark 11:31,452,Luke,Luke 20:5,890,10,9,0.7769,0.8,0.8,0.8235,0.6667,0.7327,8,0.8889,5,ειπωμεν ουρανου ερει επιστευσατε αυτω,8,αυτω εαυτουσ ειπωμεν επιστευσατε ερει λεγοντεσ ουρανου προσ,main_text,0.6667,0.7692,0.7273,6,0.8571,6,λεγω λεγω ουρανοσ λεγω ου πιστευω,4,λεγω ου ουρανοσ πιστευω,0.7438,-0.0331
Mark,Mark 12:30,484,Luke,Luke 10:27,497,15,16,0.3683,0.3529,0.4375,0.3448,0.2963,0.3175,6,0.4,6,αγαπησεισ κυριον θεον ολησ τησ καρδιασ,6,αγαπησεισ θεον καρδιασ κυριον ολησ τησ,main_text,0.7273,0.7826,0.5714,9,0.8182,8,αγαπαω κυριοσ θεοσ ολοσ καρδια ολοσ ψυχη ολοσ,8,αγαπαω διανοια θεοσ ισχυσ καρδια κυριοσ ολοσ ψυχη,0.7367,0.3684
Mark,Mark 12:20,474,Luke,Luke 20:29,914,9,8,0.4402,0.4167,0.4167,0.4,0.3077,0.3808,5,0.625,4,επτα αδελφοι ησαν πρωτοσ,5,αδελφοι γυναικα επτα ησαν πρωτοσ,main_text,0.6364,0.75,0.7143,7,0.875,7,επτα αδελφοσ ειμι πρωτοσ λαμβανω γυνη αποθνησκω,7,αδελφοσ αποθνησκω γυνη ειμι επτα λαμβανω πρωτοσ,0.7203,0.2801
Mark,Mark 11:33,454,Luke,Luke 20:8,893,12,8,0.7875,0.6667,0.7273,0.7778,0.75,0.6246,8,1.0,8,ιησουσ αυτοισ ουδε λεγω ποια εξουσια ταυτα ποιω,8,αυτοισ εξουσια ιησουσ λεγω ουδε ποια ποιω ταυτα,main_text,0.625,0.6667,0.6154,6,1.0,6,ιησουσ λεγω ουδε λεγω εξουσια ποιεω,5,εξουσια ιησουσ λεγω ουδε ποιεω,0.7063,-0.0812
Mark,Mark 2:9,54,Luke,Luke 5:23,237,11,8,0.5334,0.5455,0.5455,0.4706,0.2667,0.5131,7,0.875,3,εστιν ευκοπωτερον ειπειν,6,αμαρτιαι εγειρε ειπειν εστιν ευκοπωτερον περιπατει,main_text,0.7,0.5882,0.4,8,1.0,4,αφιημι αμαρτια λεγω εγειρω,7,αμαρτια αφιημι εγειρω ειμι ευκοπωτεροσ λεγω περιπατεω,0.7039,0.1705
Mark,Mark 11:1,423,Luke,Luke 19:29,866,13,13,0.4515,0.4706,0.4706,0.4167,0.2727,0.4386,8,0.6154,5,εισ βηθφαγη βηθανιαν προσ οροσ,8,βηθανιαν βηθφαγη δυο εισ ελαιων μαθητων οροσ προσ,main_text,0.7273,0.5882,0.4,8,0.8889,4,ελαια αποστελλω δυο μαθητησ,8,αποστελλω βηθανια βηθφαγη δυο εγγιζω ελαια μαθητησ οροσ,0.7026,0.2511
Mark,Mark 8:38,322,Luke,Luke 9:26,434,18,15,0.689,0.7368,0.7222,0.6452,0.5517,0.7118,13,0.8667,7,υιοσ ανθρωπου επαισχυνθησεται οταν ελθη δοξη πατροσ,14,αγγελων αγιων ανθρωπου δοξη ελθη εμουσ επαισχυνθη επαισχυνθησεται λογουσ οσ οταν πατροσ τουσ υιοσ,main_text,0.7143,0.5833,0.4545,10,0.9091,6,υιοσ ανθρωποσ επαισχυνομαι ερχομαι δοξα πατηρ,10,αγγελοσ αγιοσ ανθρωποσ δοξα εμοσ επαισχυνομαι ερχομαι λογοσ πατηρ υιοσ,0.6985,0.0095
Mark,Mark 1:44,44,Luke,Luke 5:14,228,17,18,0.4985,0.5909,0.5909,0.3636,0.2581,0.5659,12,0.7059,5,προσεταξεν μωυσησ εισ μαρτυριον αυτοισ,13,αλλα αυτοισ αυτω δειξον εισ ιερει καθαρισμου μαρτυριον μηδενι μωυσησ προσενεγκε προσεταξεν σεαυτον,main_text,0.6923,0.6364,0.5,9,0.8182,7,δεικνυμι ιερευσ προσφερω καθαρισμοσ προστασσω μωυσησ μαρτυριον,9,δεικνυμι ιερευσ καθαρισμοσ λεγω μαρτυριον μηδεισ μωυσησ προστασσω προσφερω,0.6969,0.1984
Mark,Mark 10:48,418,Luke,Luke 18:39,833,10,11,0.6293,0.6154,0.6154,0.6316,0.4706,0.596,8,0.8,6,πολλω μαλλον εκραζεν υιε δαυιδ ελεησον,8,αυτω δαυιδ εκραζεν ελεησον επετιμων μαλλον πολλω υιε,main_text,0.7,0.625,0.5714,7,0.7778,6,πολυσ μαλλον κραζω υιοσ δαυιδ ελεαω,7,δαυιδ ελεαω επιτιμαω κραζω μαλλον πολυσ υιοσ,0.6944,0.0651
Mark,Mark 1:2,2,Luke,Luke 7:27,329,12,12,0.6372,0.6,0.6,0.6364,0.6,0.6151,9,0.75,8,ιδου αποστελλω αγγελον προ προσωπου οσ κατασκευασει οδον,9,αγγελον αποστελλω γεγραπται ιδου κατασκευασει οδον οσ προ προσωπου,main_text,0.6667,0.6154,0.5455,6,0.8571,5,αποστελλω αγγελοσ προσωπον κατασκευαζω οδοσ,6,αγγελοσ αποστελλω γραφω κατασκευαζω οδοσ προσωπον,0.6893,0.0521
Mark,Mark 1:41,41,Luke,Luke 5:13,227,7,10,0.4346,0.4167,0.4167,0.4,0.1538,0.4511,5,0.7143,3,εκτεινασ χειρα ηψατο,5,εκτεινασ ηψατο θελω καθαρισθητι χειρα,main_text,0.6,0.7143,0.6667,6,0.8571,6,εκτεινω χειρ απτω λεγω θελω καθαριζω,6,απτω εκτεινω θελω καθαριζω λεγω χειρ,0.6867,0.2521
Mark,Mark 9:1,323,Luke,Luke 9:27,435,15,10,0.5535,0.5625,0.5625,0.4348,0.2857,0.5589,9,0.9,5,γευσωνται θανατου εωσ ιδωσιν βασιλειαν,9,βασιλειαν γευσωνται εισιν εστηκοτων εωσ θανατου ιδωσιν λεγω τινεσ,main_text,0.6667,0.5833,0.5455,10,0.8333,8,ιστημι ου μη γευομαι θανατοσ οραω βασιλεια θεοσ,10,βασιλεια γευομαι ειμι θανατοσ θεοσ ιστημι λεγω μη οραω ου,0.6807,0.1272
Mark,Mark 11:28,449,Luke,Luke 20:2,887,12,12,0.4429,0.4375,0.4,0.4545,0.3,0.4684,7,0.5833,5,ποια εξουσια ταυτα ποιεισ τισ,7,εξουσια εξουσιαν ποια ποιεισ ταυτα ταυτην τισ,main_text,0.8,0.5,0.2,5,0.8333,3,λεγω εξουσια ποιεω,4,διδωμι εξουσια λεγω ποιεω,0.6807,0.2378
Mark,Mark 5:35,184,Luke,Luke 8:49,401,10,10,0.2786,0.3571,0.3571,0.1111,0.0,0.3713,5,0.5,2,ετι λαλουντοσ,5,αρχισυναγωγου διδασκαλον ετι θυγατηρ λαλουντοσ,main_text,0.7273,0.5556,0.375,8,0.8,5,ετι λαλεω ερχομαι αρχισυναγωγοσ λεγω,8,αρχισυναγωγοσ διδασκαλοσ ερχομαι ετι θυγατηρ λαλεω λεγω σκυλλω,0.6759,0.3973
Mark,Mark 13:13,511,Luke,Luke 21:17,949,8,3,0.5382,0.375,0.375,0.4444,0.2857,0.4138,3,1.0,3,εσεσθε μισουμενοι ονομα,3,εσεσθε μισουμενοι ονομα,main_text,0.5714,0.6667,0.5714,4,1.0,4,ειμι μισεω πασ ονομα,4,ειμι μισεω ονομα πασ,0.6743,0.1361
Mark,Mark 8:31,315,Luke,Luke 9:22,430,16,14,0.5942,0.5,0.5,0.6429,0.6154,0.51,10,0.7143,10,δει υιον ανθρωπου πολλα παθειν αποδοκιμασθηναι πρεσβυτερων αρχιερεων γραμματεων αποκτανθηναι,10,ανθρωπου αποδοκιμασθηναι αποκτανθηναι αρχιερεων γραμματεων δει παθειν πολλα πρεσβυτερων υιον,main_text,0.6111,0.6667,0.64,11,0.7857,10,δεω υιοσ ανθρωποσ πολυσ πασχω αποδοκιμαζω πρεσβυτεροσ αρχιερευσ γραμματευσ αποκτεινω,11,ανθρωποσ αποδοκιμαζω αποκτεινω αρχιερευσ γραμματευσ δεω ημερα πασχω πολυσ πρεσβυτεροσ υιοσ,0.6717,0.0775
Mark,Mark 9:38,360,Luke,Luke 9:49,457,10,10,0.4611,0.4286,0.4286,0.4444,0.375,0.4661,6,0.6,5,ειδομεν ονοματι εκβαλλοντα δαιμονια εκωλυομεν,6,δαιμονια ειδομεν εκβαλλοντα εκωλυομεν ιωαννησ ονοματι,main_text,0.6154,0.6316,0.5882,8,0.8,7,οραω ονομα εκβαλλω δαιμονιον κωλυω ου ακολουθεω,8,ακολουθεω δαιμονιον εκβαλλω ιωαννησ κωλυω ονομα οραω ου,0.6632,0.2021
Mark,Mark 12:43,497,Luke,Luke 21:3,935,13,6,0.5052,0.3571,0.3571,0.4706,0.4,0.3986,5,0.8333,5,λεγω χηρα πτωχη πλειον εβαλεν,5,εβαλεν λεγω πλειον πτωχη χηρα,main_text,0.6,0.5882,0.5333,7,0.875,6,λεγω χηρα πτωχοσ πολυσ πασ βαλλω,6,βαλλω λεγω πασ πολυσ πτωχοσ χηρα,0.6515,0.1463
Mark,Mark 10:23,393,Luke,Luke 18:24,818,11,9,0.5851,0.5385,0.5385,0.5556,0.5,0.5048,7,0.7778,6,πωσ δυσκολωσ χρηματα εχοντεσ εισ βασιλειαν,7,βασιλειαν δυσκολωσ εισ εχοντεσ ιησουσ πωσ χρηματα,main_text,0.6154,0.6316,0.4706,8,0.8,6,πωσ δυσκολωσ χρημα εχω βασιλεια θεοσ,8,βασιλεια δυσκολωσ εχω θεοσ ιησουσ λεγω πωσ χρημα,0.649,0.0639
Mark,Mark 5:14,163,Luke,Luke 8:34,386,13,10,0.6361,0.6154,0.6154,0.5714,0.5263,0.661,8,0.8,7,εφυγον απηγγειλαν εισ πολιν εισ τουσ αγρουσ,8,αγρουσ απηγγειλαν βοσκοντεσ γεγονοσ εισ εφυγον πολιν τουσ,main_text,0.7778,0.4286,0.3333,5,0.7143,4,φευγω απαγγελλω πολισ αγροσ,7,αγροσ απαγγελλω βοσκω γινομαι οραω πολισ φευγω,0.6489,0.0128
Mark,Mark 8:30,314,Luke,Luke 9:21,429,4,6,0.2098,0.25,0.25,0.0,0.0,0.1968,2,0.5,1,αυτοισ,2,αυτοισ μηδενι,main_text,0.75,0.4,0.0,3,1.0,2,μηδεισ λεγω,3,επιτιμαω λεγω μηδεισ,0.647,0.4372
Mark,Mark 2:22,67,Luke,Luke 5:37,251,20,17,0.5246,0.5789,0.5556,0.4571,0.303,0.5543,12,0.7059,7,ουδεισ βαλλει οινον νεον εισ ασκουσ παλαιουσ,11,ασκοι ασκουσ βαλλει εισ νεον οινον οινοσ ουδεισ παλαιουσ ρηξει τουσ,main_text,0.6667,0.5517,0.3704,10,0.7143,6,ουδεισ βαλλω οινοσ νεοσ ασκοσ παλαιοσ,8,απολλυμι ασκοσ βαλλω νεοσ οινοσ ουδεισ παλαιοσ ρηγνυμι,0.6333,0.1087
Mark,Mark 8:28,312,Luke,Luke 9:19,427,10,11,0.4221,0.3571,0.3571,0.4211,0.3529,0.3938,6,0.6,5,ιωαννην βαπτιστην αλλοι ηλιαν αλλοι,5,αλλοι βαπτιστην ειπαν ηλιαν ιωαννην,main_text,0.6,0.5882,0.5333,7,0.7778,6,λεγω ιωαννησ βαπτιστησ αλλοσ ηλιασ αλλοσ,6,αλλοσ βαπτιστησ ηλιασ ιωαννησ λεγω προφητησ,0.6321,0.21
Mark,Mark 11:2,424,Luke,Luke 19:30,867,19,15,0.4951,0.5714,0.5714,0.375,0.2,0.5644,11,0.7333,5,ευρησετε πωλον δεδεμενον εφ ουδεισ,12,ανθρωπων δεδεμενον εισ εισπορευομενοι εκαθισεν ευρησετε εφ κατεναντι κωμην ουδεισ πωλον υπαγετε,main_text,0.6471,0.5385,0.3333,11,0.7857,5,εισπορευομαι ευρισκω πωλοσ δεω ουδεισ,11,ανθρωποσ δεω εισπορευομαι ευρισκω καθιζω κωμη λεγω λυω ουδεισ πωλοσ υπαγω,0.6315,0.1364
Mark,Mark 3:4,77,Luke,Luke 6:9,262,10,12,0.3324,0.2941,0.2941,0.3,0.2222,0.3509,5,0.5,4,αγαθοποιησαι κακοποιησαι ψυχην σωσαι,5,αγαθοποιησαι εξεστιν κακοποιησαι σωσαι ψυχην,main_text,0.5833,0.5882,0.5333,7,0.7778,6,εξεστιν σαββατον αγαθοποιεω κακοποιεω ψυχη σωζω,7,αγαθοποιεω εξεστιν κακοποιεω λεγω σαββατον σωζω ψυχη,0.6288,0.2964
Mark,Mark 3:22,95,Luke,Luke 11:15,527,10,6,0.5086,0.4545,0.4,0.4286,0.3333,0.4858,5,0.8333,4,αρχοντι δαιμονιων εκβαλλει δαιμονια,5,αρχοντι βεελζεβουλ δαιμονια δαιμονιων εκβαλλει,main_text,0.5556,0.5714,0.3333,6,1.0,4,αρχων δαιμονιον εκβαλλω δαιμονιον,5,αρχων βεελζεβουλ δαιμονιον εκβαλλω λεγω,0.6206,0.112
Mark,Mark 5:7,156,Luke,Luke 8:28,380,10,12,0.5188,0.4667,0.4667,0.5,0.4444,0.4538,7,0.7,6,φωνη μεγαλη εμοι ιησου υιε υψιστου,7,βασανισησ εμοι ιησου μεγαλη υιε υψιστου φωνη,main_text,0.6,0.5833,0.4545,9,0.75,7,φωνη μεγασ λεγω ιησουσ υιοσ θεοσ υψιστοσ,9,βασανιζω θεοσ ιησουσ λεγω μεγασ μη υιοσ υψιστοσ φωνη,0.6188,0.1
Mark,Mark 12:17,471,Luke,Luke 20:25,910,9,7,0.2758,0.3333,0.3333,0.1429,0.0,0.4204,3,0.4286,2,καισαρι θεω,4,αποδοτε θεω καισαρι καισαροσ,main_text,0.6667,0.5,0.2,5,0.8333,3,καισαρ θεοσ θεοσ,4,αποδιδωμι θεοσ καισαρ λεγω,0.614,0.3382
Mark,Mark 4:22,130,Luke,Luke 8:17,369,10,10,0.4154,0.5833,0.5833,0.2222,0.0,0.5521,6,0.6,2,εστιν κρυπτον,7,αποκρυφον εισ ελθη εστιν κρυπτον ουδε φανερον,main_text,0.8,0.3158,0.1176,6,0.6667,3,ου ειμι κρυπτοσ,8,αποκρυφοσ γινομαι ειμι ερχομαι κρυπτοσ μη ου φανεροσ,0.6132,0.1978
Mark,Mark 1:25,25,Luke,Luke 4:35,205,5,14,0.5558,0.3846,0.3846,0.4706,0.4,0.3568,5,1.0,5,επετιμησεν αυτω ιησουσ φιμωθητι εξελθε,5,αυτω εξελθε επετιμησεν ιησουσ φιμωθητι,main_text,0.5,0.5714,0.5,5,1.0,5,επιτιμαω ιησουσ λεγω φιμοω εξερχομαι,5,εξερχομαι επιτιμαω ιησουσ λεγω φιμοω,0.6129,0.0571
Mark,Mark 15:2,609,Luke,Luke 23:3,1044,7,8,0.6114,0.6667,0.6667,0.4615,0.3636,0.6078,6,0.8571,4,βασιλευσ ιουδαιων αποκριθεισ αυτω,6,αποκριθεισ αυτω βασιλευσ ιουδαιων λεγεισ πιλατοσ,main_text,0.6667,0.4,0.3077,6,0.75,4,ειμι βασιλευσ ιουδαιοσ αποκρινομαι,6,αποκρινομαι βασιλευσ ειμι ιουδαιοσ λεγω πιλατοσ,0.6006,-0.0108
Mark,Mark 12:19,473,Luke,Luke 20:28,913,16,17,0.6186,0.6111,0.6111,0.6452,0.5517,0.6123,13,0.8125,6,διδασκαλε μωυσησ εγραψεν τινοσ αδελφοσ αποθανη,11,αδελφοσ αδελφω αποθανη γυναικα διδασκαλε εγραψεν εξαναστηση λαβη μωυσησ σπερμα τινοσ,main_text,0.5294,0.6,0.5,12,0.75,6,λαμβανω αδελφοσ γυνη εξανιστημι σπερμα αδελφοσ,9,αδελφοσ αποθνησκω γραφω γυνη διδασκαλοσ εξανιστημι λαμβανω μωυσησ σπερμα,0.599,-0.0196
Mark,Mark 11:17,439,Luke,Luke 19:46,883,14,10,0.4422,0.4667,0.4667,0.3636,0.1,0.4568,8,0.8,3,οικοσ οικοσ προσευχησ,7,αυτοισ γεγραπται ληστων οικοσ προσευχησ σπηλαιον υμεισ,main_text,0.5833,0.5263,0.2353,8,0.8889,3,οικοσ οικοσ προσευχη,7,γραφω λεγω ληστησ οικοσ ποιεω προσευχη σπηλαιον,0.5977,0.1555
Mark,Mark 6:10,202,Luke,Luke 9:4,412,10,7,0.4342,0.5455,0.5455,0.2667,0.0,0.5396,5,0.7143,2,εισ οικιαν,6,εισ εισελθητε εκει εκειθεν μενετε οικιαν,main_text,0.8571,0.1818,0.0,4,0.6667,2,εκει μενω,6,εισερχομαι εκει εκειθεν εξερχομαι μενω οικια,0.5946,0.1604
Mark,Mark 2:26,71,Luke,Luke 6:4,257,20,19,0.5167,0.6087,0.6087,0.4865,0.2286,0.5878,13,0.6842,4,τουσ αρτουσ τησ προθεσεωσ,14,αρτουσ εδωκεν εισ εισηλθεν εξεστιν εφαγεν ιερεισ οικον ουσ προθεσεωσ τησ τοισ τουσ φαγειν,main_text,0.6471,0.4286,0.2308,11,0.7857,4,ου εξεστιν εσθιω μη,11,αρτοσ διδωμι εισερχομαι εξεστιν εσθιω θεοσ ιερευσ μη οικοσ ου προθεσισ,0.5941,0.0774
