rank_in_chain	mark_ref	matt_ref	score	op_index	op	mark_segment	matt_segment
337	Mark 14:61	Matt 26:63	0.481808	10	replace	ευλογητου	θεου
338	Mark 14:62	Matt 26:64	0.585256	1	insert		λεγει αυτω
338	Mark 14:62	Matt 26:64	0.585256	2	equal	ο	ο
338	Mark 14:62	Matt 26:64	0.585256	3	delete	δε	
338	Mark 14:62	Matt 26:64	0.585256	4	equal	ιησουσ	ιησουσ
338	Mark 14:62	Matt 26:64	0.585256	5	replace	ειπεν εγω ειμι και	συ ειπασ πλην λεγω υμιν απ αρτι
338	Mark 14:62	Matt 26:64	0.585256	6	equal	οψεσθε τον υιον του ανθρωπου	οψεσθε τον υιον του ανθρωπου
338	Mark 14:62	Matt 26:64	0.585256	7	insert		καθημενον
338	Mark 14:62	Matt 26:64	0.585256	8	equal	εκ δεξιων	εκ δεξιων
338	Mark 14:62	Matt 26:64	0.585256	9	delete	καθημενον	
338	Mark 14:62	Matt 26:64	0.585256	10	equal	τησ δυναμεωσ και ερχομενον	τησ δυναμεωσ και ερχομενον
338	Mark 14:62	Matt 26:64	0.585256	11	replace	μετα	επι
338	Mark 14:62	Matt 26:64	0.585256	12	equal	των νεφελων του ουρανου	των νεφελων του ουρανου
339	Mark 14:63	Matt 26:65	0.526199	1	insert		τοτε
339	Mark 14:63	Matt 26:65	0.526199	2	equal	ο	ο
339	Mark 14:63	Matt 26:65	0.526199	3	delete	δε	
339	Mark 14:63	Matt 26:65	0.526199	4	equal	αρχιερευσ	αρχιερευσ
339	Mark 14:63	Matt 26:65	0.526199	5	replace	διαρρηξασ τουσ χιτωνασ	διερρηξεν τα ιματια
339	Mark 14:63	Matt 26:65	0.526199	6	equal	αυτου	αυτου
339	Mark 14:63	Matt 26:65	0.526199	7	replace	λεγει	λεγων εβλασφημησεν
339	Mark 14:63	Matt 26:65	0.526199	8	equal	τι ετι χρειαν εχομεν μαρτυρων	τι ετι χρειαν εχομεν μαρτυρων
339	Mark 14:63	Matt 26:65	0.526199	9	insert		ιδε νυν ηκουσατε την βλασφημιαν
340	Mark 14:64	Matt 26:66	0.410916	1	delete	ηκουσατε τησ βλασφημιασ	
340	Mark 14:64	Matt 26:66	0.410916	2	equal	τι υμιν	τι υμιν
340	Mark 14:64	Matt 26:66	0.410916	3	replace	φαινεται	δοκει
340	Mark 14:64	Matt 26:66	0.410916	4	equal	οι δε	οι δε
340	Mark 14:64	Matt 26:66	0.410916	5	replace	παντεσ κατεκριναν αυτον ενοχον ειναι	αποκριθεντεσ ειπαν ενοχοσ
340	Mark 14:64	Matt 26:66	0.410916	6	equal	θανατου	θανατου
340	Mark 14:64	Matt 26:66	0.410916	7	insert		εστιν
341	Mark 14:65	Matt 26:67	0.321707	1	replace	και ηρξαντο τινεσ εμπτυειν αυτω και περικαλυπτειν αυτου	τοτε ενεπτυσαν εισ
341	Mark 14:65	Matt 26:67	0.321707	2	equal	το προσωπον	το προσωπον
341	Mark 14:65	Matt 26:67	0.321707	3	insert		αυτου
341	Mark 14:65	Matt 26:67	0.321707	4	equal	και	και
341	Mark 14:65	Matt 26:67	0.321707	5	replace	κολαφιζειν	εκολαφισαν
341	Mark 14:65	Matt 26:67	0.321707	6	equal	αυτον	αυτον
341	Mark 14:65	Matt 26:67	0.321707	7	delete	και λεγειν αυτω προφητευσον και	
341	Mark 14:65	Matt 26:67	0.321707	8	equal	οι	οι
341	Mark 14:65	Matt 26:67	0.321707	9	replace	υπηρεται ραπισμασιν αυτον ελαβον	δε εραπισαν
342	Mark 14:66	Matt 26:69	0.353177	1	replace	και οντοσ του πετρου κατω	ο δε πετροσ εκαθητο εξω
342	Mark 14:66	Matt 26:69	0.353177	2	equal	εν τη αυλη	εν τη αυλη
342	Mark 14:66	Matt 26:69	0.353177	3	replace	ερχεται	και προσηλθεν αυτω
342	Mark 14:66	Matt 26:69	0.353177	4	equal	μια	μια
342	Mark 14:66	Matt 26:69	0.353177	5	replace	των παιδισκων	παιδισκη λεγουσα και συ ησθα μετα ιησου
342	Mark 14:66	Matt 26:69	0.353177	6	equal	του	του
342	Mark 14:66	Matt 26:69	0.353177	7	replace	αρχιερεωσ	γαλιλαιου
343	Mark 14:68	Matt 26:70	0.335568	1	equal	ο δε ηρνησατο	ο δε ηρνησατο
343	Mark 14:68	Matt 26:70	0.335568	2	insert		εμπροσθεν παντων
343	Mark 14:68	Matt 26:70	0.335568	3	equal	λεγων	λεγων
343	Mark 14:68	Matt 26:70	0.335568	4	replace	ουτε	ουκ
343	Mark 14:68	Matt 26:70	0.335568	5	equal	οιδα	οιδα
343	Mark 14:68	Matt 26:70	0.335568	6	delete	ουτε επισταμαι συ	
343	Mark 14:68	Matt 26:70	0.335568	7	equal	τι λεγεισ	τι λεγεισ
343	Mark 14:68	Matt 26:70	0.335568	8	delete	και εξηλθεν εξω εισ το προαυλιον και αλεκτωρ εφωνησεν	
344	Mark 14:70	Matt 26:73	0.494842	1	delete	ο δε παλιν ηρνειτο και	
344	Mark 14:70	Matt 26:73	0.494842	2	equal	μετα μικρον	μετα μικρον
344	Mark 14:70	Matt 26:73	0.494842	3	replace	παλιν	δε προσελθοντεσ
344	Mark 14:70	Matt 26:73	0.494842	4	equal	οι	οι
344	Mark 14:70	Matt 26:73	0.494842	5	replace	παρεστωτεσ ελεγον	εστωτεσ ειπον
344	Mark 14:70	Matt 26:73	0.494842	6	equal	τω πετρω αληθωσ	τω πετρω αληθωσ
344	Mark 14:70	Matt 26:73	0.494842	7	insert		και συ
344	Mark 14:70	Matt 26:73	0.494842	8	equal	εξ αυτων ει και γαρ	εξ αυτων ει και γαρ
344	Mark 14:70	Matt 26:73	0.494842	9	delete	γαλιλαιοσ ει και	
344	Mark 14:70	Matt 26:73	0.494842	10	equal	η λαλια σου	η λαλια σου
344	Mark 14:70	Matt 26:73	0.494842	11	replace	ομοιαζει	δηλον σε ποιει
345	Mark 14:71	Matt 26:74	0.455907	1	replace	ο δε	τοτε
345	Mark 14:71	Matt 26:74	0.455907	2	equal	ηρξατο	ηρξατο
345	Mark 14:71	Matt 26:74	0.455907	3	replace	αναθεματιζειν	καταθεματιζειν
345	Mark 14:71	Matt 26:74	0.455907	4	equal	και	και
345	Mark 14:71	Matt 26:74	0.455907	5	replace	ομνυναι	ομνυειν
345	Mark 14:71	Matt 26:74	0.455907	6	equal	οτι ουκ οιδα τον ανθρωπον	οτι ουκ οιδα τον ανθρωπον
345	Mark 14:71	Matt 26:74	0.455907	7	replace	τουτον ον λεγετε	και ευθεωσ αλεκτωρ εφωνησεν
346	Mark 14:72	Matt 26:75	0.443025	1	equal	και	και
346	Mark 14:72	Matt 26:75	0.443025	2	replace	ευθυσ εκ δευτερου αλεκτωρ εφωνησεν και ανεμνησθη	εμνησθη
346	Mark 14:72	Matt 26:75	0.443025	3	equal	ο πετροσ	ο πετροσ
346	Mark 14:72	Matt 26:75	0.443025	4	replace	το ρημα ωσ ειπεν αυτω ο ιησουσ	του ρηματοσ ιησου ειρηκοτοσ
346	Mark 14:72	Matt 26:75	0.443025	5	equal	οτι πριν αλεκτορα φωνησαι	οτι πριν αλεκτορα φωνησαι
346	Mark 14:72	Matt 26:75	0.443025	6	delete	δισ	
346	Mark 14:72	Matt 26:75	0.443025	7	equal	τρισ	τρισ
346	Mark 14:72	Matt 26:75	0.443025	8	insert		απαρνηση
346	Mark 14:72	Matt 26:75	0.443025	9	equal	με	με
346	Mark 14:72	Matt 26:75	0.443025	10	delete	απαρνηση	
346	Mark 14:72	Matt 26:75	0.443025	11	equal	και	και
346	Mark 14:72	Matt 26:75	0.443025	12	replace	επιβαλων εκλαιεν	εξελθων εξω εκλαυσεν πικρωσ
347	Mark 15:1	Matt 27:2	0.259112	1	equal	και	και
347	Mark 15:1	Matt 27:2	0.259112	2	delete	ευθυσ πρωι συμβουλιον ποιησαντεσ οι αρχιερεισ μετα των πρεσβυτερων και γραμματεων και ολον το συνεδριον	
347	Mark 15:1	Matt 27:2	0.259112	3	equal	δησαντεσ	δησαντεσ
347	Mark 15:1	Matt 27:2	0.259112	4	replace	τον ιησουν απηνεγκαν	αυτον απηγαγον
347	Mark 15:1	Matt 27:2	0.259112	5	equal	και παρεδωκαν πιλατω	και παρεδωκαν πιλατω
347	Mark 15:1	Matt 27:2	0.259112	6	insert		τω ηγεμονι
348	Mark 15:2	Matt 27:11	0.507892	1	insert		ο δε ιησουσ εσταθη εμπροσθεν του ηγεμονοσ
348	Mark 15:2	Matt 27:11	0.507892	2	equal	και επηρωτησεν αυτον ο	και επηρωτησεν αυτον ο
348	Mark 15:2	Matt 27:11	0.507892	3	replace	πιλατοσ	ηγεμων λεγων
348	Mark 15:2	Matt 27:11	0.507892	4	equal	συ ει ο βασιλευσ των ιουδαιων ο δε	συ ει ο βασιλευσ των ιουδαιων ο δε
348	Mark 15:2	Matt 27:11	0.507892	5	replace	αποκριθεισ αυτω λεγει	ιησουσ εφη
348	Mark 15:2	Matt 27:11	0.507892	6	equal	συ λεγεισ	συ λεγεισ
349	Mark 15:3	Matt 27:12	0.351075	1	equal	και	και
349	Mark 15:3	Matt 27:12	0.351075	2	replace	κατηγορουν αυτου οι αρχιερεισ πολλα	εν τω κατηγορεισθαι αυτον υπο των αρχιερεων και πρεσβυτερων ουδεν απεκρινατο
350	Mark 15:4	Matt 27:13	0.332359	1	insert		τοτε λεγει αυτω
350	Mark 15:4	Matt 27:13	0.332359	2	equal	ο	ο
350	Mark 15:4	Matt 27:13	0.332359	3	delete	δε	
350	Mark 15:4	Matt 27:13	0.332359	4	equal	πιλατοσ	πιλατοσ
350	Mark 15:4	Matt 27:13	0.332359	5	delete	παλιν επηρωτα αυτον λεγων	
350	Mark 15:4	Matt 27:13	0.332359	6	equal	ουκ	ουκ
350	Mark 15:4	Matt 27:13	0.332359	7	replace	αποκρινη ουδεν ιδε	ακουεισ
350	Mark 15:4	Matt 27:13	0.332359	8	equal	ποσα σου	ποσα σου
350	Mark 15:4	Matt 27:13	0.332359	9	replace	κατηγορουσιν	καταμαρτυρουσιν
351	Mark 15:5	Matt 27:14	0.352621	1	replace	ο δε ιησουσ ουκετι ουδεν	και ουκ
351	Mark 15:5	Matt 27:14	0.352621	2	equal	απεκριθη	απεκριθη
351	Mark 15:5	Matt 27:14	0.352621	3	insert		αυτω προσ ουδε εν ρημα
351	Mark 15:5	Matt 27:14	0.352621	4	equal	ωστε θαυμαζειν τον	ωστε θαυμαζειν τον
351	Mark 15:5	Matt 27:14	0.352621	5	replace	πιλατον	ηγεμονα λιαν
352	Mark 15:6	Matt 27:15	0.471125	1	equal	κατα δε εορτην	κατα δε εορτην
352	Mark 15:6	Matt 27:15	0.471125	2	replace	απελυεν αυτοισ	ειωθει ο ηγεμων απολυειν
352	Mark 15:6	Matt 27:15	0.471125	3	equal	ενα	ενα
352	Mark 15:6	Matt 27:15	0.471125	4	insert		τω οχλω
352	Mark 15:6	Matt 27:15	0.471125	5	equal	δεσμιον ον	δεσμιον ον
352	Mark 15:6	Matt 27:15	0.471125	6	replace	παρητουντο	ηθελον
353	Mark 15:9	Matt 27:17	0.413386	1	insert		συνηγμενων ουν αυτων ειπεν αυτοισ
353	Mark 15:9	Matt 27:17	0.413386	2	equal	ο	ο
353	Mark 15:9	Matt 27:17	0.413386	3	delete	δε	
353	Mark 15:9	Matt 27:17	0.413386	4	equal	πιλατοσ	πιλατοσ
353	Mark 15:9	Matt 27:17	0.413386	5	replace	απεκριθη αυτοισ λεγων	τινα
353	Mark 15:9	Matt 27:17	0.413386	6	equal	θελετε απολυσω υμιν	θελετε απολυσω υμιν
353	Mark 15:9	Matt 27:17	0.413386	7	insert		ιησουν
353	Mark 15:9	Matt 27:17	0.413386	8	equal	τον	τον
353	Mark 15:9	Matt 27:17	0.413386	9	replace	βασιλεα των ιουδαιων	βαραββαν η ιησουν τον λεγομενον χριστον
354	Mark 15:10	Matt 27:18	0.572706	1	replace	εγινωσκεν	ηδει
354	Mark 15:10	Matt 27:18	0.572706	2	equal	γαρ οτι δια φθονον	γαρ οτι δια φθονον
354	Mark 15:10	Matt 27:18	0.572706	3	replace	παραδεδωκεισαν	παρεδωκαν
354	Mark 15:10	Matt 27:18	0.572706	4	equal	αυτον	αυτον
354	Mark 15:10	Matt 27:18	0.572706	5	delete	οι αρχιερεισ	
355	Mark 15:11	Matt 27:20	0.370372	1	equal	οι δε αρχιερεισ	οι δε αρχιερεισ
355	Mark 15:11	Matt 27:20	0.370372	2	replace	ανεσεισαν τον οχλον	και οι πρεσβυτεροι επεισαν τουσ οχλουσ
355	Mark 15:11	Matt 27:20	0.370372	3	equal	ινα	ινα
355	Mark 15:11	Matt 27:20	0.370372	4	replace	μαλλον	αιτησωνται
355	Mark 15:11	Matt 27:20	0.370372	5	equal	τον βαραββαν	τον βαραββαν
355	Mark 15:11	Matt 27:20	0.370372	6	replace	απολυση αυτοισ	τον δε ιησουν απολεσωσιν
356	Mark 15:12	Matt 27:22	0.338452	1	insert		λεγει αυτοισ
356	Mark 15:12	Matt 27:22	0.338452	2	equal	ο	ο
356	Mark 15:12	Matt 27:22	0.338452	3	delete	δε	
356	Mark 15:12	Matt 27:22	0.338452	4	equal	πιλατοσ	πιλατοσ
356	Mark 15:12	Matt 27:22	0.338452	5	delete	παλιν αποκριθεισ ελεγεν αυτοισ	
356	Mark 15:12	Matt 27:22	0.338452	6	equal	τι ουν	τι ουν
356	Mark 15:12	Matt 27:22	0.338452	7	delete	θελετε	
356	Mark 15:12	Matt 27:22	0.338452	8	equal	ποιησω	ποιησω
356	Mark 15:12	Matt 27:22	0.338452	9	replace	ον λεγετε	ιησουν
356	Mark 15:12	Matt 27:22	0.338452	10	equal	τον	τον
356	Mark 15:12	Matt 27:22	0.338452	11	replace	βασιλεα των ιουδαιων	λεγομενον χριστον λεγουσιν παντεσ σταυρωθητω
357	Mark 15:14	Matt 27:23	0.560238	1	equal	ο δε	ο δε
357	Mark 15:14	Matt 27:23	0.560238	2	replace	πιλατοσ ελεγεν αυτοισ	εφη
357	Mark 15:14	Matt 27:23	0.560238	3	equal	τι γαρ	τι γαρ
357	Mark 15:14	Matt 27:23	0.560238	4	insert		κακον
357	Mark 15:14	Matt 27:23	0.560238	5	equal	εποιησεν	εποιησεν
357	Mark 15:14	Matt 27:23	0.560238	6	delete	κακον	
357	Mark 15:14	Matt 27:23	0.560238	7	equal	οι δε περισσωσ	οι δε περισσωσ
357	Mark 15:14	Matt 27:23	0.560238	8	replace	εκραξαν σταυρωσον αυτον	εκραζον λεγοντεσ σταυρωθητω
358	Mark 15:15	Matt 27:26	0.529534	1	replace	ο δε πιλατοσ βουλομενοσ τω οχλω το ικανον ποιησαι	τοτε
358	Mark 15:15	Matt 27:26	0.529534	2	equal	απελυσεν αυτοισ τον βαραββαν	απελυσεν αυτοισ τον βαραββαν
358	Mark 15:15	Matt 27:26	0.529534	3	delete	και παρεδωκεν	
358	Mark 15:15	Matt 27:26	0.529534	4	equal	τον	τον
358	Mark 15:15	Matt 27:26	0.529534	5	insert		δε
358	Mark 15:15	Matt 27:26	0.529534	6	equal	ιησουν φραγελλωσασ	ιησουν φραγελλωσασ
358	Mark 15:15	Matt 27:26	0.529534	7	insert		παρεδωκεν
358	Mark 15:15	Matt 27:26	0.529534	8	equal	ινα σταυρωθη	ινα σταυρωθη
359	Mark 15:16	Matt 27:27	0.402816	1	insert		τοτε
359	Mark 15:16	Matt 27:27	0.402816	2	equal	οι	οι
359	Mark 15:16	Matt 27:27	0.402816	3	delete	δε	
359	Mark 15:16	Matt 27:27	0.402816	4	equal	στρατιωται	στρατιωται
359	Mark 15:16	Matt 27:27	0.402816	5	replace	απηγαγον	του ηγεμονοσ παραλαβοντεσ τον ιησουν εισ το πραιτωριον συνηγαγον επ
359	Mark 15:16	Matt 27:27	0.402816	6	equal	αυτον	αυτον
359	Mark 15:16	Matt 27:27	0.402816	7	delete	εσω τησ αυλησ ο εστιν πραιτωριον και συγκαλουσιν	
359	Mark 15:16	Matt 27:27	0.402816	8	equal	ολην την σπειραν	ολην την σπειραν
360	Mark 15:18	Matt 27:29	0.325232	1	equal	και	και
360	Mark 15:18	Matt 27:29	0.325232	2	replace	ηρξαντο ασπαζεσθαι αυτον	πλεξαντεσ στεφανον εξ ακανθων επεθηκαν επι τησ κεφαλησ αυτου και καλαμον εν τη δεξια αυτου και γονυπετησαντεσ εμπροσθεν αυτου ενεπαιξαν αυτω λεγοντεσ
360	Mark 15:18	Matt 27:29	0.325232	3	equal	χαιρε βασιλευ των ιουδαιων	χαιρε βασιλευ των ιουδαιων
361	Mark 15:19	Matt 27:30	0.490006	1	insert		και εμπτυσαντεσ εισ αυτον ελαβον τον καλαμον
361	Mark 15:19	Matt 27:30	0.490006	2	equal	και ετυπτον	και ετυπτον
361	Mark 15:19	Matt 27:30	0.490006	3	replace	αυτου	εισ
361	Mark 15:19	Matt 27:30	0.490006	4	equal	την κεφαλην	την κεφαλην
361	Mark 15:19	Matt 27:30	0.490006	5	replace	καλαμω και ενεπτυον αυτω και τιθεντεσ τα γονατα προσεκυνουν αυτω	αυτου
362	Mark 15:20	Matt 27:31	0.587728	1	equal	και οτε ενεπαιξαν αυτω εξεδυσαν αυτον την	και οτε ενεπαιξαν αυτω εξεδυσαν αυτον την
362	Mark 15:20	Matt 27:31	0.587728	2	replace	πορφυραν	χλαμυδα
362	Mark 15:20	Matt 27:31	0.587728	3	equal	και ενεδυσαν αυτον τα ιματια	και ενεδυσαν αυτον τα ιματια
362	Mark 15:20	Matt 27:31	0.587728	4	replace	τα ιδια	αυτου
362	Mark 15:20	Matt 27:31	0.587728	5	equal	και	και
362	Mark 15:20	Matt 27:31	0.587728	6	replace	εξαγουσιν	απηγαγον
362	Mark 15:20	Matt 27:31	0.587728	7	equal	αυτον	αυτον
362	Mark 15:20	Matt 27:31	0.587728	8	replace	ινα σταυρωσωσιν αυτον	εισ το σταυρωσαι
363	Mark 15:21	Matt 27:32	0.46939	1	replace	και αγγαρευουσιν παραγοντα τινα	εξερχομενοι δε ευρον ανθρωπον κυρηναιον ονοματι
363	Mark 15:21	Matt 27:32	0.46939	2	equal	σιμωνα	σιμωνα
363	Mark 15:21	Matt 27:32	0.46939	3	replace	κυρηναιον ερχομενον απ αγρου τον πατερα αλεξανδρου και ρουφου	τουτον ηγγαρευσαν
363	Mark 15:21	Matt 27:32	0.46939	4	equal	ινα αρη τον σταυρον αυτου	ινα αρη τον σταυρον αυτου
364	Mark 15:22	Matt 27:33	0.481327	1	equal	και	και
364	Mark 15:22	Matt 27:33	0.481327	2	replace	φερουσιν αυτον επι τον γολγοθαν	ελθοντεσ εισ
364	Mark 15:22	Matt 27:33	0.481327	3	equal	τοπον	τοπον
364	Mark 15:22	Matt 27:33	0.481327	4	insert		λεγομενον γολγοθα
