source_ref,target_ref,rank,score
Matt 1:11,Mark 3:33,4,0.1298622190952301
Matt 1:11,Mark 3:34,5,0.12949031591415405
Matt 1:11,Mark 9:27,6,0.12739530205726624
Matt 1:11,Mark 6:28,7,0.12491006404161453
Matt 1:11,Mark 8:6,8,0.12462002038955688
Matt 1:11,Mark 14:35,9,0.12243014574050903
Matt 1:11,Mark 14:46,10,0.1219991147518158
Matt 1:11,Mark 12:17,11,0.12173663824796677
Matt 1:11,Mark 9:3,12,0.1215226948261261
Matt 1:11,Mark 7:30,13,0.12089955806732178
Matt 1:11,Mark 9:20,14,0.12087959796190262
Matt 1:11,Mark 5:40,15,0.12079870700836182
Matt 1:11,Mark 13:15,16,0.1202513575553894
Matt 1:11,Mark 6:48,17,0.11887319386005402
Matt 1:11,Mark 2:10,18,0.11878954619169235
Matt 1:11,Mark 11:6,19,0.11837241798639297
Matt 1:11,Mark 3:31,20,0.11803726106882095
Matt 1:12,Mark 5:40,1,0.09966422617435455
Matt 1:12,Mark 14:62,2,0.09516222029924393
Matt 1:12,Mark 8:28,3,0.09513534605503082
Matt 1:12,Mark 14:20,4,0.09366218745708466
Matt 1:12,Mark 14:28,5,0.0931287556886673
Matt 1:12,Mark 1:14,6,0.09180430322885513
Matt 1:12,Mark 15:11,7,0.09118153154850006
Matt 1:12,Mark 15:7,8,0.09014087915420532
Matt 1:12,Mark 6:50,9,0.08910508453845978
Matt 1:12,Mark 10:50,10,0.0878855511546135
Matt 1:12,Mark 1:20,11,0.0869099497795105
Matt 1:12,Mark 14:52,12,0.08668363839387894
Matt 1:12,Mark 14:67,13,0.08638747781515121
Matt 1:12,Mark 12:16,14,0.08461444824934006
Matt 1:12,Mark 4:16,15,0.08385711908340454
Matt 1:12,Mark 5:37,16,0.08344246447086334
Matt 1:12,Mark 6:25,17,0.083440400660038
Matt 1:12,Mark 14:47,18,0.08337320387363434
Matt 1:12,Mark 10:24,19,0.08200906962156296
Matt 1:12,Mark 14:1,20,0.08199054002761841
Matt 1:13,Mark 8:28,1,0.08851899951696396
Matt 1:13,Mark 15:11,2,0.08652400970458984
Matt 1:13,Mark 12:16,3,0.07824073731899261
Matt 1:13,Mark 10:50,4,0.07717134058475494
Matt 1:13,Mark 14:21,5,0.07606226205825806
Matt 1:13,Mark 7:20,6,0.07561315596103668
Matt 1:13,Mark 15:14,7,0.07297755032777786
Matt 1:13,Mark 15:9,8,0.07258158177137375
Matt 1:13,Mark 15:5,9,0.07068372517824173
