mark_ref,rank,matt_ref,combined,wj_content,wj_all,wj_bigram,sr_content,rare_inter
Mark 1:1,1,Matt 1:1,0.183326,0.164094,0.160565,0.107043,0.333333,8.309445
Mark 1:1,2,Matt 27:22,0.172678,0.205541,0.186464,0.0,0.307692,8.309445
Mark 1:1,3,Matt 24:8,0.164601,0.201598,0.167387,0.0,0.285714,6.265565
Mark 1:1,4,Matt 1:16,0.148702,0.15996,0.151816,0.0,0.307692,8.309445
Mark 1:1,5,Matt 27:17,0.148555,0.171077,0.144275,0.0,0.285714,8.309445
Mark 1:1,6,Matt 26:63,0.126613,0.14442,0.116236,0.0,0.25,8.309445
Mark 1:1,7,Matt 26:68,0.119124,0.136473,0.132662,0.0,0.222222,5.284735
Mark 1:1,8,Matt 23:10,0.112612,0.133211,0.126667,0.0,0.2,5.284735
Mark 1:1,9,Matt 22:42,0.108301,0.132801,0.121766,0.0,0.181818,5.284735
Mark 1:1,10,Matt 24:23,0.106505,0.13185,0.108086,0.0,0.181818,5.284735
Mark 1:1,11,Matt 9:19,0.101846,0.090574,0.110879,0.0,0.25,3.02471
Mark 1:1,12,Matt 16:20,0.100995,0.117514,0.117505,0.0,0.181818,5.284735
Mark 1:1,13,Matt 24:5,0.100719,0.12364,0.11748,0.0,0.166667,5.284735
Mark 1:1,14,Matt 1:18,0.100128,0.08416,0.082892,0.055867,0.2,8.309445
Mark 1:1,15,Matt 22:41,0.098979,0.08582,0.103599,0.0,0.25,3.02471
Mark 1:1,16,Matt 19:4,0.091791,0.107606,0.100346,0.0,0.166667,6.265565
Mark 1:1,17,Matt 23:1,0.091482,0.081997,0.101389,0.0,0.222222,3.02471
Mark 1:1,18,Matt 11:2,0.090897,0.099162,0.099103,0.0,0.181818,5.284735
Mark 1:1,19,Matt 24:4,0.089058,0.080827,0.082419,0.0,0.222222,3.02471
Mark 1:1,20,Matt 22:1,0.087228,0.083453,0.096739,0.0,0.2,3.02471
Mark 1:2,1,Matt 11:10,0.649465,0.712404,0.603836,0.434001,0.8,33.29992
Mark 1:2,2,Matt 4:14,0.194888,0.21302,0.13713,0.095111,0.307692,11.039474
Mark 1:2,3,Matt 12:17,0.194888,0.21302,0.13713,0.095111,0.307692,11.039474
Mark 1:2,4,Matt 3:3,0.158405,0.171254,0.146763,0.048477,0.272727,15.864677
Mark 1:2,5,Matt 2:5,0.142748,0.160315,0.134634,0.0,0.285714,10.192176
Mark 1:2,6,Matt 8:17,0.140505,0.143039,0.126019,0.065908,0.235294,11.039474
Mark 1:2,7,Matt 18:10,0.114737,0.131748,0.154505,0.0,0.2,10.990684
Mark 1:2,8,Matt 24:31,0.111501,0.104926,0.07788,0.057564,0.210526,9.868541
Mark 1:2,9,Matt 13:41,0.107259,0.118971,0.092782,0.0,0.222222,9.868541
Mark 1:2,10,Matt 22:16,0.102384,0.132586,0.130905,0.0,0.148148,15.350524
Mark 1:2,11,Matt 10:5,0.093322,0.104344,0.082725,0.0,0.190476,9.526792
Mark 1:2,12,Matt 4:6,0.091191,0.103188,0.083928,0.0,0.181818,10.585219
Mark 1:2,13,Matt 10:40,0.086217,0.092908,0.136398,0.0,0.153846,4.701589
Mark 1:2,14,Matt 23:34,0.083641,0.103953,0.158097,0.0,0.105263,9.475499
Mark 1:2,15,Matt 15:7,0.083111,0.096627,0.088594,0.0,0.153846,6.265565
Mark 1:2,16,Matt 6:17,0.077328,0.083112,0.091586,0.0,0.153846,5.823732
Mark 1:2,17,Matt 23:37,0.076738,0.077194,0.100004,0.0,0.16,9.475499
Mark 1:2,18,Matt 21:4,0.075525,0.086043,0.060367,0.0,0.153846,4.77391
Mark 1:2,19,Matt 26:67,0.07495,0.08363,0.065471,0.0,0.153846,5.823732
Mark 1:2,20,Matt 17:6,0.073568,0.085097,0.06703,0.0,0.142857,5.823732
Mark 1:3,1,Matt 3:3,0.724305,0.759847,0.676962,0.632623,0.782609,48.754637
Mark 1:3,2,Matt 21:3,0.122047,0.131395,0.129192,0.0,0.25,8.554568
Mark 1:3,3,Matt 21:40,0.121558,0.120292,0.102841,0.0,0.285714,7.672178
Mark 1:3,4,Matt 24:46,0.109908,0.106239,0.121009,0.0,0.25,7.672178
Mark 1:3,5,Matt 26:19,0.10474,0.139522,0.152888,0.0,0.133333,9.607039
Mark 1:3,6,Matt 7:21,0.093417,0.09609,0.120815,0.0,0.190476,7.672178
Mark 1:3,7,Matt 23:38,0.08588,0.095606,0.095241,0.0,0.166667,5.572417
Mark 1:3,8,Matt 20:30,0.084229,0.088203,0.081735,0.0,0.181818,8.788182
Mark 1:3,9,Matt 7:22,0.07887,0.083495,0.105281,0.0,0.153846,7.672178
Mark 1:3,10,Matt 9:28,0.072252,0.094338,0.098002,0.0,0.1,7.672178
Mark 1:3,11,Matt 12:19,0.071651,0.073394,0.119574,0.0,0.133333,5.754739
Mark 1:3,12,Matt 1:24,0.070751,0.086214,0.097331,0.0,0.111111,7.672178
Mark 1:3,13,Matt 3:17,0.069594,0.077574,0.09686,0.0,0.125,5.754739
Mark 1:3,14,Matt 20:33,0.068476,0.064019,0.088984,0.0,0.153846,3.962979
Mark 1:3,15,Matt 17:4,0.06782,0.071442,0.071002,0.0,0.142857,7.672178
Mark 1:3,16,Matt 24:26,0.067787,0.07622,0.099584,0.0,0.117647,5.572417
Mark 1:3,17,Matt 27:50,0.067703,0.076419,0.08314,0.0,0.125,5.754739
Mark 1:3,18,Matt 13:4,0.065712,0.063519,0.104615,0.0,0.133333,4.825203
Mark 1:3,19,Matt 3:1,0.06566,0.068201,0.09969,0.0,0.125,5.572417
Mark 1:3,20,Matt 15:25,0.06386,0.059422,0.085487,0.0,0.142857,3.962979
Mark 1:4,1,Matt 3:1,0.165076,0.206832,0.220022,0.0,0.25,15.368698
Mark 1:4,2,Matt 26:28,0.160543,0.166561,0.169154,0.074699,0.25,12.900227
Mark 1:4,3,Matt 3:6,0.147447,0.160985,0.178607,0.0,0.285714,11.453308
Mark 1:4,4,Matt 3:13,0.13871,0.133282,0.113539,0.069517,0.25,10.141121
Mark 1:4,5,Matt 3:14,0.123259,0.13746,0.114019,0.0,0.25,10.141121
Mark 1:4,6,Matt 3:11,0.09955,0.117015,0.135604,0.0,0.166667,12.706071
Mark 1:4,7,Matt 11:7,0.094682,0.101214,0.110403,0.0,0.190476,10.083963
Mark 1:4,8,Matt 11:1,0.091631,0.089972,0.111438,0.0,0.2,8.943503
Mark 1:4,9,Matt 21:25,0.089532,0.132062,0.119224,0.0,0.090909,11.028424
Mark 1:4,10,Matt 3:8,0.089111,0.106078,0.10607,0.0,0.153846,7.076495
Mark 1:4,11,Matt 23:38,0.083747,0.091831,0.090898,0.0,0.166667,5.572417
Mark 1:4,12,Matt 14:15,0.072998,0.074102,0.08883,0.0,0.153846,9.231186
Mark 1:4,13,Matt 14:10,0.069999,0.063793,0.105226,0.0,0.153846,4.511545
Mark 1:4,14,Matt 10:7,0.0672,0.073067,0.076534,0.0,0.133333,5.284735
Mark 1:4,15,Matt 4:12,0.067172,0.063882,0.098534,0.0,0.142857,4.511545
Mark 1:4,16,Matt 14:4,0.066817,0.069081,0.071589,0.0,0.142857,4.511545
Mark 1:4,17,Matt 24:26,0.066353,0.073801,0.096129,0.0,0.117647,5.572417
Mark 1:4,18,Matt 9:5,0.064885,0.076028,0.071425,0.0,0.117647,5.823732
Mark 1:4,19,Matt 4:1,0.064855,0.067016,0.096981,0.0,0.125,5.572417
Mark 1:4,20,Matt 10:27,0.063289,0.063009,0.114062,0.0,0.117647,5.284735
Mark 1:5,1,Matt 3:6,0.512807,0.520914,0.566577,0.386952,0.625,31.448048
Mark 1:5,2,Matt 3:5,0.273661,0.271577,0.310976,0.060362,0.526316,20.834743
Mark 1:5,3,Matt 4:25,0.115432,0.132219,0.138285,0.0,0.210526,11.962734
Mark 1:5,4,Matt 3:13,0.106762,0.139628,0.217076,0.0,0.111111,11.69447
Mark 1:5,5,Matt 19:1,0.102809,0.12008,0.106773,0.0,0.190476,11.962734
Mark 1:5,6,Matt 12:31,0.097013,0.107862,0.103801,0.0,0.190476,9.066165
Mark 1:5,7,Matt 28:19,0.088021,0.087827,0.104041,0.0,0.190476,8.872009
Mark 1:5,8,Matt 13:56,0.079609,0.04299,0.102634,0.0,0.25,3.242433
Mark 1:5,9,Matt 24:16,0.072171,0.078327,0.102574,0.0,0.133333,5.89784
Mark 1:5,10,Matt 3:14,0.067714,0.064333,0.165422,0.0,0.111111,5.629576
Mark 1:5,11,Matt 2:5,0.065407,0.070295,0.102454,0.0,0.117647,5.89784
Mark 1:5,12,Matt 20:29,0.065079,0.070109,0.085294,0.0,0.125,5.629576
Mark 1:5,13,Matt 28:20,0.060255,0.03325,0.052922,0.0,0.2,3.242433
Mark 1:5,14,Matt 4:4,0.05981,0.079965,0.071595,0.0,0.083333,8.872009
Mark 1:5,15,Matt 3:1,0.059163,0.06342,0.084018,0.0,0.111111,5.89784
Mark 1:5,16,Matt 15:18,0.059145,0.065872,0.059732,0.0,0.117647,5.629576
Mark 1:5,17,Matt 9:5,0.058833,0.06786,0.072432,0.0,0.105263,5.823732
Mark 1:5,18,Matt 2:12,0.057759,0.060148,0.106921,0.0,0.1,6.383348
Mark 1:5,19,Matt 1:21,0.056901,0.061429,0.082056,0.0,0.105263,5.823732
Mark 1:5,20,Matt 23:20,0.056573,0.044446,0.099058,0.0,0.133333,3.242433
Mark 1:6,1,Matt 3:4,0.599029,0.673071,0.664112,0.342945,0.72,64.113828
Mark 1:6,2,Matt 14:2,0.086647,0.059903,0.079061,0.054756,0.190476,6.915211
Mark 1:6,3,Matt 10:30,0.075186,0.093601,0.108438,0.0,0.111111,9.257017
Mark 1:6,4,Matt 19:24,0.073927,0.071878,0.06799,0.0,0.173913,9.074696
Mark 1:6,5,Matt 10:2,0.061008,0.051051,0.072658,0.0,0.153846,6.915211
Mark 1:6,6,Matt 10:9,0.056084,0.061652,0.06118,0.0,0.111111,6.853351
Mark 1:6,7,Matt 6:25,0.055896,0.072491,0.072747,0.0,0.08,8.920545
Mark 1:6,8,Matt 23:24,0.054734,0.058388,0.062371,0.0,0.111111,6.67103
Mark 1:6,9,Matt 27:31,0.054196,0.056115,0.078916,0.0,0.105263,6.516879
Mark 1:6,10,Matt 17:13,0.052994,0.045154,0.104528,0.0,0.111111,4.511545
Mark 1:6,11,Matt 14:4,0.052133,0.048743,0.066694,0.0,0.117647,4.511545
Mark 1:6,12,Matt 14:10,0.052094,0.04605,0.063715,0.0,0.125,4.511545
Mark 1:6,13,Matt 5:36,0.05039,0.057463,0.054841,0.0,0.095238,6.853351
Mark 1:6,14,Matt 11:13,0.05002,0.04548,0.060248,0.0,0.117647,4.511545
Mark 1:6,15,Matt 4:12,0.049212,0.046096,0.049393,0.0,0.117647,4.511545
Mark 1:6,16,Matt 21:25,0.049094,0.060199,0.060045,0.0,0.08,6.915211
Mark 1:6,17,Matt 11:11,0.047489,0.055394,0.065618,0.0,0.08,6.915211
Mark 1:6,18,Matt 3:14,0.046522,0.042301,0.064344,0.0,0.105263,4.511545
Mark 1:6,19,Matt 11:4,0.046057,0.04213,0.070979,0.0,0.1,4.511545
Mark 1:6,20,Matt 22:11,0.045879,0.051035,0.05522,0.0,0.086957,6.516879
Mark 1:7,1,Matt 3:11,0.288928,0.290202,0.343662,0.126654,0.461538,28.756423
Mark 1:7,2,Matt 8:8,0.136028,0.122261,0.133913,0.078475,0.24,13.769618
Mark 1:7,3,Matt 18:18,0.133102,0.148128,0.118988,0.0,0.272727,10.529884
Mark 1:7,4,Matt 8:7,0.128548,0.081982,0.136321,0.083526,0.285714,5.171308
Mark 1:7,5,Matt 23:30,0.121423,0.085794,0.124617,0.041418,0.3,7.252739
Mark 1:7,6,Matt 10:7,0.115811,0.094266,0.085502,0.071129,0.235294,7.250749
Mark 1:7,7,Matt 13:57,0.111689,0.077873,0.094457,0.040232,0.285714,7.252739
Mark 1:7,8,Matt 22:8,0.111356,0.079881,0.085924,0.038699,0.285714,7.252739
Mark 1:7,9,Matt 15:26,0.111009,0.078258,0.086993,0.039803,0.285714,7.252739
Mark 1:7,10,Matt 11:3,0.108717,0.106344,0.108628,0.0,0.25,7.574974
Mark 1:7,11,Matt 2:9,0.108564,0.081393,0.111835,0.034318,0.26087,8.492019
Mark 1:7,12,Matt 10:38,0.10836,0.06674,0.221918,0.046763,0.222222,5.286725
Mark 1:7,13,Matt 19:14,0.107694,0.085772,0.119538,0.0,0.285714,7.574974
Mark 1:7,14,Matt 5:21,0.107207,0.082251,0.10194,0.0,0.3,7.252739
Mark 1:7,15,Matt 20:23,0.103313,0.06768,0.12015,0.034674,0.26087,7.252739
Mark 1:7,16,Matt 16:15,0.101842,0.075722,0.106243,0.0,0.285714,4.36968
Mark 1:7,17,Matt 16:22,0.100949,0.076173,0.09528,0.0,0.285714,7.252739
Mark 1:7,18,Matt 4:17,0.099572,0.080585,0.086119,0.058786,0.2,7.250749
Mark 1:7,19,Matt 10:20,0.099137,0.07412,0.06363,0.049446,0.235294,5.286725
Mark 1:7,20,Matt 24:5,0.098767,0.097507,0.127837,0.0,0.210526,7.574974
Mark 1:8,1,Matt 3:11,0.321375,0.311159,0.330002,0.193411,0.5,21.824953
Mark 1:8,2,Matt 28:19,0.205569,0.287408,0.229016,0.0,0.266667,15.927113
Mark 1:8,3,Matt 3:16,0.194222,0.239219,0.199067,0.0,0.333333,16.252535
Mark 1:8,4,Matt 12:32,0.165878,0.189562,0.175271,0.063956,0.235294,10.297537
Mark 1:8,5,Matt 10:20,0.112949,0.131231,0.175311,0.0,0.181818,4.72512
Mark 1:8,6,Matt 1:18,0.111214,0.104972,0.13939,0.04777,0.190476,10.297537
Mark 1:8,7,Matt 3:6,0.107832,0.118161,0.1466,0.0,0.2,5.629576
Mark 1:8,8,Matt 14:28,0.105972,0.121772,0.204052,0.0,0.153846,5.89784
Mark 1:8,9,Matt 3:14,0.105272,0.114981,0.20197,0.0,0.166667,5.629576
Mark 1:8,10,Matt 12:28,0.097558,0.09865,0.198325,0.0,0.166667,4.72512
Mark 1:8,11,Matt 22:43,0.097287,0.10892,0.149398,0.0,0.166667,4.72512
Mark 1:8,12,Matt 1:20,0.095923,0.10364,0.145022,0.0,0.173913,10.297537
Mark 1:8,13,Matt 5:3,0.094787,0.106743,0.103887,0.0,0.181818,4.72512
Mark 1:8,14,Matt 3:13,0.091729,0.109795,0.089876,0.0,0.166667,5.629576
Mark 1:8,15,Matt 14:29,0.091215,0.115651,0.106005,0.0,0.142857,5.89784
Mark 1:8,16,Matt 27:50,0.087385,0.095641,0.110133,0.0,0.166667,4.72512
Mark 1:8,17,Matt 27:52,0.087192,0.101651,0.081161,0.0,0.166667,5.572417
Mark 1:8,18,Matt 12:31,0.082424,0.09479,0.131016,0.0,0.133333,4.72512
Mark 1:8,19,Matt 27:53,0.080795,0.09246,0.084188,0.0,0.153846,5.572417
Mark 1:8,20,Matt 4:5,0.080754,0.091571,0.087782,0.0,0.153846,5.572417
Mark 1:9,1,Matt 3:13,0.364714,0.454275,0.410885,0.076809,0.5,24.326218
Mark 1:9,2,Matt 19:1,0.220432,0.288489,0.274538,0.0,0.315789,21.049159
Mark 1:9,3,Matt 3:6,0.188855,0.186958,0.256667,0.087656,0.285714,11.69447
Mark 1:9,4,Matt 3:14,0.143269,0.214514,0.21738,0.0,0.125,13.346415
Mark 1:9,5,Matt 9:10,0.132648,0.12313,0.140815,0.0,0.315789,9.888772
Mark 1:9,6,Matt 4:25,0.132105,0.151418,0.169077,0.0,0.235294,11.160387
Mark 1:9,7,Matt 17:1,0.126112,0.123611,0.133443,0.0,0.285714,11.779537
Mark 1:9,8,Matt 13:1,0.123881,0.117831,0.175238,0.0,0.266667,7.267991
Mark 1:9,9,Matt 27:57,0.122847,0.108786,0.138931,0.0,0.3,9.888772
Mark 1:9,10,Matt 3:1,0.121896,0.120646,0.176055,0.0,0.25,8.754827
Mark 1:9,11,Matt 21:11,0.121603,0.12739,0.142773,0.0,0.25,8.120203
Mark 1:9,12,Matt 15:29,0.12074,0.140594,0.153671,0.0,0.210526,11.325497
Mark 1:9,13,Matt 4:12,0.120193,0.168031,0.160075,0.0,0.142857,9.607039
Mark 1:9,14,Matt 24:42,0.117899,0.123642,0.089273,0.0,0.266667,7.448575
Mark 1:9,15,Matt 11:18,0.113789,0.120413,0.096026,0.0,0.25,7.716839
Mark 1:9,16,Matt 8:14,0.110703,0.083097,0.115219,0.058914,0.235294,6.230004
Mark 1:9,17,Matt 9:23,0.109725,0.081035,0.114718,0.058914,0.235294,6.230004
Mark 1:9,18,Matt 14:29,0.109374,0.086965,0.120361,0.055038,0.222222,6.230004
Mark 1:9,19,Matt 2:23,0.10933,0.123347,0.138239,0.0,0.2,10.569471
Mark 1:9,20,Matt 26:1,0.107926,0.106798,0.09867,0.0,0.25,6.683478
Mark 1:10,1,Matt 3:16,0.441694,0.584499,0.428628,0.106862,0.545455,40.589929
Mark 1:10,2,Matt 14:29,0.108785,0.16095,0.141351,0.0,0.111111,11.470257
Mark 1:10,3,Matt 5:1,0.101217,0.129781,0.178152,0.0,0.125,9.168955
Mark 1:10,4,Matt 5:3,0.099274,0.13135,0.135004,0.0,0.133333,8.688099
Mark 1:10,5,Matt 3:11,0.089582,0.099109,0.116498,0.0,0.166667,10.622959
Mark 1:10,6,Matt 11:23,0.088634,0.093723,0.083638,0.0,0.190476,9.535397
Mark 1:10,7,Matt 5:16,0.08786,0.083355,0.082446,0.0,0.210526,7.613584
Mark 1:10,8,Matt 18:10,0.08623,0.084477,0.101205,0.0,0.190476,7.613584
Mark 1:10,9,Matt 26:64,0.084554,0.082957,0.124406,0.0,0.173913,7.613584
Mark 1:10,10,Matt 14:32,0.083523,0.084213,0.148582,0.0,0.153846,5.51835
Mark 1:10,11,Matt 28:2,0.079703,0.101543,0.140083,0.0,0.1,9.535397
Mark 1:10,12,Matt 24:17,0.079539,0.082483,0.138506,0.0,0.142857,5.572417
Mark 1:10,13,Matt 8:1,0.07651,0.085259,0.095716,0.0,0.142857,5.572417
Mark 1:10,14,Matt 27:24,0.073612,0.080302,0.067067,0.0,0.153846,9.548445
Mark 1:10,15,Matt 13:7,0.072025,0.077703,0.103915,0.0,0.133333,5.51835
Mark 1:10,16,Matt 28:17,0.070187,0.060121,0.097996,0.0,0.166667,3.650605
Mark 1:10,17,Matt 10:20,0.067636,0.076399,0.065893,0.0,0.133333,4.72512
Mark 1:10,18,Matt 14:28,0.067194,0.079406,0.079321,0.0,0.117647,5.89784
Mark 1:10,19,Matt 21:3,0.064158,0.067543,0.087639,0.0,0.125,4.591588
Mark 1:10,20,Matt 10:16,0.064133,0.069404,0.106792,0.0,0.111111,6.67103
Mark 1:11,1,Matt 3:17,0.695115,0.838568,0.684429,0.311553,0.857143,29.218205
Mark 1:11,2,Matt 17:5,0.343632,0.357708,0.3797,0.178773,0.5,25.255226
Mark 1:11,3,Matt 12:18,0.155806,0.167056,0.170961,0.065906,0.235294,13.37023
Mark 1:11,4,Matt 6:10,0.140128,0.138226,0.207831,0.0,0.285714,7.621748
Mark 1:11,5,Matt 12:23,0.138668,0.113281,0.110279,0.078085,0.285714,6.130257
Mark 1:11,6,Matt 12:8,0.138573,0.134169,0.115308,0.0,0.333333,6.130257
Mark 1:11,7,Matt 22:30,0.1364,0.10315,0.107218,0.088472,0.285714,6.366645
Mark 1:11,8,Matt 17:26,0.130196,0.105098,0.078489,0.071642,0.285714,6.130257
Mark 1:11,9,Matt 13:37,0.127874,0.10493,0.09734,0.070353,0.266667,6.130257
Mark 1:11,10,Matt 5:45,0.12399,0.138425,0.172541,0.0,0.222222,11.348338
Mark 1:11,11,Matt 16:2,0.121447,0.127277,0.108385,0.0,0.266667,7.621748
Mark 1:11,12,Matt 22:2,0.120412,0.125171,0.107512,0.0,0.266667,7.68957
Mark 1:11,13,Matt 7:9,0.118705,0.103369,0.150458,0.0,0.285714,6.130257
Mark 1:11,14,Matt 18:18,0.118299,0.126272,0.170316,0.0,0.222222,6.366645
Mark 1:11,15,Matt 5:34,0.116187,0.10131,0.172643,0.0,0.266667,6.366645
Mark 1:11,16,Matt 27:43,0.115963,0.095867,0.07803,0.060078,0.25,6.130257
Mark 1:11,17,Matt 24:44,0.115943,0.115282,0.140663,0.0,0.25,7.385359
Mark 1:11,18,Matt 20:26,0.115663,0.108251,0.136164,0.0,0.266667,6.062434
Mark 1:11,19,Matt 12:50,0.114535,0.10135,0.155937,0.0,0.266667,6.366645
Mark 1:11,20,Matt 18:3,0.114334,0.124596,0.138215,0.0,0.222222,7.621748
Mark 1:12,1,Matt 12:28,0.190917,0.229572,0.148819,0.0,0.363636,9.403719
Mark 1:12,2,Matt 23:38,0.159173,0.191504,0.158537,0.0,0.285714,5.572417
Mark 1:12,3,Matt 4:1,0.159163,0.219834,0.238736,0.0,0.181818,10.297537
Mark 1:12,4,Matt 21:39,0.128711,0.134025,0.183997,0.0,0.25,4.6786
Mark 1:12,5,Matt 10:1,0.122166,0.13127,0.160358,0.0,0.235294,9.403719
Mark 1:12,6,Matt 3:16,0.118174,0.128297,0.133814,0.0,0.235294,9.316708
Mark 1:12,7,Matt 10:20,0.114143,0.140008,0.111393,0.0,0.2,4.72512
Mark 1:12,8,Matt 9:38,0.10725,0.112154,0.16781,0.0,0.2,4.6786
Mark 1:12,9,Matt 9:34,0.106798,0.122339,0.117456,0.0,0.2,4.6786
Mark 1:12,10,Matt 8:16,0.105739,0.140213,0.17643,0.0,0.125,9.403719
Mark 1:12,11,Matt 5:3,0.10487,0.112478,0.142548,0.0,0.2,4.72512
Mark 1:12,12,Matt 21:3,0.102139,0.11513,0.139673,0.0,0.181818,4.591588
Mark 1:12,13,Matt 24:26,0.100275,0.126869,0.098503,0.0,0.166667,5.572417
Mark 1:12,14,Matt 22:43,0.099503,0.114899,0.114348,0.0,0.181818,4.72512
Mark 1:12,15,Matt 3:3,0.098136,0.138159,0.137421,0.0,0.111111,10.164006
Mark 1:12,16,Matt 12:27,0.094461,0.103203,0.116557,0.0,0.181818,4.6786
Mark 1:12,17,Matt 3:1,0.093975,0.106104,0.098647,0.0,0.181818,5.572417
Mark 1:12,18,Matt 12:26,0.093792,0.099965,0.124441,0.0,0.181818,4.6786
Mark 1:12,19,Matt 9:25,0.093594,0.096456,0.138248,0.0,0.181818,4.6786
Mark 1:12,20,Matt 27:50,0.091961,0.10022,0.104986,0.0,0.181818,4.72512
Mark 1:13,1,Matt 4:11,0.13985,0.161723,0.170743,0.0,0.25,11.327156
Mark 1:13,2,Matt 4:1,0.133735,0.151241,0.18618,0.0,0.235294,11.637311
Mark 1:13,3,Matt 23:30,0.113884,0.084732,0.125962,0.0,0.315789,6.646947
Mark 1:13,4,Matt 4:2,0.107074,0.153884,0.142965,0.0,0.117647,11.607458
Mark 1:13,5,Matt 13:39,0.101783,0.079156,0.090202,0.0,0.285714,7.570618
Mark 1:13,6,Matt 11:10,0.096962,0.095657,0.068581,0.0,0.235294,7.570618
Mark 1:13,7,Matt 11:22,0.094709,0.083991,0.098548,0.0,0.235294,6.646947
Mark 1:13,8,Matt 11:24,0.094198,0.085825,0.08518,0.0,0.235294,6.646947
Mark 1:13,9,Matt 24:36,0.094031,0.102491,0.098151,0.0,0.190476,9.410234
Mark 1:13,10,Matt 27:55,0.092691,0.095566,0.096865,0.0,0.2,8.56387
Mark 1:13,11,Matt 3:1,0.092336,0.12313,0.133982,0.0,0.117647,9.815699
Mark 1:13,12,Matt 28:20,0.089375,0.078429,0.11977,0.0,0.210526,6.646947
Mark 1:13,13,Matt 13:49,0.086292,0.078516,0.109595,0.0,0.2,7.570618
Mark 1:13,14,Matt 10:15,0.084973,0.073729,0.096894,0.0,0.210526,6.646947
Mark 1:13,15,Matt 24:26,0.082774,0.109318,0.113589,0.0,0.111111,7.976083
Mark 1:13,16,Matt 23:38,0.080316,0.092043,0.081274,0.0,0.153846,5.572417
Mark 1:13,17,Matt 12:40,0.080225,0.063027,0.090061,0.0,0.214286,6.646947
Mark 1:13,18,Matt 4:3,0.079905,0.106948,0.117787,0.0,0.1,8.46856
Mark 1:13,19,Matt 22:35,0.07938,0.089655,0.104635,0.0,0.142857,6.064894
Mark 1:13,20,Matt 20:27,0.077013,0.037009,0.070251,0.0,0.266667,2.403666
Mark 1:14,1,Matt 4:12,0.231586,0.311298,0.29963,0.0,0.307692,14.138002
Mark 1:14,2,Matt 3:13,0.187864,0.217725,0.164752,0.080317,0.266667,12.631749
Mark 1:14,3,Matt 4:23,0.165552,0.180898,0.182365,0.045464,0.272727,16.278068
Mark 1:14,4,Matt 26:13,0.152011,0.163627,0.161211,0.060796,0.235294,11.182575
Mark 1:14,5,Matt 9:35,0.149842,0.157276,0.161636,0.042918,0.26087,14.207285
Mark 1:14,6,Matt 3:1,0.135244,0.152358,0.133492,0.0,0.266667,9.796281
Mark 1:14,7,Matt 17:22,0.13331,0.200566,0.208329,0.0,0.111111,12.651167
Mark 1:14,8,Matt 15:29,0.132616,0.154451,0.186689,0.0,0.222222,11.325497
Mark 1:14,9,Matt 24:14,0.131214,0.132465,0.162725,0.052906,0.210526,11.182575
Mark 1:14,10,Matt 21:11,0.130507,0.14368,0.12518,0.0,0.266667,8.120203
Mark 1:14,11,Matt 3:14,0.122341,0.1273,0.117228,0.0,0.266667,7.716839
Mark 1:14,12,Matt 8:14,0.121626,0.091961,0.142849,0.063833,0.25,6.230004
Mark 1:14,13,Matt 9:23,0.120416,0.089443,0.14208,0.063833,0.25,6.230004
Mark 1:14,14,Matt 27:55,0.119054,0.108826,0.096923,0.063783,0.222222,8.120203
Mark 1:14,15,Matt 4:17,0.116151,0.124427,0.131005,0.0,0.235294,8.309445
Mark 1:14,16,Matt 14:29,0.115534,0.096723,0.101226,0.059307,0.235294,6.230004
Mark 1:14,17,Matt 4:7,0.108755,0.107336,0.104539,0.0,0.25,7.044848
Mark 1:14,18,Matt 26:32,0.106135,0.110805,0.199091,0.0,0.181818,5.095493
Mark 1:14,19,Matt 19:1,0.105709,0.150086,0.159486,0.0,0.111111,11.325497
Mark 1:14,20,Matt 28:10,0.104163,0.111042,0.120889,0.0,0.210526,8.120203
Mark 1:15,1,Matt 3:2,0.313301,0.379796,0.349117,0.087065,0.428571,18.600379
Mark 1:15,2,Matt 4:17,0.235632,0.282116,0.26074,0.063757,0.333333,18.600379
Mark 1:15,3,Matt 10:7,0.216103,0.206172,0.235414,0.079136,0.4,12.217031
Mark 1:15,4,Matt 21:43,0.168021,0.148735,0.171696,0.05333,0.352941,10.172275
Mark 1:15,5,Matt 8:29,0.13774,0.168956,0.146508,0.0,0.235294,11.676353
Mark 1:15,6,Matt 12:28,0.131377,0.121389,0.123712,0.057526,0.25,8.206261
Mark 1:15,7,Matt 19:24,0.130582,0.11085,0.098177,0.043526,0.3,10.172275
Mark 1:15,8,Matt 21:31,0.125458,0.111769,0.133605,0.038509,0.26087,10.172275
Mark 1:15,9,Matt 21:34,0.11287,0.167121,0.141361,0.0,0.117647,11.755094
Mark 1:15,10,Matt 24:23,0.111506,0.115727,0.094294,0.0,0.25,7.250749
Mark 1:15,11,Matt 24:26,0.107354,0.10712,0.120916,0.0,0.235294,7.250749
Mark 1:15,12,Matt 22:31,0.104162,0.094981,0.08087,0.0,0.266667,5.986152
Mark 1:15,13,Matt 21:4,0.10312,0.14004,0.115304,0.0,0.142857,7.484364
Mark 1:15,14,Matt 14:33,0.101364,0.087263,0.120955,0.0,0.25,5.986152
Mark 1:15,15,Matt 4:14,0.100611,0.133527,0.119524,0.0,0.142857,7.484364
Mark 1:15,16,Matt 12:17,0.100611,0.133527,0.119524,0.0,0.142857,7.484364
Mark 1:15,17,Matt 22:21,0.099766,0.097974,0.112332,0.0,0.222222,5.986152
