mark_ref,rank,matt_ref,combined,wj_content,wj_all,wj_bigram,sr_content,rare_inter
Mark 5:13,14,Matt 8:21,0.051984,0.05877,0.081464,0.0,0.086957,6.853351
Mark 5:13,15,Matt 10:20,0.049825,0.049968,0.073391,0.0,0.1,4.72512
Mark 5:13,16,Matt 4:18,0.04926,0.034881,0.068966,0.0,0.133333,5.028802
Mark 5:13,17,Matt 9:31,0.049139,0.04177,0.081208,0.0,0.111111,4.043949
Mark 5:13,18,Matt 26:30,0.04863,0.040686,0.080989,0.0,0.111111,4.043949
Mark 5:13,19,Matt 9:26,0.048603,0.041473,0.077175,0.0,0.111111,4.043949
Mark 5:13,20,Matt 12:14,0.048371,0.040071,0.092865,0.0,0.105263,4.043949
Mark 5:14,1,Matt 8:33,0.327558,0.42532,0.424319,0.074927,0.375,23.511352
Mark 5:14,2,Matt 28:11,0.186434,0.244344,0.320352,0.0,0.222222,17.624222
Mark 5:14,3,Matt 10:23,0.1461,0.171656,0.143099,0.0,0.272727,14.039562
Mark 5:14,4,Matt 21:10,0.124002,0.11532,0.221086,0.0,0.25,7.340095
Mark 5:14,5,Matt 18:31,0.120216,0.139368,0.153952,0.0,0.210526,10.514667
Mark 5:14,6,Matt 28:10,0.109142,0.12166,0.143948,0.0,0.2,9.474337
Mark 5:14,7,Matt 8:34,0.109135,0.110653,0.148962,0.0,0.222222,8.587033
Mark 5:14,8,Matt 6:10,0.108957,0.1061,0.112116,0.0,0.25,6.864062
Mark 5:14,9,Matt 11:20,0.107709,0.114045,0.119446,0.0,0.222222,8.595197
Mark 5:14,10,Matt 8:14,0.105169,0.09363,0.159764,0.0,0.235294,6.855899
Mark 5:14,11,Matt 8:30,0.103306,0.14078,0.13288,0.0,0.133333,9.257017
Mark 5:14,12,Matt 10:11,0.102958,0.096032,0.126846,0.0,0.235294,7.340095
Mark 5:14,13,Matt 9:23,0.101984,0.091254,0.138608,0.0,0.235294,6.855899
Mark 5:14,14,Matt 5:35,0.101606,0.098512,0.128314,0.0,0.222222,7.340095
Mark 5:14,15,Matt 9:1,0.100276,0.124862,0.174217,0.0,0.133333,8.141722
Mark 5:14,16,Matt 27:33,0.098791,0.087796,0.122241,0.0,0.235294,5.60896
Mark 5:14,17,Matt 26:43,0.097549,0.080087,0.1151,0.0,0.25,5.60896
Mark 5:14,18,Matt 2:9,0.0967,0.105784,0.110016,0.0,0.190476,9.259565
Mark 5:14,19,Matt 24:5,0.096491,0.088164,0.097583,0.0,0.235294,5.60896
Mark 5:14,20,Matt 14:12,0.096245,0.126116,0.159633,0.0,0.117647,9.029026
Mark 5:15,1,Matt 13:1,0.110125,0.111089,0.101344,0.0,0.25,8.086302
Mark 5:15,2,Matt 17:7,0.108789,0.108694,0.128178,0.0,0.235294,8.086302
Mark 5:15,3,Matt 15:29,0.107854,0.12205,0.129315,0.0,0.2,11.291595
Mark 5:15,4,Matt 14:27,0.100972,0.103142,0.101138,0.0,0.222222,8.086302
Mark 5:15,5,Matt 14:29,0.100972,0.074552,0.126539,0.050657,0.210526,6.230004
Mark 5:15,6,Matt 8:14,0.099111,0.071691,0.089254,0.053922,0.222222,6.230004
Mark 5:15,7,Matt 9:23,0.09838,0.070151,0.088869,0.053922,0.222222,6.230004
Mark 5:15,8,Matt 11:18,0.095723,0.088729,0.087363,0.0,0.235294,6.823896
Mark 5:15,9,Matt 15:34,0.091047,0.082559,0.094513,0.0,0.222222,6.643312
Mark 5:15,10,Matt 14:16,0.090994,0.084473,0.085368,0.0,0.222222,6.643312
Mark 5:15,11,Matt 14:5,0.090969,0.118644,0.125791,0.0,0.125,8.680194
Mark 5:15,12,Matt 21:46,0.090074,0.117449,0.122223,0.0,0.125,8.680194
Mark 5:15,13,Matt 28:1,0.089459,0.09154,0.101708,0.0,0.190476,9.365498
Mark 5:15,14,Matt 8:16,0.089443,0.094053,0.107554,0.0,0.181818,9.596485
Mark 5:15,15,Matt 14:12,0.085609,0.071246,0.091037,0.0,0.222222,6.230004
Mark 5:15,16,Matt 28:10,0.085447,0.087594,0.079342,0.0,0.190476,8.086302
Mark 5:15,17,Matt 21:26,0.08292,0.113195,0.0976,0.0,0.111111,8.680194
Mark 5:15,18,Matt 25:25,0.081971,0.105114,0.111398,0.0,0.117647,8.680194
Mark 5:15,19,Matt 26:64,0.081294,0.118661,0.112296,0.0,0.083333,11.291595
Mark 5:15,20,Matt 16:13,0.081237,0.064276,0.065344,0.043983,0.173913,6.230004
Mark 5:16,1,Matt 26:54,0.142114,0.147465,0.142161,0.0,0.307692,8.863461
Mark 5:16,2,Matt 21:20,0.135351,0.139254,0.155438,0.0,0.285714,8.855297
Mark 5:16,3,Matt 8:16,0.114162,0.121386,0.150939,0.0,0.222222,9.636651
Mark 5:16,4,Matt 18:31,0.110626,0.105782,0.13024,0.0,0.25,7.309373
Mark 5:16,5,Matt 9:32,0.100139,0.116581,0.113143,0.0,0.181818,5.977883
Mark 5:16,6,Matt 28:17,0.094424,0.080808,0.136158,0.0,0.222222,3.650605
Mark 5:16,7,Matt 8:30,0.091569,0.105847,0.106049,0.0,0.166667,6.265565
Mark 5:16,8,Matt 27:54,0.091567,0.085598,0.109429,0.0,0.210526,7.309373
Mark 5:16,9,Matt 24:6,0.089581,0.084682,0.093684,0.0,0.210526,7.309373
Mark 5:16,10,Matt 22:45,0.087326,0.098878,0.094974,0.0,0.166667,5.204693
Mark 5:16,11,Matt 8:31,0.085894,0.098784,0.10672,0.0,0.153846,6.265565
Mark 5:16,12,Matt 22:43,0.084406,0.097835,0.096111,0.0,0.153846,5.204693
Mark 5:16,13,Matt 8:33,0.084342,0.094496,0.110491,0.0,0.153846,5.977883
Mark 5:16,14,Matt 17:3,0.082053,0.072012,0.096474,0.0,0.2,3.650605
Mark 5:16,15,Matt 12:26,0.081415,0.088469,0.108346,0.0,0.153846,5.204693
Mark 5:16,16,Matt 21:4,0.080715,0.082442,0.072525,0.0,0.181818,3.658768
Mark 5:16,17,Matt 11:26,0.080202,0.07507,0.064205,0.0,0.2,3.658768
Mark 5:16,18,Matt 12:22,0.078175,0.087545,0.121136,0.0,0.133333,5.977883
Mark 5:16,19,Matt 5:8,0.076201,0.067343,0.095332,0.0,0.181818,3.650605
Mark 5:16,20,Matt 26:8,0.07506,0.071001,0.06746,0.0,0.181818,3.650605
Mark 5:17,1,Matt 8:34,0.184588,0.2159,0.258951,0.0,0.307692,11.583244
Mark 5:17,2,Matt 5:4,0.149454,0.164149,0.18444,0.0,0.285714,5.51835
Mark 5:17,3,Matt 9:7,0.142369,0.143652,0.20583,0.0,0.285714,4.385252
Mark 5:17,4,Matt 22:22,0.123917,0.126296,0.170842,0.0,0.25,4.385252
Mark 5:17,5,Matt 8:5,0.115022,0.128475,0.127641,0.0,0.222222,5.51835
Mark 5:17,6,Matt 18:29,0.106345,0.11641,0.139601,0.0,0.2,5.51835
Mark 5:17,7,Matt 15:39,0.102702,0.116826,0.137665,0.0,0.181818,6.064894
Mark 5:17,8,Matt 14:36,0.098408,0.107007,0.138915,0.0,0.181818,5.51835
Mark 5:17,9,Matt 16:21,0.097609,0.097719,0.155402,0.0,0.190476,9.134469
Mark 5:17,10,Matt 22:5,0.096298,0.093265,0.098844,0.0,0.222222,4.385252
Mark 5:17,11,Matt 8:31,0.094782,0.104573,0.113607,0.0,0.181818,5.51835
Mark 5:17,12,Matt 24:49,0.093897,0.090426,0.132055,0.0,0.2,4.749217
Mark 5:17,13,Matt 25:46,0.093784,0.094806,0.111218,0.0,0.2,4.385252
Mark 5:17,14,Matt 8:19,0.090867,0.095871,0.113617,0.0,0.181818,4.385252
Mark 5:17,15,Matt 8:18,0.088639,0.091839,0.109475,0.0,0.181818,4.385252
Mark 5:17,16,Matt 21:29,0.087786,0.092725,0.09696,0.0,0.181818,4.385252
Mark 5:17,17,Matt 27:5,0.087582,0.081838,0.107552,0.0,0.2,4.385252
Mark 5:17,18,Matt 14:16,0.087303,0.093514,0.11888,0.0,0.166667,4.385252
Mark 5:17,19,Matt 26:22,0.085507,0.091011,0.112181,0.0,0.166667,4.749217
Mark 5:17,20,Matt 4:17,0.085394,0.085589,0.161101,0.0,0.153846,4.749217
Mark 5:18,1,Matt 8:23,0.311381,0.3327,0.369462,0.143322,0.444444,11.160387
Mark 5:18,2,Matt 9:1,0.236336,0.244887,0.269731,0.105745,0.363636,11.160387
Mark 5:18,3,Matt 15:39,0.213396,0.218143,0.246565,0.095633,0.333333,11.160387
Mark 5:18,4,Matt 14:22,0.177019,0.176637,0.207745,0.078459,0.285714,11.160387
Mark 5:18,5,Matt 14:33,0.153627,0.159102,0.153646,0.0,0.333333,7.499159
Mark 5:18,6,Matt 13:2,0.132956,0.190242,0.20681,0.0,0.133333,11.160387
Mark 5:18,7,Matt 5:4,0.130214,0.145371,0.14797,0.0,0.25,5.51835
Mark 5:18,8,Matt 14:32,0.117369,0.117556,0.200242,0.0,0.222222,5.095493
Mark 5:18,9,Matt 9:32,0.11242,0.1352,0.115797,0.0,0.2,5.977883
Mark 5:18,10,Matt 8:5,0.107437,0.116679,0.149315,0.0,0.2,5.51835
Mark 5:18,11,Matt 4:22,0.107235,0.115972,0.150477,0.0,0.2,5.095493
Mark 5:18,12,Matt 14:24,0.100385,0.094113,0.080343,0.0,0.25,7.499159
Mark 5:18,13,Matt 16:15,0.09759,0.088938,0.07568,0.0,0.25,2.403666
Mark 5:18,14,Matt 18:29,0.096382,0.106641,0.120302,0.0,0.181818,5.51835
Mark 5:18,15,Matt 8:33,0.09624,0.106369,0.150407,0.0,0.166667,5.977883
Mark 5:18,16,Matt 14:36,0.095505,0.098696,0.177589,0.0,0.166667,5.51835
Mark 5:18,17,Matt 2:18,0.094048,0.090765,0.110983,0.0,0.210526,7.922016
Mark 5:18,18,Matt 8:31,0.090039,0.096622,0.132259,0.0,0.166667,5.51835
Mark 5:18,19,Matt 23:11,0.086181,0.066137,0.064198,0.0,0.25,2.403666
Mark 5:18,20,Matt 12:22,0.084852,0.097642,0.12342,0.0,0.142857,5.977883
Mark 5:19,1,Matt 7:21,0.17209,0.175483,0.203951,0.0,0.363636,12.521252
Mark 5:19,2,Matt 23:38,0.163215,0.18803,0.170628,0.0,0.307692,9.530471
Mark 5:19,3,Matt 9:6,0.161968,0.160359,0.174084,0.043437,0.307692,16.403926
Mark 5:19,4,Matt 7:22,0.152883,0.19876,0.189965,0.0,0.222222,15.903757
Mark 5:19,5,Matt 28:10,0.145966,0.162591,0.156569,0.0,0.285714,12.697187
Mark 5:19,6,Matt 21:13,0.145302,0.14492,0.169297,0.0,0.315789,11.04696
Mark 5:19,7,Matt 20:31,0.140467,0.149526,0.131803,0.0,0.3,11.993888
Mark 5:19,8,Matt 26:18,0.136234,0.120491,0.196512,0.040752,0.26087,10.582654
Mark 5:19,9,Matt 4:10,0.128815,0.125035,0.154065,0.0,0.285714,10.836435
Mark 5:19,10,Matt 17:15,0.126702,0.129894,0.137047,0.0,0.272727,11.993888
Mark 5:19,11,Matt 12:31,0.125342,0.130825,0.138441,0.050508,0.2,9.007798
Mark 5:19,12,Matt 23:39,0.125255,0.121301,0.106698,0.0,0.3,8.812053
Mark 5:19,13,Matt 20:7,0.125156,0.102655,0.173438,0.058234,0.235294,6.873455
Mark 5:19,14,Matt 12:32,0.123902,0.114166,0.097927,0.105483,0.181818,9.007798
Mark 5:19,15,Matt 20:4,0.122478,0.102692,0.147782,0.057719,0.235294,6.873455
Mark 5:19,16,Matt 20:30,0.12148,0.12926,0.111391,0.0,0.26087,11.993888
Mark 5:19,17,Matt 21:27,0.120424,0.110307,0.136427,0.0,0.285714,8.558272
Mark 5:19,18,Matt 21:40,0.119675,0.127576,0.089323,0.0,0.266667,7.672178
Mark 5:19,19,Matt 23:3,0.119097,0.133105,0.191998,0.0,0.2,8.558272
Mark 5:19,20,Matt 15:24,0.11786,0.138379,0.134843,0.0,0.210526,10.22082
Mark 5:20,1,Matt 27:22,0.186358,0.178988,0.167901,0.073738,0.352941,9.976342
Mark 5:20,2,Matt 22:22,0.158934,0.22788,0.230546,0.0,0.166667,10.363134
Mark 5:20,3,Matt 4:17,0.157838,0.204323,0.188339,0.0,0.235294,13.058662
Mark 5:20,4,Matt 26:1,0.135229,0.108712,0.13114,0.079444,0.266667,6.267143
Mark 5:20,5,Matt 21:6,0.133034,0.126437,0.14599,0.0,0.307692,6.733909
Mark 5:20,6,Matt 26:19,0.121214,0.111442,0.13922,0.0,0.285714,6.733909
Mark 5:20,7,Matt 26:13,0.11771,0.124209,0.147571,0.0,0.235294,8.993934
Mark 5:20,8,Matt 8:10,0.116789,0.130247,0.137334,0.0,0.222222,9.002592
Mark 5:20,9,Matt 8:33,0.116715,0.11395,0.121043,0.0,0.266667,7.627685
Mark 5:20,10,Matt 20:5,0.11287,0.113582,0.117587,0.0,0.25,8.094451
Mark 5:20,11,Matt 13:46,0.10873,0.098488,0.173519,0.0,0.235294,7.627685
Mark 5:20,12,Matt 9:35,0.106549,0.121768,0.169711,0.0,0.173913,11.551879
Mark 5:20,13,Matt 28:18,0.104674,0.094265,0.151963,0.0,0.235294,6.267143
Mark 5:20,14,Matt 12:15,0.104038,0.092343,0.124833,0.0,0.25,6.267143
Mark 5:20,15,Matt 20:32,0.098855,0.123256,0.148186,0.0,0.142857,6.733909
Mark 5:20,16,Matt 24:14,0.098018,0.095861,0.127753,0.0,0.210526,8.527169
Mark 5:20,17,Matt 19:26,0.097402,0.09028,0.097165,0.0,0.235294,6.267143
Mark 5:20,18,Matt 26:31,0.094678,0.066533,0.10893,0.055381,0.2,6.267143
Mark 5:20,19,Matt 26:52,0.09388,0.087233,0.125201,0.0,0.210526,6.267143
Mark 5:20,20,Matt 23:3,0.093656,0.119361,0.177211,0.0,0.111111,6.951632
Mark 5:21,1,Matt 13:2,0.226555,0.246374,0.279952,0.110765,0.3,17.969715
Mark 5:21,2,Matt 8:18,0.199127,0.280667,0.257678,0.0,0.235294,16.997544
Mark 5:21,3,Matt 14:22,0.169316,0.190769,0.203119,0.0,0.315789,15.28767
Mark 5:21,4,Matt 13:47,0.152411,0.206688,0.213064,0.0,0.190476,17.195649
Mark 5:21,5,Matt 19:2,0.141671,0.127998,0.136497,0.068354,0.266667,7.81263
Mark 5:21,6,Matt 8:1,0.139905,0.12684,0.124053,0.068354,0.266667,7.81263
Mark 5:21,7,Matt 20:29,0.138023,0.122292,0.126253,0.06813,0.266667,7.81263
Mark 5:21,8,Matt 22:1,0.130035,0.135047,0.192634,0.0,0.25,7.726299
Mark 5:21,9,Matt 9:1,0.126996,0.181409,0.203624,0.0,0.125,11.948845
Mark 5:21,10,Matt 14:13,0.126919,0.127624,0.173148,0.0,0.26087,12.152176
Mark 5:21,11,Matt 13:1,0.126024,0.125366,0.196092,0.0,0.25,8.053512
Mark 5:21,12,Matt 19:30,0.125585,0.108804,0.099149,0.066834,0.25,6.184324
Mark 5:21,13,Matt 23:1,0.122171,0.120575,0.145791,0.0,0.266667,7.056682
Mark 5:21,14,Matt 22:14,0.119813,0.093194,0.069908,0.070205,0.266667,6.184324
Mark 5:21,15,Matt 14:24,0.11921,0.116306,0.097291,0.0,0.285714,11.279817
Mark 5:21,16,Matt 4:25,0.119043,0.097175,0.173778,0.05397,0.222222,7.81263
Mark 5:21,17,Matt 14:33,0.111115,0.109933,0.145869,0.0,0.235294,7.499159
Mark 5:21,18,Matt 13:34,0.109133,0.110459,0.149825,0.0,0.222222,7.056682
Mark 5:21,19,Matt 21:36,0.108574,0.112587,0.134654,0.0,0.222222,8.482247
Mark 5:21,20,Matt 22:41,0.108023,0.14478,0.143002,0.0,0.142857,8.086302
Mark 5:22,1,Matt 18:5,0.149825,0.168364,0.125224,0.0,0.307692,8.866618
Mark 5:22,2,Matt 23:39,0.138604,0.179161,0.13537,0.0,0.222222,11.792327
Mark 5:22,3,Matt 24:5,0.124257,0.134174,0.13878,0.0,0.25,8.141722
Mark 5:22,4,Matt 2:11,0.114624,0.105724,0.148738,0.0,0.26087,12.022851
Mark 5:22,5,Matt 10:29,0.109689,0.1155,0.106554,0.0,0.235294,9.097142
Mark 5:22,6,Matt 8:14,0.10909,0.094153,0.167215,0.0,0.25,6.855899
Mark 5:22,7,Matt 9:23,0.105779,0.09175,0.14492,0.0,0.25,6.855899
Mark 5:22,8,Matt 13:4,0.1007,0.128943,0.141038,0.0,0.142857,8.372246
Mark 5:22,9,Matt 25:39,0.097641,0.114247,0.154605,0.0,0.153846,6.855899
Mark 5:22,10,Matt 21:9,0.09219,0.090991,0.112443,0.0,0.2,8.141722
Mark 5:22,11,Matt 12:21,0.0917,0.09057,0.145794,0.0,0.181818,4.936429
Mark 5:22,12,Matt 26:40,0.090332,0.081988,0.13437,0.0,0.2,7.135483
Mark 5:22,13,Matt 7:27,0.088329,0.082885,0.110308,0.0,0.2,8.372246
Mark 5:22,14,Matt 10:42,0.088095,0.090526,0.092627,0.0,0.190476,8.866618
Mark 5:22,15,Matt 27:49,0.08684,0.106358,0.123124,0.0,0.133333,6.855899
Mark 5:22,16,Matt 7:25,0.085643,0.081376,0.090242,0.0,0.2,8.372246
Mark 5:22,17,Matt 4:9,0.082867,0.092055,0.106724,0.0,0.153846,5.166952
Mark 5:22,18,Matt 21:32,0.080742,0.070053,0.12855,0.0,0.181818,6.855899
Mark 5:22,19,Matt 21:44,0.078754,0.082832,0.107101,0.0,0.153846,5.166952
Mark 5:22,20,Matt 28:17,0.078688,0.067204,0.120828,0.0,0.181818,3.650605
Mark 5:23,1,Matt 9:18,0.23482,0.2292,0.253345,0.09205,0.416667,21.65586
Mark 5:23,2,Matt 19:15,0.160062,0.157759,0.1803,0.07083,0.266667,10.324348
Mark 5:23,3,Matt 27:49,0.14277,0.13861,0.137292,0.0,0.333333,10.33826
Mark 5:23,4,Matt 3:14,0.131493,0.111476,0.146624,0.0,0.333333,8.78991
Mark 5:23,5,Matt 24:5,0.112066,0.121834,0.151354,0.0,0.210526,8.951966
Mark 5:23,6,Matt 8:7,0.110336,0.085837,0.145668,0.0,0.285714,5.171308
Mark 5:23,7,Matt 11:18,0.107362,0.117059,0.102409,0.0,0.222222,8.78991
Mark 5:23,8,Matt 9:21,0.104979,0.100318,0.098356,0.0,0.25,7.132966
Mark 5:23,9,Matt 18:29,0.103109,0.094031,0.13736,0.0,0.235294,7.484364
Mark 5:23,10,Matt 8:25,0.102589,0.09785,0.114978,0.0,0.235294,7.132966
Mark 5:23,11,Matt 14:4,0.096371,0.082176,0.09392,0.0,0.25,5.584616
Mark 5:23,12,Matt 8:31,0.096095,0.088092,0.12009,0.0,0.222222,7.484364
Mark 5:23,13,Matt 26:23,0.095226,0.084464,0.10159,0.0,0.235294,6.600162
Mark 5:23,14,Matt 19:13,0.094426,0.122716,0.181508,0.0,0.105263,10.324348
Mark 5:23,15,Matt 25:19,0.093166,0.085278,0.10346,0.0,0.222222,6.985952
Mark 5:23,16,Matt 19:25,0.092815,0.089923,0.079047,0.0,0.222222,7.132966
Mark 5:23,17,Matt 16:16,0.092302,0.09621,0.090073,0.0,0.2,8.126218
Mark 5:23,18,Matt 26:53,0.091833,0.090845,0.145894,0.0,0.181818,9.299008
Mark 5:23,19,Matt 11:3,0.091406,0.073039,0.085388,0.0,0.25,5.171308
Mark 5:23,20,Matt 21:3,0.090897,0.075269,0.125816,0.0,0.222222,5.584616
Mark 5:24,1,Matt 19:2,0.395095,0.364567,0.375585,0.293926,0.6,12.561847
Mark 5:24,2,Matt 8:1,0.384098,0.358764,0.291731,0.293926,0.6,12.561847
Mark 5:24,3,Matt 20:29,0.377062,0.336733,0.325386,0.291974,0.6,12.561847
Mark 5:24,4,Matt 4:25,0.266775,0.233415,0.217657,0.190659,0.461538,12.561847
Mark 5:24,5,Matt 8:18,0.182324,0.280217,0.228931,0.0,0.166667,12.197882
Mark 5:24,6,Matt 12:15,0.152944,0.162577,0.182464,0.0,0.307692,8.529875
Mark 5:24,7,Matt 8:19,0.145029,0.204876,0.195014,0.0,0.166667,9.134469
Mark 5:24,8,Matt 13:2,0.140586,0.127526,0.127238,0.068567,0.266667,7.81263
Mark 5:24,9,Matt 19:22,0.130612,0.138078,0.113342,0.0,0.285714,8.16591
Mark 5:24,10,Matt 9:7,0.124132,0.128523,0.162963,0.0,0.25,4.385252
Mark 5:24,11,Matt 9:19,0.122171,0.133748,0.175403,0.0,0.222222,4.749217
Mark 5:24,12,Matt 14:14,0.120268,0.154716,0.173121,0.0,0.166667,7.81263
Mark 5:24,13,Matt 26:47,0.116323,0.095395,0.149193,0.056125,0.222222,7.81263
Mark 5:24,14,Matt 15:30,0.115114,0.095572,0.144656,0.052785,0.222222,7.81263
Mark 5:24,15,Matt 8:23,0.114306,0.121132,0.153519,0.0,0.222222,4.749217
Mark 5:24,16,Matt 22:22,0.112012,0.114451,0.160642,0.0,0.222222,4.385252
Mark 5:24,17,Matt 4:20,0.108653,0.115421,0.122696,0.0,0.222222,4.749217
Mark 5:24,18,Matt 4:22,0.103295,0.109091,0.142042,0.0,0.2,4.749217
Mark 5:24,19,Matt 22:33,0.102422,0.099298,0.132932,0.0,0.222222,4.031972
Mark 5:24,20,Matt 23:1,0.100143,0.101512,0.144626,0.0,0.2,4.031972
Mark 5:25,1,Matt 9:20,0.230929,0.240187,0.225315,0.081253,0.4,16.841227
Mark 5:25,2,Matt 23:30,0.132998,0.141438,0.160174,0.0,0.266667,8.301506
Mark 5:25,3,Matt 26:28,0.129851,0.130096,0.097694,0.0,0.307692,8.301506
Mark 5:25,4,Matt 19:5,0.115143,0.092643,0.090948,0.069201,0.235294,7.037814
Mark 5:25,5,Matt 22:28,0.108348,0.135701,0.139494,0.0,0.166667,7.037814
Mark 5:25,6,Matt 15:38,0.102488,0.126921,0.120397,0.0,0.166667,7.037814
Mark 5:25,7,Matt 27:8,0.098403,0.119361,0.08327,0.0,0.181818,5.89784
Mark 5:25,8,Matt 16:17,0.097555,0.09757,0.115429,0.0,0.210526,8.301506
Mark 5:25,9,Matt 27:25,0.09417,0.110808,0.109729,0.0,0.166667,5.89784
Mark 5:25,10,Matt 11:11,0.092245,0.088832,0.101653,0.0,0.210526,7.037814
Mark 5:25,11,Matt 14:21,0.091823,0.111323,0.109581,0.0,0.153846,7.037814
Mark 5:25,12,Matt 22:27,0.09147,0.095822,0.083503,0.0,0.2,4.634148
Mark 5:25,13,Matt 26:20,0.088475,0.097781,0.081099,0.0,0.181818,5.130585
Mark 5:25,14,Matt 27:4,0.084601,0.10257,0.076753,0.0,0.153846,5.89784
Mark 5:25,15,Matt 5:31,0.084184,0.090961,0.068878,0.0,0.181818,4.634148
Mark 5:25,16,Matt 16:15,0.08019,0.068916,0.047339,0.0,0.222222,2.403666
Mark 5:25,17,Matt 27:6,0.079975,0.106219,0.08647,0.0,0.117647,8.301506
Mark 5:25,18,Matt 19:10,0.079061,0.101406,0.084281,0.0,0.125,7.037814
Mark 5:25,19,Matt 27:24,0.076328,0.078762,0.061021,0.0,0.173913,8.301506
Mark 5:25,20,Matt 27:55,0.076163,0.096355,0.078035,0.0,0.125,7.037814
Mark 5:26,1,Matt 27:19,0.134334,0.162042,0.136063,0.045782,0.181818,15.987737
Mark 5:26,2,Matt 27:24,0.093015,0.098377,0.104914,0.038731,0.142857,12.271618
Mark 5:26,3,Matt 24:5,0.091907,0.090971,0.088644,0.0,0.210526,6.985952
Mark 5:26,4,Matt 25:19,0.091815,0.083896,0.096173,0.0,0.222222,6.985952
Mark 5:26,5,Matt 12:15,0.089019,0.081772,0.101163,0.0,0.210526,7.023091
Mark 5:26,6,Matt 16:21,0.083969,0.079435,0.106896,0.035849,0.142857,10.164006
Mark 5:26,7,Matt 13:2,0.082324,0.074741,0.105956,0.0,0.190476,7.023091
Mark 5:26,8,Matt 9:10,0.079442,0.072288,0.088169,0.0,0.190476,6.985952
Mark 5:26,9,Matt 6:30,0.078809,0.079839,0.095475,0.0,0.166667,9.535397
Mark 5:26,10,Matt 24:11,0.078595,0.051442,0.05446,0.0,0.25,3.780658
Mark 5:26,11,Matt 8:16,0.073092,0.06619,0.085235,0.0,0.173913,7.023091
Mark 5:26,12,Matt 17:12,0.071854,0.088472,0.160419,0.0,0.08,9.588641
Mark 5:26,13,Matt 17:11,0.071255,0.086677,0.08721,0.0,0.117647,6.447727
Mark 5:26,14,Matt 13:19,0.070396,0.059867,0.114557,0.0,0.16,6.447727
Mark 5:26,15,Matt 15:5,0.069848,0.088846,0.063375,0.0,0.117647,6.516879
Mark 5:26,16,Matt 9:12,0.067905,0.081463,0.112466,0.0,0.1,7.076495
Mark 5:26,17,Matt 20:28,0.066533,0.078255,0.122708,0.0,0.095238,6.985952
Mark 5:26,18,Matt 3:7,0.066436,0.057946,0.070272,0.0,0.166667,6.985952
Mark 5:26,19,Matt 20:10,0.065015,0.077702,0.100491,0.0,0.1,6.985952
Mark 5:26,20,Matt 16:20,0.062758,0.07263,0.078525,0.0,0.111111,5.823732
Mark 5:27,1,Matt 9:20,0.238376,0.265878,0.24564,0.076669,0.375,18.12644
Mark 5:27,2,Matt 9:21,0.225776,0.239929,0.242004,0.107765,0.333333,10.762264
Mark 5:27,3,Matt 17:14,0.178549,0.153993,0.159723,0.106451,0.333333,7.237266
Mark 5:27,4,Matt 22:33,0.170164,0.176798,0.178776,0.0,0.363636,7.899642
Mark 5:27,5,Matt 14:36,0.15805,0.185991,0.172114,0.0,0.285714,10.762264
Mark 5:27,6,Matt 23:1,0.155231,0.158083,0.174268,0.0,0.333333,7.056682
Mark 5:27,7,Matt 17:7,0.149753,0.165985,0.179171,0.0,0.285714,8.54306
Mark 5:27,8,Matt 14:13,0.147773,0.132319,0.152484,0.051924,0.3,10.924352
Mark 5:27,9,Matt 9:23,0.142511,0.164701,0.15062,0.0,0.266667,10.261976
Mark 5:27,10,Matt 13:34,0.13417,0.141135,0.173257,0.0,0.266667,7.056682
Mark 5:27,11,Matt 8:18,0.133441,0.124641,0.202103,0.0,0.285714,7.056682
Mark 5:27,12,Matt 20:34,0.133297,0.136429,0.147614,0.0,0.285714,8.54306
Mark 5:27,13,Matt 14:1,0.130374,0.119831,0.149121,0.0,0.307692,6.892379
Mark 5:27,14,Matt 15:10,0.129779,0.172983,0.186031,0.0,0.166667,7.899642
Mark 5:27,15,Matt 7:28,0.122633,0.119242,0.118315,0.0,0.285714,7.056682
Mark 5:27,16,Matt 8:10,0.120699,0.104374,0.107957,0.063507,0.235294,6.892379
Mark 5:27,17,Matt 21:8,0.116118,0.128262,0.139559,0.0,0.222222,9.275886
Mark 5:27,18,Matt 15:29,0.110289,0.082947,0.078737,0.072123,0.235294,6.230004
Mark 5:27,19,Matt 19:14,0.100214,0.097026,0.094932,0.0,0.235294,6.230004
Mark 5:27,20,Matt 26:47,0.099569,0.080042,0.088551,0.058779,0.2,7.237266
Mark 5:28,1,Matt 9:21,0.517303,0.592251,0.555149,0.141102,0.8,17.89523
Mark 5:28,2,Matt 14:36,0.181064,0.213719,0.182239,0.0,0.333333,10.762264
Mark 5:28,3,Matt 8:25,0.162966,0.16677,0.151923,0.0,0.363636,7.132966
Mark 5:28,4,Matt 27:49,0.148668,0.149648,0.146601,0.0,0.333333,7.132966
Mark 5:28,5,Matt 9:20,0.143873,0.158193,0.155428,0.0,0.285714,10.762264
Mark 5:28,6,Matt 19:25,0.143166,0.144987,0.112552,0.0,0.333333,7.132966
Mark 5:28,7,Matt 9:29,0.129962,0.172394,0.160212,0.0,0.181818,7.484364
Mark 5:28,8,Matt 17:7,0.125254,0.166245,0.171101,0.0,0.166667,7.484364
Mark 5:28,9,Matt 24:13,0.121981,0.136025,0.107697,0.0,0.25,5.166952
Mark 5:28,10,Matt 26:35,0.113098,0.125264,0.122847,0.0,0.222222,8.819365
