matt_ref,rank,mark_ref,combined,wj_content,wj_all,wj_bigram,sr_content,rare_inter
Matt 1:1,1,Mark 12:35,0.246597,0.258062,0.230828,0.109544,0.4,17.363331
Matt 1:1,2,Mark 1:1,0.183326,0.164094,0.160565,0.107043,0.333333,8.309445
Matt 1:1,3,Mark 10:47,0.169416,0.173276,0.155008,0.051134,0.315789,12.078595
Matt 1:1,4,Mark 10:48,0.128924,0.12667,0.107615,0.056411,0.235294,9.053886
Matt 1:1,5,Mark 12:26,0.113704,0.152567,0.117158,0.0,0.166667,13.747524
Matt 1:1,6,Mark 12:37,0.112846,0.125543,0.119068,0.0,0.222222,9.053886
Matt 1:1,7,Mark 14:61,0.112287,0.108809,0.098796,0.053771,0.2,9.011326
Matt 1:1,8,Mark 14:62,0.085407,0.084955,0.071773,0.0,0.2,6.751301
Matt 1:1,9,Mark 5:7,0.082809,0.079459,0.070518,0.0,0.2,6.751301
Matt 1:1,10,Mark 2:19,0.080789,0.084029,0.066118,0.0,0.181818,6.751301
Matt 1:1,11,Mark 8:29,0.074571,0.093588,0.074566,0.0,0.125,5.284735
Matt 1:1,12,Mark 11:10,0.073495,0.084355,0.069641,0.0,0.142857,5.327295
Matt 1:1,13,Mark 13:21,0.071046,0.084075,0.065452,0.0,0.133333,5.284735
Matt 1:1,14,Mark 12:6,0.070026,0.047552,0.041834,0.0,0.222222,3.726591
Matt 1:1,15,Mark 11:6,0.069196,0.067819,0.053446,0.0,0.166667,3.02471
Matt 1:1,16,Mark 14:21,0.067204,0.053225,0.03253,0.0,0.2,3.726591
Matt 1:1,17,Mark 2:25,0.064258,0.073813,0.060423,0.0,0.125,5.327295
Matt 1:1,18,Mark 2:28,0.063691,0.064518,0.060869,0.0,0.142857,3.726591
Matt 1:1,19,Mark 13:5,0.059342,0.053854,0.043385,0.0,0.153846,3.02471
Matt 1:1,20,Mark 1:25,0.05932,0.053039,0.046833,0.0,0.153846,3.02471
Matt 1:2,1,Mark 12:26,0.179474,0.24343,0.237772,0.0,0.230769,19.753578
Matt 1:2,2,Mark 3:19,0.094698,0.113118,0.15223,0.0,0.142857,5.823732
Matt 1:2,3,Mark 6:3,0.08235,0.115696,0.128959,0.0,0.086957,10.394701
Matt 1:2,4,Mark 3:33,0.082057,0.093961,0.131076,0.0,0.133333,4.570969
Matt 1:2,5,Mark 14:10,0.076083,0.088918,0.125405,0.0,0.117647,5.823732
Matt 1:2,6,Mark 3:34,0.069383,0.075069,0.106015,0.0,0.125,4.570969
Matt 1:2,7,Mark 3:32,0.067167,0.07317,0.107106,0.0,0.117647,4.570969
Matt 1:2,8,Mark 3:31,0.065629,0.068702,0.111837,0.0,0.117647,4.570969
Matt 1:2,9,Mark 3:35,0.064234,0.072361,0.081423,0.0,0.117647,4.570969
Matt 1:2,10,Mark 14:21,0.06418,0.082117,0.090454,0.0,0.090909,5.371747
Matt 1:2,11,Mark 6:18,0.061447,0.071152,0.072062,0.0,0.111111,4.570969
Matt 1:2,12,Mark 5:37,0.058226,0.06302,0.098668,0.0,0.1,4.570969
Matt 1:2,13,Mark 12:20,0.055657,0.060218,0.085594,0.0,0.1,4.570969
Matt 1:2,14,Mark 13:12,0.05508,0.059451,0.083272,0.0,0.1,4.570969
Matt 1:2,15,Mark 14:43,0.052692,0.059062,0.087224,0.0,0.086957,5.823732
Matt 1:2,16,Mark 3:17,0.052656,0.054445,0.091077,0.0,0.095238,4.570969
Matt 1:2,17,Mark 1:19,0.050258,0.049775,0.088112,0.0,0.095238,4.570969
Matt 1:2,18,Mark 6:17,0.04971,0.050794,0.078048,0.0,0.095238,4.570969
Matt 1:2,19,Mark 1:16,0.049327,0.053889,0.068951,0.0,0.090909,4.570969
Matt 1:2,20,Mark 10:29,0.044313,0.048787,0.05692,0.0,0.083333,4.570969
Matt 1:3,1,Mark 3:19,0.076212,0.088774,0.095973,0.0,0.133333,5.823732
Matt 1:3,2,Mark 14:10,0.063791,0.07315,0.086514,0.0,0.111111,5.823732
Matt 1:3,3,Mark 14:21,0.054433,0.06754,0.066489,0.0,0.086957,5.371747
Matt 1:3,4,Mark 6:3,0.047007,0.053658,0.06194,0.0,0.083333,5.823732
Matt 1:3,5,Mark 14:43,0.046294,0.051665,0.063785,0.0,0.083333,5.823732
Matt 1:3,6,Mark 7:20,0.008303,0.0,0.083026,0.0,0.0,0.0
Matt 1:3,7,Mark 10:37,0.007852,0.0,0.078522,0.0,0.0,0.0
Matt 1:3,8,Mark 9:21,0.007836,0.0,0.078356,0.0,0.0,0.0
Matt 1:3,9,Mark 6:54,0.007666,0.0,0.076657,0.0,0.0,0.0
Matt 1:3,10,Mark 11:8,0.007622,0.0,0.076218,0.0,0.0,0.0
Matt 1:3,11,Mark 1:25,0.007506,0.0,0.075058,0.0,0.0,0.0
Matt 1:3,12,Mark 14:62,0.007291,0.0,0.07291,0.0,0.0,0.0
Matt 1:3,13,Mark 10:20,0.007267,0.0,0.072668,0.0,0.0,0.0
Matt 1:3,14,Mark 7:26,0.007092,0.0,0.070924,0.0,0.0,0.0
Matt 1:3,15,Mark 13:25,0.00668,0.0,0.066802,0.0,0.0,0.0
Matt 1:3,16,Mark 11:20,0.006511,0.0,0.065107,0.0,0.0,0.0
Matt 1:3,17,Mark 7:29,0.006359,0.0,0.063585,0.0,0.0,0.0
Matt 1:3,18,Mark 14:69,0.006298,0.0,0.062982,0.0,0.0,0.0
Matt 1:3,19,Mark 14:70,0.00626,0.0,0.062599,0.0,0.0,0.0
Matt 1:3,20,Mark 12:44,0.00626,0.0,0.062595,0.0,0.0,0.0
Matt 1:4,1,Mark 14:21,0.063727,0.081967,0.077939,0.0,0.095238,5.371747
Matt 1:4,2,Mark 15:13,0.00574,0.0,0.0574,0.0,0.0,0.0
Matt 1:4,3,Mark 10:36,0.00574,0.0,0.057397,0.0,0.0,0.0
Matt 1:4,4,Mark 11:6,0.005649,0.0,0.056487,0.0,0.0,0.0
Matt 1:4,5,Mark 10:31,0.005622,0.0,0.056222,0.0,0.0,0.0
Matt 1:4,6,Mark 14:46,0.005536,0.0,0.055362,0.0,0.0,0.0
Matt 1:4,7,Mark 15:37,0.00503,0.0,0.050305,0.0,0.0,0.0
Matt 1:4,8,Mark 10:3,0.005002,0.0,0.050015,0.0,0.0,0.0
Matt 1:4,9,Mark 9:27,0.004992,0.0,0.049919,0.0,0.0,0.0
Matt 1:4,10,Mark 14:52,0.004982,0.0,0.049821,0.0,0.0,0.0
Matt 1:4,11,Mark 9:32,0.004874,0.0,0.048742,0.0,0.0,0.0
Matt 1:4,12,Mark 7:20,0.004781,0.0,0.047812,0.0,0.0,0.0
Matt 1:4,13,Mark 13:31,0.00473,0.0,0.047299,0.0,0.0,0.0
Matt 1:4,14,Mark 6:15,0.004716,0.0,0.047164,0.0,0.0,0.0
Matt 1:4,15,Mark 9:23,0.004681,0.0,0.04681,0.0,0.0,0.0
Matt 1:4,16,Mark 8:5,0.0046,0.0,0.046003,0.0,0.0,0.0
Matt 1:4,17,Mark 13:5,0.004588,0.0,0.045883,0.0,0.0,0.0
Matt 1:4,18,Mark 16:16,0.004582,0.0,0.045823,0.0,0.0,0.0
Matt 1:4,19,Mark 14:20,0.004515,0.0,0.045155,0.0,0.0,0.0
Matt 1:4,20,Mark 10:13,0.00451,0.0,0.045102,0.0,0.0,0.0
Matt 1:5,1,Mark 14:21,0.053845,0.066257,0.066377,0.0,0.086957,5.371747
Matt 1:5,2,Mark 7:20,0.008281,0.0,0.082807,0.0,0.0,0.0
Matt 1:5,3,Mark 10:20,0.00725,0.0,0.072501,0.0,0.0,0.0
Matt 1:5,4,Mark 10:37,0.006484,0.0,0.064844,0.0,0.0,0.0
Matt 1:5,5,Mark 9:21,0.006471,0.0,0.064709,0.0,0.0,0.0
Matt 1:5,6,Mark 11:8,0.006297,0.0,0.062968,0.0,0.0,0.0
Matt 1:5,7,Mark 12:44,0.006247,0.0,0.06247,0.0,0.0,0.0
Matt 1:5,8,Mark 10:40,0.006141,0.0,0.061412,0.0,0.0,0.0
Matt 1:5,9,Mark 7:11,0.006112,0.0,0.061125,0.0,0.0,0.0
Matt 1:5,10,Mark 14:62,0.006027,0.0,0.060272,0.0,0.0,0.0
Matt 1:5,11,Mark 6:54,0.005881,0.0,0.058813,0.0,0.0,0.0
Matt 1:5,12,Mark 7:26,0.005865,0.0,0.058652,0.0,0.0,0.0
Matt 1:5,13,Mark 1:25,0.005761,0.0,0.057609,0.0,0.0,0.0
Matt 1:5,14,Mark 5:8,0.005738,0.0,0.057384,0.0,0.0,0.0
Matt 1:5,15,Mark 15:39,0.005512,0.0,0.055119,0.0,0.0,0.0
Matt 1:5,16,Mark 11:30,0.005286,0.0,0.052857,0.0,0.0,0.0
Matt 1:5,17,Mark 14:70,0.005185,0.0,0.051848,0.0,0.0,0.0
Matt 1:5,18,Mark 13:25,0.005138,0.0,0.051378,0.0,0.0,0.0
Matt 1:5,19,Mark 16:12,0.00508,0.0,0.050804,0.0,0.0,0.0
Matt 1:5,20,Mark 11:20,0.00501,0.0,0.050095,0.0,0.0,0.0
Matt 1:6,1,Mark 15:18,0.075181,0.079874,0.084686,0.0,0.153846,4.907441
Matt 1:6,2,Mark 11:10,0.074986,0.085549,0.079172,0.0,0.142857,5.327295
Matt 1:6,3,Mark 15:9,0.071786,0.07626,0.108018,0.0,0.133333,4.907441
Matt 1:6,4,Mark 15:2,0.07128,0.078639,0.108923,0.0,0.125,4.907441
Matt 1:6,5,Mark 15:26,0.068989,0.072515,0.077857,0.0,0.142857,4.907441
Matt 1:6,6,Mark 2:25,0.06555,0.074726,0.069239,0.0,0.125,5.327295
Matt 1:6,7,Mark 15:12,0.065478,0.072452,0.093445,0.0,0.117647,4.907441
Matt 1:6,8,Mark 10:48,0.065204,0.071679,0.09419,0.0,0.117647,5.327295
Matt 1:6,9,Mark 14:21,0.063235,0.079594,0.074173,0.0,0.1,5.371747
Matt 1:6,10,Mark 12:37,0.061813,0.071066,0.076113,0.0,0.111111,5.327295
Matt 1:6,11,Mark 6:26,0.060886,0.064767,0.067406,0.0,0.125,4.907441
Matt 1:6,12,Mark 10:47,0.059966,0.070488,0.071941,0.0,0.105263,5.327295
Matt 1:6,13,Mark 12:36,0.058057,0.06492,0.088435,0.0,0.1,5.327295
Matt 1:6,14,Mark 12:35,0.057555,0.067917,0.069922,0.0,0.1,5.327295
Matt 1:6,15,Mark 13:9,0.056009,0.058626,0.060984,0.0,0.117647,4.907441
Matt 1:6,16,Mark 6:27,0.052736,0.05469,0.05903,0.0,0.111111,4.907441
Matt 1:6,17,Mark 15:32,0.052175,0.054698,0.053387,0.0,0.111111,4.907441
Matt 1:6,18,Mark 6:14,0.049664,0.050549,0.078696,0.0,0.095238,4.907441
Matt 1:6,19,Mark 6:25,0.045808,0.04885,0.047774,0.0,0.095238,4.907441
Matt 1:6,20,Mark 6:22,0.045305,0.047656,0.048122,0.0,0.095238,4.907441
Matt 1:7,1,Mark 14:21,0.064053,0.082611,0.078302,0.0,0.095238,5.371747
Matt 1:7,2,Mark 15:13,0.005793,0.0,0.057929,0.0,0.0,0.0
Matt 1:7,3,Mark 10:36,0.005793,0.0,0.057927,0.0,0.0,0.0
Matt 1:7,4,Mark 11:6,0.0057,0.0,0.057,0.0,0.0,0.0
Matt 1:7,5,Mark 10:31,0.005673,0.0,0.05673,0.0,0.0,0.0
Matt 1:7,6,Mark 14:46,0.005585,0.0,0.055854,0.0,0.0,0.0
Matt 1:7,7,Mark 15:37,0.005071,0.0,0.050711,0.0,0.0,0.0
Matt 1:7,8,Mark 10:3,0.005042,0.0,0.050417,0.0,0.0,0.0
Matt 1:7,9,Mark 9:27,0.005032,0.0,0.050319,0.0,0.0,0.0
Matt 1:7,10,Mark 14:52,0.005022,0.0,0.05022,0.0,0.0,0.0
Matt 1:7,11,Mark 9:32,0.004912,0.0,0.049123,0.0,0.0,0.0
Matt 1:7,12,Mark 7:20,0.004818,0.0,0.048179,0.0,0.0,0.0
Matt 1:7,13,Mark 13:31,0.004766,0.0,0.047658,0.0,0.0,0.0
Matt 1:7,14,Mark 6:15,0.004752,0.0,0.047521,0.0,0.0,0.0
Matt 1:7,15,Mark 9:23,0.004716,0.0,0.047162,0.0,0.0,0.0
Matt 1:7,16,Mark 8:5,0.004634,0.0,0.046342,0.0,0.0,0.0
Matt 1:7,17,Mark 13:5,0.004622,0.0,0.046221,0.0,0.0,0.0
Matt 1:7,18,Mark 16:16,0.004616,0.0,0.04616,0.0,0.0,0.0
Matt 1:7,19,Mark 14:20,0.004548,0.0,0.045482,0.0,0.0,0.0
Matt 1:7,20,Mark 10:13,0.004543,0.0,0.045429,0.0,0.0,0.0
Matt 1:8,1,Mark 14:21,0.063727,0.081967,0.077939,0.0,0.095238,5.371747
Matt 1:8,2,Mark 15:13,0.00574,0.0,0.0574,0.0,0.0,0.0
Matt 1:8,3,Mark 10:36,0.00574,0.0,0.057397,0.0,0.0,0.0
Matt 1:8,4,Mark 11:6,0.005649,0.0,0.056487,0.0,0.0,0.0
Matt 1:8,5,Mark 10:31,0.005622,0.0,0.056222,0.0,0.0,0.0
Matt 1:8,6,Mark 14:46,0.005536,0.0,0.055362,0.0,0.0,0.0
Matt 1:8,7,Mark 15:37,0.00503,0.0,0.050305,0.0,0.0,0.0
Matt 1:8,8,Mark 10:3,0.005002,0.0,0.050015,0.0,0.0,0.0
Matt 1:8,9,Mark 9:27,0.004992,0.0,0.049919,0.0,0.0,0.0
Matt 1:8,10,Mark 14:52,0.004982,0.0,0.049821,0.0,0.0,0.0
Matt 1:8,11,Mark 9:32,0.004874,0.0,0.048742,0.0,0.0,0.0
Matt 1:8,12,Mark 7:20,0.004781,0.0,0.047812,0.0,0.0,0.0
Matt 1:8,13,Mark 13:31,0.00473,0.0,0.047299,0.0,0.0,0.0
Matt 1:8,14,Mark 6:15,0.004716,0.0,0.047164,0.0,0.0,0.0
Matt 1:8,15,Mark 9:23,0.004681,0.0,0.04681,0.0,0.0,0.0
Matt 1:8,16,Mark 8:5,0.0046,0.0,0.046003,0.0,0.0,0.0
Matt 1:8,17,Mark 13:5,0.004588,0.0,0.045883,0.0,0.0,0.0
Matt 1:8,18,Mark 16:16,0.004582,0.0,0.045823,0.0,0.0,0.0
Matt 1:8,19,Mark 14:20,0.004515,0.0,0.045155,0.0,0.0,0.0
Matt 1:8,20,Mark 10:13,0.00451,0.0,0.045102,0.0,0.0,0.0
Matt 1:9,1,Mark 14:21,0.063727,0.081967,0.077939,0.0,0.095238,5.371747
Matt 1:9,2,Mark 15:13,0.00574,0.0,0.0574,0.0,0.0,0.0
Matt 1:9,3,Mark 10:36,0.00574,0.0,0.057397,0.0,0.0,0.0
Matt 1:9,4,Mark 11:6,0.005649,0.0,0.056487,0.0,0.0,0.0
Matt 1:9,5,Mark 10:31,0.005622,0.0,0.056222,0.0,0.0,0.0
Matt 1:9,6,Mark 14:46,0.005536,0.0,0.055362,0.0,0.0,0.0
Matt 1:9,7,Mark 15:37,0.00503,0.0,0.050305,0.0,0.0,0.0
Matt 1:9,8,Mark 10:3,0.005002,0.0,0.050015,0.0,0.0,0.0
Matt 1:9,9,Mark 9:27,0.004992,0.0,0.049919,0.0,0.0,0.0
Matt 1:9,10,Mark 14:52,0.004982,0.0,0.049821,0.0,0.0,0.0
Matt 1:9,11,Mark 9:32,0.004874,0.0,0.048742,0.0,0.0,0.0
Matt 1:9,12,Mark 7:20,0.004781,0.0,0.047812,0.0,0.0,0.0
Matt 1:9,13,Mark 13:31,0.00473,0.0,0.047299,0.0,0.0,0.0
Matt 1:9,14,Mark 6:15,0.004716,0.0,0.047164,0.0,0.0,0.0
Matt 1:9,15,Mark 9:23,0.004681,0.0,0.04681,0.0,0.0,0.0
Matt 1:9,16,Mark 8:5,0.0046,0.0,0.046003,0.0,0.0,0.0
Matt 1:9,17,Mark 13:5,0.004588,0.0,0.045883,0.0,0.0,0.0
Matt 1:9,18,Mark 16:16,0.004582,0.0,0.045823,0.0,0.0,0.0
Matt 1:9,19,Mark 14:20,0.004515,0.0,0.045155,0.0,0.0,0.0
Matt 1:9,20,Mark 10:13,0.00451,0.0,0.045102,0.0,0.0,0.0
Matt 1:10,1,Mark 14:21,0.063727,0.081967,0.077939,0.0,0.095238,5.371747
Matt 1:10,2,Mark 15:13,0.00574,0.0,0.0574,0.0,0.0,0.0
Matt 1:10,3,Mark 10:36,0.00574,0.0,0.057397,0.0,0.0,0.0
Matt 1:10,4,Mark 11:6,0.005649,0.0,0.056487,0.0,0.0,0.0
Matt 1:10,5,Mark 10:31,0.005622,0.0,0.056222,0.0,0.0,0.0
Matt 1:10,6,Mark 14:46,0.005536,0.0,0.055362,0.0,0.0,0.0
Matt 1:10,7,Mark 15:37,0.00503,0.0,0.050305,0.0,0.0,0.0
Matt 1:10,8,Mark 10:3,0.005002,0.0,0.050015,0.0,0.0,0.0
Matt 1:10,9,Mark 9:27,0.004992,0.0,0.049919,0.0,0.0,0.0
Matt 1:10,10,Mark 14:52,0.004982,0.0,0.049821,0.0,0.0,0.0
Matt 1:10,11,Mark 9:32,0.004874,0.0,0.048742,0.0,0.0,0.0
Matt 1:10,12,Mark 7:20,0.004781,0.0,0.047812,0.0,0.0,0.0
Matt 1:10,13,Mark 13:31,0.00473,0.0,0.047299,0.0,0.0,0.0
Matt 1:10,14,Mark 6:15,0.004716,0.0,0.047164,0.0,0.0,0.0
Matt 1:10,15,Mark 9:23,0.004681,0.0,0.04681,0.0,0.0,0.0
Matt 1:10,16,Mark 8:5,0.0046,0.0,0.046003,0.0,0.0,0.0
Matt 1:10,17,Mark 13:5,0.004588,0.0,0.045883,0.0,0.0,0.0
Matt 1:10,18,Mark 16:16,0.004582,0.0,0.045823,0.0,0.0,0.0
Matt 1:10,19,Mark 14:20,0.004515,0.0,0.045155,0.0,0.0,0.0
Matt 1:10,20,Mark 10:13,0.00451,0.0,0.045102,0.0,0.0,0.0
Matt 1:11,1,Mark 3:33,0.087856,0.087985,0.118993,0.0,0.181818,4.570969
Matt 1:11,2,Mark 3:34,0.075173,0.071205,0.097969,0.0,0.166667,4.570969
Matt 1:11,3,Mark 3:32,0.071932,0.069494,0.0989,0.0,0.153846,4.570969
Matt 1:11,4,Mark 3:31,0.070514,0.065451,0.10292,0.0,0.153846,4.570969
Matt 1:11,5,Mark 3:35,0.069277,0.068764,0.07564,0.0,0.153846,4.570969
Matt 1:11,6,Mark 14:21,0.065939,0.078169,0.085404,0.0,0.111111,5.371747
Matt 1:11,7,Mark 6:18,0.065675,0.067672,0.066514,0.0,0.142857,4.570969
Matt 1:11,8,Mark 13:12,0.062242,0.057001,0.11591,0.0,0.125,4.570969
Matt 1:11,9,Mark 5:37,0.06129,0.060275,0.091661,0.0,0.125,4.570969
Matt 1:11,10,Mark 12:20,0.05889,0.057706,0.079226,0.0,0.125,4.570969
Matt 1:11,11,Mark 3:17,0.05561,0.052384,0.085075,0.0,0.117647,4.570969
Matt 1:11,12,Mark 1:19,0.053399,0.048047,0.082482,0.0,0.117647,4.570969
Matt 1:11,13,Mark 6:17,0.052937,0.048995,0.073598,0.0,0.117647,4.570969
Matt 1:11,14,Mark 1:16,0.052039,0.051868,0.064758,0.0,0.111111,4.570969
Matt 1:11,15,Mark 6:3,0.048717,0.046184,0.068812,0.0,0.105263,4.570969
Matt 1:11,16,Mark 10:29,0.04661,0.047125,0.054032,0.0,0.1,4.570969
Matt 1:11,17,Mark 12:19,0.044807,0.044508,0.065965,0.0,0.090909,4.570969
Matt 1:11,18,Mark 10:30,0.040115,0.037877,0.048887,0.0,0.090909,4.570969
Matt 1:11,19,Mark 12:17,0.012054,0.0,0.120537,0.0,0.0,0.0
Matt 1:11,20,Mark 6:49,0.010504,0.0,0.105036,0.0,0.0,0.0
Matt 1:12,1,Mark 14:21,0.060754,0.074692,0.071423,0.0,0.1,5.371747
Matt 1:12,2,Mark 14:20,0.008869,0.0,0.088692,0.0,0.0,0.0
Matt 1:12,3,Mark 1:36,0.007348,0.0,0.073485,0.0,0.0,0.0
Matt 1:12,4,Mark 14:17,0.007006,0.0,0.070065,0.0,0.0,0.0
Matt 1:12,5,Mark 15:7,0.00697,0.0,0.069699,0.0,0.0,0.0
Matt 1:12,6,Mark 5:40,0.006856,0.0,0.068565,0.0,0.0,0.0
Matt 1:12,7,Mark 6:50,0.006842,0.0,0.068419,0.0,0.0,0.0
Matt 1:12,8,Mark 14:62,0.006579,0.0,0.065792,0.0,0.0,0.0
Matt 1:12,9,Mark 14:7,0.006464,0.0,0.064635,0.0,0.0,0.0
Matt 1:12,10,Mark 14:28,0.006267,0.0,0.062667,0.0,0.0,0.0
Matt 1:12,11,Mark 14:1,0.005916,0.0,0.059165,0.0,0.0,0.0
Matt 1:12,12,Mark 5:18,0.005744,0.0,0.057442,0.0,0.0,0.0
Matt 1:12,13,Mark 16:10,0.005683,0.0,0.056835,0.0,0.0,0.0
Matt 1:12,14,Mark 4:36,0.005656,0.0,0.056559,0.0,0.0,0.0
Matt 1:12,15,Mark 14:70,0.005591,0.0,0.055911,0.0,0.0,0.0
Matt 1:12,16,Mark 16:12,0.005553,0.0,0.055528,0.0,0.0,0.0
Matt 1:12,17,Mark 1:14,0.005408,0.0,0.054085,0.0,0.0,0.0
Matt 1:12,18,Mark 2:16,0.005285,0.0,0.052845,0.0,0.0,0.0
Matt 1:12,19,Mark 14:67,0.005267,0.0,0.052666,0.0,0.0,0.0
Matt 1:12,20,Mark 14:33,0.005264,0.0,0.052639,0.0,0.0,0.0
Matt 1:13,1,Mark 14:21,0.063727,0.081967,0.077939,0.0,0.095238,5.371747
Matt 1:13,2,Mark 15:13,0.00574,0.0,0.0574,0.0,0.0,0.0
Matt 1:13,3,Mark 10:36,0.00574,0.0,0.057397,0.0,0.0,0.0
Matt 1:13,4,Mark 11:6,0.005649,0.0,0.056487,0.0,0.0,0.0
Matt 1:13,5,Mark 10:31,0.005622,0.0,0.056222,0.0,0.0,0.0
Matt 1:13,6,Mark 14:46,0.005536,0.0,0.055362,0.0,0.0,0.0
Matt 1:13,7,Mark 15:37,0.00503,0.0,0.050305,0.0,0.0,0.0
Matt 1:13,8,Mark 10:3,0.005002,0.0,0.050015,0.0,0.0,0.0
Matt 1:13,9,Mark 9:27,0.004992,0.0,0.049919,0.0,0.0,0.0
Matt 1:13,10,Mark 14:52,0.004982,0.0,0.049821,0.0,0.0,0.0
Matt 1:13,11,Mark 9:32,0.004874,0.0,0.048742,0.0,0.0,0.0
Matt 1:13,12,Mark 7:20,0.004781,0.0,0.047812,0.0,0.0,0.0
Matt 1:13,13,Mark 13:31,0.00473,0.0,0.047299,0.0,0.0,0.0
Matt 1:13,14,Mark 6:15,0.004716,0.0,0.047164,0.0,0.0,0.0
Matt 1:13,15,Mark 9:23,0.004681,0.0,0.04681,0.0,0.0,0.0
Matt 1:13,16,Mark 8:5,0.0046,0.0,0.046003,0.0,0.0,0.0
Matt 1:13,17,Mark 13:5,0.004588,0.0,0.045883,0.0,0.0,0.0
Matt 1:13,18,Mark 16:16,0.004582,0.0,0.045823,0.0,0.0,0.0
Matt 1:13,19,Mark 14:20,0.004515,0.0,0.045155,0.0,0.0,0.0
Matt 1:13,20,Mark 10:13,0.00451,0.0,0.045102,0.0,0.0,0.0
Matt 1:14,1,Mark 14:21,0.063727,0.081967,0.077939,0.0,0.095238,5.371747
Matt 1:14,2,Mark 15:13,0.00574,0.0,0.0574,0.0,0.0,0.0
Matt 1:14,3,Mark 10:36,0.00574,0.0,0.057397,0.0,0.0,0.0
Matt 1:14,4,Mark 11:6,0.005649,0.0,0.056487,0.0,0.0,0.0
Matt 1:14,5,Mark 10:31,0.005622,0.0,0.056222,0.0,0.0,0.0
Matt 1:14,6,Mark 14:46,0.005536,0.0,0.055362,0.0,0.0,0.0
Matt 1:14,7,Mark 15:37,0.00503,0.0,0.050305,0.0,0.0,0.0
Matt 1:14,8,Mark 10:3,0.005002,0.0,0.050015,0.0,0.0,0.0
Matt 1:14,9,Mark 9:27,0.004992,0.0,0.049919,0.0,0.0,0.0
Matt 1:14,10,Mark 14:52,0.004982,0.0,0.049821,0.0,0.0,0.0
Matt 1:14,11,Mark 9:32,0.004874,0.0,0.048742,0.0,0.0,0.0
Matt 1:14,12,Mark 7:20,0.004781,0.0,0.047812,0.0,0.0,0.0
Matt 1:14,13,Mark 13:31,0.00473,0.0,0.047299,0.0,0.0,0.0
Matt 1:14,14,Mark 6:15,0.004716,0.0,0.047164,0.0,0.0,0.0
Matt 1:14,15,Mark 9:23,0.004681,0.0,0.04681,0.0,0.0,0.0
Matt 1:14,16,Mark 8:5,0.0046,0.0,0.046003,0.0,0.0,0.0
Matt 1:14,17,Mark 13:5,0.004588,0.0,0.045883,0.0,0.0,0.0
Matt 1:14,18,Mark 16:16,0.004582,0.0,0.045823,0.0,0.0,0.0
Matt 1:14,19,Mark 14:20,0.004515,0.0,0.045155,0.0,0.0,0.0
Matt 1:14,20,Mark 10:13,0.00451,0.0,0.045102,0.0,0.0,0.0
Matt 1:15,1,Mark 14:21,0.06427,0.083041,0.078543,0.0,0.095238,5.371747
Matt 1:15,2,Mark 12:26,0.055357,0.069583,0.08044,0.0,0.08,6.516879
Matt 1:15,3,Mark 15:13,0.005828,0.0,0.058283,0.0,0.0,0.0
Matt 1:15,4,Mark 10:36,0.005828,0.0,0.058281,0.0,0.0,0.0
Matt 1:15,5,Mark 11:6,0.005734,0.0,0.057343,0.0,0.0,0.0
Matt 1:15,6,Mark 10:31,0.005707,0.0,0.05707,0.0,0.0,0.0
Matt 1:15,7,Mark 14:46,0.005618,0.0,0.056184,0.0,0.0,0.0
Matt 1:15,8,Mark 15:37,0.005098,0.0,0.050982,0.0,0.0,0.0
Matt 1:15,9,Mark 10:3,0.005068,0.0,0.050685,0.0,0.0,0.0
Matt 1:15,10,Mark 9:27,0.005059,0.0,0.050586,0.0,0.0,0.0
Matt 1:15,11,Mark 14:52,0.005049,0.0,0.050486,0.0,0.0,0.0
Matt 1:15,12,Mark 9:32,0.004938,0.0,0.049377,0.0,0.0,0.0
Matt 1:15,13,Mark 7:20,0.004842,0.0,0.048423,0.0,0.0,0.0
Matt 1:15,14,Mark 13:31,0.00479,0.0,0.047897,0.0,0.0,0.0
Matt 1:15,15,Mark 6:15,0.004776,0.0,0.047759,0.0,0.0,0.0
Matt 1:15,16,Mark 9:23,0.00474,0.0,0.047396,0.0,0.0,0.0
Matt 1:15,17,Mark 8:5,0.004657,0.0,0.046568,0.0,0.0,0.0
Matt 1:15,18,Mark 13:5,0.004645,0.0,0.046446,0.0,0.0,0.0
Matt 1:15,19,Mark 16:16,0.004638,0.0,0.046384,0.0,0.0,0.0
Matt 1:15,20,Mark 14:20,0.00457,0.0,0.0457,0.0,0.0,0.0
Matt 1:16,1,Mark 1:1,0.148702,0.15996,0.151816,0.0,0.307692,8.309445
Matt 1:16,2,Mark 12:35,0.138792,0.135775,0.122954,0.033021,0.285714,10.275459
Matt 1:16,3,Mark 1:25,0.124248,0.088534,0.140527,0.052848,0.285714,4.990724
Matt 1:16,4,Mark 10:5,0.119245,0.085787,0.103527,0.052582,0.285714,4.990724
Matt 1:16,5,Mark 8:29,0.119082,0.129917,0.135601,0.0,0.235294,7.250749
Matt 1:16,6,Mark 9:23,0.114682,0.084594,0.109918,0.049158,0.266667,4.990724
Matt 1:16,7,Mark 11:22,0.11386,0.087168,0.08697,0.050418,0.266667,4.990724
Matt 1:16,8,Mark 13:21,0.111845,0.116572,0.09388,0.0,0.25,7.250749
Matt 1:16,9,Mark 13:5,0.108394,0.089911,0.107914,0.0,0.285714,4.990724
Matt 1:16,10,Mark 14:18,0.10687,0.084351,0.111771,0.042707,0.235294,4.990724
